Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
18.0,Metz,0,0,3,2,7,-5,0,Lyon,2.0,23.08.2025,20:05,away,0,3,L,opponent,0.57,2.76,0.48,0.52,11,13,2,8,0,3,3,4,0.91,0.92,2.0,0.0,0.98,3.06,3,3,6,2,7,9,4,4,0,1,17,23,0,1,3,1,13,15,0.73,0.6,0.81,0.75,0.33,0.5,0.49,1.4,11,19,15,13,0.67,0.39,36,44,5,15,2,5,0,1,0,0,5,2,3.06,0.98,0.06,0.98,0.0,0.0,0.0,0.0,9,7,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
18.0,Metz,0,0,3,2,7,-5,0,Paris FC,15.0,31.08.2025,16:15,away,2,3,L,opponent,1.84,3.21,0.49,0.51,14,24,2,9,2,5,6,14,0.88,0.88,1.0,1.0,1.51,3.94,7,12,5,3,10,19,4,5,0,1,25,44,0,3,1,0,4,8,0.48,0.5,0.74,0.77,0.22,0.19,1.15,1.64,12,16,8,4,0.5,0.43,42,31,35,26,5,7,1,0,1,1,6,0,3.94,1.51,0.94,-0.49,1.0,0.0,0.0,0.0,9,14,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
5.0,Monaco,2,0,1,6,4,2,6,Le Havre,11.0,16.08.2025,18:00,home,3,1,W,team,1.76,0.6,0.74,0.26,13,9,3,4,2,1,5,4,0.89,0.72,0.0,1.0,1.74,1.27,5,3,5,2,7,5,6,4,1,0,30,8,0,0,5,1,12,5,0.55,0.32,0.76,0.51,0.05,0.15,0.9,0.18,23,12,5,14,0.36,0.38,44,39,11,43,8,8,2,1,0,1,3,0,1.27,1.74,0.27,-0.26,0.0,0.0,1.0,0.0,10,3,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,2,1.0,0.73
5.0,Monaco,2,0,1,6,4,2,6,Lille,3.0,24.08.2025,19:45,away,0,1,L,opponent,1.25,2.92,0.5,0.5,6,18,1,1,3,4,3,8,0.8,0.83,2.0,1.0,0.68,0.56,4,13,1,4,5,10,1,8,0,0,15,34,0,1,0,2,7,14,0.33,0.61,0.69,0.74,0.14,0.25,0.53,1.46,26,19,14,7,0.64,0.6,38,58,26,23,11,17,0,2,0,0,0,1,0.56,0.68,-0.44,0.68,0.0,0.0,0.0,0.0,10,5,0,2,2,0.5,0.5,1.0,0.0,0.5,0,0.1,-1,0.5,0.38
5.0,Monaco,2,0,1,6,4,2,6,Strasbourg,7.0,31.08.2025,16:15,home,3,2,W,team,1.94,1.63,0.43,0.57,12,12,4,4,4,2,6,5,0.84,0.88,2.0,1.0,2.36,1.7,4,5,4,3,10,10,2,2,1,0,22,30,2,2,4,2,12,13,0.56,0.6,0.7,0.77,0.29,0.2,1.65,1.18,17,16,13,12,0.74,0.55,56,57,24,11,10,2,0,1,0,1,2,1,1.7,2.36,-0.3,-0.64,0.0,1.0,1.0,0.0,10,16,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,1,0.4,1,0.6666666666666666,0.5866666666666667
13.0,Nantes,1,0,2,1,2,-1,3,PSG,1.0,17.08.2025,19:45,home,0,1,L,opponent,0.14,1.43,0.29,0.71,6,18,0,4,0,1,2,7,0.74,0.91,1.0,1.0,0.0,0.19,5,7,1,7,2,12,3,6,0,1,12,44,0,1,0,1,6,6,0.4,0.74,0.51,0.88,0.17,0.19,0.1,1.72,12,17,6,6,0.52,0.64,40,38,18,9,8,6,0,0,0,0,3,0,0.19,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,11,13,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-1,0.0,0.0
13.0,Nantes,1,0,2,1,2,-1,3,Strasbourg,7.0,24.08.2025,16:15,away,0,1,L,opponent,0.44,1.78,0.51,0.49,9,15,2,4,1,2,6,7,0.83,0.88,2.0,2.0,0.28,1.54,2,6,5,5,7,9,2,6,0,0,20,19,0,0,2,4,11,9,0.55,0.56,0.66,0.73,0.21,0.22,0.27,0.79,25,19,9,11,0.43,0.58,63,46,24,21,6,7,0,0,0,0,3,2,1.54,0.28,0.54,0.28,0.0,0.0,0.0,1.0,11,16,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
13.0,Nantes,1,0,2,1,2,-1,3,Auxerre,14.0,30.08.2025,18:00,home,1,0,W,team,0.48,0.68,0.43,0.57,4,14,3,4,1,2,3,9,0.78,0.83,1.0,3.0,0.54,0.54,0,3,1,7,1,8,3,6,1,0,6,24,0,1,1,6,11,12,0.33,0.53,0.4,0.65,0.0,0.25,0.07,0.76,11,28,13,11,0.79,0.67,49,41,41,24,8,9,0,1,0,0,4,2,0.54,0.54,0.54,-0.46,0.0,0.0,0.0,0.0,11,1,1,1,1,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
12.0,Nice,1,0,2,4,5,-1,3,Toulouse,8.0,16.08.2025,20:05,home,0,1,L,opponent,0.79,0.61,0.57,0.43,13,10,2,2,1,0,9,4,0.85,0.85,2.0,3.0,0.23,0.38,5,6,6,2,4,7,9,3,1,0,31,33,1,1,0,0,13,12,0.43,0.46,0.72,0.7,0.29,0.29,1.26,0.93,19,8,12,13,0.47,0.61,50,53,27,41,5,2,0,0,0,0,1,2,0.38,0.23,-0.62,0.23,0.0,0.0,0.0,0.0,12,17,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-1,0.0,0.0
12.0,Nice,1,0,2,4,5,-1,3,Auxerre,14.0,23.08.2025,18:00,home,3,1,W,team,1.95,1.51,0.55,0.45,16,12,6,8,5,6,5,4,0.87,0.79,2.0,2.0,2.15,2.01,9,2,1,2,9,8,7,4,1,1,22,13,1,1,1,0,15,10,0.55,0.31,0.75,0.6,0.26,0.14,1.2,0.73,15,15,10,15,0.5,0.42,58,50,21,21,10,5,1,1,0,0,7,3,2.01,2.15,1.01,0.15,0.0,1.0,1.0,0.0,12,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.2,2,0.5,0.41000000000000003
12.0,Nice,1,0,2,4,5,-1,3,Le Havre,11.0,31.08.2025,16:15,away,1,3,L,opponent,0.63,2.56,0.59,0.41,7,12,3,8,2,4,5,0,0.85,0.79,4.0,1.0,1.15,3.35,2,2,2,2,5,8,2,4,0,0,17,18,2,2,0,0,13,15,0.5,0.48,0.71,0.58,0.17,0.19,1.44,1.33,20,23,16,13,0.64,0.5,49,48,20,26,6,4,1,0,1,0,5,2,3.35,1.15,0.35,0.15,0.0,0.0,0.0,0.0,12,3,0,2,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,0,0.2,-2,0.3333333333333333,0.29333333333333333
1.0,PSG,3,0,0,8,3,5,9,Nantes,13.0,17.08.2025,19:45,away,1,0,W,team,1.43,0.14,0.71,0.29,18,6,4,0,1,0,7,2,0.91,0.74,1.0,1.0,0.19,0.0,7,5,7,1,12,2,6,3,1,0,44,12,1,0,1,0,6,6,0.74,0.4,0.88,0.51,0.19,0.17,1.72,0.1,17,12,6,6,0.64,0.52,38,40,9,18,6,8,0,0,0,0,0,3,0.0,0.19,0.0,-0.81,0.0,0.0,0.0,0.0,13,11,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,1,1.0,0.73
1.0,PSG,3,0,0,8,3,5,9,Angers,9.0,22.08.2025,19:45,home,1,0,W,team,1.85,0.24,0.83,0.17,21,3,4,0,2,1,12,0,0.94,0.72,0.0,0.0,0.68,0.0,13,3,4,0,8,3,13,0,1,1,45,4,0,1,1,1,8,3,0.81,0.35,0.89,0.29,0.25,0.67,1.62,0.36,21,9,3,9,0.74,0.65,46,43,3,40,6,14,0,0,0,1,0,3,0.0,0.68,0.0,-0.32,0.0,0.0,0.0,0.0,13,0,1,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
1.0,PSG,3,0,0,8,3,5,9,Toulouse,8.0,30.08.2025,20:05,away,6,3,W,team,2.61,2.22,0.76,0.24,13,14,8,6,3,4,7,5,0.94,0.77,0.0,1.0,4.65,2.67,3,3,2,5,9,8,4,6,1,0,34,20,1,0,0,1,7,11,0.7,0.66,0.87,0.63,0.0,0.18,0.89,0.62,9,9,11,7,0.57,0.76,31,49,15,18,7,13,0,1,0,0,3,2,2.67,4.65,-0.33,-1.35,0.0,0.0,0.0,0.0,13,17,0,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,3,1.0,0.8799999999999999
15.0,Paris FC,1,0,2,5,8,-3,3,Angers,9.0,17.08.2025,16:15,away,0,1,L,opponent,0.92,0.97,0.68,0.32,17,8,7,2,1,1,7,3,0.9,0.74,1.0,2.0,1.73,0.4,6,3,4,3,5,5,12,3,0,0,20,11,0,1,3,0,12,10,0.72,0.39,0.81,0.65,0.08,0.0,0.49,0.43,18,16,10,14,0.25,0.65,38,44,12,28,5,4,0,1,1,0,1,7,0.4,1.73,-0.6,1.73,0.0,1.0,0.0,0.0,14,0,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
15.0,Paris FC,1,0,2,5,8,-3,3,Marseille,4.0,23.08.2025,16:00,away,2,5,L,opponent,1.09,2.83,0.39,0.61,8,12,4,7,3,7,2,5,0.88,0.91,0.0,1.0,1.35,2.47,4,4,0,1,6,9,2,2,1,1,9,26,1,1,1,1,8,12,0.38,0.53,0.59,0.71,0.25,0.42,1.07,0.81,19,15,12,9,0.7,0.83,24,35,28,19,11,2,0,3,2,0,2,2,2.47,1.35,-2.53,-0.65,0.0,0.0,0.0,0.0,14,8,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-3,0.0,0.0
15.0,Paris FC,1,0,2,5,8,-3,3,Metz,18.0,31.08.2025,16:15,home,3,2,W,team,3.21,1.84,0.51,0.49,24,14,9,2,5,2,14,6,0.88,0.88,1.0,1.0,3.94,1.51,12,7,3,5,19,10,5,4,1,0,44,25,3,0,0,1,8,4,0.5,0.48,0.77,0.74,0.19,0.22,1.64,1.15,16,12,4,8,0.43,0.5,31,42,26,35,7,5,0,1,1,1,0,6,1.51,3.94,-0.49,0.94,0.0,1.0,0.0,0.0,14,9,1,1,1,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
10.0,Rennes,1,1,1,2,5,-3,4,Marseille,4.0,15.08.2025,19:45,home,1,0,W,team,1.39,1.79,0.28,0.72,12,24,5,2,3,3,1,12,0.77,0.92,2.0,3.0,1.06,0.75,2,13,5,9,8,15,4,9,0,2,17,34,1,0,5,0,10,8,0.41,0.61,0.56,0.86,0.5,0.24,0.31,1.38,11,17,8,11,0.44,0.53,35,33,41,16,4,4,0,1,0,0,2,4,0.75,1.06,0.75,0.06,1.0,0.0,0.0,0.0,15,8,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
10.0,Rennes,1,1,1,2,5,-3,4,Lorient,16.0,24.08.2025,14:00,away,0,4,L,opponent,0.07,3.04,0.49,0.51,5,22,1,7,0,6,2,3,0.87,0.88,0.0,6.0,0.03,3.44,3,9,1,6,0,13,4,9,1,0,4,49,1,1,2,4,17,7,0.42,0.68,0.73,0.8,0.0,0.24,0.14,2.06,12,9,7,18,0.36,0.86,45,30,29,18,8,14,1,0,2,0,3,1,3.44,0.03,-0.56,0.03,2.0,0.0,0.0,1.0,15,6,0,2,2,0.5,0.5,1.0,0.0,0.5,0,0.1,-4,0.5,0.38
10.0,Rennes,1,1,1,2,5,-3,4,Angers,9.0,31.08.2025,14:00,away,1,1,D,draw,1.46,1.24,0.63,0.37,15,10,7,7,2,3,7,1,0.91,0.87,2.0,2.0,1.72,1.31,4,3,4,0,9,6,6,4,0,0,17,9,1,0,0,4,8,11,0.54,0.47,0.8,0.73,0.23,0.25,1.88,0.63,18,10,11,9,0.53,0.53,39,40,11,14,6,4,2,1,0,0,6,6,1.31,1.72,0.31,0.72,0.0,0.0,0.0,1.0,15,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0,0.1,0,0.3333333333333333,0.2633333333333333
7.0,Strasbourg,2,0,1,4,3,1,6,Metz,18.0,17.08.2025,16:15,away,1,0,W,team,0.63,0.3,0.63,0.37,9,2,4,0,1,0,3,3,0.89,0.78,2.0,2.0,0.85,0.0,2,2,3,0,4,2,5,0,0,0,16,13,0,0,1,1,14,12,0.58,0.35,0.72,0.51,0.08,0.15,0.73,0.26,23,12,13,16,0.57,0.8,66,54,23,34,5,10,0,0,0,0,0,3,0.0,0.85,0.0,-0.15,0.0,0.0,1.0,0.0,16,9,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,1,1.0,0.73
7.0,Strasbourg,2,0,1,4,3,1,6,Nantes,13.0,24.08.2025,16:15,home,1,0,W,team,1.78,0.44,0.49,0.51,15,9,4,2,2,1,7,6,0.88,0.83,2.0,2.0,1.54,0.28,6,2,5,5,9,7,6,2,0,0,19,20,0,0,4,2,9,11,0.56,0.55,0.73,0.66,0.22,0.21,0.79,0.27,19,25,11,9,0.58,0.43,46,63,21,24,7,6,0,0,0,0,2,3,0.28,1.54,0.28,0.54,0.0,0.0,1.0,0.0,16,11,1,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
7.0,Strasbourg,2,0,1,4,3,1,6,Monaco,5.0,31.08.2025,16:15,away,2,3,L,opponent,1.63,1.94,0.57,0.43,12,12,4,4,2,4,5,6,0.88,0.84,1.0,2.0,1.7,2.36,5,4,3,4,10,10,2,2,0,1,30,22,2,2,2,4,13,12,0.6,0.56,0.77,0.7,0.2,0.29,1.18,1.65,16,17,12,13,0.55,0.74,57,56,11,24,2,10,1,0,1,0,1,2,2.36,1.7,-0.64,-0.3,1.0,0.0,0.0,1.0,16,10,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
8.0,Toulouse,2,0,1,6,6,0,6,Nice,12.0,16.08.2025,20:05,away,1,0,W,team,0.61,0.79,0.43,0.57,10,13,2,2,0,1,4,9,0.85,0.85,3.0,2.0,0.38,0.23,6,5,2,6,7,4,3,9,0,1,33,31,1,1,0,0,12,13,0.46,0.43,0.7,0.72,0.29,0.29,0.93,1.26,8,19,13,12,0.61,0.47,53,50,41,27,2,5,0,0,0,0,2,1,0.23,0.38,0.23,-0.62,0.0,0.0,0.0,0.0,17,12,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,1,1.0,0.73
8.0,Toulouse,2,0,1,6,6,0,6,Brest,17.0,24.08.2025,16:15,home,2,0,W,team,1.29,0.97,0.47,0.53,6,16,3,2,1,0,3,9,0.81,0.82,0.0,1.0,1.28,0.07,3,6,0,8,6,10,0,6,1,0,17,25,1,0,3,2,9,12,0.47,0.4,0.59,0.65,0.3,0.41,0.58,1.22,18,16,14,10,0.61,0.56,55,59,30,20,5,9,0,0,0,0,2,1,0.07,1.28,0.07,-0.72,0.0,0.0,0.0,0.0,17,2,1,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
8.0,Toulouse,2,0,1,6,6,0,6,PSG,1.0,30.08.2025,20:05,home,3,6,L,opponent,2.22,2.61,0.24,0.76,14,13,6,8,4,3,5,7,0.77,0.94,1.0,0.0,2.67,4.65,3,3,5,2,8,9,6,4,0,1,20,34,0,1,1,0,11,7,0.66,0.7,0.63,0.87,0.18,0.0,0.62,0.89,9,9,7,11,0.76,0.57,49,31,18,15,13,7,1,0,0,0,2,3,4.65,2.67,-1.35,-0.33,0.0,0.0,0.0,0.0,17,13,1,2,2,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0,0.30000000000000004,-3,0.6666666666666666,0.5566666666666666
