Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent
5.0,AS Roma,20,9,9,56,35,21,69,Lazio,7.0,13.04.2025,19:45,away,1,1,D,draw,0.28,1.33,0.53,0.47,9.0,12.0,4.0,7.0,0.0,3.0,5.0,10.0,0.88,0.83,2.0,4.0,4.0,3.0,1.0,2.0,5.0,8.0,4.0,4.0,0.0,0.0,13.0,19.0,1.0,1.0,12.0,12.0,0.78,0.66,0.23,0.25,16.0,18.0,12.0,12.0,0.47,0.71,30.0,19.0,5.0,3.0,6.0,3.0,0.78,3.49,0.0,1.0,0.54,0.51,0.42,0.45,43.0,43.0,0.0,0.0,0.0,0.0,3.49,0.78,2.49,-0.22,0.0,1.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Genoa,13.0,15.09.2024,11:30,away,1,1,D,draw,2.32,1.1,0.51,0.49,16.0,20.0,6.0,8.0,0.0,0.0,5.0,4.0,0.83,0.85,3.0,1.0,8.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,14.0,0.0,0.0,0.0,0.0,27.0,14.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Como,10.0,15.12.2024,17:00,away,0,2,L,opponent,0.59,1.07,0.62,0.38,6.0,18.0,1.0,7.0,1.0,1.0,5.0,6.0,0.85,0.79,1.0,6.0,4.0,9.0,1.0,2.0,4.0,7.0,2.0,11.0,0.0,1.0,13.0,20.0,3.0,2.0,18.0,17.0,0.59,0.65,0.21,0.14,30.0,11.0,17.0,18.0,0.3,0.88,21.0,26.0,8.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Parma,16.0,16.02.2025,17:00,away,1,0,W,team,0.99,0.26,0.72,0.28,16.0,5.0,4.0,1.0,2.0,0.0,10.0,1.0,0.92,0.73,3.0,2.0,5.0,4.0,7.0,0.0,9.0,3.0,7.0,2.0,1.0,0.0,22.0,12.0,3.0,1.0,11.0,5.0,0.86,0.55,0.15,0.14,16.0,18.0,5.0,11.0,0.62,0.5,28.0,20.0,6.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,AS Roma,20,9,9,56,35,21,69,Cagliari,15.0,16.03.2025,15:00,home,1,0,W,team,1.56,0.82,0.61,0.39,13.0,11.0,1.0,5.0,2.0,2.0,8.0,3.0,0.87,0.79,0.0,2.0,7.0,4.0,5.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,24.0,11.0,0.0,1.0,12.0,4.0,0.71,0.59,0.29,0.4,24.0,14.0,4.0,12.0,1.0,0.67,13.0,25.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Genoa,13.0,17.01.2025,19:45,home,3,1,W,team,1.51,0.5,0.52,0.48,16.0,7.0,7.0,3.0,2.0,1.0,3.0,2.0,0.89,0.84,1.0,1.0,7.0,3.0,2.0,1.0,10.0,5.0,6.0,2.0,1.0,0.0,22.0,13.0,0.0,1.0,12.0,12.0,0.71,0.56,0.33,0.44,8.0,18.0,12.0,12.0,0.5,0.6,10.0,17.0,8.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,AC Milan,8.0,18.05.2025,19:45,home,3,1,W,team,1.04,1.55,0.54,0.46,15.0,12.0,6.0,3.0,2.0,4.0,4.0,2.0,0.92,0.92,3.0,2.0,6.0,4.0,3.0,5.0,9.0,10.0,6.0,2.0,0.0,0.0,32.0,24.0,0.0,0.0,16.0,12.0,0.83,0.81,0.28,0.17,6.0,9.0,12.0,16.0,0.5,0.5,12.0,22.0,9.0,3.0,2.0,3.0,2.58,1.09,1.0,4.0,0.7,0.73,0.86,1.55,40.0,35.0,1.0,0.0,0.0,0.0,1.09,2.58,0.09,-0.42,1.0,0.0,0.0,1.0
5.0,AS Roma,20,9,9,56,35,21,69,Cagliari,15.0,18.08.2024,19:45,away,0,0,D,draw,1.25,0.76,0.57,0.43,13.0,12.0,3.0,2.0,0.0,0.0,3.0,5.0,0.82,0.77,0.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,19.0,10.0,0.0,0.0,0.0,0.0,28.0,29.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Verona,14.0,19.04.2025,19:45,home,1,0,W,team,1.5,0.51,0.55,0.45,6.0,8.0,3.0,2.0,2.0,0.0,4.0,6.0,0.84,0.79,0.0,2.0,3.0,4.0,0.0,2.0,6.0,5.0,0.0,3.0,0.0,0.0,20.0,22.0,0.0,3.0,17.0,5.0,0.61,0.74,0.19,0.09,27.0,23.0,5.0,17.0,0.4,0.48,17.0,23.0,8.0,7.0,2.0,2.0,1.05,0.07,0.0,0.0,0.34,0.49,0.32,0.32,47.0,51.0,1.0,0.0,0.0,0.0,0.07,1.05,0.07,0.05,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Inter,2.0,20.10.2024,19:45,home,0,1,L,opponent,1.14,1.04,0.55,0.45,14.0,11.0,3.0,6.0,0.0,0.0,3.0,3.0,0.86,0.84,2.0,3.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,18.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Udinese,12.0,22.09.2024,17:00,home,3,0,W,team,1.98,0.39,0.62,0.38,16.0,9.0,8.0,2.0,0.0,0.0,2.0,1.0,0.81,0.75,2.0,2.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,13.0,22.0,0.0,0.0,0.0,0.0,14.0,12.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Parma,16.0,22.12.2024,11:30,home,5,0,W,team,5.28,0.43,0.59,0.41,19.0,9.0,9.0,3.0,7.0,1.0,5.0,2.0,0.9,0.84,1.0,2.0,7.0,5.0,3.0,1.0,18.0,1.0,1.0,8.0,0.0,2.0,45.0,12.0,4.0,0.0,9.0,10.0,0.79,0.7,0.33,0.0,12.0,10.0,10.0,9.0,0.69,0.63,11.0,19.0,9.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Monza,20.0,24.02.2025,19:45,home,4,0,W,team,1.64,0.22,0.65,0.35,23.0,5.0,6.0,2.0,3.0,0.0,6.0,3.0,0.92,0.87,0.0,1.0,9.0,2.0,8.0,1.0,12.0,3.0,11.0,2.0,0.0,0.0,24.0,3.0,0.0,0.0,7.0,6.0,0.8,0.8,0.5,0.13,19.0,10.0,6.0,7.0,0.53,0.61,5.0,30.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Napoli,1.0,24.11.2024,17:00,away,0,1,L,opponent,0.58,1.98,0.37,0.63,6.0,14.0,1.0,2.0,1.0,2.0,2.0,8.0,0.79,0.9,3.0,0.0,4.0,9.0,1.0,3.0,4.0,8.0,2.0,6.0,1.0,0.0,15.0,22.0,2.0,1.0,8.0,9.0,0.64,0.82,0.22,0.2,15.0,18.0,9.0,8.0,0.57,0.67,24.0,19.0,8.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Torino,11.0,25.05.2025,19:45,away,2,0,W,team,1.93,0.43,0.54,0.46,15.0,11.0,5.0,4.0,5.0,0.0,1.0,2.0,0.9,0.89,1.0,1.0,8.0,3.0,2.0,4.0,11.0,5.0,4.0,6.0,2.0,0.0,24.0,18.0,1.0,3.0,15.0,11.0,0.82,0.84,0.36,0.24,16.0,15.0,11.0,15.0,0.89,0.57,19.0,11.0,2.0,1.0,4.0,3.0,2.04,0.25,2.0,0.0,0.63,0.54,0.65,0.43,36.0,37.0,2.0,0.0,0.0,0.0,0.25,2.04,0.25,0.04,1.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Empoli,18.0,25.08.2024,19:45,home,1,2,L,opponent,2.98,2.87,0.73,0.27,26.0,14.0,7.0,4.0,0.0,0.0,8.0,5.0,0.89,0.75,0.0,3.0,10.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,37.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Udinese,12.0,26.01.2025,14:00,away,2,1,W,team,2.88,0.59,0.52,0.48,16.0,10.0,10.0,3.0,2.0,1.0,5.0,1.0,0.86,0.84,2.0,2.0,3.0,3.0,3.0,4.0,10.0,5.0,6.0,5.0,0.0,0.0,19.0,12.0,4.0,1.0,15.0,12.0,0.68,0.71,0.25,0.16,16.0,24.0,12.0,15.0,0.63,0.5,34.0,35.0,6.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Inter,2.0,27.04.2025,14:00,away,1,0,W,team,1.85,1.11,0.3,0.7,19.0,17.0,7.0,2.0,5.0,1.0,3.0,4.0,0.77,0.89,2.0,1.0,8.0,15.0,4.0,0.0,14.0,11.0,5.0,6.0,0.0,0.0,24.0,38.0,0.0,2.0,11.0,9.0,0.71,0.81,0.7,0.36,12.0,20.0,9.0,11.0,0.64,0.64,32.0,7.0,5.0,6.0,2.0,6.0,0.79,0.11,0.0,0.0,0.31,0.73,1.18,1.93,51.0,43.0,0.0,0.0,0.0,0.0,0.11,0.79,0.11,-0.21,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Fiorentina,6.0,27.10.2024,19:45,away,1,5,L,opponent,0.65,3.8,0.62,0.38,14.0,21.0,5.0,10.0,0.0,0.0,2.0,6.0,0.92,0.89,5.0,2.0,1.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,10.0,5.0,11.0,13.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Lecce,17.0,29.03.2025,19:45,away,1,0,W,team,1.77,0.63,0.55,0.45,16.0,17.0,6.0,4.0,3.0,0.0,6.0,6.0,0.82,0.78,2.0,1.0,6.0,11.0,4.0,2.0,11.0,9.0,5.0,8.0,0.0,0.0,38.0,22.0,3.0,1.0,6.0,11.0,0.76,0.74,0.29,0.35,19.0,15.0,11.0,6.0,0.77,0.6,26.0,23.0,5.0,5.0,4.0,5.0,1.44,0.33,0.0,0.0,0.38,0.31,1.02,0.55,41.0,51.0,0.0,3.0,0.0,0.0,0.33,1.44,0.33,0.44,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Venezia,19.0,29.09.2024,14:00,home,2,1,W,team,1.11,1.74,0.7,0.3,22.0,18.0,5.0,7.0,0.0,0.0,6.0,3.0,0.86,0.75,1.0,2.0,10.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,27.0,13.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,AC Milan,8.0,29.12.2024,19:45,away,1,1,D,draw,1.38,2.01,0.55,0.45,12.0,21.0,5.0,7.0,3.0,2.0,5.0,6.0,0.89,0.87,4.0,4.0,6.0,8.0,1.0,6.0,8.0,11.0,4.0,10.0,1.0,0.0,19.0,42.0,6.0,1.0,17.0,8.0,0.86,0.77,0.12,0.24,10.0,18.0,8.0,17.0,0.59,0.5,28.0,21.0,5.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,AS Roma,20,9,9,56,35,21,69,Torino,11.0,31.10.2024,19:45,home,1,0,W,team,0.5,0.22,0.57,0.43,10.0,4.0,3.0,2.0,0.0,0.0,3.0,5.0,0.84,0.77,2.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,16.0,21.0,11.0,15.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Monza,20.0,01.09.2024,17:30,home,2,2,D,draw,1.31,0.21,0.68,0.32,15.0,4.0,5.0,3.0,0.0,0.0,6.0,0.0,0.86,0.76,2.0,4.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,35.0,16.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Genoa,13.0,02.02.2025,14:00,home,2,1,W,team,0.64,1.3,0.4,0.6,7.0,17.0,6.0,3.0,1.0,4.0,1.0,8.0,0.74,0.78,3.0,1.0,0.0,11.0,1.0,3.0,6.0,11.0,1.0,6.0,0.0,0.0,12.0,32.0,3.0,0.0,14.0,17.0,0.7,0.65,0.14,0.35,18.0,24.0,17.0,14.0,0.53,0.4,37.0,6.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Torino,11.0,03.11.2024,14:00,away,1,0,W,team,0.63,0.6,0.48,0.52,8.0,9.0,3.0,1.0,0.0,0.0,3.0,1.0,0.82,0.83,1.0,2.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,20.0,12.0,16.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Napoli,1.0,04.01.2025,17:00,home,0,3,L,opponent,1.18,1.33,0.48,0.52,14.0,10.0,2.0,4.0,1.0,2.0,4.0,2.0,0.83,0.83,0.0,1.0,6.0,6.0,6.0,0.0,8.0,9.0,6.0,1.0,0.0,0.0,20.0,16.0,3.0,2.0,15.0,17.0,0.79,0.7,0.27,0.23,12.0,22.0,17.0,15.0,0.71,0.5,13.0,20.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,AS Roma,5.0,04.05.2025,17:00,away,0,1,L,opponent,0.83,0.66,0.59,0.41,13.0,12.0,5.0,4.0,1.0,1.0,4.0,7.0,0.9,0.87,2.0,2.0,6.0,3.0,2.0,5.0,4.0,7.0,9.0,5.0,0.0,0.0,19.0,20.0,2.0,0.0,9.0,8.0,0.81,0.7,0.28,0.23,15.0,16.0,8.0,9.0,0.5,0.53,19.0,29.0,6.0,5.0,3.0,5.0,1.23,1.37,1.0,0.0,0.54,0.59,0.78,0.85,46.0,38.0,0.0,0.0,0.0,0.0,1.37,1.23,0.37,1.23,0.0,1.0,1.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,AC Milan,8.0,05.04.2025,19:45,away,2,2,D,draw,1.96,2.67,0.48,0.52,15.0,19.0,8.0,6.0,6.0,3.0,4.0,7.0,0.88,0.87,3.0,4.0,5.0,5.0,2.0,8.0,10.0,15.0,5.0,4.0,0.0,0.0,30.0,30.0,4.0,2.0,12.0,12.0,0.71,0.7,0.55,0.27,8.0,9.0,12.0,12.0,0.41,0.43,23.0,15.0,7.0,7.0,4.0,6.0,2.89,2.07,1.0,3.0,0.64,0.48,1.29,1.35,39.0,38.0,1.0,2.0,0.0,1.0,2.07,2.89,0.07,1.89,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Inter,2.0,06.02.2025,19:45,home,3,0,W,team,0.79,0.44,0.28,0.72,10.0,11.0,6.0,2.0,2.0,1.0,1.0,8.0,0.73,0.86,1.0,0.0,2.0,5.0,2.0,4.0,6.0,8.0,4.0,3.0,1.0,0.0,10.0,20.0,3.0,2.0,10.0,11.0,0.43,0.74,0.67,0.26,17.0,17.0,11.0,10.0,0.5,0.65,25.0,13.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,AC Milan,8.0,06.10.2024,19:45,home,2,1,W,team,1.75,2.34,0.4,0.6,12.0,16.0,3.0,8.0,0.0,0.0,0.0,7.0,0.72,0.79,2.0,3.0,8.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,23.0,20.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,Fiorentina,19,8,11,60,41,19,65,Cagliari,15.0,08.12.2024,11:30,home,1,0,W,team,0.29,0.81,0.49,0.51,8.0,8.0,3.0,1.0,0.0,1.0,6.0,4.0,0.79,0.83,3.0,2.0,3.0,3.0,2.0,4.0,4.0,7.0,4.0,1.0,0.0,0.0,24.0,17.0,1.0,3.0,20.0,9.0,0.58,0.59,0.25,0.3,22.0,19.0,9.0,20.0,0.47,0.53,23.0,24.0,12.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Napoli,1.0,09.03.2025,14:00,away,1,2,L,opponent,1.14,2.88,0.51,0.49,7.0,19.0,2.0,11.0,2.0,5.0,4.0,4.0,0.84,0.86,2.0,1.0,4.0,4.0,1.0,4.0,4.0,14.0,3.0,5.0,0.0,1.0,16.0,28.0,1.0,0.0,10.0,5.0,0.72,0.72,0.25,0.18,20.0,19.0,5.0,10.0,0.71,0.63,22.0,23.0,9.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Inter,2.0,10.02.2025,19:45,away,1,2,L,opponent,1.03,2.17,0.38,0.62,7.0,22.0,2.0,8.0,1.0,1.0,1.0,8.0,0.83,0.9,3.0,4.0,3.0,9.0,2.0,5.0,3.0,14.0,4.0,8.0,0.0,2.0,8.0,31.0,1.0,1.0,16.0,15.0,0.71,0.85,0.15,0.39,11.0,13.0,15.0,16.0,0.7,0.5,25.0,16.0,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Verona,14.0,10.11.2024,14:00,home,3,1,W,team,1.96,0.49,0.61,0.39,11.0,8.0,6.0,2.0,0.0,0.0,8.0,3.0,0.84,0.72,1.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,31.0,13.0,1.0,19.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Venezia,19.0,12.05.2025,17:30,away,1,2,L,opponent,1.03,1.87,0.66,0.34,16.0,9.0,5.0,4.0,1.0,4.0,5.0,1.0,0.87,0.76,4.0,1.0,8.0,5.0,3.0,0.0,9.0,8.0,7.0,1.0,1.0,0.0,20.0,20.0,0.0,1.0,21.0,17.0,0.75,0.64,0.33,0.33,12.0,15.0,17.0,21.0,0.67,0.53,13.0,22.0,10.0,4.0,2.0,4.0,0.85,1.31,0.0,0.0,0.57,0.45,0.86,0.75,52.0,47.0,0.0,1.0,0.0,0.0,1.31,0.85,-0.69,-0.15,0.0,1.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Monza,20.0,13.01.2025,19:45,away,1,2,L,opponent,1.29,0.62,0.66,0.34,11.0,10.0,2.0,3.0,2.0,2.0,4.0,2.0,0.88,0.79,1.0,4.0,6.0,5.0,3.0,2.0,7.0,5.0,4.0,5.0,0.0,0.0,33.0,10.0,1.0,0.0,26.0,9.0,0.73,0.64,0.18,0.38,15.0,12.0,9.0,26.0,0.71,0.77,13.0,29.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,Fiorentina,19,8,11,60,41,19,65,Parma,16.0,13.04.2025,14:00,home,0,0,D,draw,0.8,0.55,0.57,0.43,9.0,7.0,3.0,3.0,1.0,1.0,2.0,2.0,0.87,0.79,0.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,0.0,0.0,12.0,15.0,2.0,1.0,19.0,10.0,0.69,0.47,0.13,0.14,7.0,23.0,10.0,19.0,0.63,0.29,24.0,23.0,10.0,8.0,3.0,3.0,0.25,0.71,1.0,0.0,0.51,0.38,0.61,0.52,46.0,29.0,0.0,0.0,0.0,0.0,0.71,0.25,0.71,0.25,0.0,0.0,0.0,0.0
