Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
14.0,Angers,10,6,18,32,53,-21,36,Nice,4.0,01.09.2024,16:00,home,1,4,L,opponent,1.47,2.56,0.54,0.46,14,14,7,9,0.0,0.0,4,7,0.0,0.0,6.0,4.0,7,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,16,0.0,0.0,0.0,0.0,17,14,14,13,0.0,0.0,0.0,0.0,0.0,0.0,5,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-3,0.0,0.0
14.0,Angers,10,6,18,32,53,-21,36,Monaco,3.0,01.11.2024,18:00,away,1,0,W,team,0.44,1.34,0.36,0.64,10,11,3,3,0.0,0.0,4,4,0.76,0.85,1.0,1.0,3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,16,12,0.0,0.0,0.0,0.0,25,19,12,16,0.0,0.0,0.0,0.0,17.0,10.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,1,1,0.5,0.5,0.0,1.0,0.5,1,0.2,1,0.5,0.41000000000000003
14.0,Angers,10,6,18,32,53,-21,36,Le Havre,15.0,01.12.2024,16:00,away,1,0,W,team,1.84,0.18,0.44,0.56,12,5,3,1,3.0,0.0,4,2,0.85,0.89,0.0,2.0,4,3,5,1,10.0,2.0,2.0,3.0,0.0,0.0,15.0,22.0,1,0,8,10,0.67,0.76,0.27,0.18,22,15,10,8,0.57,0.67,27.0,5.0,10.0,9.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,1,0.6666666666666666,0.6666666666666666,0.0,1.0,0.5,2,0.5,1,0.6666666666666666,0.6166666666666666
14.0,Angers,10,6,18,32,53,-21,36,Le Havre,15.0,02.02.2025,16:15,home,1,1,D,draw,1.54,2.07,0.58,0.42,17,13,2,5,3.0,3.0,4,2,0.91,0.87,2.0,4.0,8,4,7,4,12.0,9.0,5.0,4.0,0.0,0.0,20.0,20.0,1,0,19,8,0.8,0.67,0.23,0.33,16,13,8,19,0.73,0.54,24.0,34.0,5.0,7.0,4,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0,0,0.5,0.5,0.0,1.0,1.0,0,0.30000000000000004,0,0.5,0.44000000000000006
14.0,Angers,10,6,18,32,53,-21,36,Toulouse,10.0,02.03.2025,16:15,home,0,4,L,opponent,0.35,3.67,0.46,0.54,5,19,1,13,0.0,6.0,4,9,0.8,0.82,3.0,3.0,1,3,3,3,2.0,18.0,3.0,1.0,0.0,0.0,7.0,37.0,1,2,9,13,0.62,0.72,0.18,0.2,14,22,13,9,0.88,0.74,33.0,26.0,16.0,8.0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,1,2,2,0.4,0.4,0.0,1.0,0.5,0,0.1,-4,0.4,0.31000000000000005
14.0,Angers,10,6,18,32,53,-21,36,Nantes,13.0,04.05.2025,14:00,away,1,0,W,team,0.98,0.14,0.42,0.58,14,8,2,3,0.0,1.0,6,4,0.83,0.85,3.0,2.0,8,3,4,2,8.0,4.0,6.0,4.0,0.0,1.0,14.0,32.0,3,1,12,16,0.67,0.68,0.24,0.27,19,20,16,12,0.63,0.68,42.0,26.0,9.0,4.0,3,1,0.0,0.0,0.0,0.0,0.43,0.61,0.0,0.0,0.4,0.47,0.38,0.43,40.0,67.0,0.0,0.0,0.0,0.0,0.61,0.43,0.61,-0.57,0,11,0,1,1,0.5,0.5,0.0,1.0,0.5,1,0.3,1,0.5,0.43999999999999995
14.0,Angers,10,6,18,32,53,-21,36,Marseille,2.0,04.10.2024,19:45,away,1,1,D,draw,0.51,1.23,0.24,0.76,10,16,3,4,0.0,0.0,3,9,0.0,0.0,0.0,4.0,5,8,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,17,10,0.0,0.0,0.0,0.0,10,16,9,15,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,0,0.42857142857142855,0.42857142857142855,0.0,0.75,0.5,0,0.2,0,0.42857142857142855,0.36
14.0,Angers,10,6,18,32,53,-21,36,Brest,9.0,05.01.2025,14:00,home,2,0,W,team,1.56,0.87,0.38,0.62,7,12,2,4,3.0,0.0,2,4,0.77,0.86,2.0,1.0,4,6,1,2,7.0,9.0,0.0,3.0,0.0,0.0,23.0,24.0,1,1,11,14,0.72,0.76,0.39,0.23,20,20,14,11,0.4,0.58,29.0,13.0,11.0,2.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,1,0.5,0.5,0.25,0.75,0.5,1,0.4,2,0.5,0.47
14.0,Angers,10,6,18,32,53,-21,36,PSG,1.0,05.04.2025,16:00,away,0,1,L,opponent,0.21,1.6,0.19,0.81,5,20,0,6,0.0,2.0,1,5,0.74,0.94,3.0,0.0,2,7,3,7,3.0,14.0,2.0,6.0,0.0,0.0,12.0,49.0,4,1,7,12,0.53,0.86,0.75,0.24,5,18,12,7,0.63,0.52,23.0,9.0,3.0,2.0,5,0,0.0,0.0,0.0,0.0,0.0,2.09,2.0,0.0,0.47,0.78,0.61,2.22,43.0,51.0,0.0,0.0,0.0,0.0,2.09,0.0,1.09,0.0,0,13,0,2,2,0.4444444444444444,0.4444444444444444,0.25,0.6,0.5,0,0.2,-1,0.4444444444444444,0.3711111111111111
14.0,Angers,10,6,18,32,53,-21,36,Lyon,6.0,07.12.2024,20:00,home,0,3,L,opponent,0.51,1.31,0.36,0.64,10,16,2,10,0.0,3.0,2,7,0.81,0.88,0.0,2.0,6,1,2,5,5.0,11.0,5.0,5.0,1.0,0.0,15.0,37.0,4,1,13,13,0.72,0.78,0.33,0.26,23,20,13,13,0.57,0.6,30.0,11.0,10.0,12.0,7,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,2,2,0.4,0.4,0.2,0.6,0.5,0,0.1,-3,0.4,0.31000000000000005
14.0,Angers,10,6,18,32,53,-21,36,Marseille,2.0,09.02.2025,19:45,home,0,2,L,opponent,0.49,2.45,0.21,0.79,5,18,0,10,0.0,5.0,1,7,0.72,0.92,1.0,2.0,3,6,2,2,3.0,16.0,2.0,2.0,0.0,0.0,8.0,44.0,4,1,8,10,0.66,0.84,0.43,0.46,11,16,10,8,0.67,0.69,26.0,10.0,11.0,4.0,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,2,2,0.36363636363636365,0.4,0.16666666666666666,0.6,0.0,0,0.0,-2,0.4,0.28
14.0,Angers,10,6,18,32,53,-21,36,Brest,9.0,09.03.2025,14:00,away,0,2,L,opponent,0.37,3.22,0.5,0.5,7,19,1,7,1.0,9.0,6,6,0.84,0.85,1.0,1.0,4,7,2,5,6.0,17.0,1.0,2.0,1.0,1.0,13.0,30.0,4,1,14,8,0.64,0.7,0.22,0.33,22,20,8,14,0.76,0.76,30.0,31.0,5.0,7.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,2,0.3333333333333333,0.3,0.16666666666666666,0.5,1.0,0,0.0,-2,0.3,0.21
14.0,Angers,10,6,18,32,53,-21,36,PSG,1.0,09.11.2024,20:00,home,2,4,L,opponent,0.55,3.34,0.3,0.7,10,26,3,12,0.0,0.0,6,8,0.83,0.92,0.0,3.0,5,9,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,16,5,0.0,0.0,0.0,0.0,6,13,5,16,0.0,0.0,0.0,0.0,10.0,10.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,1,2,2,0.3076923076923077,0.2,0.14285714285714285,0.5,0.0,0,0.0,-2,0.2,0.14
14.0,Angers,10,6,18,32,53,-21,36,Strasbourg,7.0,10.05.2025,20:00,home,2,1,W,team,0.75,1.03,0.28,0.72,5,15,2,3,3.0,0.0,2,6,0.76,0.92,2.0,2.0,3,8,0,4,5.0,7.0,0.0,8.0,1.0,0.0,11.0,29.0,5,1,10,6,0.5,0.81,0.23,0.26,15,18,6,10,0.71,0.69,24.0,16.0,9.0,9.0,2,0,1.0,0.0,0.0,0.0,1.14,0.27,0.0,0.0,0.24,0.68,0.37,1.12,41.0,48.0,0.0,0.0,0.0,1.0,0.27,1.14,-0.73,-0.86,0,17,1,1,1,0.35714285714285715,0.3,0.25,0.5,0.5,1,0.3,1,0.3,0.3
14.0,Angers,10,6,18,32,53,-21,36,Montpellier,18.0,12.01.2025,16:15,away,3,1,W,team,3.14,1.3,0.42,0.58,21,8,8,3,6.0,2.0,3,3,0.84,0.83,2.0,6.0,8,3,5,2,13.0,5.0,8.0,3.0,1.0,0.0,30.0,28.0,1,2,11,15,0.78,0.65,0.23,0.09,13,26,15,11,0.63,0.5,54.0,23.0,14.0,4.0,2,5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,1,1,0.4,0.4,0.25,0.5714285714285714,0.5,2,0.5,2,0.4,0.43
14.0,Angers,10,6,18,32,53,-21,36,Montpellier,18.0,13.04.2025,16:15,home,2,0,W,team,1.38,0.34,0.37,0.63,10,4,4,1,4.0,1.0,6,1,0.84,0.9,0.0,2.0,4,2,2,1,9.0,3.0,1.0,1.0,1.0,0.0,24.0,9.0,0,0,13,12,0.63,0.82,0.35,0.18,18,24,12,13,0.55,0.79,16.0,19.0,9.0,7.0,1,2,1.0,0.0,0.0,0.0,1.47,0.71,2.0,0.0,0.53,0.54,0.85,0.63,46.0,55.0,1.0,1.0,0.0,1.0,0.71,1.47,0.71,-0.53,0,10,1,1,1,0.4375,0.4,0.3333333333333333,0.5714285714285714,1.0,3,0.6,2,0.4,0.46
14.0,Angers,10,6,18,32,53,-21,36,Monaco,3.0,15.03.2025,18:00,home,0,2,L,opponent,0.49,1.95,0.44,0.56,6,16,2,5,1.0,2.0,0,9,0.79,0.85,1.0,2.0,4,6,0,5,3.0,11.0,3.0,5.0,1.0,0.0,13.0,33.0,1,0,11,12,0.64,0.74,0.2,0.13,13,12,12,11,0.71,0.62,36.0,17.0,15.0,10.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,2,2,0.4117647058823529,0.4,0.3,0.5714285714285714,1.0,0,0.30000000000000004,-2,0.4,0.37000000000000005
14.0,Angers,10,6,18,32,53,-21,36,Strasbourg,7.0,15.09.2024,16:00,away,1,1,D,draw,0.75,1.45,0.49,0.51,12,10,2,5,0.0,0.0,9,6,0.0,0.0,1.0,4.0,5,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,15,0.0,0.0,0.0,0.0,18,26,14,11,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0.3888888888888889,0.3,0.3,0.5,1.0,0,0.1,0,0.3,0.24
14.0,Angers,10,6,18,32,53,-21,36,Rennes,12.0,15.12.2024,16:00,away,0,2,L,opponent,0.36,0.61,0.56,0.44,3,7,0,4,1.0,1.0,1,2,0.84,0.83,1.0,3.0,2,2,1,1,3.0,4.0,0.0,3.0,0.0,0.0,14.0,15.0,3,0,18,12,0.66,0.68,0.32,0.25,22,19,12,18,0.62,0.68,11.0,19.0,15.0,8.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,2,2,0.3684210526315789,0.3,0.3,0.4444444444444444,0.5,0,0.0,-2,0.3,0.21
14.0,Angers,10,6,18,32,53,-21,36,Reims,16.0,16.02.2025,16:15,away,1,0,W,team,1.47,1.7,0.37,0.63,10,16,3,4,5.0,2.0,4,1,0.74,0.9,1.0,2.0,6,6,1,6,7.0,7.0,3.0,9.0,0.0,0.0,23.0,32.0,3,2,13,6,0.66,0.81,0.14,0.23,16,16,6,13,0.72,0.54,30.0,37.0,9.0,12.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,1,1,0.4,0.4,0.3,0.5,0.5,1,0.3,1,0.4,0.37000000000000005
14.0,Angers,10,6,18,32,53,-21,36,Lyon,6.0,17.05.2025,20:00,away,0,2,L,opponent,0.5,3.9,0.43,0.57,13,21,3,4,0.0,6.0,8,8,0.86,0.9,3.0,1.0,3,11,7,6,7.0,13.0,6.0,8.0,0.0,2.0,15.0,39.0,0,1,10,13,0.82,0.82,0.16,0.22,11,15,13,10,0.45,0.56,24.0,20.0,4.0,3.0,2,3,0.0,0.0,0.0,0.0,0.4,2.42,0.0,0.0,0.5,0.55,0.45,2.65,28.0,45.0,0.0,1.0,0.0,0.0,2.42,0.4,0.42,0.4,0,6,0,2,2,0.38095238095238093,0.4,0.3,0.45454545454545453,0.0,0,0.2,-2,0.4,0.34
14.0,Angers,10,6,18,32,53,-21,36,Lens,8.0,18.08.2024,16:00,home,0,1,L,opponent,0.26,0.92,0.44,0.56,4,10,3,5,0.0,0.0,7,3,0.72,0.83,1.0,0.0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,16,12,0.0,0.0,0.0,0.0,34,28,12,14,0.0,0.0,0.0,0.0,10.0,11.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,2,2,0.36363636363636365,0.4,0.2727272727272727,0.45454545454545453,0.5,0,0.1,-1,0.4,0.31000000000000005
14.0,Angers,10,6,18,32,53,-21,36,Auxerre,11.0,19.01.2025,16:15,home,2,0,W,team,0.87,0.51,0.47,0.53,12,10,4,4,2.0,0.0,4,2,0.86,0.87,2.0,1.0,4,5,4,1,7.0,6.0,5.0,4.0,1.0,0.0,15.0,18.0,4,1,10,9,0.77,0.7,0.26,0.17,16,24,9,10,0.74,0.45,17.0,22.0,10.0,13.0,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0.391304347826087,0.5,0.3333333333333333,0.45454545454545453,0.5,1,0.3,2,0.5,0.43999999999999995
14.0,Angers,10,6,18,32,53,-21,36,Nice,4.0,20.04.2025,16:15,away,1,2,L,opponent,0.27,2.75,0.47,0.53,5,22,2,8,0.0,3.0,2,4,0.84,0.9,1.0,1.0,1,8,2,6,4.0,14.0,1.0,8.0,0.0,1.0,9.0,36.0,2,2,10,8,0.63,0.78,0.15,0.18,11,6,8,10,0.69,0.69,23.0,18.0,10.0,10.0,6,1,0.0,2.0,0.0,0.0,0.28,3.1,0.0,2.0,0.44,0.54,0.32,3.0,43.0,45.0,0.0,1.0,0.0,1.0,3.1,0.28,1.1,-0.72,0,12,0,2,2,0.375,0.4,0.3333333333333333,0.4166666666666667,0.0,0,0.2,-1,0.4,0.34
14.0,Angers,10,6,18,32,53,-21,36,Toulouse,10.0,20.10.2024,16:00,away,1,1,D,draw,1.38,1.97,0.34,0.66,8,18,4,6,0.0,0.0,2,8,0.71,0.84,4.0,2.0,2,7,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11,9,0.0,0.0,0.0,0.0,18,23,9,11,0.0,0.0,0.0,0.0,11.0,3.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0.36,0.3,0.3333333333333333,0.38461538461538464,0.0,0,0.1,0,0.3,0.24
14.0,Angers,10,6,18,32,53,-21,36,St Etienne,17.0,22.02.2025,18:00,away,3,3,D,draw,2.77,1.71,0.38,0.62,13,19,4,8,5.0,1.0,3,4,0.79,0.85,0.0,3.0,9,5,0,6,10.0,11.0,3.0,8.0,2.0,1.0,16.0,35.0,3,1,13,16,0.68,0.75,0.25,0.16,24,22,16,13,0.56,0.53,31.0,17.0,8.0,7.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0.34615384615384615,0.2,0.3333333333333333,0.35714285714285715,0.5,0,0.0,0,0.2,0.14
14.0,Angers,10,6,18,32,53,-21,36,Nantes,13.0,22.09.2024,16:00,home,1,1,D,draw,0.84,0.78,0.5,0.5,4,9,1,3,0.0,0.0,3,6,0.0,0.0,1.0,4.0,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,16,0.0,0.0,0.0,0.0,24,34,13,16,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,0,0,0.3333333333333333,0.2,0.3076923076923077,0.35714285714285715,1.0,0,0.0,0,0.2,0.14
14.0,Angers,10,6,18,32,53,-21,36,Lille,5.0,24.08.2024,18:00,away,0,2,L,opponent,0.6,1.24,0.33,0.67,5,11,2,6,0.0,0.0,2,3,0.0,0.0,2.0,1.0,3,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,10,21,0.0,0.0,0.0,0.0,22,25,17,9,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,2,2,0.32142857142857145,0.2,0.3076923076923077,0.3333333333333333,0.5,0,0.0,-2,0.2,0.14
14.0,Angers,10,6,18,32,53,-21,36,Auxerre,11.0,24.11.2024,16:00,away,0,1,L,opponent,0.85,0.56,0.52,0.48,10,10,5,6,2.0,1.0,2,2,0.83,0.82,1.0,4.0,3,3,2,1,6.0,5.0,4.0,5.0,0.0,0.0,15.0,12.0,1,0,13,7,0.61,0.61,0.38,0.24,22,15,7,13,0.5,0.64,13.0,11.0,11.0,9.0,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,2,0.3103448275862069,0.2,0.3076923076923077,0.3125,1.0,0,0.0,-1,0.2,0.14
14.0,Angers,10,6,18,32,53,-21,36,Lens,8.0,26.01.2025,16:15,away,0,1,L,opponent,0.15,1.88,0.36,0.64,2,16,0,4,0.0,3.0,4,4,0.72,0.85,1.0,1.0,0,9,2,3,2.0,12.0,0.0,4.0,0.0,0.0,11.0,31.0,1,1,16,10,0.54,0.76,0.0,0.37,23,25,10,16,0.68,0.68,25.0,11.0,14.0,15.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,2,2,0.3,0.1,0.3076923076923077,0.29411764705882354,0.0,0,0.0,-1,0.1,0.07
14.0,Angers,10,6,18,32,53,-21,36,St Etienne,17.0,26.10.2024,16:00,home,4,2,W,team,2.88,1.36,0.42,0.58,13,19,8,7,0.0,0.0,2,3,0.8,0.86,1.0,3.0,4,5,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,10,0.0,0.0,0.0,0.0,16,22,10,13,0.0,0.0,0.0,0.0,7.0,12.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,1,1,0.3225806451612903,0.2,0.35714285714285715,0.29411764705882354,0.0,1,0.3,2,0.2,0.23
14.0,Angers,10,6,18,32,53,-21,36,Lille,5.0,27.04.2025,14:00,home,0,2,L,opponent,0.78,1.36,0.37,0.63,6,9,3,5,2.0,5.0,7,2,0.78,0.88,1.0,5.0,2,3,1,1,4.0,9.0,2.0,0.0,1.0,0.0,14.0,29.0,0,0,10,17,0.64,0.76,0.09,0.2,18,24,17,10,0.57,0.53,24.0,21.0,11.0,5.0,3,3,0.0,1.0,0.0,1.0,0.61,1.24,0.0,0.0,0.41,0.54,0.51,1.53,43.0,53.0,0.0,2.0,0.0,0.0,1.24,0.61,-0.76,0.43,0,5,1,2,2,0.3125,0.2,0.3333333333333333,0.29411764705882354,0.0,0,0.2,-2,0.2,0.2
14.0,Angers,10,6,18,32,53,-21,36,Reims,16.0,29.09.2024,16:00,home,1,3,L,opponent,0.82,3.62,0.53,0.47,14,21,3,10,0.0,0.0,5,4,0.0,0.0,0.0,3.0,8,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,13,7,0.0,0.0,0.0,0.0,24,13,7,11,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,1,2,2,0.30303030303030304,0.1,0.3125,0.29411764705882354,1.0,0,0.1,-2,0.1,0.1
14.0,Angers,10,6,18,32,53,-21,36,Rennes,12.0,30.03.2025,16:15,home,0,3,L,opponent,0.71,1.55,0.42,0.58,9,14,4,6,2.0,1.0,6,5,0.84,0.9,1.0,0.0,2,3,3,5,7.0,9.0,1.0,5.0,0.0,0.0,27.0,25.0,1,1,16,10,0.69,0.83,0.14,0.23,23,15,10,16,0.59,0.71,9.0,28.0,10.0,7.0,3,4,0.0,0.0,0.0,0.0,1.0,2.41,0.0,0.0,0.56,0.63,0.89,1.3,51.0,50.0,0.0,1.0,0.0,0.0,2.41,1.0,-0.59,0.88,0,15,1,2,2,0.29411764705882354,0.1,0.29411764705882354,0.29411764705882354,0.0,0,0.0,-3,0.1,0.07
11.0,Auxerre,11,9,14,48,51,-3,42,Monaco,3.0,01.02.2025,18:00,away,2,4,L,opponent,1.57,2.63,0.42,0.58,12,11,7,6,2.0,4.0,4,5,0.78,0.83,2.0,2.0,4,4,1,1,7.0,9.0,5.0,2.0,1.0,0.0,18.0,23.0,5,2,17,15,0.64,0.67,0.54,0.25,21,14,15,17,0.65,0.54,22.0,11.0,16.0,16.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
11.0,Auxerre,11,9,14,48,51,-3,42,Le Havre,15.0,01.09.2024,16:00,away,1,3,L,opponent,0.35,2.57,0.51,0.49,8,22,3,8,0.0,0.0,2,2,0.0,0.0,5.0,1.0,1,10,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,12,16,0.0,0.0,0.0,0.0,14,18,15,10,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
