Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
3.0,Monaco,18,7,9,63,41,22,61,Brest,9.0,22.11.2024,18:00,home,3,2,W,team,2.43,1.05,0.52,0.48,10,12,4,4,5.0,2.0,2,8,0.8,0.77,2.0,2.0,4,5,2,3,7.0,8.0,3.0,4.0,1.0,0.0,25.0,28.0,3,1,12,7,0.58,0.66,0.27,0.21,15,29,7,12,0.33,0.63,30.0,16.0,17.0,14.0,2,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,1,1,1,0.48148148148148145,0.4,0.6153846153846154,0.35714285714285715,0.0,2,0.5,1,0.4,0.43
3.0,Monaco,18,7,9,63,41,22,61,Lyon,6.0,24.08.2024,16:00,away,2,0,W,team,2.82,0.44,0.68,0.32,15,2,4,1,0.0,0.0,6,0,0.0,0.0,3.0,2.0,8,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,20,10,0.0,0.0,0.0,0.0,28,28,7,10,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,0,1,1,0.5,0.4,0.6153846153846154,0.4,1.0,3,0.6,2,0.4,0.46
3.0,Monaco,18,7,9,63,41,22,61,Rennes,12.0,25.01.2025,16:00,home,3,2,W,team,3.18,2.01,0.52,0.48,20,14,10,5,7.0,2.0,4,2,0.79,0.78,3.0,3.0,6,7,4,2,16.0,8.0,4.0,6.0,1.0,0.0,45.0,22.0,1,1,16,12,0.68,0.76,0.14,0.25,19,24,12,16,0.61,0.67,23.0,24.0,14.0,11.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,15,1,1,1,0.5172413793103449,0.5,0.6428571428571429,0.4,1.0,4,0.6,1,0.5,0.53
3.0,Monaco,18,7,9,63,41,22,61,Le Havre,15.0,26.04.2025,18:00,away,1,1,D,draw,2.93,0.51,0.61,0.39,19,9,7,3,4.0,1.0,6,3,0.84,0.77,0.0,1.0,7,2,5,4,14.0,4.0,5.0,5.0,0.0,0.0,35.0,16.0,2,0,12,13,0.77,0.62,0.24,0.13,27,15,13,12,0.68,0.42,18.0,45.0,8.0,15.0,2,6,0.0,1.0,0.0,0.0,2.64,0.73,1.0,0.0,0.69,0.52,2.31,0.49,55.0,56.0,2.0,0.0,0.0,0.0,0.73,2.64,-0.27,1.64,9,3,0,0,0,0.5,0.5,0.6428571428571429,0.375,1.0,0,0.30000000000000004,0,0.5,0.44000000000000006
3.0,Monaco,18,7,9,63,41,22,61,Nice,4.0,27.10.2024,16:00,away,1,2,L,opponent,0.4,1.72,0.6,0.4,11,17,5,9,0.0,0.0,6,6,0.83,0.79,5.0,2.0,1,6,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,16,11,0.0,0.0,0.0,0.0,15,16,11,16,0.0,0.0,0.0,0.0,7.0,18.0,7,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,0,2,2,0.4838709677419355,0.4,0.6428571428571429,0.35294117647058826,0.5,0,0.1,-1,0.4,0.31000000000000005
3.0,Monaco,18,7,9,63,41,22,61,Reims,16.0,28.02.2025,19:45,home,3,0,W,team,3.88,0.63,0.56,0.44,23,9,9,5,6.0,1.0,7,2,0.86,0.82,0.0,0.0,11,3,3,1,17.0,6.0,6.0,3.0,0.0,0.0,59.0,15.0,1,2,7,7,0.78,0.78,0.45,0.11,9,17,7,7,0.79,0.21,21.0,30.0,15.0,11.0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,1,1,1,0.5,0.5,0.6666666666666666,0.35294117647058826,0.0,1,0.3,3,0.5,0.43999999999999995
3.0,Monaco,18,7,9,63,41,22,61,Montpellier,18.0,28.09.2024,20:00,home,2,1,W,team,2.86,0.79,0.65,0.35,21,9,7,4,0.0,0.0,6,2,0.0,0.0,4.0,3.0,10,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,20,22,0.0,0.0,0.0,0.0,28,14,17,17,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,1,1,1,0.5151515151515151,0.6,0.6875,0.35294117647058826,0.0,2,0.5,1,0.6,0.57
3.0,Monaco,18,7,9,63,41,22,61,Nice,4.0,29.03.2025,20:05,home,2,1,W,team,2.45,0.51,0.57,0.43,17,9,6,4,5.0,1.0,7,4,0.84,0.81,2.0,4.0,7,3,4,2,14.0,5.0,3.0,4.0,1.0,0.0,42.0,14.0,2,0,14,17,0.66,0.6,0.09,0.37,26,12,17,14,0.5,0.65,20.0,31.0,6.0,8.0,3,4,0.0,1.0,0.0,1.0,2.5,1.19,0.0,0.0,0.4,0.49,1.08,0.69,60.0,60.0,0.0,2.0,0.0,0.0,1.19,2.5,0.19,0.5,9,12,1,1,1,0.5294117647058824,0.7,0.7058823529411765,0.35294117647058826,0.0,3,0.6,1,0.7,0.67
18.0,Montpellier,4,4,26,23,79,-56,16,Lille,5.0,01.12.2024,14:00,home,2,2,D,draw,1.45,2.36,0.42,0.58,11,13,5,4,2.0,2.0,7,2,0.75,0.85,4.0,5.0,5,7,1,2,8.0,9.0,3.0,4.0,1.0,0.0,14.0,27.0,3,1,21,9,0.51,0.77,0.44,0.11,15,18,9,21,0.56,0.58,11.0,24.0,11.0,9.0,2,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Rennes,12.0,02.03.2025,16:15,home,0,4,L,opponent,1.46,2.41,0.45,0.55,16,15,5,9,4.0,4.0,6,5,0.77,0.82,2.0,1.0,7,4,4,2,11.0,11.0,5.0,4.0,0.0,0.0,20.0,27.0,6,0,15,15,0.62,0.74,0.22,0.4,11,12,15,15,0.45,0.31,21.0,36.0,6.0,10.0,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,15,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-4,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Le Havre,15.0,03.11.2024,16:00,away,0,1,L,opponent,0.98,2.19,0.52,0.48,15,12,1,4,0.0,0.0,10,2,0.83,0.83,1.0,2.0,7,4,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,11,13,0.0,0.0,0.0,0.0,12,18,13,11,0.0,0.0,0.0,0.0,9.0,11.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Lyon,6.0,04.01.2025,20:00,away,0,1,L,opponent,1.17,1.35,0.42,0.58,16,12,6,2,2.0,1.0,5,3,0.8,0.86,2.0,1.0,8,7,2,3,8.0,10.0,8.0,2.0,1.0,0.0,21.0,28.0,0,1,8,10,0.73,0.71,0.27,0.26,30,19,10,8,0.52,0.47,28.0,36.0,9.0,6.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Brest,9.0,04.05.2025,16:15,away,0,1,L,opponent,0.56,1.08,0.36,0.64,6,16,1,5,0.0,1.0,6,4,0.85,0.88,2.0,1.0,2,6,3,5,3.0,11.0,3.0,5.0,0.0,0.0,12.0,35.0,3,0,14,18,0.7,0.75,0.07,0.43,15,19,18,14,0.65,0.69,24.0,24.0,12.0,6.0,4,1,0.0,0.0,0.0,0.0,0.09,1.87,0.0,1.0,0.49,0.76,0.55,1.21,47.0,64.0,0.0,1.0,0.0,0.0,1.87,0.09,0.97,0.09,10,2,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Le Havre,15.0,06.04.2025,16:15,home,0,2,L,opponent,0.92,1.4,0.54,0.46,14,13,6,4,1.0,2.0,5,2,0.9,0.84,1.0,1.0,4,5,4,4,9.0,7.0,5.0,6.0,0.0,1.0,18.0,18.0,3,1,7,15,0.8,0.68,0.22,0.19,30,14,15,7,0.6,0.64,16.0,33.0,6.0,6.0,2,6,0.0,0.0,1.0,0.0,1.45,0.67,0.0,0.0,0.69,0.37,0.74,0.65,44.0,63.0,1.0,0.0,0.0,0.0,0.67,1.45,-1.33,1.45,10,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,-2,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Reims,16.0,06.10.2024,16:00,away,2,4,L,opponent,0.42,2.53,0.52,0.48,10,18,3,5,0.0,0.0,4,4,0.0,0.0,5.0,3.0,5,8,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,17,17,0.0,0.0,0.0,0.0,20,13,13,15,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Lille,5.0,08.03.2025,18:00,away,0,1,L,opponent,0.33,1.54,0.23,0.77,10,18,3,8,0.0,1.0,1,7,0.76,0.9,3.0,2.0,6,3,1,7,2.0,9.0,8.0,9.0,0.0,0.0,5.0,30.0,2,0,11,12,0.73,0.82,0.0,0.37,15,18,12,11,0.82,0.61,28.0,9.0,9.0,7.0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,0,2,2,0.0,0.0,0.0,0.0,0.0,0,0.0,-1,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Lens,8.0,08.12.2024,14:00,away,0,2,L,opponent,1.1,1.23,0.45,0.55,7,18,4,4,3.0,0.0,3,6,0.83,0.88,3.0,2.0,3,8,0,6,5.0,9.0,2.0,8.0,0.0,1.0,19.0,29.0,1,4,15,7,0.66,0.81,0.17,0.27,14,17,7,15,0.73,0.82,23.0,16.0,8.0,7.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Strasbourg,7.0,09.02.2025,16:15,away,0,2,L,opponent,1.89,2.61,0.41,0.59,11,22,2,6,3.0,5.0,2,6,0.83,0.9,4.0,1.0,8,9,1,7,7.0,17.0,4.0,5.0,1.0,0.0,20.0,37.0,3,2,12,12,0.8,0.78,0.24,0.31,10,12,12,12,0.65,0.59,21.0,18.0,4.0,12.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,17,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,PSG,1.0,10.05.2025,20:00,home,1,4,L,opponent,0.62,1.5,0.31,0.69,9,10,4,8,0.0,5.0,5,4,0.82,0.93,1.0,1.0,2,1,3,1,6.0,7.0,3.0,3.0,0.0,1.0,15.0,23.0,1,0,11,14,0.7,0.8,0.3,0.0,13,10,14,11,0.63,0.67,13.0,11.0,9.0,9.0,4,3,0.0,0.0,0.0,0.0,1.3,3.41,0.0,1.0,0.48,0.72,0.15,0.53,48.0,53.0,1.0,0.0,0.0,0.0,3.41,1.3,-0.59,-0.12,10,13,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
18.0,Montpellier,4,4,26,23,79,-56,16,Brest,9.0,10.11.2024,16:00,home,3,1,W,team,2.41,0.85,0.32,0.68,14,19,8,6,0.0,0.0,3,7,0.69,0.85,5.0,1.0,3,12,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,13,18,0.0,0.0,0.0,0.0,15,25,18,13,0.0,0.0,0.0,0.0,10.0,1.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,1,1,1,0.08333333333333333,0.1,0.2,0.0,0.0,1,0.3,2,0.1,0.16000000000000003
18.0,Montpellier,4,4,26,23,79,-56,16,Angers,14.0,12.01.2025,16:15,home,1,3,L,opponent,1.3,3.14,0.58,0.42,8,21,3,8,2.0,6.0,3,3,0.83,0.84,6.0,2.0,3,8,2,5,5.0,13.0,3.0,8.0,0.0,1.0,28.0,30.0,2,1,15,11,0.65,0.78,0.09,0.23,26,13,11,15,0.5,0.63,23.0,54.0,4.0,14.0,5,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,1,2,2,0.07692307692307693,0.1,0.16666666666666666,0.0,0.5,0,0.2,-2,0.1,0.13
18.0,Montpellier,4,4,26,23,79,-56,16,Angers,14.0,13.04.2025,16:15,away,0,2,L,opponent,0.34,1.38,0.63,0.37,4,10,1,4,1.0,4.0,1,6,0.9,0.84,2.0,0.0,2,4,1,2,3.0,9.0,1.0,1.0,0.0,1.0,9.0,24.0,0,0,12,13,0.82,0.63,0.18,0.35,24,18,13,12,0.79,0.55,19.0,16.0,7.0,9.0,2,1,0.0,1.0,0.0,0.0,0.71,1.47,0.0,2.0,0.54,0.53,0.63,0.85,55.0,46.0,1.0,1.0,1.0,0.0,1.47,0.71,-0.53,0.71,10,0,0,2,2,0.07142857142857142,0.1,0.16666666666666666,0.0,0.0,0,0.1,-2,0.1,0.1
18.0,Montpellier,4,4,26,23,79,-56,16,Rennes,12.0,15.09.2024,14:00,away,0,3,L,opponent,0.31,1.42,0.49,0.51,12,11,4,6,0.0,0.0,4,3,0.0,0.0,3.0,1.0,6,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,11,7,0.0,0.0,0.0,0.0,12,23,7,10,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,15,0,2,2,0.06666666666666667,0.1,0.16666666666666666,0.0,0.0,0,0.0,-3,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,Nice,4.0,15.12.2024,14:00,home,2,2,D,draw,2.23,1.12,0.51,0.49,20,18,8,6,3.0,1.0,9,4,0.82,0.86,1.0,2.0,6,7,6,5,15.0,10.0,5.0,8.0,0.0,0.0,41.0,19.0,1,0,13,15,0.66,0.84,0.29,0.16,23,13,15,13,0.63,0.58,15.0,31.0,5.0,8.0,4,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,1,0,0,0.0625,0.1,0.14285714285714285,0.0,0.5,0,0.0,0,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,Lyon,6.0,16.02.2025,14:00,home,1,4,L,opponent,1.32,0.95,0.37,0.63,11,9,4,6,2.0,3.0,7,4,0.8,0.88,3.0,1.0,2,1,5,2,3.0,7.0,8.0,2.0,0.0,0.0,27.0,17.0,2,0,12,14,0.74,0.71,0.16,0.5,19,21,14,12,0.54,0.86,17.0,32.0,9.0,6.0,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,2,2,0.058823529411764705,0.1,0.125,0.0,0.0,0,0.0,-3,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,St Etienne,17.0,16.03.2025,16:15,home,0,2,L,opponent,1.12,1.21,0.41,0.59,13,11,3,6,2.0,2.0,4,6,0.74,0.76,1.0,3.0,7,2,3,3,10.0,7.0,3.0,4.0,0.0,0.0,26.0,25.0,0,0,7,4,0.59,0.72,0.19,0.33,17,19,4,7,0.63,0.53,17.0,25.0,8.0,4.0,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,16,1,2,2,0.05555555555555555,0.1,0.1111111111111111,0.0,0.5,0,0.0,-2,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,Monaco,3.0,17.01.2025,18:00,home,2,1,W,team,2.48,1.83,0.32,0.68,12,26,4,11,4.0,1.0,4,16,0.6,0.84,1.0,2.0,6,5,2,10,8.0,17.0,4.0,9.0,0.0,1.0,20.0,41.0,3,3,9,7,0.46,0.74,0.27,0.31,17,19,7,9,0.54,0.52,39.0,24.0,10.0,11.0,10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,1,1,1,0.10526315789473684,0.2,0.2,0.0,0.5,1,0.3,1,0.2,0.23
18.0,Montpellier,4,4,26,23,79,-56,16,Nantes,13.0,17.05.2025,20:00,away,0,3,L,opponent,0.79,2.43,0.56,0.44,9,18,0,6,0.0,4.0,2,7,0.9,0.87,1.0,3.0,5,8,4,4,6.0,13.0,3.0,5.0,0.0,1.0,15.0,27.0,0,0,14,9,0.73,0.65,0.4,0.39,16,14,9,14,0.67,0.68,18.0,20.0,3.0,14.0,3,0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.67,0.57,1.04,0.93,39.0,52.0,1.0,0.0,0.0,0.0,2.05,0.0,-0.95,0.0,10,11,0,2,2,0.1,0.2,0.2,0.0,0.5,0,0.2,-3,0.2,0.2
18.0,Montpellier,4,4,26,23,79,-56,16,Strasbourg,7.0,18.08.2024,16:00,home,1,1,D,draw,1.5,1.23,0.43,0.57,7,11,5,4,0.0,0.0,6,4,0.8,0.83,4.0,3.0,1,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,22,0.0,0.0,0.0,0.0,19,27,20,18,0.0,0.0,0.0,0.0,3.0,9.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,17,1,0,0,0.09523809523809523,0.2,0.18181818181818182,0.0,0.0,0,0.1,0,0.2,0.17
18.0,Montpellier,4,4,26,23,79,-56,16,Marseille,2.0,19.04.2025,20:05,away,1,5,L,opponent,0.24,3.9,0.32,0.68,6,18,1,8,0.0,6.0,2,7,0.83,0.93,2.0,2.0,2,7,3,3,4.0,15.0,2.0,3.0,0.0,2.0,13.0,35.0,3,2,11,11,0.72,0.8,0.17,0.42,12,26,11,11,0.52,0.7,23.0,9.0,10.0,8.0,3,0,1.0,0.0,0.0,0.0,0.76,3.56,0.0,1.0,0.49,0.61,0.54,2.25,41.0,41.0,1.0,0.0,0.0,0.0,3.56,0.76,-0.44,-0.24,10,7,0,2,2,0.09090909090909091,0.1,0.18181818181818182,0.0,0.5,0,0.0,-4,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,Marseille,2.0,20.10.2024,19:45,home,0,5,L,opponent,1.19,3.36,0.35,0.65,13,21,5,10,0.0,0.0,3,2,0.81,0.91,1.0,3.0,3,9,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,17,11,0.0,0.0,0.0,0.0,12,17,11,18,0.0,0.0,0.0,0.0,7.0,9.0,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,1,2,2,0.08695652173913043,0.1,0.16666666666666666,0.0,0.0,0,0.0,-5,0.1,0.07
18.0,Montpellier,4,4,26,23,79,-56,16,Auxerre,11.0,22.09.2024,16:00,home,3,2,W,team,1.87,1.36,0.54,0.46,14,11,5,6,0.0,0.0,11,5,0.0,0.0,3.0,4.0,6,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,22,15,0.0,0.0,0.0,0.0,27,23,13,20,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1,1,1,0.125,0.2,0.23076923076923078,0.0,0.5,1,0.3,1,0.2,0.23
18.0,Montpellier,4,4,26,23,79,-56,16,Nice,4.0,23.02.2025,16:15,away,0,2,L,opponent,0.43,1.77,0.43,0.57,13,16,1,6,1.0,3.0,5,8,0.77,0.85,1.0,1.0,6,6,6,4,5.0,12.0,8.0,4.0,1.0,0.0,16.0,34.0,4,1,17,15,0.58,0.72,0.26,0.21,22,20,15,17,0.86,0.58,25.0,32.0,6.0,13.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,0,2,2,0.12,0.2,0.23076923076923078,0.0,0.0,0,0.2,-2,0.2,0.2
18.0,Montpellier,4,4,26,23,79,-56,16,PSG,1.0,23.08.2024,19:45,away,0,6,L,opponent,0.4,2.94,0.29,0.71,6,21,3,10,0.0,0.0,2,10,0.0,0.0,4.0,1.0,2,8,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,12,19,0.0,0.0,0.0,0.0,10,12,16,9,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,13,0,2,2,0.11538461538461539,0.2,0.23076923076923078,0.0,0.0,0,0.1,-6,0.2,0.17
18.0,Montpellier,4,4,26,23,79,-56,16,St Etienne,17.0,23.11.2024,18:00,away,0,1,L,opponent,0.96,1.48,0.68,0.32,11,11,3,4,1.0,2.0,11,5,0.87,0.77,5.0,3.0,5,4,3,3,5.0,7.0,6.0,4.0,0.0,0.0,20.0,17.0,0,1,19,11,0.67,0.62,0.18,0.4,19,15,11,19,0.67,0.69,12.0,43.0,10.0,10.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,16,0,2,2,0.1111111111111111,0.2,0.23076923076923078,0.0,0.0,0,0.0,-1,0.2,0.14
18.0,Montpellier,4,4,26,23,79,-56,16,Toulouse,10.0,26.01.2025,16:15,away,2,1,W,team,0.59,1.0,0.34,0.66,6,15,4,6,2.0,1.0,2,6,0.64,0.82,2.0,1.0,1,4,1,5,4.0,10.0,2.0,5.0,0.0,0.0,8.0,33.0,1,2,9,15,0.44,0.72,0.25,0.24,22,34,15,9,0.62,0.76,35.0,26.0,15.0,5.0,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,18,0,1,1,0.14285714285714285,0.3,0.23076923076923078,0.06666666666666667,0.5,1,0.3,1,0.3,0.3
