Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
5.0,Club Brugge KV,3,1,2,7,5,2,10,Genk,10.0,27.07.2025,17:30,home,2,1,W,team,2.0,0.88,0.56,0.44,18,17,4,10,4,3,8,6,0.86,0.83,1.0,2.0,1.75,1.33,8,6,6,1,14,11,4,6,1,0,0.0,0.0,35,22,0,0,2,0,7,10,0.58,0.5,0.76,0.69,0.27,0.14,1.14,0.48,21,18,10,7,0.57,0.78,48,63,18,39,7,8,0,1,0,0,9,2,1.33,1.75,0.25,-0.25,1.0,0.0,4,6,1,1,1,0.6,0.6,1.0,0.3333333333333333,0.5,2,0.5,1,0.6,0.57
5.0,Club Brugge KV,3,1,2,7,5,2,10,Gent,11.0,31.08.2025,12:30,away,1,1,D,draw,1.51,0.77,0.51,0.49,14,14,6,2,5,0,7,6,0.84,0.84,2.0,4.0,2.08,0.1,2,7,6,5,10,10,4,4,0,0,0.0,0.0,42,23,0,0,3,1,12,11,0.57,0.43,0.7,0.78,0.27,0.12,1.69,0.9,22,10,11,12,0.4,0.7,39,40,23,25,7,6,0,0,0,0,1,5,0.1,2.08,-0.9,1.08,0.0,0.0,4,7,0,0,0,0.5,0.6,1.0,0.25,0.5,0,0.30000000000000004,0,0.6,0.51
16.0,Dender,0,2,5,2,10,-8,2,St. Liege,12.0,02.08.2025,17:15,away,1,1,D,draw,0.6,1.17,0.53,0.47,9,10,2,6,0,1,1,5,0.81,0.81,3.0,3.0,0.52,1.28,5,3,2,1,6,5,3,5,1,0,0.0,0.0,19,19,0,0,0,1,11,13,0.43,0.55,0.64,0.66,0.31,0.17,0.74,0.9,13,18,13,11,0.63,0.3,45,44,22,21,9,8,0,0,0,0,5,1,1.28,0.52,0.28,-0.48,0.0,0.0,5,12,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,St. Truiden,2.0,08.08.2025,19:45,away,0,2,L,opponent,0.53,2.7,0.48,0.52,6,14,2,3,1,7,2,4,0.77,0.81,0.0,3.0,0.52,1.05,1,8,3,3,4,11,2,3,0,1,0.0,0.0,11,31,0,1,4,5,17,7,0.39,0.41,0.64,0.72,0.38,0.37,0.6,1.62,19,22,7,18,0.44,0.58,59,48,30,19,7,11,1,0,0,0,1,2,1.05,0.52,-0.95,0.52,1.0,0.0,5,13,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,Royale Union SG,1.0,13.09.2025,17:15,home,0,1,L,opponent,0.09,1.65,0.36,0.64,5,18,2,4,0,1,1,6,0.65,0.83,0.0,0.0,0.22,2.13,2,11,1,3,3,15,2,3,0,1,0.0,0.0,8,39,0,2,0,1,12,5,0.32,0.51,0.46,0.7,0.23,0.37,0.45,1.99,22,24,5,12,0.83,0.54,55,41,42,26,6,5,0,0,0,0,3,2,2.13,0.22,1.13,0.22,0.0,0.0,5,11,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,Anderlecht,4.0,17.08.2025,12:30,home,0,2,L,opponent,0.83,2.1,0.41,0.59,8,17,4,5,1,3,2,7,0.78,0.84,1.0,1.0,1.17,1.8,3,11,1,1,5,9,3,8,1,2,0.0,0.0,9,29,0,1,2,0,12,7,0.52,0.53,0.58,0.75,0.21,0.22,0.34,1.77,22,25,7,12,0.75,0.64,56,43,26,28,12,10,0,0,0,0,3,4,1.8,1.17,-0.2,1.17,0.0,0.0,5,0,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,Leuven,15.0,24.08.2025,18:15,home,0,1,L,opponent,0.34,1.39,0.59,0.41,4,11,2,4,0,2,4,6,0.79,0.71,3.0,4.0,0.57,1.25,2,3,0,4,3,9,1,2,0,0,0.0,1.0,13,17,0,1,5,2,13,7,0.42,0.27,0.67,0.53,0.14,0.38,0.48,0.94,29,21,8,14,0.52,0.53,68,57,19,29,9,12,0,0,0,0,3,2,1.25,0.57,0.25,0.57,0.0,0.0,5,9,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,Cercle Brugge KSV,9.0,26.07.2025,15:00,home,0,0,D,draw,1.36,1.14,0.55,0.45,11,10,3,2,2,2,3,3,0.7,0.69,0.0,2.0,0.86,0.28,6,6,2,2,10,8,1,2,1,0,0.0,0.0,27,21,1,0,4,4,13,12,0.35,0.35,0.56,0.45,0.4,0.27,0.89,0.54,24,24,12,13,0.68,0.39,71,67,31,31,9,10,0,0,0,0,2,3,0.28,0.86,0.28,0.86,0.0,0.0,5,2,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
16.0,Dender,0,2,5,2,10,-8,2,Charleroi,7.0,30.08.2025,19:45,away,1,3,L,opponent,0.6,1.82,0.5,0.5,9,11,4,4,0,1,4,5,0.78,0.83,0.0,1.0,0.84,1.84,2,3,3,4,6,8,3,3,0,0,0.0,0.0,16,27,0,0,1,3,12,14,0.29,0.65,0.53,0.75,0.22,0.11,0.93,0.88,25,13,14,12,0.71,0.53,46,58,17,22,6,15,0,0,0,0,1,3,1.84,0.84,-1.16,-0.16,0.0,0.0,5,3,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
10.0,Genk,2,2,2,9,9,0,8,Antwerp,8.0,03.08.2025,12:30,home,1,1,D,draw,1.1,0.5,0.73,0.27,15,6,3,5,1,1,4,2,0.91,0.74,0.0,2.0,1.13,1.52,9,0,3,1,10,4,5,2,1,0,0.0,0.0,21,14,0,0,0,1,10,11,0.63,0.29,0.79,0.56,0.11,0.17,1.03,0.36,23,14,11,10,0.56,0.64,38,40,19,40,2,6,0,0,0,0,4,2,1.52,1.13,0.52,0.13,0.0,0.0,6,1,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
10.0,Genk,2,2,2,9,9,0,8,St. Liege,12.0,10.08.2025,17:30,away,1,2,L,opponent,1.06,1.89,0.76,0.24,20,7,5,5,3,4,6,2,0.9,0.68,3.0,4.0,0.57,2.05,7,1,8,1,13,5,7,1,2,1,0.0,0.0,44,7,0,0,0,4,11,16,0.65,0.35,0.76,0.45,0.24,0.17,1.45,0.15,18,15,16,11,0.57,0.47,53,50,12,43,4,11,0,0,0,0,3,4,2.05,0.57,0.05,-0.43,0.0,0.0,6,12,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
10.0,Genk,2,2,2,9,9,0,8,Anderlecht,4.0,14.09.2025,17:30,away,1,1,D,draw,1.33,0.91,0.7,0.3,18,9,3,3,2,2,7,3,0.92,0.76,3.0,2.0,0.94,0.73,9,4,6,2,10,6,8,3,2,0,0.0,1.0,41,15,1,0,3,3,16,7,0.57,0.42,0.89,0.7,0.25,0.33,1.83,0.45,14,11,7,16,0.33,0.47,42,44,12,31,5,7,0,0,0,0,2,2,0.73,0.94,-0.27,-0.06,0.0,1.0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
10.0,Genk,2,2,2,9,9,0,8,Leuven,15.0,15.08.2025,19:45,away,2,1,W,team,1.27,1.69,0.61,0.39,15,22,7,7,2,4,6,6,0.85,0.75,2.0,2.0,1.21,1.72,5,8,3,7,12,17,3,5,0,2,0.0,1.0,26,30,2,0,2,2,15,9,0.58,0.42,0.76,0.55,0.21,0.33,0.85,0.8,19,21,10,16,0.44,0.58,59,43,44,16,9,10,0,0,1,0,6,5,1.72,1.21,0.72,-0.79,0.0,0.0,6,9,0,1,1,0.25,0.25,0.0,0.3333333333333333,0.5,1,0.3,1,0.25,0.265
10.0,Genk,2,2,2,9,9,0,8,Club Brugge KV,5.0,27.07.2025,17:30,away,1,2,L,opponent,0.88,2.0,0.44,0.56,17,18,10,4,3,4,6,8,0.83,0.86,2.0,1.0,1.33,1.75,6,8,1,6,11,14,6,4,0,1,0.0,0.0,22,35,0,0,0,2,10,7,0.5,0.58,0.69,0.76,0.14,0.27,0.48,1.14,18,21,7,10,0.78,0.57,63,48,39,18,8,7,1,0,0,0,2,9,1.75,1.33,-0.25,0.25,0.0,1.0,6,4,0,2,2,0.2,0.2,0.0,0.25,0.5,0,0.2,-1,0.2,0.2
10.0,Genk,2,2,2,9,9,0,8,Waregem,13.0,31.08.2025,18:15,home,3,2,W,team,2.24,1.36,0.46,0.54,11,8,4,3,4,1,5,4,0.83,0.84,2.0,2.0,2.64,1.55,4,3,3,2,5,7,6,1,0,0,0.0,0.0,15,18,0,0,0,0,20,9,0.55,0.61,0.64,0.76,0.22,0.24,1.9,0.56,14,20,9,21,0.36,0.64,54,47,21,21,7,2,0,0,0,0,1,1,1.55,2.64,-0.45,-0.36,1.0,0.0,6,14,1,1,1,0.3333333333333333,0.4,0.5,0.25,0.5,1,0.4,1,0.4,0.4
11.0,Gent,2,2,2,8,9,-1,8,RAAL La Louviere,14.0,02.08.2025,19:45,home,1,0,W,team,1.47,0.25,0.78,0.22,11,5,6,1,3,1,5,2,0.86,0.52,0.0,1.0,1.93,0.27,3,4,2,0,9,2,2,3,0,0,1.0,0.0,20,11,0,0,3,0,19,12,0.53,0.37,0.67,0.36,0.24,0.0,0.85,0.6,26,17,12,19,0.67,0.56,48,44,25,42,2,11,0,0,0,1,1,5,0.27,1.93,0.27,0.93,0.0,0.0,7,10,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
11.0,Gent,2,2,2,8,9,-1,8,Royale Union SG,1.0,09.08.2025,19:45,home,2,3,L,opponent,1.37,3.45,0.48,0.52,20,12,6,8,1,8,5,10,0.8,0.76,1.0,4.0,2.66,3.72,12,3,2,1,12,11,8,0,1,0,1.0,2.0,25,36,0,0,3,5,10,11,0.52,0.47,0.67,0.57,0.28,0.53,1.29,1.98,28,24,11,10,0.67,0.83,56,51,36,28,13,10,2,0,0,0,5,4,3.72,2.66,0.72,0.66,0.0,0.0,7,11,1,2,2,0.5,0.5,0.5,0.5,0.5,0,0.1,-1,0.5,0.38
11.0,Gent,2,2,2,8,9,-1,8,Antwerp,8.0,14.09.2025,12:30,away,2,1,W,team,1.53,1.16,0.39,0.61,9,22,6,7,4,3,1,5,0.75,0.85,2.0,4.0,1.62,1.15,2,6,1,9,8,11,1,11,0,0,0.0,0.0,17,29,0,3,2,3,8,12,0.47,0.46,0.63,0.72,0.33,0.31,0.57,1.77,17,14,12,8,0.58,0.54,40,48,38,11,7,6,0,0,0,0,6,4,1.15,1.62,0.15,-0.38,1.0,0.0,7,1,0,1,1,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1,0.4,1,0.6666666666666666,0.5866666666666667
11.0,Gent,2,2,2,8,9,-1,8,KV Mechelen,3.0,16.08.2025,17:15,away,1,1,D,draw,1.65,1.04,0.63,0.37,23,7,11,3,3,2,11,2,0.87,0.76,1.0,2.0,2.88,0.84,5,3,7,1,16,3,7,3,0,0,1.0,0.0,38,19,0,0,0,2,9,9,0.66,0.42,0.76,0.73,0.46,0.36,1.58,0.76,13,17,9,9,0.8,0.44,40,50,14,29,5,10,0,2,1,0,2,10,0.84,2.88,-0.16,1.88,0.0,0.0,7,8,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.2,0,0.5,0.41000000000000003
11.0,Gent,2,2,2,8,9,-1,8,St. Truiden,2.0,27.07.2025,18:15,away,1,3,L,opponent,1.58,1.12,0.52,0.48,12,14,2,5,1,0,6,4,0.78,0.78,1.0,1.0,1.03,1.26,2,7,8,2,6,11,6,3,0,0,0.0,0.0,22,26,0,0,4,0,13,10,0.44,0.38,0.62,0.64,0.1,0.47,0.4,1.42,27,22,10,13,0.92,0.58,36,59,12,27,10,15,0,0,0,0,2,1,1.26,1.03,-0.74,0.03,0.0,0.0,7,13,0,2,2,0.4,0.4,0.5,0.3333333333333333,0.5,0,0.1,-2,0.4,0.31000000000000005
11.0,Gent,2,2,2,8,9,-1,8,Club Brugge KV,5.0,31.08.2025,12:30,home,1,1,D,draw,0.77,1.51,0.49,0.51,14,14,2,6,0,5,6,7,0.84,0.84,4.0,2.0,0.1,2.08,7,2,5,6,10,10,4,4,0,0,0.0,0.0,23,42,0,0,1,3,11,12,0.43,0.57,0.78,0.7,0.12,0.27,0.9,1.69,10,22,12,11,0.7,0.4,40,39,25,23,6,7,0,0,0,0,5,1,2.08,0.1,1.08,-0.9,0.0,0.0,7,4,1,0,0,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.5,0,0.0,0,0.2,0.14
3.0,KV Mechelen,3,3,1,10,8,2,12,Club Brugge KV,5.0,01.08.2025,19:45,home,2,1,W,team,2.02,1.61,0.35,0.65,9,20,5,6,4,4,2,3,0.82,0.9,4.0,0.0,2.69,0.66,2,9,2,5,6,13,3,7,0,0,0.0,0.0,8,44,1,0,1,1,7,11,0.52,0.76,0.62,0.79,0.27,0.38,0.57,2.17,14,18,11,7,0.6,0.54,21,44,25,13,13,6,0,0,0,0,5,3,0.66,2.69,-0.34,0.31,0.0,0.0,8,4,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
3.0,KV Mechelen,3,3,1,10,8,2,12,Westerlo,6.0,09.08.2025,17:15,away,1,0,W,team,0.86,1.61,0.53,0.47,6,18,3,2,1,4,5,8,0.84,0.82,1.0,1.0,1.36,0.23,2,10,1,6,5,11,0,7,1,1,0.0,0.0,19,34,0,0,2,1,8,6,0.44,0.33,0.66,0.72,0.2,0.29,0.41,1.04,22,27,7,9,0.71,0.79,50,53,37,39,6,7,0,0,0,0,2,2,0.23,1.36,0.23,0.36,0.0,0.0,8,15,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
3.0,KV Mechelen,3,3,1,10,8,2,12,St. Liege,12.0,12.09.2025,19:45,away,1,1,D,draw,1.3,1.15,0.47,0.53,14,11,6,3,1,1,5,12,0.78,0.78,3.0,3.0,0.92,1.21,4,3,4,5,10,7,4,4,0,1,0.0,0.0,19,29,0,0,2,0,9,7,0.33,0.53,0.64,0.6,0.29,0.26,0.84,1.22,20,26,8,10,0.67,0.58,48,37,38,24,5,14,0,1,0,0,2,5,1.21,0.92,0.21,-0.08,0.0,0.0,8,12,0,0,0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,0,0.6666666666666666,0.5566666666666666
3.0,KV Mechelen,3,3,1,10,8,2,12,Gent,11.0,16.08.2025,17:15,home,1,1,D,draw,1.04,1.65,0.37,0.63,7,23,3,11,2,3,2,11,0.76,0.87,2.0,1.0,0.84,2.88,3,5,1,7,3,16,3,7,0,0,0.0,1.0,19,38,0,0,2,0,9,9,0.42,0.66,0.73,0.76,0.36,0.46,0.76,1.58,17,13,9,9,0.44,0.8,50,40,29,14,10,5,2,0,0,1,10,2,2.88,0.84,1.88,-0.16,0.0,0.0,8,7,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.1,0,0.5,0.38
3.0,KV Mechelen,3,3,1,10,8,2,12,Antwerp,8.0,24.08.2025,12:30,away,1,2,L,opponent,2.51,1.05,0.6,0.4,25,9,8,2,5,2,13,6,0.84,0.81,3.0,0.0,1.41,1.09,11,4,6,3,16,4,9,5,0,0,0.0,0.0,36,12,0,0,1,1,13,8,0.43,0.42,0.72,0.59,0.3,0.25,1.98,0.38,21,11,8,13,0.92,0.46,43,58,16,38,5,13,0,0,0,1,0,7,1.09,1.41,-0.91,0.41,0.0,1.0,8,1,0,2,2,0.4,0.4,0.5,0.3333333333333333,0.5,0,0.0,-1,0.4,0.28
3.0,KV Mechelen,3,3,1,10,8,2,12,Waregem,13.0,26.07.2025,17:15,away,1,1,D,draw,0.5,2.34,0.44,0.56,7,21,2,5,1,2,6,9,0.84,0.86,2.0,3.0,0.89,1.75,3,7,2,9,4,14,3,7,0,0,0.0,0.0,17,44,0,2,0,0,8,8,0.47,0.64,0.71,0.7,0.12,0.3,0.52,2.15,19,27,8,8,0.47,0.65,46,44,38,19,9,5,0,0,0,0,4,1,1.75,0.89,0.75,-0.11,0.0,0.0,8,14,0,0,0,0.3333333333333333,0.2,0.5,0.25,0.5,0,0.0,0,0.2,0.14
3.0,KV Mechelen,3,3,1,10,8,2,12,RAAL La Louviere,14.0,30.08.2025,15:00,home,3,2,W,team,2.39,0.79,0.66,0.34,13,12,8,3,5,1,4,6,0.85,0.67,1.0,0.0,3.19,0.45,4,6,1,3,11,8,2,4,0,1,0.0,0.0,28,26,1,1,2,0,9,12,0.47,0.43,0.62,0.45,0.4,0.17,1.59,0.48,23,18,13,9,0.56,0.76,53,51,44,22,6,11,0,0,2,0,1,5,0.45,3.19,0.45,0.19,0.0,0.0,8,10,1,1,1,0.42857142857142855,0.2,0.6666666666666666,0.25,0.5,1,0.3,1,0.2,0.23
15.0,Leuven,2,1,4,6,14,-8,7,Royale Union SG,1.0,03.08.2025,17:30,away,0,5,L,opponent,0.23,2.91,0.48,0.52,6,19,0,10,0,6,7,4,0.78,0.82,2.0,1.0,0.0,3.38,3,5,3,4,5,12,1,7,0,2,0.0,1.0,19,32,0,0,1,4,12,9,0.41,0.55,0.55,0.72,0.25,0.29,0.43,1.57,23,24,9,12,0.69,0.67,55,61,29,28,7,7,0,1,0,0,5,0,3.38,0.0,-1.62,0.0,0.0,0.0,9,11,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-5,0.0,0.0
15.0,Leuven,2,1,4,6,14,-8,7,Antwerp,8.0,10.08.2025,18:15,away,1,3,L,opponent,0.23,1.97,0.38,0.62,5,12,1,4,0,2,3,5,0.77,0.87,5.0,3.0,0.44,2.48,0,3,4,5,5,5,0,7,0,0,1.0,0.0,13,18,0,0,2,5,8,19,0.3,0.47,0.61,0.72,0.11,0.13,0.37,0.38,20,23,21,8,0.71,0.7,38,56,24,26,6,11,1,0,0,0,1,0,2.48,0.44,-0.52,-0.56,1.0,0.0,9,1,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
15.0,Leuven,2,1,4,6,14,-8,7,Waregem,13.0,13.09.2025,15:00,away,0,2,L,opponent,1.64,1.01,0.57,0.43,25,12,6,8,1,2,6,2,0.81,0.74,4.0,3.0,1.98,1.42,13,3,6,1,13,8,12,4,1,1,0.0,0.0,35,15,0,2,3,2,13,18,0.61,0.51,0.69,0.63,0.16,0.33,1.19,0.89,19,18,18,14,0.79,0.71,43,60,14,36,10,11,0,0,0,0,6,6,1.44,1.65,-0.56,1.65,0.0,0.0,9,14,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
15.0,Leuven,2,1,4,6,14,-8,7,Genk,10.0,15.08.2025,19:45,home,1,2,L,opponent,1.69,1.27,0.39,0.61,22,15,7,7,4,2,6,6,0.75,0.85,2.0,2.0,1.72,1.21,8,5,7,3,17,12,5,3,2,0,1.0,0.0,30,26,0,2,2,2,9,15,0.42,0.58,0.55,0.76,0.33,0.21,0.8,0.85,21,19,16,10,0.58,0.44,43,59,16,44,10,9,0,0,0,1,5,6,1.21,1.72,-0.79,0.72,0.0,0.0,9,6,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
15.0,Leuven,2,1,4,6,14,-8,7,Dender,16.0,24.08.2025,18:15,away,1,0,W,team,1.39,0.34,0.41,0.59,11,4,4,2,2,0,6,4,0.71,0.79,4.0,3.0,1.25,0.57,3,2,4,0,9,3,2,1,0,0,1.0,0.0,17,13,1,0,2,5,7,13,0.27,0.42,0.53,0.67,0.38,0.14,0.94,0.48,21,29,14,8,0.53,0.52,57,68,29,19,12,9,0,0,0,0,2,3,0.57,1.25,0.57,0.25,0.0,0.0,9,5,0,1,1,0.2,0.2,0.0,0.25,0.5,1,0.3,1,0.2,0.23
15.0,Leuven,2,1,4,6,14,-8,7,Charleroi,7.0,27.07.2025,15:00,home,2,2,D,draw,1.19,1.31,0.44,0.56,7,15,3,7,2,0,4,8,0.78,0.83,2.0,2.0,2.09,2.0,3,5,1,3,6,13,1,2,0,0,1.0,0.0,16,26,0,0,2,5,14,15,0.42,0.61,0.57,0.7,0.18,0.19,0.72,1.06,17,24,15,14,0.63,0.44,55,54,39,22,6,5,1,1,0,1,5,1,2.0,2.09,0.0,0.09,0.0,0.0,9,3,1,0,0,0.16666666666666666,0.2,0.0,0.25,0.5,0,0.2,0,0.2,0.2
15.0,Leuven,2,1,4,6,14,-8,7,St. Liege,12.0,31.08.2025,15:00,home,1,0,W,team,0.3,0.39,0.4,0.6,9,7,3,1,0,0,4,4,0.68,0.82,3.0,3.0,0.48,0.02,4,5,2,1,5,3,4,4,0,0,0.0,0.0,11,17,0,0,2,2,11,11,0.26,0.58,0.4,0.68,0.27,0.29,0.31,0.47,14,25,12,11,0.42,0.69,45,46,30,30,4,8,0,0,0,0,1,2,0.02,0.48,0.02,0.48,0.0,0.0,9,12,1,1,1,0.2857142857142857,0.4,0.3333333333333333,0.25,0.5,1,0.4,1,0.4,0.4
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,Gent,11.0,02.08.2025,19:45,away,0,1,L,opponent,0.25,1.47,0.22,0.78,5,11,1,6,1,3,2,5,0.52,0.86,1.0,0.0,0.27,1.93,4,3,0,2,2,9,3,2,0,0,0.0,1.0,11,20,0,0,0,3,12,19,0.37,0.53,0.36,0.67,0.0,0.24,0.6,0.85,17,26,19,12,0.56,0.67,44,48,42,25,11,2,0,0,1,0,5,1,1.93,0.27,0.93,0.27,0.0,0.0,10,7,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,Charleroi,7.0,10.08.2025,12:30,home,1,0,W,team,0.92,0.91,0.33,0.67,11,15,2,4,2,1,4,3,0.69,0.84,3.0,0.0,0.16,1.28,7,6,2,5,7,8,4,7,1,0,0.0,0.0,21,21,0,0,3,1,9,10,0.41,0.64,0.63,0.69,0.26,0.25,0.83,1.31,19,23,11,11,0.94,0.61,43,50,29,22,9,4,1,0,0,0,4,1,1.28,0.16,1.28,0.16,0.0,0.0,10,3,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.2,1,0.5,0.41000000000000003
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,Club Brugge KV,5.0,13.09.2025,19:45,home,1,0,W,team,0.73,2.12,0.31,0.69,13,21,4,6,0,2,5,6,0.67,0.87,0.0,2.0,0.34,1.22,8,6,1,9,9,14,4,7,0,0,1.0,0.0,20,38,0,0,2,2,9,14,0.39,0.66,0.62,0.82,0.15,0.38,0.94,1.13,20,17,15,10,0.74,0.71,44,47,21,21,4,3,0,0,0,1,6,3,1.22,0.34,1.22,-0.66,0.0,0.0,10,4,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,2,0.5,1,0.6666666666666666,0.6166666666666666
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,St. Truiden,2.0,17.08.2025,15:00,away,1,2,L,opponent,1.1,1.84,0.39,0.61,11,13,5,7,3,4,5,4,0.75,0.83,2.0,1.0,1.54,3.17,5,4,1,2,9,10,2,3,0,0,1.0,0.0,20,23,1,1,2,4,14,9,0.47,0.62,0.62,0.63,0.17,0.33,0.76,0.91,18,23,9,14,0.68,0.52,59,62,26,40,12,15,1,0,0,0,5,4,3.17,1.54,1.17,0.54,0.0,0.0,10,13,0,2,2,0.5,0.5,1.0,0.0,0.5,0,0.30000000000000004,-1,0.5,0.44000000000000006
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,Royale Union SG,1.0,24.08.2025,17:30,home,0,0,D,draw,0.18,0.96,0.32,0.68,5,10,1,5,0,1,5,2,0.63,0.82,2.0,3.0,0.06,1.5,3,4,1,1,3,8,2,2,0,0,0.0,0.0,16,20,0,1,1,5,14,6,0.35,0.56,0.47,0.59,0.15,0.23,0.35,0.67,24,17,6,15,0.6,0.67,56,60,31,34,21,9,0,0,0,0,5,1,1.5,0.06,1.5,0.06,0.0,0.0,10,11,1,0,0,0.4,0.4,0.6666666666666666,0.0,0.5,0,0.1,0,0.4,0.31000000000000005
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,St. Liege,12.0,26.07.2025,19:45,home,0,2,L,opponent,1.03,1.83,0.44,0.56,14,9,2,4,0,2,5,1,0.76,0.83,2.0,1.0,1.26,1.84,6,3,6,2,8,5,6,4,0,0,0.0,0.0,33,14,0,0,1,2,12,15,0.46,0.44,0.54,0.55,0.26,0.38,0.93,0.24,28,12,15,12,0.55,0.57,38,57,21,65,5,7,0,0,0,0,2,2,1.84,1.26,-0.16,1.26,0.0,0.0,10,12,1,2,2,0.3333333333333333,0.4,0.5,0.0,0.5,0,0.0,-2,0.4,0.28
