Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
14.0,RAAL La Louviere,2,1,4,5,8,-3,7,KV Mechelen,3.0,30.08.2025,15:00,away,2,3,L,opponent,0.79,2.39,0.34,0.66,12,13,3,8,1,5,6,4,0.67,0.85,0.0,1.0,0.45,3.19,6,4,3,1,8,11,4,2,1,0,0.0,0.0,26,28,1,1,0,2,12,9,0.43,0.47,0.45,0.62,0.17,0.4,0.48,1.59,18,23,9,13,0.76,0.56,51,53,22,44,11,6,0,0,0,2,5,1,3.19,0.45,0.19,0.45,0.0,0.0,10,8,0,2,2,0.2857142857142857,0.2,0.5,0.0,0.5,0,0.0,-1,0.2,0.14
1.0,Royale Union SG,5,2,0,15,3,12,17,Leuven,15.0,03.08.2025,17:30,home,5,0,W,team,2.91,0.23,0.52,0.48,19,6,10,0,6,0,4,7,0.82,0.78,1.0,2.0,3.38,0.0,5,3,4,3,12,5,7,1,2,0,1.0,0.0,32,19,0,0,4,1,9,12,0.55,0.41,0.72,0.55,0.29,0.25,1.57,0.43,24,23,12,9,0.67,0.69,61,55,28,29,7,7,1,0,0,0,0,5,0.0,3.38,0.0,-1.62,0.0,0.0,11,9,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,5,1.0,0.73
1.0,Royale Union SG,5,2,0,15,3,12,17,Gent,11.0,09.08.2025,19:45,away,3,2,W,team,3.45,1.37,0.52,0.48,12,20,8,6,8,1,10,5,0.76,0.8,4.0,1.0,3.72,2.66,3,12,1,2,11,12,0,8,0,1,2.0,1.0,36,25,0,0,5,3,11,10,0.47,0.52,0.57,0.67,0.53,0.28,1.98,1.29,24,28,10,11,0.83,0.67,51,56,28,36,10,13,0,2,0,0,4,5,2.66,3.72,0.66,0.72,0.0,0.0,11,7,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
1.0,Royale Union SG,5,2,0,15,3,12,17,Dender,16.0,13.09.2025,17:15,away,1,0,W,team,1.65,0.09,0.64,0.36,18,5,4,2,1,0,6,1,0.83,0.65,0.0,0.0,2.13,0.22,11,2,3,1,15,3,3,2,1,0,0.0,0.0,39,8,2,0,1,0,5,12,0.51,0.32,0.7,0.46,0.37,0.23,1.99,0.45,24,22,12,5,0.54,0.83,41,55,26,42,5,6,0,0,0,0,2,3,0.22,2.13,0.22,1.13,0.0,0.0,11,5,0,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,1,1.0,0.8799999999999999
1.0,Royale Union SG,5,2,0,15,3,12,17,St. Liege,12.0,16.08.2025,19:45,home,3,0,W,team,3.33,0.48,0.7,0.3,23,4,10,1,5,2,12,1,0.89,0.75,1.0,2.0,3.21,0.35,6,2,7,1,16,3,7,1,2,0,0.0,0.0,48,7,3,1,4,1,6,13,0.71,0.41,0.79,0.39,0.18,0.5,3.2,0.46,21,6,13,6,0.53,0.62,41,41,12,34,9,13,1,1,0,1,1,7,0.35,3.21,0.35,0.21,0.0,1.0,11,12,1,1,1,1.0,1.0,1.0,1.0,0.5,4,0.6,3,1.0,0.8799999999999999
1.0,Royale Union SG,5,2,0,15,3,12,17,RAAL La Louviere,14.0,24.08.2025,17:30,away,0,0,D,draw,0.96,0.18,0.68,0.32,10,5,5,1,1,0,2,5,0.82,0.63,3.0,2.0,1.5,0.06,4,3,1,1,8,3,2,2,0,0,0.0,0.0,20,16,1,0,5,1,6,14,0.56,0.35,0.59,0.47,0.23,0.15,0.67,0.35,17,24,15,6,0.67,0.6,60,56,34,31,9,21,0,0,0,0,1,5,0.06,1.5,0.06,1.5,0.0,0.0,11,10,0,0,0,0.8,0.8,1.0,0.6666666666666666,0.5,0,0.30000000000000004,0,0.8,0.6500000000000001
1.0,Royale Union SG,5,2,0,15,3,12,17,Antwerp,8.0,25.07.2025,19:45,away,1,1,D,draw,2.1,0.51,0.57,0.43,17,8,8,4,3,1,5,2,0.83,0.77,3.0,3.0,2.55,0.7,7,3,2,1,13,7,4,1,1,0,0.0,0.0,21,12,1,0,1,5,9,16,0.53,0.36,0.63,0.64,0.35,0.44,1.13,0.6,20,22,16,9,0.68,0.57,50,60,28,25,4,12,0,1,0,0,3,7,0.7,2.55,-0.3,1.55,0.0,0.0,11,1,0,0,0,0.6666666666666666,0.6,1.0,0.5,0.5,0,0.1,0,0.6,0.44999999999999996
1.0,Royale Union SG,5,2,0,15,3,12,17,Anderlecht,4.0,31.08.2025,17:30,home,2,0,W,team,2.25,0.77,0.49,0.51,16,9,5,4,3,2,5,5,0.81,0.78,1.0,6.0,2.63,0.24,7,3,4,2,12,5,4,4,2,1,0.0,0.0,28,29,0,0,0,3,17,7,0.54,0.48,0.61,0.7,0.45,0.13,0.56,0.91,16,17,7,17,0.55,0.71,57,42,30,22,9,7,0,0,0,1,4,3,0.24,2.63,0.24,0.63,0.0,2.0,11,0,1,1,1,0.7142857142857143,0.6,1.0,0.5,0.5,1,0.3,2,0.6,0.51
12.0,St. Liege,2,2,3,6,10,-4,8,Dender,16.0,02.08.2025,17:15,home,1,1,D,draw,1.17,0.6,0.47,0.53,10,9,6,2,1,0,5,1,0.81,0.81,3.0,3.0,1.28,0.52,3,5,1,2,5,6,5,3,0,1,0.0,0.0,19,19,0,0,1,0,13,11,0.55,0.43,0.66,0.64,0.17,0.31,0.9,0.74,18,13,11,13,0.3,0.63,44,45,21,22,8,9,0,0,0,0,1,5,0.52,1.28,-0.48,0.28,0.0,0.0,12,5,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
12.0,St. Liege,2,2,3,6,10,-4,8,Genk,10.0,10.08.2025,17:30,home,2,1,W,team,1.89,1.06,0.24,0.76,7,20,5,5,4,3,2,6,0.68,0.9,4.0,3.0,2.05,0.57,1,7,1,8,5,13,1,7,1,2,0.0,0.0,7,44,0,0,4,0,16,11,0.35,0.65,0.45,0.76,0.17,0.24,0.15,1.45,15,18,11,16,0.47,0.57,50,53,43,12,11,4,0,0,0,0,4,3,0.57,2.05,-0.43,0.05,0.0,0.0,12,6,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.2,1,0.5,0.41000000000000003
12.0,St. Liege,2,2,3,6,10,-4,8,KV Mechelen,3.0,12.09.2025,19:45,home,1,1,D,draw,1.15,1.3,0.53,0.47,11,14,3,6,1,1,12,5,0.78,0.78,3.0,3.0,1.21,0.92,3,4,5,4,7,10,4,4,1,0,0.0,0.0,29,19,0,0,0,2,7,9,0.53,0.33,0.6,0.64,0.26,0.29,1.22,0.84,26,20,10,8,0.58,0.67,37,48,24,38,14,5,1,0,0,0,5,2,0.92,1.21,-0.08,0.21,0.0,0.0,12,8,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0,0.2,0,0.3333333333333333,0.29333333333333333
12.0,St. Liege,2,2,3,6,10,-4,8,Royale Union SG,1.0,16.08.2025,19:45,away,0,3,L,opponent,0.48,3.33,0.3,0.7,4,23,1,10,2,5,1,12,0.75,0.89,2.0,1.0,0.35,3.21,2,6,1,7,3,16,1,7,0,2,0.0,0.0,7,48,1,3,1,4,13,6,0.41,0.71,0.39,0.79,0.5,0.18,0.46,3.2,6,21,6,13,0.62,0.53,41,41,34,12,13,9,1,1,1,0,7,1,3.21,0.35,0.21,0.35,1.0,0.0,12,11,0,2,2,0.25,0.25,0.3333333333333333,0.0,0.5,0,0.1,-3,0.25,0.20500000000000002
12.0,St. Liege,2,2,3,6,10,-4,8,Cercle Brugge KSV,9.0,23.08.2025,17:15,home,0,3,L,opponent,1.17,2.88,0.56,0.44,15,18,3,10,0,9,4,3,0.8,0.73,1.0,3.0,0.27,2.38,7,4,5,4,9,14,6,4,1,1,0.0,1.0,28,27,0,1,2,3,10,4,0.49,0.3,0.75,0.59,0.22,0.29,0.87,0.59,23,32,4,12,0.75,0.72,60,52,42,26,13,10,0,0,1,0,7,3,2.38,0.27,-0.62,0.27,0.0,0.0,12,2,1,2,2,0.2,0.2,0.25,0.0,0.5,0,0.0,-3,0.2,0.14
12.0,St. Liege,2,2,3,6,10,-4,8,RAAL La Louviere,14.0,26.07.2025,19:45,away,2,0,W,team,1.83,1.03,0.56,0.44,9,14,4,2,2,0,1,5,0.83,0.76,1.0,2.0,1.84,1.26,3,6,2,6,5,8,4,6,0,0,0.0,0.0,14,33,0,0,2,1,15,12,0.44,0.46,0.55,0.54,0.38,0.26,0.24,0.93,12,28,12,15,0.57,0.55,57,38,65,21,7,5,0,0,0,0,2,2,1.26,1.84,1.26,-0.16,0.0,0.0,12,10,0,1,1,0.3333333333333333,0.4,0.25,0.5,0.5,1,0.3,2,0.4,0.37000000000000005
12.0,St. Liege,2,2,3,6,10,-4,8,Leuven,15.0,31.08.2025,15:00,away,0,1,L,opponent,0.39,0.3,0.6,0.4,7,9,1,3,0,0,4,4,0.82,0.68,3.0,3.0,0.02,0.48,5,4,1,2,3,5,4,4,0,0,0.0,0.0,17,11,0,0,2,2,11,11,0.58,0.26,0.68,0.4,0.29,0.27,0.47,0.31,25,14,11,12,0.69,0.42,46,45,30,30,8,4,0,0,0,0,2,1,0.48,0.02,0.48,0.02,0.0,0.0,12,9,0,2,2,0.2857142857142857,0.2,0.25,0.3333333333333333,0.5,0,0.2,-1,0.2,0.2
2.0,St. Truiden,4,2,1,11,7,4,14,Charleroi,7.0,03.08.2025,18:15,away,1,1,D,draw,1.51,0.72,0.63,0.37,14,4,4,2,1,1,7,1,0.84,0.7,1.0,5.0,1.09,1.72,5,0,5,2,10,2,4,2,0,0,0.0,1.0,29,10,3,0,1,1,18,14,0.56,0.4,0.7,0.44,0.25,0.0,1.15,0.26,28,21,14,18,0.45,0.64,44,52,14,37,11,3,0,0,1,0,1,3,1.72,1.09,0.72,0.09,0.0,1.0,13,3,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
2.0,St. Truiden,4,2,1,11,7,4,14,Dender,16.0,08.08.2025,19:45,home,2,0,W,team,2.7,0.53,0.52,0.48,14,6,3,2,7,1,4,2,0.81,0.77,3.0,0.0,1.05,0.52,8,1,3,3,11,4,3,2,1,0,0.0,0.0,31,11,1,0,5,4,7,17,0.41,0.39,0.72,0.64,0.37,0.38,1.62,0.6,22,19,18,7,0.58,0.44,48,59,19,30,11,7,0,1,0,0,2,1,0.52,1.05,0.52,-0.95,0.0,1.0,13,5,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.2,2,0.5,0.41000000000000003
2.0,St. Truiden,4,2,1,11,7,4,14,Westerlo,6.0,14.09.2025,18:15,home,0,3,L,opponent,1.18,2.27,0.62,0.38,17,12,3,6,1,6,8,3,0.84,0.75,1.0,2.0,0.39,3.85,9,5,5,1,8,8,9,4,0,1,0.0,1.0,26,23,0,1,6,1,14,11,0.52,0.42,0.71,0.55,0.21,0.23,1.07,1.08,28,21,11,14,0.6,0.68,39,59,14,46,6,12,0,0,0,0,3,3,3.85,0.39,0.85,0.39,0.0,0.0,13,15,1,2,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,0,0.2,-3,0.3333333333333333,0.29333333333333333
2.0,St. Truiden,4,2,1,11,7,4,14,RAAL La Louviere,14.0,17.08.2025,15:00,home,2,1,W,team,1.84,1.1,0.61,0.39,13,11,7,5,4,3,4,5,0.83,0.75,1.0,2.0,3.17,1.54,4,5,2,1,10,9,3,2,0,0,0.0,1.0,23,20,1,1,4,2,9,14,0.62,0.47,0.63,0.62,0.33,0.17,0.91,0.76,23,18,14,9,0.52,0.68,62,59,40,26,15,12,0,1,0,0,4,5,1.54,3.17,0.54,1.17,0.0,0.0,13,10,1,1,1,0.5,0.5,0.6666666666666666,0.0,0.5,1,0.4,1,0.5,0.47
2.0,St. Truiden,4,2,1,11,7,4,14,Waregem,13.0,23.08.2025,19:45,away,2,0,W,team,1.78,0.2,0.64,0.36,18,6,4,2,3,0,11,2,0.84,0.77,0.0,2.0,0.42,0.22,8,1,6,3,10,3,8,3,0,0,0.0,0.0,23,13,2,0,0,3,10,14,0.57,0.46,0.71,0.6,0.2,0.22,1.42,0.15,24,20,14,10,0.71,1.0,42,42,30,28,9,13,0,0,0,1,2,2,0.22,0.42,0.22,-1.58,0.0,1.0,13,14,0,1,1,0.6,0.6,0.6666666666666666,0.5,0.5,2,0.5,2,0.6,0.57
2.0,St. Truiden,4,2,1,11,7,4,14,Gent,11.0,27.07.2025,18:15,home,3,1,W,team,1.12,1.58,0.48,0.52,14,12,5,2,0,1,4,6,0.78,0.78,1.0,1.0,1.26,1.03,7,2,2,8,11,6,3,6,0,0,0.0,0.0,26,22,0,0,0,4,10,13,0.38,0.44,0.64,0.62,0.47,0.1,1.42,0.4,22,27,13,10,0.58,0.92,59,36,27,12,15,10,0,0,0,0,1,2,1.03,1.26,0.03,-0.74,0.0,0.0,13,7,1,1,1,0.6666666666666666,0.8,0.75,0.5,0.5,3,0.6,2,0.8,0.7400000000000001
2.0,St. Truiden,4,2,1,11,7,4,14,Cercle Brugge KSV,9.0,29.08.2025,19:45,away,1,1,D,draw,2.06,1.27,0.49,0.51,17,13,5,4,3,3,8,3,0.74,0.71,1.0,2.0,1.07,0.99,10,4,2,5,9,9,8,4,0,0,0.0,0.0,22,32,1,0,1,1,8,9,0.51,0.34,0.66,0.64,0.26,0.32,1.28,1.33,30,25,9,8,0.59,0.65,51,58,47,26,13,15,0,0,0,0,3,4,0.99,1.07,-0.01,0.07,0.0,0.0,13,2,0,0,0,0.5714285714285714,0.6,0.75,0.3333333333333333,0.5,0,0.30000000000000004,0,0.6,0.51
13.0,Waregem,2,1,4,9,12,-3,7,Westerlo,6.0,02.08.2025,15:00,away,1,3,L,opponent,0.59,1.22,0.52,0.48,12,13,4,6,1,2,5,3,0.86,0.82,1.0,1.0,0.46,1.79,5,3,3,4,4,10,8,3,0,0,0.0,0.0,14,31,0,0,1,0,7,10,0.46,0.49,0.74,0.59,0.13,0.28,0.74,0.53,28,16,10,7,0.5,0.59,41,50,30,25,14,6,1,0,0,0,3,3,1.79,0.46,-1.21,-0.14,0.0,0.0,14,15,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
13.0,Waregem,2,1,4,9,12,-3,7,Anderlecht,4.0,10.08.2025,15:00,away,3,2,W,team,1.79,2.55,0.3,0.7,9,20,6,7,3,2,5,6,0.7,0.88,3.0,0.0,2.53,2.5,0,9,3,4,8,10,1,10,0,0,1.0,0.0,18,34,1,0,2,0,10,10,0.43,0.61,0.46,0.84,0.33,0.25,0.41,1.73,27,25,11,11,0.67,0.59,61,50,31,13,3,6,0,0,0,0,5,3,2.5,2.53,1.5,-0.47,0.0,0.0,14,0,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0.2,1,0.5,0.41000000000000003
13.0,Waregem,2,1,4,9,12,-3,7,Leuven,15.0,13.09.2025,15:00,home,2,0,W,team,1.01,1.64,0.43,0.57,12,25,8,6,2,1,2,6,0.74,0.81,3.0,4.0,1.42,1.98,3,13,1,6,8,13,4,12,1,1,0.0,0.0,15,35,2,0,2,3,18,13,0.51,0.61,0.63,0.69,0.33,0.16,0.89,1.19,18,19,14,18,0.71,0.79,60,43,36,14,11,10,0,0,0,0,6,6,1.65,1.44,1.65,-0.56,0.0,0.0,14,9,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,2,0.5,2,0.6666666666666666,0.6166666666666666
13.0,Waregem,2,1,4,9,12,-3,7,Club Brugge KV,5.0,16.08.2025,15:00,home,0,1,L,opponent,0.14,1.18,0.32,0.68,5,18,1,4,0,1,3,9,0.74,0.87,1.0,2.0,0.05,1.99,1,7,3,7,0,12,5,6,0,1,0.0,0.0,4,31,0,0,0,1,9,8,0.38,0.63,0.57,0.84,0.11,0.33,0.12,1.17,23,20,9,9,0.57,0.67,40,49,38,14,6,10,2,0,0,0,3,1,1.99,0.05,0.99,0.05,0.0,0.0,14,4,1,2,2,0.5,0.5,0.5,0.5,0.5,0,0.30000000000000004,-1,0.5,0.44000000000000006
13.0,Waregem,2,1,4,9,12,-3,7,St. Truiden,2.0,23.08.2025,19:45,home,0,2,L,opponent,0.2,1.78,0.36,0.64,6,18,2,4,0,3,2,11,0.77,0.84,2.0,0.0,0.22,0.42,1,8,3,6,3,10,3,8,0,0,0.0,0.0,13,23,0,2,3,0,14,10,0.46,0.57,0.6,0.71,0.22,0.2,0.15,1.42,20,24,10,14,1.0,0.71,42,42,28,30,13,9,0,0,1,0,2,2,0.42,0.22,-1.58,0.22,1.0,0.0,14,13,1,2,2,0.4,0.4,0.3333333333333333,0.5,0.5,0,0.1,-2,0.4,0.31000000000000005
13.0,Waregem,2,1,4,9,12,-3,7,KV Mechelen,3.0,26.07.2025,17:15,home,1,1,D,draw,2.34,0.5,0.56,0.44,21,7,5,2,2,1,9,6,0.86,0.84,3.0,2.0,1.75,0.89,7,3,9,2,14,4,7,3,0,0,0.0,0.0,44,17,2,0,0,0,8,8,0.64,0.47,0.7,0.71,0.3,0.12,2.15,0.52,27,19,8,8,0.65,0.47,44,46,19,38,5,9,0,0,0,0,1,4,0.89,1.75,-0.11,0.75,0.0,0.0,14,8,1,0,0,0.3333333333333333,0.4,0.25,0.5,0.5,0,0.0,0,0.4,0.28
13.0,Waregem,2,1,4,9,12,-3,7,Genk,10.0,31.08.2025,18:15,away,2,3,L,opponent,1.36,2.24,0.54,0.46,8,11,3,4,1,4,4,5,0.84,0.83,2.0,2.0,1.55,2.64,3,4,2,3,7,5,1,6,0,0,0.0,0.0,18,15,0,0,0,0,9,20,0.61,0.55,0.76,0.64,0.24,0.22,0.56,1.9,20,14,21,9,0.64,0.36,47,54,21,21,2,7,0,0,0,0,1,1,2.64,1.55,-0.36,-0.45,0.0,1.0,14,6,0,2,2,0.2857142857142857,0.2,0.25,0.3333333333333333,0.5,0,0.0,-1,0.2,0.14
6.0,Westerlo,3,0,3,11,11,0,9,Waregem,13.0,02.08.2025,15:00,home,3,1,W,team,1.22,0.59,0.48,0.52,13,12,6,4,2,1,3,5,0.82,0.86,1.0,1.0,1.79,0.46,3,5,4,3,10,4,3,8,0,0,0.0,0.0,31,14,0,0,0,1,10,7,0.49,0.46,0.59,0.74,0.28,0.13,0.53,0.74,16,28,7,10,0.59,0.5,50,41,25,30,6,14,0,1,0,0,3,3,0.46,1.79,-0.14,-1.21,0.0,0.0,15,14,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,2,1.0,0.73
6.0,Westerlo,3,0,3,11,11,0,9,KV Mechelen,3.0,09.08.2025,17:15,home,0,1,L,opponent,1.61,0.86,0.47,0.53,18,6,2,3,4,1,8,5,0.82,0.84,1.0,1.0,0.23,1.36,10,2,6,1,11,5,7,0,1,1,0.0,0.0,34,19,0,0,1,2,6,8,0.33,0.44,0.72,0.66,0.29,0.2,1.04,0.41,27,22,9,7,0.79,0.71,53,50,39,37,7,6,0,0,0,0,2,2,1.36,0.23,0.36,0.23,0.0,0.0,15,8,1,2,2,0.5,0.5,0.5,0.5,0.5,0,0.1,-1,0.5,0.38
6.0,Westerlo,3,0,3,11,11,0,9,St. Truiden,2.0,14.09.2025,18:15,away,3,0,W,team,2.27,1.18,0.38,0.62,12,17,6,3,6,1,3,8,0.75,0.84,2.0,1.0,3.85,0.39,5,9,1,5,8,8,4,9,1,0,1.0,0.0,23,26,1,0,1,6,11,14,0.42,0.52,0.55,0.71,0.23,0.21,1.08,1.07,21,28,14,11,0.68,0.6,59,39,46,14,12,6,0,0,0,0,3,3,0.39,3.85,0.39,0.85,0.0,0.0,15,13,0,1,1,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1,0.4,3,0.6666666666666666,0.5866666666666667
6.0,Westerlo,3,0,3,11,11,0,9,Cercle Brugge KSV,9.0,17.08.2025,18:15,away,1,4,L,opponent,1.48,2.06,0.53,0.47,25,12,6,7,0,5,11,1,0.71,0.77,1.0,0.0,1.44,2.47,15,3,4,2,13,10,12,2,1,0,0.0,0.0,34,20,0,0,0,3,8,16,0.44,0.45,0.54,0.68,0.5,0.2,0.98,0.82,31,15,16,10,0.58,0.73,60,76,13,45,6,12,0,0,0,0,3,5,2.47,1.44,-1.53,0.44,0.0,0.0,15,2,0,2,2,0.5,0.5,0.5,0.5,0.5,0,0.2,-3,0.5,0.41000000000000003
6.0,Westerlo,3,0,3,11,11,0,9,Anderlecht,4.0,27.07.2025,12:30,away,2,5,L,opponent,0.81,2.58,0.52,0.48,10,25,4,10,2,4,3,8,0.8,0.83,2.0,4.0,1.35,5.02,2,7,4,8,8,18,2,7,1,1,0.0,1.0,20,55,0,0,0,5,14,14,0.4,0.65,0.61,0.78,0.29,0.32,0.59,2.31,14,13,14,14,0.42,0.72,52,52,26,21,7,12,0,0,2,1,5,2,5.02,1.35,0.02,-0.65,0.0,0.0,15,0,0,2,2,0.4,0.4,0.5,0.3333333333333333,0.5,0,0.1,-3,0.4,0.31000000000000005
6.0,Westerlo,3,0,3,11,11,0,9,Antwerp,8.0,30.08.2025,17:15,home,2,0,W,team,2.66,1.59,0.39,0.61,16,13,9,3,4,2,5,4,0.8,0.82,2.0,3.0,1.85,0.85,5,5,2,5,12,6,4,7,1,0,0.0,0.0,24,19,0,0,1,3,13,18,0.42,0.45,0.71,0.62,0.31,0.19,1.22,0.81,9,17,19,14,0.45,0.52,50,62,36,17,10,6,0,2,0,1,3,7,0.85,1.85,0.85,-0.15,0.0,0.0,15,1,1,1,1,0.5,0.4,0.6666666666666666,0.3333333333333333,0.5,1,0.3,2,0.4,0.37000000000000005
