Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
3.0,Arsenal,6,1,1,16,3,13,19,PSG,15.0,29.04.2025,20:00,home,0,1,L,opponent,1.63,1.16,0.48,0.53,10,11,5,4,3,1,0.84,0.86,2.0,2.0,2,6,3,1,4,1,15,15,15,15,3,5,3.0,2.0,7.0,7.0,3.0,4.0,0.0,1.0,26.0,20.0,0.75,0.72,0.29,0.33,20.0,8.0,0.57,0.54,5.0,19.0,8.0,5.0,0.0,0.0,0.0,0.0,1.23,1.04,1.0,1.0,0.57,0.33,1.44,0.58,49.0,49.0,0.0,1.0,0.0,0.0,1.04,1.23,0.04,1.23,1,24,1,2,2,0.6428571428571429,0.7,0.7142857142857143,0.5714285714285714,0.5,0,0.30000000000000004,-1,0.7,0.58
8.0,Aston Villa,5,1,2,13,6,7,16,Bayern Munich,12.0,02.10.2024,20:00,home,1,0,W,team,0.25,1.47,0.33,0.67,5,17,2,7,1,11,0.78,0.91,3.0,2.0,2,4,1,6,2,3,16,9,8,12,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
8.0,Aston Villa,5,1,2,13,6,7,16,Club Brugge KV,24.0,04.03.2025,17:45,away,3,1,W,team,1.27,1.05,0.44,0.56,7,11,4,3,1,3,0.86,0.9,0.0,0.0,3,5,0,3,0,1,8,10,10,8,2,1,1.0,2.0,6.0,6.0,1.0,5.0,0.0,0.0,16.0,20.0,0.66,0.76,0.1,0.24,15.0,15.0,0.75,0.75,14.0,15.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
8.0,Aston Villa,5,1,2,13,6,7,16,Club Brugge KV,24.0,06.11.2024,17:45,away,0,1,L,opponent,0.42,1.38,0.56,0.44,8,13,1,7,3,2,0.9,0.85,4.0,2.0,5,2,2,4,0,4,12,12,12,12,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
8.0,Aston Villa,5,1,2,13,6,7,16,PSG,15.0,09.04.2025,20:00,away,1,3,L,opponent,0.74,1.95,0.25,0.76,7,29,2,10,1,9,0.76,0.95,1.0,0.0,4,8,1,11,1,2,9,8,8,9,7,1,2.0,1.0,4.0,19.0,3.0,10.0,0.0,1.0,9.0,58.0,0.6,0.92,0.4,0.2,8.0,7.0,0.65,0.5,23.0,16.0,6.0,9.0,0.0,0.0,0.0,0.0,0.83,2.2,0.0,3.0,0.42,0.71,0.85,1.71,43.0,37.0,0.0,2.0,0.0,1.0,2.2,0.83,-0.8,-0.17,2,24,0,2,2,0.5,0.5,1.0,0.3333333333333333,0.5,0,0.1,-2,0.5,0.38
8.0,Aston Villa,5,1,2,13,6,7,16,RB Leipzig,32.0,10.12.2024,20:00,away,3,2,W,team,2.14,2.23,0.53,0.47,19,17,8,6,7,5,0.86,0.85,2.0,1.0,8,6,3,5,2,3,12,7,7,12,4,5,2.0,4.0,11.0,12.0,8.0,5.0,0.0,0.0,30.0,24.0,0.77,0.79,0.29,0.25,14.0,9.0,0.67,0.48,9.0,20.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26,0,1,1,0.6,0.6,1.0,0.5,0.5,1,0.3,1,0.6,0.51
8.0,Aston Villa,5,1,2,13,6,7,16,Club Brugge KV,24.0,12.03.2025,20:00,home,3,0,W,team,2.45,0.12,0.53,0.47,14,4,10,1,3,1,0.93,0.9,0.0,1.0,4,2,0,1,1,0,8,7,7,8,1,7,4.0,0.0,8.0,2.0,6.0,2.0,1.0,0.0,31.0,5.0,0.85,0.8,0.4,0.22,16.0,11.0,0.4,0.67,10.0,13.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,2,0.5,3,0.6666666666666666,0.6166666666666666
8.0,Aston Villa,5,1,2,13,6,7,16,PSG,15.0,15.04.2025,20:00,home,3,2,W,team,2.05,1.69,0.34,0.66,17,14,9,7,5,5,0.77,0.88,1.0,0.0,6,4,2,3,2,5,3,15,15,3,5,6,6.0,3.0,14.0,8.0,3.0,6.0,0.0,0.0,39.0,23.0,0.69,0.81,0.53,0.25,21.0,15.0,0.52,0.63,13.0,26.0,7.0,9.0,0.0,0.0,0.0,0.0,3.4,1.87,0.0,0.0,0.39,0.49,0.91,0.43,52.0,54.0,1.0,3.0,1.0,0.0,1.86,3.4,-0.13,0.4,2,24,1,1,1,0.7142857142857143,0.7142857142857143,1.0,0.5,0.0,3,0.6,1,0.7142857142857143,0.68
8.0,Aston Villa,5,1,2,13,6,7,16,Young Boys,36.0,17.09.2024,17:45,away,3,0,W,team,2.26,0.43,0.55,0.45,20,13,7,5,6,3,0.87,0.86,1.0,4.0,8,6,5,2,0,4,18,11,12,14,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,35,0,1,1,0.75,0.75,1.0,0.6,0.5,4,0.6,3,0.75,0.705
8.0,Aston Villa,5,1,2,13,6,7,16,Monaco,17.0,21.01.2025,17:45,away,0,1,L,opponent,0.97,1.57,0.61,0.39,10,12,5,4,7,4,0.83,0.76,3.0,1.0,4,4,1,4,2,4,14,14,14,14,3,5,4.0,3.0,9.0,10.0,1.0,2.0,0.0,0.0,29.0,27.0,0.66,0.62,0.1,0.36,20.0,9.0,0.69,0.55,13.0,41.0,11.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
8.0,Aston Villa,5,1,2,13,6,7,16,Bologna,28.0,22.10.2024,20:00,home,2,0,W,team,1.18,0.86,0.53,0.47,16,12,6,4,5,4,0.86,0.84,1.0,4.0,4,5,6,3,2,3,9,13,13,9,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,1,1,1,0.7,0.7,1.0,0.5,0.5,1,0.4,2,0.7,0.61
8.0,Aston Villa,5,1,2,13,6,7,16,Juventus,20.0,27.11.2024,20:00,home,0,0,D,draw,1.22,0.39,0.46,0.54,11,8,3,2,3,3,0.87,0.89,3.0,3.0,3,5,5,1,1,3,14,13,13,14,2,3,1.0,1.0,6.0,3.0,5.0,5.0,1.0,0.0,26.0,10.0,0.75,0.81,0.15,0.18,13.0,14.0,0.5,0.67,12.0,9.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19,1,0,0,0.6363636363636364,0.6,0.8,0.5,0.5,0,0.2,0,0.6,0.48
8.0,Aston Villa,5,1,2,13,6,7,16,Celtic,21.0,29.01.2025,20:00,home,4,2,W,team,3.79,0.82,0.58,0.42,20,6,8,4,4,4,0.89,0.87,0.0,0.0,7,2,5,0,3,2,15,4,4,15,2,4,7.0,2.0,18.0,4.0,2.0,2.0,1.0,0.0,38.0,10.0,0.75,0.71,0.2,0.0,15.0,14.0,0.83,0.56,7.0,21.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,1,1,1,0.6666666666666666,0.6,0.8333333333333334,0.5,0.5,1,0.4,2,0.6,0.54
9.0,Atalanta,4,3,1,20,6,14,15,Shakhtar Donetsk,27.0,02.10.2024,17:45,away,3,0,W,team,2.07,0.26,0.52,0.48,22,6,5,0,5,3,0.88,0.86,3.0,1.0,13,4,4,2,1,2,8,9,8,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,29,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,3,1.0,0.73
9.0,Atalanta,4,3,1,20,6,14,15,Stuttgart,26.0,06.11.2024,20:00,away,2,0,W,team,1.98,0.92,0.45,0.55,9,10,4,1,3,4,0.81,0.83,3.0,2.0,2,8,3,1,3,1,8,17,17,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,34,0,1,1,1.0,1.0,0.5,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
9.0,Atalanta,4,3,1,20,6,14,15,Real Madrid,11.0,10.12.2024,20:00,home,2,3,L,opponent,3.33,2.1,0.56,0.44,20,10,9,6,5,2,0.89,0.85,1.0,2.0,7,3,4,1,2,0,13,15,15,13,3,7,2.0,7.0,13.0,7.0,7.0,3.0,0.0,0.0,29.0,12.0,0.86,0.71,0.19,0.0,16.0,12.0,0.25,0.69,12.0,20.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27,1,2,2,0.6666666666666666,0.6666666666666666,0.0,1.0,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
9.0,Atalanta,4,3,1,20,6,14,15,Club Brugge KV,24.0,12.02.2025,17:45,away,1,2,L,opponent,1.05,1.53,0.46,0.54,12,11,5,4,2,4,0.86,0.88,3.0,0.0,6,3,1,4,2,0,7,11,11,7,2,4,1.0,2.0,8.0,8.0,4.0,3.0,0.0,0.0,15.0,23.0,0.84,0.74,0.42,0.3,20.0,17.0,0.77,0.55,19.0,10.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,0,2,2,0.5,0.5,0.0,0.6666666666666666,0.5,0,0.1,-1,0.5,0.38
9.0,Atalanta,4,3,1,20,6,14,15,Club Brugge KV,24.0,18.02.2025,20:00,home,1,3,L,opponent,3.28,1.15,0.65,0.35,30,7,11,4,14,0,0.88,0.77,3.0,4.0,8,3,11,0,1,1,7,8,8,7,1,10,5.0,2.0,22.0,4.0,8.0,3.0,1.0,0.0,65.0,8.0,0.84,0.69,0.24,0.5,25.0,12.0,0.64,0.53,9.0,45.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1,2,2,0.4,0.4,0.0,0.6666666666666666,0.0,0,0.0,-2,0.4,0.28
9.0,Atalanta,4,3,1,20,6,14,15,Arsenal,3.0,19.09.2024,20:00,home,0,0,D,draw,1.75,0.65,0.51,0.49,7,6,2,2,4,2,0.84,0.84,1.0,0.0,4,3,1,1,0,3,13,7,7,11,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,0,0.0,0,0.3333333333333333,0.23333333333333334
9.0,Atalanta,4,3,1,20,6,14,15,Sturm Graz,30.0,21.01.2025,17:45,home,5,0,W,team,5.34,0.79,0.61,0.39,25,5,9,1,12,1,0.9,0.81,1.0,0.0,11,3,5,1,3,0,13,12,12,13,1,4,10.0,2.0,21.0,3.0,4.0,2.0,0.0,0.0,60.0,9.0,0.83,0.6,0.29,0.0,23.0,12.0,0.58,0.68,9.0,31.0,11.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33,1,1,1,0.42857142857142855,0.42857142857142855,0.25,0.6666666666666666,0.5,1,0.3,5,0.42857142857142855,0.39
9.0,Atalanta,4,3,1,20,6,14,15,Celtic,21.0,23.10.2024,17:45,home,0,0,D,draw,2.38,0.26,0.66,0.34,22,4,6,2,7,4,0.87,0.79,0.0,1.0,12,2,4,0,3,1,9,5,5,9,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0,0,0.375,0.375,0.2,0.6666666666666666,0.5,0,0.2,0,0.375,0.3225
9.0,Atalanta,4,3,1,20,6,14,15,Young Boys,36.0,26.11.2024,20:00,away,6,1,W,team,2.54,0.81,0.55,0.45,18,9,10,1,9,7,0.86,0.79,1.0,2.0,2,3,6,5,4,1,16,7,7,16,0,4,4.0,1.0,15.0,6.0,3.0,3.0,0.0,0.0,26.0,24.0,0.81,0.65,0.33,0.15,12.0,24.0,0.57,0.69,22.0,14.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,35,0,1,1,0.4444444444444444,0.4444444444444444,0.2,0.75,0.5,1,0.4,5,0.4444444444444444,0.4311111111111111
9.0,Atalanta,4,3,1,20,6,14,15,Barcelona,2.0,29.01.2025,20:00,away,2,2,D,draw,1.22,2.16,0.32,0.68,9,16,4,7,4,7,0.81,0.91,4.0,0.0,4,5,1,4,6,1,7,13,13,7,5,2,2.0,2.0,6.0,8.0,2.0,8.0,0.0,0.0,17.0,21.0,0.74,0.79,0.19,0.31,16.0,17.0,0.83,0.38,20.0,18.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,0.4,0.4,0.2,0.6,0.5,0,0.2,0,0.4,0.34
5.0,Atl. Madrid,6,0,2,20,12,8,18,Benfica,16.0,02.10.2024,20:00,away,0,4,L,opponent,0.26,3.93,0.48,0.52,4,19,0,10,2,4,0.89,0.91,4.0,1.0,2,5,2,4,1,1,7,7,8,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-4,0.0,0.0
5.0,Atl. Madrid,6,0,2,20,12,8,18,Real Madrid,11.0,04.03.2025,20:00,away,1,2,L,opponent,0.2,0.68,0.49,0.51,6,13,2,7,3,6,0.89,0.93,0.0,1.0,3,2,1,4,0,0,10,13,13,10,5,1,0.0,0.0,5.0,7.0,1.0,6.0,0.0,0.0,14.0,22.0,0.77,0.87,0.3,0.18,10.0,18.0,0.74,0.64,15.0,13.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
5.0,Atl. Madrid,6,0,2,20,12,8,18,PSG,15.0,06.11.2024,20:00,away,2,1,W,team,0.67,2.09,0.29,0.71,4,22,3,9,0,6,0.74,0.91,1.0,0.0,1,8,0,5,1,2,9,11,11,9,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,24,0,1,1,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
5.0,Atl. Madrid,6,0,2,20,12,8,18,Slovan Bratislava,35.0,11.12.2024,17:45,home,3,1,W,team,1.99,1.02,0.59,0.41,19,5,6,2,9,1,0.91,0.85,0.0,0.0,7,3,6,0,3,1,4,11,11,4,1,3,5.0,2.0,12.0,4.0,7.0,1.0,0.0,2.0,37.0,17.0,0.84,0.71,0.21,0.29,13.0,16.0,0.47,0.44,7.0,27.0,10.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,1,1,1,0.5,0.5,1.0,0.3333333333333333,0.5,2,0.5,2,0.5,0.5
5.0,Atl. Madrid,6,0,2,20,12,8,18,Real Madrid,11.0,12.03.2025,20:00,home,1,1,D,draw,1.36,1.15,0.38,0.62,17,10,8,3,10,10,0.86,0.92,4.0,3.0,7,4,2,3,1,1,16,11,11,16,3,7,2.0,1.0,10.0,6.0,7.0,4.0,0.0,0.0,27.0,45.0,0.76,0.87,0.14,0.19,17.0,20.0,0.71,0.77,32.0,29.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,1,0,0,0.4,0.4,0.5,0.3333333333333333,0.0,0,0.30000000000000004,0,0.4,0.37000000000000005
5.0,Atl. Madrid,6,0,2,20,12,8,18,RB Leipzig,32.0,19.09.2024,20:00,home,2,1,W,team,1.44,0.75,0.51,0.49,20,6,4,3,8,2,0.87,0.86,3.0,4.0,10,2,6,1,3,1,14,16,13,13,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,26,1,1,1,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,1,0.4,1,0.5,0.47
5.0,Atl. Madrid,6,0,2,20,12,8,18,Bayer Leverkusen,6.0,21.01.2025,20:00,home,2,1,W,team,0.77,0.82,0.3,0.7,5,13,2,4,3,4,0.76,0.92,2.0,4.0,3,6,0,3,0,3,14,7,7,14,3,0,2.0,1.0,2.0,7.0,3.0,6.0,0.0,0.0,12.0,18.0,0.64,0.9,0.0,0.37,13.0,18.0,0.42,0.88,17.0,15.0,10.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1,1,1,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,0.5,2,0.5,1,0.5714285714285714,0.55
5.0,Atl. Madrid,6,0,2,20,12,8,18,Lille,7.0,23.10.2024,20:00,home,1,3,L,opponent,2.19,1.39,0.61,0.39,11,8,6,3,6,5,0.85,0.75,3.0,2.0,5,4,0,1,1,2,11,9,9,11,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,1,2,2,0.5,0.5,0.6,0.3333333333333333,0.5,0,0.30000000000000004,-2,0.5,0.44000000000000006
5.0,Atl. Madrid,6,0,2,20,12,8,18,Sparta Prague,31.0,26.11.2024,17:45,away,6,0,W,team,3.11,0.22,0.6,0.4,24,4,10,2,6,0,0.91,0.86,1.0,1.0,8,2,6,0,2,0,12,9,9,12,2,4,5.0,1.0,14.0,4.0,10.0,0.0,0.0,0.0,39.0,6.0,0.87,0.57,0.2,0.33,17.0,13.0,0.8,0.57,8.0,26.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,0,1,1,0.5555555555555556,0.5555555555555556,0.6,0.5,0.5,1,0.4,6,0.5555555555555556,0.508888888888889
5.0,Atl. Madrid,6,0,2,20,12,8,18,Salzburg,34.0,29.01.2025,20:00,away,4,1,W,team,1.99,0.64,0.5,0.5,12,10,8,3,5,4,0.84,0.86,0.0,2.0,2,2,2,5,0,3,10,10,10,10,2,4,4.0,1.0,9.0,5.0,3.0,5.0,0.0,0.0,33.0,24.0,0.69,0.8,0.29,0.18,14.0,15.0,0.5,0.7,22.0,19.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,0,1,1,0.6,0.6,0.6,0.6,0.5,2,0.5,3,0.6,0.57
2.0,Barcelona,6,1,1,28,13,15,19,Young Boys,36.0,01.10.2024,20:00,home,5,0,W,team,2.94,0.61,0.67,0.33,20,5,8,1,9,3,0.91,0.81,0.0,2.0,4,3,8,1,0,7,17,9,9,10,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,35,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,5,1.0,0.73
2.0,Barcelona,6,1,1,28,13,15,19,Benfica,16.0,05.03.2025,20:00,away,1,0,W,team,1.19,1.75,0.48,0.52,10,26,5,8,4,13,0.83,0.82,1.0,4.0,2,7,3,11,1,3,18,5,5,18,8,4,3.0,4.0,6.0,19.0,4.0,7.0,0.0,0.0,20.0,48.0,0.69,0.71,0.33,0.34,10.0,14.0,0.67,0.63,42.0,16.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
