Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
2.0,Barcelona,6,1,1,28,13,15,19,Inter,4.0,06.05.2025,20:00,away,3,4,L,opponent,2.81,2.28,0.71,0.29,22,13,10,7,7,5,0.87,0.66,3.0,5.0,10,3,2,3,2,9,14,10,10,14,3,7,6.0,4.0,14.0,10.0,8.0,3.0,1.0,0.0,49.0,32.0,0.76,0.53,0.16,0.5,31.0,27.0,0.4,0.7,25.0,50.0,11.0,14.0,0.0,0.0,1.0,0.0,3.97,4.19,0.0,1.0,0.61,0.35,2.21,0.96,69.0,64.0,0.0,0.0,0.0,0.0,4.19,3.9,0.19,0.97,5,18,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
2.0,Barcelona,6,1,1,28,13,15,19,Crvena zvezda,29.0,06.11.2024,20:00,away,5,2,W,team,3.55,0.31,0.7,0.3,21,4,9,2,7,1,0.9,0.75,0.0,2.0,9,0,3,2,0,9,4,12,12,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,1,1,0.75,0.75,1.0,0.6666666666666666,0.5,1,0.4,3,0.75,0.645
2.0,Barcelona,6,1,1,28,13,15,19,Dortmund,10.0,09.04.2025,20:00,home,4,0,W,team,3.69,1.45,0.6,0.4,18,13,10,3,4,6,0.88,0.83,0.0,2.0,6,3,2,7,1,4,12,5,5,12,3,6,5.0,3.0,14.0,10.0,4.0,3.0,1.0,0.0,34.0,26.0,0.78,0.75,0.1,0.23,22.0,17.0,0.71,0.56,8.0,23.0,7.0,13.0,0.0,0.0,1.0,0.0,3.53,0.93,0.0,2.0,0.57,0.36,1.83,1.41,43.0,42.0,1.0,0.0,0.0,1.0,0.93,3.53,0.93,-0.47,5,15,1,1,1,0.8,0.8,1.0,0.6666666666666666,0.5,2,0.5,4,0.8,0.7100000000000001
2.0,Barcelona,6,1,1,28,13,15,19,Benfica,16.0,11.03.2025,17:45,home,3,1,W,team,2.52,0.74,0.65,0.35,20,8,6,2,1,6,0.89,0.78,0.0,1.0,9,3,5,3,3,9,8,4,4,8,1,3,4.0,2.0,13.0,5.0,7.0,3.0,0.0,0.0,31.0,18.0,0.79,0.65,0.4,0.27,15.0,16.0,0.74,0.54,14.0,15.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,1,1,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.0,3,0.6,2,0.8333333333333334,0.7633333333333334
2.0,Barcelona,6,1,1,28,13,15,19,Dortmund,10.0,11.12.2024,20:00,away,3,2,W,team,2.04,2.73,0.55,0.45,13,12,8,2,3,2,0.86,0.86,2.0,4.0,3,7,2,3,0,6,9,10,10,9,0,5,4.0,5.0,9.0,8.0,4.0,4.0,0.0,0.0,19.0,25.0,0.77,0.76,0.18,0.5,11.0,17.0,0.68,0.75,12.0,10.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,0,1,1,0.8571428571428571,0.8571428571428571,1.0,0.75,1.0,4,0.6,1,0.8571428571428571,0.78
2.0,Barcelona,6,1,1,28,13,15,19,Dortmund,10.0,15.04.2025,20:00,away,1,3,L,opponent,0.49,3.81,0.54,0.47,7,18,2,11,4,8,0.85,0.84,1.0,1.0,3,4,2,3,2,4,14,11,11,14,8,1,0.0,6.0,5.0,16.0,2.0,2.0,0.0,0.0,20.0,37.0,0.72,0.73,0.33,0.32,21.0,24.0,0.71,0.74,26.0,18.0,6.0,6.0,0.0,0.0,0.0,1.0,0.2,4.33,1.0,0.0,0.38,0.41,0.71,1.67,47.0,49.0,2.0,0.0,1.0,0.0,4.33,0.2,1.33,0.2,5,15,0,2,2,0.75,0.75,1.0,0.6,1.0,0,0.30000000000000004,-2,0.75,0.615
2.0,Barcelona,6,1,1,28,13,15,19,Monaco,17.0,19.09.2024,20:00,away,1,2,L,opponent,0.28,1.99,0.44,0.56,4,18,1,8,0,10,0.82,0.86,3.0,4.0,3,4,0,6,2,6,22,16,14,16,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.1,-1,0.6666666666666666,0.4966666666666666
2.0,Barcelona,6,1,1,28,13,15,19,Benfica,16.0,21.01.2025,20:00,away,5,4,W,team,3.63,3.34,0.74,0.26,22,10,11,5,6,2,0.9,0.71,4.0,1.0,6,1,5,4,1,5,9,9,9,9,1,6,7.0,6.0,12.0,9.0,10.0,1.0,0.0,0.0,33.0,22.0,0.83,0.48,0.24,0.33,22.0,13.0,0.69,0.62,19.0,33.0,6.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,1,1,0.7,0.7,1.0,0.5714285714285714,1.0,1,0.3,1,0.7,0.58
2.0,Barcelona,6,1,1,28,13,15,19,Bayern Munich,12.0,23.10.2024,20:00,home,4,1,W,team,2.23,1.04,0.4,0.6,12,11,4,3,5,5,0.81,0.87,0.0,2.0,3,4,5,4,1,3,10,11,11,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,1,1,1,0.7272727272727273,0.7,1.0,0.5714285714285714,0.5,2,0.5,3,0.7,0.64
2.0,Barcelona,6,1,1,28,13,15,19,Brest,18.0,26.11.2024,20:00,home,3,0,W,team,2.86,0.07,0.76,0.24,19,2,8,0,4,0,0.89,0.73,0.0,4.0,4,2,7,0,0,6,19,8,8,19,0,5,5.0,0.0,15.0,2.0,4.0,0.0,0.0,0.0,49.0,5.0,0.74,0.55,0.27,0.13,20.0,19.0,0.6,0.55,11.0,34.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,1,1,1,0.75,0.7,1.0,0.5714285714285714,0.5,3,0.6,3,0.7,0.67
2.0,Barcelona,6,1,1,28,13,15,19,Atalanta,9.0,29.01.2025,20:00,home,2,2,D,draw,2.16,1.22,0.68,0.32,16,9,7,4,7,4,0.91,0.81,0.0,4.0,5,4,4,1,1,6,13,7,7,13,2,5,2.0,2.0,8.0,6.0,8.0,2.0,0.0,0.0,21.0,17.0,0.79,0.74,0.31,0.19,17.0,16.0,0.38,0.83,18.0,20.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0,0,0.6923076923076923,0.7,0.8333333333333334,0.5714285714285714,0.5,0,0.30000000000000004,0,0.7,0.58
2.0,Barcelona,6,1,1,28,13,15,19,Inter,4.0,30.04.2025,20:00,home,3,3,D,draw,1.36,0.9,0.72,0.28,19,7,9,3,7,2,0.91,0.75,1.0,1.0,5,3,5,1,0,5,11,10,10,11,0,6,1.0,2.0,11.0,5.0,8.0,2.0,3.0,0.0,37.0,15.0,0.86,0.54,0.07,0.67,23.0,18.0,0.73,0.57,11.0,41.0,6.0,8.0,0.0,0.0,0.0,1.0,2.77,1.98,0.0,1.0,0.72,0.5,1.51,0.66,38.0,49.0,1.0,2.0,0.0,0.0,1.98,2.77,-1.02,0.77,5,18,1,0,0,0.6428571428571429,0.6,0.7142857142857143,0.5714285714285714,0.0,0,0.1,0,0.6,0.44999999999999996
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,AC Milan,13.0,01.10.2024,20:00,home,1,0,W,team,3.24,1.17,0.48,0.52,16,17,9,5,5,4,0.93,0.92,2.0,3.0,7,7,0,5,3,0,4,18,15,4,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Bayern Munich,12.0,05.03.2025,20:00,away,0,3,L,opponent,0.33,2.68,0.35,0.65,3,17,1,6,1,5,0.75,0.86,4.0,2.0,2,7,0,4,1,0,13,9,9,13,3,1,1.0,5.0,3.0,9.0,0.0,8.0,0.0,2.0,5.0,26.0,0.66,0.84,0.0,0.22,18.0,22.0,0.38,0.5,30.0,12.0,10.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0,2,2,0.5,0.5,1.0,0.0,0.5,0,0.1,-3,0.5,0.38
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Liverpool,1.0,05.11.2024,20:00,away,0,4,L,opponent,0.8,3.79,0.53,0.47,12,22,4,8,3,1,0.86,0.87,2.0,0.0,5,5,3,9,1,0,15,10,10,15,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21,0,2,2,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0,0.1,-4,0.3333333333333333,0.2633333333333333
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Inter,4.0,10.12.2024,20:00,home,1,0,W,team,1.14,0.29,0.61,0.39,17,6,5,0,3,1,0.91,0.88,0.0,3.0,7,3,5,3,0,2,7,10,10,7,0,4,2.0,1.0,9.0,4.0,8.0,2.0,1.0,0.0,34.0,11.0,0.88,0.71,0.24,0.36,16.0,14.0,0.83,0.56,11.0,23.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.3,1,0.5,0.43999999999999995
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Bayern Munich,12.0,11.03.2025,20:00,home,0,2,L,opponent,1.45,2.1,0.53,0.47,17,12,3,5,14,6,0.75,0.77,5.0,3.0,5,5,9,2,2,0,13,24,24,13,3,3,2.0,3.0,12.0,10.0,5.0,2.0,0.0,2.0,22.0,29.0,0.68,0.66,0.23,0.21,27.0,13.0,0.74,0.53,21.0,38.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,1,2,2,0.4,0.4,0.6666666666666666,0.0,0.0,0,0.2,-2,0.4,0.34
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Feyenoord,19.0,19.09.2024,17:45,away,4,0,W,team,1.66,0.71,0.48,0.52,11,13,4,4,2,6,0.91,0.88,0.0,1.0,5,4,2,5,1,3,6,9,8,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16,0,1,1,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,1,0.4,4,0.5,0.47
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Atl. Madrid,5.0,21.01.2025,20:00,away,1,2,L,opponent,0.82,0.77,0.7,0.3,13,5,4,2,4,3,0.92,0.76,4.0,2.0,6,3,3,0,3,0,7,14,14,7,0,3,1.0,2.0,7.0,2.0,6.0,3.0,0.0,0.0,18.0,12.0,0.9,0.64,0.37,0.0,18.0,13.0,0.88,0.42,15.0,17.0,6.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0,2,2,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.25,0.5,0,0.2,-1,0.42857142857142855,0.36
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Brest,18.0,23.10.2024,17:45,away,1,1,D,draw,0.97,0.46,0.59,0.41,8,11,3,3,6,2,0.89,0.84,4.0,2.0,3,5,2,3,2,0,10,12,12,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,0,0,0,0.375,0.375,0.6666666666666666,0.2,0.5,0,0.1,0,0.375,0.2925
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Salzburg,34.0,26.11.2024,20:00,home,5,0,W,team,4.56,0.33,0.62,0.38,29,7,13,2,6,3,0.9,0.86,1.0,1.0,7,3,9,2,1,1,11,11,11,11,2,8,7.0,0.0,23.0,4.0,6.0,3.0,0.0,0.0,50.0,13.0,0.78,0.76,0.38,0.0,11.0,14.0,0.61,0.5,12.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,28,1,1,1,0.4444444444444444,0.4444444444444444,0.75,0.2,0.5,1,0.3,5,0.4444444444444444,0.4011111111111111
6.0,Bayer Leverkusen,5,1,2,15,7,8,16,Sparta Prague,31.0,29.01.2025,20:00,home,2,0,W,team,1.59,0.82,0.71,0.29,26,12,10,1,10,2,0.93,0.8,2.0,2.0,10,9,6,2,0,1,6,5,5,6,1,8,3.0,1.0,14.0,7.0,12.0,5.0,0.0,0.0,54.0,17.0,0.92,0.7,0.19,0.56,12.0,9.0,0.71,0.63,6.0,42.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,31,1,1,1,0.5,0.5,0.8,0.2,0.5,2,0.5,2,0.5,0.5
12.0,Bayern Munich,5,0,3,20,12,8,15,Aston Villa,8.0,02.10.2024,20:00,away,0,1,L,opponent,1.47,0.25,0.67,0.33,17,5,7,2,11,1,0.91,0.78,2.0,3.0,4,2,6,1,3,2,9,16,12,8,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
12.0,Bayern Munich,5,0,3,20,12,8,15,Bayer Leverkusen,6.0,05.03.2025,20:00,home,3,0,W,team,2.68,0.33,0.65,0.35,17,3,6,1,5,1,0.86,0.75,2.0,4.0,7,2,4,0,0,1,9,13,13,9,1,3,5.0,1.0,9.0,3.0,8.0,0.0,2.0,0.0,26.0,5.0,0.84,0.66,0.22,0.0,22.0,18.0,0.5,0.38,12.0,30.0,7.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.2,3,0.5,0.41000000000000003
12.0,Bayern Munich,5,0,3,20,12,8,15,Benfica,16.0,06.11.2024,20:00,home,1,0,W,team,1.27,0.08,0.74,0.26,24,1,10,0,10,0,0.93,0.8,1.0,2.0,9,1,5,0,1,3,8,8,8,8,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,2,0.5,1,0.6666666666666666,0.6166666666666666
12.0,Bayern Munich,5,0,3,20,12,8,15,Inter,4.0,08.04.2025,20:00,home,1,2,L,opponent,2.3,0.78,0.58,0.42,20,10,7,4,5,1,0.9,0.86,1.0,4.0,7,3,6,3,0,1,9,9,9,9,2,6,5.0,1.0,15.0,6.0,5.0,4.0,1.0,0.0,49.0,18.0,0.85,0.77,0.25,0.5,18.0,10.0,0.6,0.69,7.0,31.0,4.0,13.0,0.0,0.0,0.0,0.0,1.47,1.31,1.0,2.0,0.69,0.39,2.86,1.25,38.0,42.0,0.0,1.0,0.0,0.0,1.31,1.47,-0.69,0.47,7,18,1,2,2,0.5,0.5,0.6666666666666666,0.0,0.5,0,0.30000000000000004,-1,0.5,0.44000000000000006
12.0,Bayern Munich,5,0,3,20,12,8,15,Shakhtar Donetsk,27.0,10.12.2024,20:00,away,5,1,W,team,3.59,1.23,0.65,0.35,21,12,8,5,5,4,0.88,0.78,2.0,2.0,8,5,5,2,2,0,16,10,10,16,4,3,6.0,2.0,15.0,8.0,6.0,4.0,0.0,0.0,56.0,12.0,0.75,0.59,0.41,0.2,28.0,8.0,0.5,0.55,10.0,28.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,29,0,1,1,0.6,0.6,0.6666666666666666,0.5,0.5,1,0.4,4,0.6,0.54
12.0,Bayern Munich,5,0,3,20,12,8,15,Bayer Leverkusen,6.0,11.03.2025,20:00,away,2,0,W,team,2.1,1.45,0.47,0.53,12,17,5,3,6,14,0.77,0.75,3.0,5.0,5,5,2,9,0,2,24,13,13,24,3,3,3.0,2.0,10.0,12.0,2.0,5.0,2.0,0.0,29.0,22.0,0.66,0.68,0.21,0.23,13.0,27.0,0.53,0.74,38.0,21.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0.5,2,0.6666666666666666,0.6166666666666666
12.0,Bayern Munich,5,0,3,20,12,8,15,Celtic,21.0,12.02.2025,20:00,away,2,1,W,team,0.7,1.37,0.57,0.43,10,9,5,2,7,7,0.91,0.88,0.0,0.0,3,3,2,4,4,1,4,4,4,4,1,3,3.0,2.0,6.0,8.0,4.0,1.0,0.0,0.0,30.0,20.0,0.84,0.7,0.18,0.11,17.0,17.0,0.75,0.47,26.0,27.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,11,0,1,1,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.75,0.5,3,0.6,1,0.7142857142857143,0.68
12.0,Bayern Munich,5,0,3,20,12,8,15,Inter,4.0,16.04.2025,20:00,away,2,2,D,draw,1.4,1.49,0.63,0.38,20,15,6,6,6,5,0.86,0.74,2.0,2.0,5,6,9,3,1,0,10,16,16,10,4,4,0.0,4.0,15.0,8.0,5.0,7.0,0.0,0.0,48.0,20.0,0.81,0.65,0.28,0.33,19.0,9.0,0.54,0.73,24.0,43.0,3.0,9.0,0.0,0.0,1.0,1.0,2.37,1.18,1.0,0.0,0.49,0.33,2.14,0.58,42.0,48.0,0.0,1.0,0.0,0.0,1.18,2.37,-0.82,0.37,7,18,0,0,0,0.625,0.625,0.6666666666666666,0.6,0.0,0,0.30000000000000004,0,0.625,0.5275000000000001
12.0,Bayern Munich,5,0,3,20,12,8,15,D. Zagreb,25.0,17.09.2024,20:00,home,9,2,W,team,6.13,0.78,0.67,0.33,29,4,19,3,12,0,0.92,0.8,0.0,1.0,3,1,7,0,5,0,3,13,8,6,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14,1,1,1,0.6666666666666666,0.6666666666666666,0.75,0.6,0.5,1,0.4,7,0.6666666666666666,0.5866666666666667
12.0,Bayern Munich,5,0,3,20,12,8,15,Celtic,21.0,18.02.2025,20:00,home,1,1,D,draw,2.38,1.12,0.67,0.33,23,5,10,3,7,0,0.92,0.84,0.0,0.0,8,2,5,0,0,0,9,2,2,9,2,9,6.0,4.0,13.0,4.0,10.0,1.0,1.0,0.0,47.0,9.0,0.86,0.69,0.13,0.0,24.0,9.0,0.57,0.55,3.0,45.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,11,1,0,0,0.6,0.6,0.6,0.6,1.0,0,0.2,0,0.6,0.48
12.0,Bayern Munich,5,0,3,20,12,8,15,Feyenoord,19.0,22.01.2025,20:00,away,0,3,L,opponent,2.42,1.77,0.8,0.2,30,8,6,3,13,1,0.9,0.63,3.0,1.0,12,3,12,2,1,0,5,6,6,5,0,6,9.0,3.0,22.0,5.0,8.0,3.0,1.0,0.0,47.0,8.0,0.85,0.4,0.18,0.0,24.0,10.0,0.76,0.6,1.0,58.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,16,0,2,2,0.5454545454545454,0.6,0.6,0.5,0.5,0,0.1,-3,0.6,0.44999999999999996
12.0,Bayern Munich,5,0,3,20,12,8,15,Barcelona,2.0,23.10.2024,20:00,away,1,4,L,opponent,1.04,2.23,0.6,0.4,11,12,3,4,5,5,0.87,0.81,2.0,0.0,4,3,4,5,3,1,11,10,10,11,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0,2,2,0.5,0.5,0.6,0.42857142857142855,0.5,0,0.0,-3,0.5,0.35
12.0,Bayern Munich,5,0,3,20,12,8,15,PSG,15.0,26.11.2024,20:00,home,1,0,W,team,2.41,0.77,0.57,0.43,18,11,7,3,4,3,0.85,0.79,3.0,5.0,8,4,3,4,1,2,10,13,13,10,3,6,5.0,2.0,13.0,7.0,5.0,4.0,1.0,0.0,37.0,15.0,0.78,0.69,0.13,0.25,25.0,20.0,0.52,0.52,18.0,25.0,16.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24,1,1,1,0.5384615384615384,0.5,0.6666666666666666,0.42857142857142855,0.5,1,0.3,1,0.5,0.43999999999999995
