Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent
5.0,17,6,11,36,32,4,57,3.0,0.8312958431142807,0,2,0.95,1.46,0.34,0.66,5.0,8.0,2.0,6.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,14.0,24.0,20.0,30.0,19.0,12.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,17.0,0.8801955985915914,2,1,1.27,1.56,0.43,0.57,16.0,12.0,5.0,2.0,6.0,3.0,0.66,0.75,5.0,2.0,7.0,8.0,4.0,2.0,1.0,1.0,13.0,20.0,16.0,35.0,20.0,13.0,6.0,8.0,1.0,3.0,1.0,1.0,10.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.57,0.49,0.21,0.31,0.67,0.83,32.0,27.0,0.0,0.0,1.54,0.88,1.0,0.0,0.27,0.52,0.3,0.71,60.0,64.0,0.0,1.0,0.88,1.54,-0.12,-0.46
5.0,17,6,11,36,32,4,57,8.0,0.7481662588028526,2,3,2.02,0.78,0.6,0.4,15.0,8.0,5.0,3.0,7.0,1.0,0.75,0.71,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,16.0,14.0,20.0,20.0,14.0,16.0,8.0,18.0,0.0,3.0,3.0,1.0,11.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,24.0,9.0,0.52,0.56,0.33,0.5,0.65,0.69,17.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,11.0,0.7481662588028526,1,1,1.64,0.46,0.51,0.49,17.0,8.0,5.0,3.0,4.0,6.0,0.82,0.8,2.0,2.0,10.0,4.0,2.0,1.0,1.0,3.0,15.0,14.0,20.0,21.0,14.0,15.0,8.0,6.0,2.0,4.0,3.0,1.0,9.0,3.0,8.0,5.0,1.0,0.0,1.0,0.0,15.0,10.0,0.61,0.63,0.25,0.24,0.73,0.62,15.0,34.0,0.0,0.0,0.73,0.52,0.0,0.0,0.42,0.36,0.45,0.34,51.0,51.0,0.0,1.0,0.52,0.73,-0.48,-0.27
5.0,17,6,11,36,32,4,57,15.0,0.7481662588028526,1,0,1.29,0.34,0.45,0.55,8.0,11.0,4.0,4.0,3.0,8.0,0.0,0.0,2.0,3.0,2.0,6.0,2.0,1.0,5.0,2.0,23.0,27.0,27.0,41.0,17.0,18.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,4.0,0.8312958431142807,0,2,1.41,1.58,0.29,0.71,12.0,12.0,6.0,5.0,2.0,2.0,0.66,0.85,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,15.0,14.0,29.0,16.0,14.0,15.0,8.0,4.0,3.0,6.0,2.0,2.0,5.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,12.0,20.0,0.37,0.74,0.44,0.14,0.17,0.75,25.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,15.0,0.7481662588028526,0,0,0.46,0.75,0.47,0.53,4.0,10.0,1.0,2.0,2.0,5.0,0.76,0.78,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,13.0,19.0,24.0,27.0,19.0,13.0,11.0,11.0,2.0,1.0,1.0,0.0,3.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,17.0,0.44,0.6,0.13,0.26,0.58,0.53,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,9.0,0.7481662588028526,2,0,0.75,0.72,0.41,0.59,7.0,10.0,4.0,3.0,1.0,7.0,0.0,0.0,4.0,4.0,2.0,4.0,1.0,3.0,0.0,0.0,12.0,21.0,23.0,36.0,21.0,14.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,13.0,0.9999999995110024,2,1,1.5,0.79,0.32,0.68,15.0,10.0,3.0,1.0,6.0,4.0,0.68,0.83,2.0,4.0,9.0,5.0,3.0,4.0,0.0,2.0,17.0,16.0,16.0,25.0,16.0,17.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,3.0,0.8801955985915914,1,1,0.05,3.19,0.22,0.78,2.0,21.0,1.0,7.0,2.0,7.0,0.61,0.88,6.0,3.0,1.0,10.0,0.0,4.0,2.0,1.0,12.0,23.0,18.0,34.0,23.0,12.0,8.0,6.0,6.0,0.0,0.0,6.0,1.0,11.0,1.0,10.0,0.0,3.0,0.0,1.0,6.0,32.0,0.26,0.82,0.17,0.25,0.72,1.0,53.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,12.0,0.7481662588028526,2,0,0.87,0.84,0.39,0.61,9.0,15.0,4.0,5.0,3.0,5.0,0.71,0.86,4.0,5.0,2.0,8.0,3.0,2.0,2.0,1.0,14.0,14.0,28.0,18.0,14.0,14.0,4.0,6.0,5.0,2.0,1.0,1.0,3.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,13.0,12.0,0.56,0.65,0.22,0.15,0.47,0.65,32.0,31.0,0.0,1.0,1.5,0.66,0.0,1.0,0.26,0.43,0.7,0.67,47.0,50.0,0.0,0.0,0.66,1.5,0.66,-0.5
5.0,17,6,11,36,32,4,57,18.0,0.9926650361894058,1,0,2.13,0.03,0.6,0.4,15.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,4.0,3.0,7.0,2.0,3.0,0.0,4.0,1.0,11.0,17.0,29.0,25.0,11.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,14.0,0.7481662588028526,1,0,0.83,0.52,0.37,0.63,13.0,9.0,5.0,4.0,3.0,4.0,0.65,0.72,3.0,3.0,7.0,4.0,1.0,1.0,4.0,0.0,16.0,23.0,22.0,35.0,23.0,16.0,11.0,2.0,4.0,4.0,2.0,0.0,9.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,18.0,15.0,0.49,0.52,0.31,0.33,0.5,0.7,26.0,25.0,0.0,1.0,0.92,0.84,0.0,0.0,0.29,0.38,0.67,0.31,44.0,57.0,0.0,0.0,0.84,0.92,0.84,-0.08
5.0,17,6,11,36,32,4,57,1.0,0.9926650361894058,1,0,0.37,1.51,0.26,0.74,4.0,21.0,3.0,4.0,2.0,8.0,0.66,0.91,9.0,2.0,1.0,9.0,0.0,8.0,1.0,0.0,9.0,18.0,17.0,23.0,18.0,9.0,10.0,5.0,4.0,2.0,1.0,2.0,1.0,14.0,3.0,7.0,0.0,0.0,0.0,0.0,5.0,44.0,0.44,0.86,0.0,0.26,0.58,0.6,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,7.0,0.9853300728678092,2,1,1.39,1.04,0.31,0.69,7.0,18.0,3.0,5.0,4.0,5.0,0.74,0.87,3.0,3.0,3.0,7.0,1.0,6.0,0.0,1.0,11.0,13.0,18.0,26.0,13.0,11.0,11.0,10.0,4.0,1.0,2.0,1.0,5.0,7.0,2.0,11.0,0.0,0.0,1.0,1.0,12.0,18.0,0.52,0.75,0.44,0.17,0.69,0.5,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,17,6,11,36,32,4,57,16.0,0.7481662588028526,2,1,1.87,0.88,0.49,0.51,15.0,9.0,6.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,6.0,2.0,1.0,0.0,0.0,9.0,13.0,26.0,36.0,12.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,16.0,0.9926650361894058,2,0,1.27,0.21,0.73,0.27,14.0,4.0,8.0,1.0,8.0,2.0,0.87,0.65,1.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,20.0,14.0,24.0,21.0,14.0,20.0,7.0,10.0,1.0,6.0,1.0,0.0,6.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,21.0,4.0,0.79,0.36,0.14,0.25,0.58,0.86,12.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,9.0,0.9926650361894058,1,0,1.69,0.46,0.64,0.36,18.0,10.0,6.0,2.0,7.0,2.0,0.86,0.7,4.0,6.0,8.0,5.0,4.0,3.0,6.0,0.0,18.0,9.0,22.0,13.0,9.0,18.0,7.0,12.0,2.0,5.0,3.0,1.0,9.0,7.0,9.0,3.0,0.0,0.0,1.0,0.0,27.0,15.0,0.78,0.54,0.34,0.18,0.55,0.73,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,7.0,0.9926650361894058,2,1,1.22,0.67,0.49,0.51,8.0,7.0,4.0,3.0,5.0,7.0,0.0,0.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,0.0,15.0,27.0,22.0,23.0,18.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,13.0,0.9022004885563811,4,0,1.71,0.09,0.53,0.47,19.0,3.0,5.0,0.0,9.0,2.0,0.83,0.82,1.0,2.0,6.0,3.0,8.0,0.0,3.0,3.0,10.0,19.0,16.0,15.0,19.0,10.0,7.0,7.0,0.0,2.0,2.0,0.0,11.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,25.0,4.0,0.71,0.57,0.3,0.25,0.83,0.55,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,1.0,0.9853300728678092,4,4,1.79,1.14,0.53,0.47,15.0,9.0,5.0,5.0,6.0,2.0,0.82,0.82,4.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,14.0,12.0,25.0,21.0,12.0,14.0,9.0,6.0,1.0,1.0,4.0,2.0,9.0,6.0,6.0,3.0,1.0,0.0,1.0,0.0,25.0,23.0,0.68,0.65,0.26,0.25,0.63,0.59,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,14.0,0.7481662588028526,2,1,0.88,0.74,0.54,0.46,11.0,16.0,4.0,1.0,3.0,6.0,0.79,0.76,3.0,2.0,5.0,11.0,2.0,4.0,1.0,2.0,15.0,13.0,18.0,20.0,13.0,15.0,9.0,4.0,0.0,2.0,2.0,1.0,9.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,14.0,21.0,0.55,0.62,0.5,0.2,0.77,0.75,32.0,10.0,0.0,0.0,1.39,0.42,1.0,2.0,0.29,0.39,0.78,1.31,43.0,36.0,0.0,0.0,0.42,1.39,-0.66,-0.61
6.0,14,12,8,47,37,10,54,10.0,0.8801955985915914,1,0,0.46,0.36,0.53,0.47,10.0,9.0,4.0,2.0,9.0,4.0,0.83,0.81,0.0,1.0,5.0,3.0,1.0,4.0,1.0,0.0,16.0,17.0,23.0,18.0,17.0,16.0,6.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,5.0,0.9926650361894058,2,0,0.49,1.25,0.52,0.48,9.0,15.0,3.0,5.0,7.0,6.0,0.83,0.82,1.0,2.0,3.0,9.0,3.0,1.0,0.0,2.0,16.0,11.0,11.0,21.0,11.0,16.0,9.0,10.0,5.0,1.0,1.0,2.0,5.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,15.0,21.0,0.75,0.67,0.21,0.19,0.56,0.67,34.0,18.0,0.0,0.0,0.31,0.8,2.0,0.0,0.44,0.53,1.46,0.59,45.0,40.0,0.0,0.0,0.8,0.31,0.8,-1.69
6.0,14,12,8,47,37,10,54,18.0,0.7481662588028526,2,2,2.17,2.15,0.52,0.48,12.0,8.0,4.0,5.0,6.0,5.0,0.0,0.0,4.0,5.0,5.0,1.0,3.0,2.0,1.0,0.0,15.0,20.0,22.0,19.0,18.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,2.0,0.8801955985915914,0,1,0.45,0.79,0.45,0.55,10.0,8.0,2.0,1.0,9.0,6.0,0.81,0.83,1.0,3.0,6.0,3.0,2.0,4.0,1.0,1.0,9.0,13.0,23.0,29.0,13.0,9.0,12.0,11.0,0.0,2.0,1.0,3.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,20.0,17.0,0.71,0.65,0.1,0.19,0.74,0.5,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,7.0,0.9926650361894058,0,0,0.4,0.39,0.72,0.28,7.0,8.0,2.0,2.0,11.0,4.0,0.9,0.71,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,16.0,19.0,24.0,18.0,19.0,16.0,4.0,11.0,2.0,2.0,1.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,11.0,0.82,0.55,0.13,0.29,0.92,0.64,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,18.0,0.9926650361894058,2,1,1.95,1.43,0.66,0.34,19.0,7.0,8.0,4.0,7.0,2.0,0.87,0.67,1.0,2.0,7.0,2.0,4.0,1.0,0.0,1.0,17.0,16.0,18.0,18.0,16.0,17.0,13.0,11.0,3.0,6.0,2.0,2.0,12.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,36.0,14.0,0.81,0.51,0.19,0.23,0.58,0.58,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,5.0,0.7970660142801633,0,1,0.54,3.03,0.63,0.37,5.0,21.0,2.0,7.0,4.0,9.0,0.82,0.67,5.0,5.0,1.0,12.0,2.0,2.0,0.0,1.0,17.0,19.0,15.0,22.0,19.0,17.0,6.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,13.0,0.9853300728678092,1,0,0.67,0.38,0.51,0.49,7.0,7.0,1.0,1.0,5.0,1.0,0.78,0.79,6.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,12.0,18.0,19.0,28.0,18.0,12.0,9.0,12.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,14.0,13.0,0.63,0.58,0.12,0.24,0.67,0.61,26.0,32.0,0.0,0.0,0.7,0.27,0.0,0.0,0.35,0.43,0.36,0.36,56.0,62.0,0.0,0.0,0.27,0.7,0.27,-0.3
6.0,14,12,8,47,37,10,54,17.0,0.8801955985915914,1,2,2.14,1.59,0.7,0.3,21.0,7.0,4.0,3.0,16.0,3.0,0.86,0.69,4.0,4.0,8.0,3.0,9.0,1.0,1.0,2.0,7.0,15.0,24.0,15.0,15.0,7.0,7.0,11.0,1.0,3.0,5.0,4.0,15.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,39.0,11.0,0.78,0.59,0.19,0.07,0.82,0.56,23.0,64.0,0.0,0.0,3.4,0.92,0.0,2.0,0.63,0.29,1.84,0.36,50.0,61.0,0.0,0.0,0.92,3.4,-1.08,2.4
6.0,14,12,8,47,37,10,54,12.0,0.9853300728678092,1,0,1.29,0.24,0.35,0.65,11.0,8.0,4.0,0.0,5.0,6.0,0.0,0.0,2.0,7.0,5.0,4.0,2.0,4.0,2.0,1.0,16.0,15.0,20.0,25.0,11.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,4.0,0.9926650361894058,2,0,0.64,0.57,0.46,0.54,10.0,5.0,4.0,2.0,4.0,6.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,2.0,27.0,21.0,19.0,21.0,17.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,4.0,0.9926650361894058,0,0,1.34,0.11,0.51,0.49,16.0,6.0,3.0,3.0,7.0,4.0,0.78,0.8,5.0,3.0,8.0,2.0,5.0,1.0,3.0,1.0,15.0,11.0,37.0,20.0,11.0,15.0,14.0,12.0,3.0,3.0,3.0,0.0,7.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,22.0,10.0,0.63,0.55,0.37,0.2,0.38,0.73,22.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,15.0,0.9926650361894058,2,0,1.0,0.26,0.61,0.39,12.0,9.0,6.0,0.0,8.0,2.0,0.87,0.8,1.0,2.0,4.0,8.0,2.0,1.0,0.0,4.0,17.0,15.0,22.0,22.0,15.0,17.0,5.0,9.0,0.0,4.0,3.0,1.0,9.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,16.0,13.0,0.74,0.67,0.06,0.3,0.7,0.69,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,11.0,0.9999999995110024,2,2,2.59,0.18,0.63,0.37,16.0,5.0,5.0,4.0,2.0,0.0,0.84,0.69,1.0,2.0,8.0,1.0,3.0,0.0,3.0,2.0,9.0,13.0,29.0,22.0,13.0,9.0,9.0,9.0,2.0,3.0,4.0,0.0,11.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,25.0,16.0,0.74,0.56,0.21,0.38,0.76,0.65,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,1.0,0.8801955985915914,0,2,0.04,2.18,0.46,0.54,2.0,18.0,0.0,7.0,1.0,7.0,0.85,0.86,4.0,3.0,2.0,8.0,0.0,3.0,2.0,1.0,14.0,17.0,12.0,12.0,17.0,14.0,11.0,15.0,5.0,0.0,0.0,2.0,1.0,13.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,37.0,0.71,0.66,0.14,0.28,0.69,0.69,29.0,8.0,0.0,0.0,0.0,2.34,0.0,1.0,0.63,0.41,0.11,1.65,38.0,44.0,0.0,0.0,2.34,0.0,0.34,0.0
6.0,14,12,8,47,37,10,54,12.0,0.9926650361894058,2,2,1.13,1.65,0.53,0.47,17.0,19.0,7.0,6.0,9.0,5.0,0.83,0.81,1.0,3.0,5.0,7.0,5.0,6.0,0.0,1.0,9.0,13.0,35.0,26.0,13.0,9.0,7.0,7.0,4.0,5.0,2.0,3.0,10.0,11.0,7.0,8.0,0.0,0.0,1.0,0.0,27.0,19.0,0.68,0.67,0.21,0.06,0.5,0.63,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,8.0,0.8801955985915914,1,0,1.29,0.24,0.54,0.46,14.0,3.0,5.0,1.0,9.0,3.0,0.0,0.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,15.0,10.0,20.0,25.0,15.0,17.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,2.0,0.9926650361894058,0,3,1.59,1.99,0.58,0.42,17.0,8.0,6.0,7.0,7.0,3.0,0.85,0.76,2.0,4.0,7.0,0.0,4.0,1.0,4.0,4.0,12.0,10.0,21.0,16.0,10.0,12.0,10.0,10.0,4.0,6.0,1.0,4.0,12.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,26.0,15.0,0.7,0.47,0.36,0.17,0.55,0.45,16.0,19.0,0.0,0.0,1.02,2.25,0.0,0.0,0.46,0.44,1.89,0.33,43.0,33.0,0.0,0.0,2.25,1.02,-0.75,1.02
6.0,14,12,8,47,37,10,54,3.0,0.8801955985915914,0,3,0.13,1.15,0.46,0.54,6.0,12.0,1.0,4.0,5.0,6.0,0.0,0.0,4.0,4.0,5.0,5.0,0.0,3.0,1.0,1.0,21.0,8.0,17.0,23.0,7.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,14,12,8,47,37,10,54,14.0,0.9022004885563811,2,2,1.2,0.53,0.59,0.41,16.0,8.0,3.0,2.0,7.0,1.0,0.8,0.74,1.0,1.0,6.0,5.0,7.0,1.0,0.0,1.0,11.0,15.0,26.0,25.0,15.0,11.0,14.0,10.0,0.0,1.0,4.0,1.0,10.0,5.0,6.0,3.0,1.0,0.0,0.0,1.0,32.0,10.0,0.61,0.6,0.14,0.27,0.8,0.73,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
