Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
15.0,Alaves,10,12,16,38,48,-10,42,Las Palmas,19.0,01.09.2024,16:00,home,2,0,W,team,2.05,0.94,0.29,0.71,15,12,5,7,0.0,0.0,6,5,0.0,0.0,3.0,0.0,6,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,16,0.0,0.0,0.0,0.0,20,22,13,9,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,2,1.0,0.73
15.0,Alaves,10,12,16,38,48,-10,42,Mallorca,10.0,01.11.2024,20:00,home,1,0,W,team,1.15,0.51,0.52,0.48,13,7,3,2,0.0,0.0,7,2,0.7,0.74,3.0,2.0,4,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,12,19,0.0,0.0,0.0,0.0,23,28,19,12,0.0,0.0,0.0,0.0,8.0,13.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,1,1,1.0,1.0,1.0,0.5,0.5,2,0.30000000000000004,1,1.0,0.79
15.0,Alaves,10,12,16,38,48,-10,42,Barcelona,1.0,02.02.2025,13:00,away,0,1,L,opponent,0.09,0.95,0.29,0.71,3,11,0,4,0.0,2.0,2,5,0.72,0.89,2.0,5.0,1,3,2,4,2.0,7.0,1.0,4.0,0.0,0.0,7.0,19.0,11,2,8,20,0.63,0.73,0.13,0.19,27,26,20,8,0.76,0.82,24.0,16.0,10.0,3.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
15.0,Alaves,10,12,16,38,48,-10,42,Mallorca,10.0,02.03.2025,17:30,away,1,1,D,draw,1.71,1.33,0.56,0.44,19,15,7,4,1.0,3.0,9,3,0.77,0.78,2.0,0.0,6,9,6,2,13.0,10.0,6.0,5.0,0.0,0.0,21.0,17.0,1,0,20,14,0.68,0.64,0.3,0.33,33,20,14,20,0.61,0.61,30.0,51.0,9.0,7.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,0,0.5,0.5,1.0,0.0,1.0,0,0.1,0,0.5,0.38
15.0,Alaves,10,12,16,38,48,-10,42,Atl. Madrid,3.0,03.05.2025,13:00,home,0,0,D,draw,0.7,0.54,0.35,0.65,8,9,2,2,2.0,0.0,3,5,0.68,0.83,3.0,2.0,4,4,2,3,8.0,6.0,0.0,3.0,0.0,0.0,14.0,22.0,1,0,13,18,0.54,0.67,0.25,0.23,28,26,18,13,0.46,0.67,34.0,36.0,8.0,1.0,2,2,0.0,0.0,0.0,0.0,0.37,0.78,0.0,0.0,0.32,0.56,0.52,0.59,51.0,81.0,0.0,1.0,0.0,0.0,0.78,0.37,0.78,0.37,0,2,1,0,0,0.4,0.4,0.6666666666666666,0.0,0.5,0,0.0,0,0.4,0.28
15.0,Alaves,10,12,16,38,48,-10,42,Girona,16.0,05.04.2025,13:00,away,1,0,W,team,0.72,1.31,0.36,0.64,9,16,4,1,2.0,2.0,3,5,0.78,0.89,5.0,1.0,5,10,0,5,6.0,13.0,3.0,3.0,0.0,0.0,14.0,23.0,1,0,8,25,0.67,0.74,0.27,0.21,13,26,25,8,0.7,0.7,40.0,14.0,4.0,4.0,1,3,0.0,0.0,0.0,0.0,1.08,0.47,0.0,0.0,0.39,0.68,0.37,1.46,43.0,66.0,0.0,0.0,0.0,0.0,0.47,1.08,0.47,0.08,0,8,0,1,1,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,1,0.3,1,0.5,0.43999999999999995
15.0,Alaves,10,12,16,38,48,-10,42,Barcelona,1.0,06.10.2024,15:15,home,0,3,L,opponent,0.83,1.65,0.27,0.73,11,15,2,9,0.0,0.0,11,3,0.0,0.0,2.0,2.0,5,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,13,27,0.0,0.0,0.0,0.0,21,19,13,8,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,2,2,0.42857142857142855,0.42857142857142855,0.5,0.3333333333333333,0.0,0,0.2,-3,0.42857142857142855,0.36
15.0,Alaves,10,12,16,38,48,-10,42,Villarreal,5.0,08.03.2025,15:15,home,1,0,W,team,1.08,2.64,0.31,0.69,5,24,3,2,2.0,4.0,1,6,0.68,0.87,4.0,1.0,1,15,1,7,3.0,13.0,2.0,11.0,0.0,0.0,14.0,34.0,0,0,13,11,0.51,0.83,0.19,0.28,24,29,11,13,0.58,0.57,32.0,20.0,6.0,6.0,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,1,1,1,0.5,0.5,0.6,0.3333333333333333,0.5,1,0.4,1,0.5,0.47
15.0,Alaves,10,12,16,38,48,-10,42,Osasuna,9.0,08.12.2024,17:30,away,2,2,D,draw,1.54,1.85,0.4,0.6,6,16,3,8,3.0,3.0,3,8,0.74,0.83,3.0,4.0,2,5,1,3,4.0,11.0,2.0,5.0,0.0,0.0,6.0,29.0,3,4,13,14,0.53,0.69,0.25,0.22,21,32,14,13,0.74,0.75,35.0,11.0,9.0,4.0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0.4444444444444444,0.4444444444444444,0.6,0.25,0.5,0,0.2,0,0.4444444444444444,0.3711111111111111
15.0,Alaves,10,12,16,38,48,-10,42,Getafe,13.0,09.02.2025,13:00,home,0,1,L,opponent,1.53,0.88,0.66,0.34,12,4,4,3,1.0,1.0,8,3,0.73,0.51,2.0,6.0,6,1,2,0,12.0,3.0,0.0,1.0,1.0,0.0,36.0,11.0,3,2,16,16,0.52,0.33,0.28,0.28,29,22,16,16,0.43,0.7,35.0,64.0,6.0,5.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,2,2,0.4,0.4,0.5,0.25,0.5,0,0.1,-1,0.4,0.31000000000000005
15.0,Alaves,10,12,16,38,48,-10,42,Villarreal,5.0,09.11.2024,15:15,away,0,3,L,opponent,0.45,1.45,0.37,0.63,9,13,3,3,0.0,0.0,2,7,0.73,0.84,3.0,1.0,3,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,17,21,0.0,0.0,0.0,0.0,13,20,21,17,0.0,0.0,0.0,0.0,11.0,4.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,2,2,0.36363636363636365,0.3,0.5,0.2,1.0,0,0.0,-3,0.3,0.21
15.0,Alaves,10,12,16,38,48,-10,42,Girona,16.0,11.01.2025,13:00,home,0,1,L,opponent,1.68,0.56,0.43,0.57,11,3,2,1,2.0,1.0,6,3,0.79,0.86,1.0,4.0,7,2,2,0,5.0,2.0,6.0,1.0,0.0,0.0,16.0,18.0,1,1,11,16,0.67,0.74,0.19,0.06,16,20,16,11,0.75,0.53,24.0,28.0,11.0,10.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,2,2,0.3333333333333333,0.2,0.42857142857142855,0.2,1.0,0,0.0,-1,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Ath Bilbao,4.0,11.05.2025,17:30,away,0,1,L,opponent,0.78,1.19,0.4,0.6,4,11,1,3,1.0,3.0,2,9,0.61,0.82,1.0,1.0,2,7,1,1,3.0,7.0,0.0,4.0,0.0,1.0,11.0,15.0,2,0,17,12,0.36,0.71,0.14,0.14,27,22,12,17,0.58,0.47,31.0,44.0,6.0,15.0,2,1,0.0,0.0,0.0,0.0,0.67,0.79,1.0,0.0,0.24,0.55,0.16,0.66,64.0,67.0,0.0,0.0,0.0,0.0,0.79,0.67,0.79,0.67,0,1,0,2,2,0.3076923076923077,0.2,0.42857142857142855,0.16666666666666666,0.5,0,0.0,-1,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Real Madrid,2.0,13.04.2025,15:15,home,0,1,L,opponent,0.68,0.68,0.56,0.44,13,11,6,4,0.0,2.0,4,4,0.89,0.85,4.0,4.0,5,2,2,5,8.0,7.0,5.0,4.0,0.0,0.0,18.0,20.0,1,0,12,21,0.8,0.7,0.23,0.43,19,12,21,12,0.57,0.56,15.0,24.0,7.0,8.0,3,6,1.0,1.0,0.0,0.0,0.85,0.91,0.0,1.0,0.65,0.52,0.73,0.72,47.0,61.0,1.0,0.0,0.0,0.0,0.91,0.85,-0.09,0.85,0,14,1,2,2,0.2857142857142857,0.2,0.375,0.16666666666666666,0.5,0,0.0,-1,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Las Palmas,19.0,14.03.2025,20:00,away,2,2,D,draw,1.49,1.85,0.39,0.61,9,14,3,7,2.0,3.0,5,4,0.68,0.8,5.0,5.0,5,5,1,2,5.0,11.0,4.0,3.0,1.0,0.0,12.0,29.0,3,1,10,22,0.57,0.67,0.25,0.16,18,34,22,10,0.54,0.5,46.0,21.0,8.0,6.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0.26666666666666666,0.2,0.375,0.14285714285714285,1.0,0,0.0,0,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Valencia,12.0,14.05.2025,18:00,home,1,0,W,team,1.84,0.61,0.42,0.58,11,10,5,3,3.0,0.0,9,4,0.73,0.82,4.0,3.0,3,5,3,2,7.0,8.0,4.0,2.0,0.0,0.0,15.0,13.0,2,2,10,16,0.58,0.62,0.24,0.43,17,20,16,10,0.7,0.5,21.0,24.0,7.0,11.0,3,4,0.0,0.0,0.0,0.0,1.99,0.22,1.0,0.0,0.27,0.45,1.22,0.76,33.0,39.0,0.0,1.0,0.0,0.0,0.22,1.99,0.22,0.99,0,17,1,1,1,0.3125,0.2,0.4444444444444444,0.14285714285714285,0.5,1,0.3,1,0.2,0.23
15.0,Alaves,10,12,16,38,48,-10,42,Espanyol,14.0,14.09.2024,15:15,away,2,3,L,opponent,1.84,1.66,0.62,0.38,19,9,6,4,0.0,0.0,5,0,0.0,0.0,3.0,2.0,7,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,14,14,0.0,0.0,0.0,0.0,25,23,14,17,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,2,2,0.29411764705882354,0.2,0.4444444444444444,0.125,0.5,0,0.2,-1,0.2,0.2
15.0,Alaves,10,12,16,38,48,-10,42,Leganes,18.0,15.02.2025,13:00,away,3,3,D,draw,1.65,1.81,0.58,0.42,16,8,7,3,1.0,2.0,2,3,0.78,0.7,5.0,4.0,6,3,3,2,10.0,5.0,6.0,3.0,0.0,1.0,28.0,14.0,0,3,18,15,0.67,0.55,0.23,0.23,19,26,15,18,0.75,1.0,23.0,33.0,7.0,2.0,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0,0.2777777777777778,0.1,0.4444444444444444,0.1111111111111111,0.5,0,0.1,0,0.1,0.1
15.0,Alaves,10,12,16,38,48,-10,42,Ath Bilbao,4.0,15.12.2024,15:15,home,1,1,D,draw,0.93,0.61,0.52,0.48,6,9,3,2,1.0,1.0,2,4,0.77,0.77,2.0,2.0,2,7,1,0,3.0,5.0,3.0,4.0,0.0,0.0,10.0,12.0,2,2,17,14,0.56,0.64,0.19,0.21,27,20,14,17,0.6,0.35,18.0,21.0,11.0,7.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.2631578947368421,0.1,0.4,0.1111111111111111,0.0,0,0.0,0,0.1,0.07
15.0,Alaves,10,12,16,38,48,-10,42,Celta Vigo,7.0,16.08.2024,18:00,away,1,2,L,opponent,0.8,0.61,0.36,0.64,10,6,2,4,0.0,0.0,3,3,0.0,0.0,2.0,3.0,6,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,12,28,0.0,0.0,0.0,0.0,23,29,23,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,2,2,0.25,0.1,0.4,0.1,0.5,0,0.0,-1,0.1,0.07
15.0,Alaves,10,12,16,38,48,-10,42,Betis,6.0,18.01.2025,17:30,away,3,1,W,team,1.41,0.48,0.5,0.5,9,7,5,2,3.0,0.0,3,2,0.78,0.79,5.0,4.0,3,0,1,5,6.0,6.0,3.0,1.0,0.0,0.0,19.0,18.0,1,0,12,24,0.56,0.65,0.18,0.27,29,28,24,12,0.66,0.4,20.0,28.0,10.0,10.0,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,1,0.2857142857142857,0.2,0.4,0.18181818181818182,0.5,1,0.3,2,0.2,0.23
15.0,Alaves,10,12,16,38,48,-10,42,Valladolid,20.0,18.05.2025,18:00,away,1,0,W,team,1.3,1.45,0.5,0.5,14,7,4,1,1.0,1.0,9,5,0.7,0.75,2.0,0.0,6,3,4,3,8.0,7.0,6.0,0.0,0.0,0.0,25.0,21.0,0,2,12,24,0.47,0.56,0.33,0.27,24,18,24,12,0.85,0.69,24.0,42.0,5.0,6.0,1,3,0.0,0.0,0.0,0.0,1.47,0.06,0.0,0.0,0.42,0.47,0.64,1.05,52.0,74.0,0.0,1.0,0.0,0.0,0.06,1.47,0.06,0.44,0,18,0,1,1,0.3181818181818182,0.3,0.4,0.25,0.5,2,0.5,1,0.3,0.36
15.0,Alaves,10,12,16,38,48,-10,42,Valladolid,20.0,18.10.2024,20:00,home,2,3,L,opponent,0.49,2.5,0.62,0.38,10,12,4,4,0.0,0.0,5,6,0.78,0.67,6.0,2.0,3,5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,14,15,0.0,0.0,0.0,0.0,16,22,15,14,0.0,0.0,0.0,0.0,5.0,9.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,1,2,2,0.30434782608695654,0.3,0.36363636363636365,0.25,1.0,0,0.30000000000000004,-1,0.3,0.3
15.0,Alaves,10,12,16,38,48,-10,42,Sevilla,17.0,20.04.2025,17:30,away,1,1,D,draw,1.06,1.66,0.57,0.43,11,10,3,2,2.0,4.0,6,3,0.82,0.78,2.0,2.0,6,5,2,3,8.0,9.0,3.0,1.0,0.0,0.0,21.0,13.0,2,1,10,11,0.67,0.7,0.2,0.25,28,24,11,10,0.5,0.52,23.0,41.0,5.0,12.0,1,2,0.0,0.0,0.0,1.0,1.04,0.79,0.0,1.0,0.62,0.49,0.58,0.88,57.0,60.0,0.0,0.0,0.0,0.0,0.79,1.04,-0.21,0.04,0,16,0,0,0,0.2916666666666667,0.3,0.36363636363636365,0.23076923076923078,0.5,0,0.1,0,0.3,0.24
15.0,Alaves,10,12,16,38,48,-10,42,Sevilla,17.0,20.09.2024,20:00,home,2,1,W,team,1.57,0.41,0.34,0.66,10,8,4,2,0.0,0.0,3,5,0.0,0.0,1.0,4.0,4,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,18,13,0.0,0.0,0.0,0.0,18,28,11,16,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,1,1,0.32,0.4,0.4166666666666667,0.23076923076923078,0.0,1,0.3,1,0.4,0.37000000000000005
15.0,Alaves,10,12,16,38,48,-10,42,Espanyol,14.0,22.02.2025,13:00,home,0,1,L,opponent,1.76,0.43,0.62,0.38,15,9,5,2,2.0,1.0,7,0,0.78,0.69,2.0,2.0,9,3,1,4,10.0,5.0,5.0,4.0,0.0,0.0,26.0,12.0,3,0,17,13,0.6,0.56,0.15,0.25,21,17,13,17,0.47,0.17,11.0,52.0,6.0,13.0,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,2,2,0.3076923076923077,0.3,0.38461538461538464,0.23076923076923078,0.0,0,0.2,-1,0.3,0.27
15.0,Alaves,10,12,16,38,48,-10,42,Valencia,12.0,22.12.2024,13:00,away,2,2,D,draw,1.75,1.44,0.38,0.62,11,8,3,3,2.0,2.0,4,5,0.67,0.78,1.0,2.0,5,4,3,1,7.0,6.0,4.0,2.0,0.0,0.0,15.0,14.0,2,0,20,15,0.57,0.61,0.33,0.17,22,32,15,20,0.67,0.68,30.0,12.0,6.0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0.2962962962962963,0.3,0.38461538461538464,0.21428571428571427,1.0,0,0.1,0,0.3,0.24
15.0,Alaves,10,12,16,38,48,-10,42,Real Sociedad,11.0,23.04.2025,20:30,home,1,0,W,team,0.61,0.85,0.37,0.63,10,6,1,0,1.0,0.0,6,6,0.63,0.81,4.0,5.0,6,4,3,2,6.0,3.0,4.0,3.0,1.0,0.0,13.0,18.0,1,3,17,17,0.47,0.6,0.21,0.22,32,28,17,17,0.58,0.8,26.0,31.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.41,0.48,0.84,0.49,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,-0.72,0,15,1,1,1,0.32142857142857145,0.4,0.42857142857142855,0.21428571428571427,0.5,1,0.3,1,0.4,0.37000000000000005
15.0,Alaves,10,12,16,38,48,-10,42,Atl. Madrid,3.0,23.11.2024,15:15,away,1,2,L,opponent,0.83,1.64,0.3,0.7,4,11,1,8,1.0,4.0,0,5,0.68,0.85,3.0,3.0,1,1,2,2,1.0,6.0,3.0,5.0,0.0,1.0,5.0,19.0,2,3,18,19,0.27,0.74,0.33,0.1,18,36,19,18,0.53,0.6,31.0,15.0,9.0,6.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,2,2,0.3103448275862069,0.4,0.42857142857142855,0.2,0.0,0,0.2,-1,0.4,0.34
15.0,Alaves,10,12,16,38,48,-10,42,Osasuna,9.0,24.05.2025,20:00,home,1,1,D,draw,1.51,1.62,0.47,0.53,14,19,5,5,2.0,2.0,5,9,0.77,0.82,2.0,2.0,9,10,0,4,6.0,16.0,8.0,3.0,0.0,0.0,22.0,33.0,3,2,6,15,0.68,0.74,0.27,0.39,16,34,15,6,0.74,0.58,29.0,27.0,10.0,5.0,4,4,0.0,0.0,0.0,0.0,1.52,0.88,2.0,1.0,0.54,0.54,0.86,1.42,58.0,57.0,0.0,0.0,0.0,0.0,0.88,1.52,-0.13,0.52,0,12,1,0,0,0.3,0.4,0.4,0.2,0.0,0,0.1,0,0.4,0.31000000000000005
15.0,Alaves,10,12,16,38,48,-10,42,Real Madrid,2.0,24.09.2024,20:00,away,2,3,L,opponent,0.76,1.4,0.31,0.69,12,10,3,4,0.0,0.0,4,4,0.0,0.0,0.0,4.0,7,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,8,11,0.0,0.0,0.0,0.0,17,19,10,7,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,2,2,0.2903225806451613,0.3,0.4,0.1875,0.0,0,0.0,-1,0.3,0.21
15.0,Alaves,10,12,16,38,48,-10,42,Betis,6.0,25.08.2024,18:15,home,0,0,D,draw,0.12,1.37,0.37,0.63,5,15,1,3,0.0,0.0,3,8,0.0,0.0,1.0,4.0,2,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,19,0.0,0.0,0.0,0.0,26,28,17,16,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0,0,0.28125,0.2,0.375,0.1875,1.0,0,0.0,0,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Rayo Vallecano,8.0,26.10.2024,15:15,away,0,1,L,opponent,1.09,1.71,0.5,0.5,15,16,7,4,0.0,0.0,2,6,0.76,0.81,4.0,2.0,5,10,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,8,14,0.0,0.0,0.0,0.0,17,21,14,8,0.0,0.0,0.0,0.0,11.0,9.0,3,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,2,2,0.2727272727272727,0.2,0.375,0.17647058823529413,0.5,0,0.0,-1,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Celta Vigo,7.0,27.01.2025,20:00,home,1,1,D,draw,0.95,0.13,0.5,0.5,3,5,1,2,1.0,0.0,3,4,0.78,0.79,2.0,3.0,2,2,0,1,2.0,1.0,1.0,4.0,0.0,0.0,7.0,6.0,1,0,14,15,0.54,0.71,0.18,0.07,17,33,15,14,0.67,0.57,20.0,12.0,12.0,9.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,0,0,0.2647058823529412,0.2,0.35294117647058826,0.17647058823529413,0.0,0,0.0,0,0.2,0.14
15.0,Alaves,10,12,16,38,48,-10,42,Real Sociedad,11.0,28.08.2024,20:30,away,2,1,W,team,1.42,0.96,0.47,0.53,14,10,5,1,0.0,0.0,6,8,0.0,0.0,4.0,4.0,8,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,17,18,0.0,0.0,0.0,0.0,23,24,13,16,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,1,1,0.2857142857142857,0.2,0.35294117647058826,0.2222222222222222,1.0,1,0.3,1,0.2,0.23
15.0,Alaves,10,12,16,38,48,-10,42,Getafe,13.0,28.09.2024,13:00,away,0,2,L,opponent,0.51,1.94,0.55,0.45,9,14,1,8,0.0,0.0,2,2,0.0,0.0,6.0,3.0,5,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,24,28,0.0,0.0,0.0,0.0,32,35,24,17,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,2,2,0.2777777777777778,0.2,0.35294117647058826,0.21052631578947367,0.0,0,0.2,-2,0.2,0.2
