Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
10.0,Mallorca,13,9,16,35,44,-9,48,Valladolid,20.0,10.05.2025,17:30,home,2,1,W,team,1.11,2.02,0.61,0.39,12,16,4,7,3.0,4.0,5,10,0.84,0.81,2.0,1.0,7,6,1,3,8.0,10.0,4.0,6.0,0.0,0.0,21.0,33.0,1,2,12,16,0.69,0.66,0.33,0.23,18,9,16,12,0.57,0.54,27.0,45.0,8.0,3.0,6,2,0.0,0.0,0.0,0.0,1.86,2.96,1.0,0.0,0.49,0.58,0.89,2.18,42.0,51.0,0.0,1.0,0.0,0.0,2.96,1.86,1.96,-0.14,11,18,1,1,1,0.09090909090909091,0.1,0.2,0.0,0.5,1,0.3,1,0.1,0.16000000000000003
10.0,Mallorca,13,9,16,35,44,-9,48,Atl. Madrid,3.0,10.11.2024,15:15,home,0,1,L,opponent,0.58,0.63,0.52,0.48,12,9,6,2,0.0,0.0,7,2,0.9,0.88,1.0,3.0,5,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,16,10,0.0,0.0,0.0,0.0,22,18,10,16,0.0,0.0,0.0,0.0,6.0,9.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,2,2,0.08333333333333333,0.1,0.16666666666666666,0.0,0.0,0,0.2,-1,0.1,0.13
10.0,Mallorca,13,9,16,35,44,-9,48,Real Sociedad,11.0,12.04.2025,13:00,away,2,0,W,team,0.53,0.69,0.35,0.65,7,15,3,4,1.0,0.0,2,8,0.72,0.84,1.0,3.0,4,5,0,6,7.0,11.0,0.0,4.0,0.0,0.0,12.0,24.0,2,1,11,12,0.56,0.7,0.33,0.23,20,26,12,11,0.75,0.44,51.0,24.0,5.0,3.0,4,1,0.0,0.0,0.0,0.0,0.24,0.9,0.0,0.0,0.38,0.44,0.39,0.75,61.0,61.0,0.0,0.0,0.0,1.0,0.9,0.24,0.9,-1.84,11,15,0,1,1,0.15384615384615385,0.2,0.16666666666666666,0.14285714285714285,0.5,1,0.4,2,0.2,0.26
10.0,Mallorca,13,9,16,35,44,-9,48,Real Madrid,2.0,14.05.2025,20:30,away,1,2,L,opponent,0.49,2.56,0.28,0.72,4,39,2,13,1.0,5.0,0,26,0.77,0.92,3.0,0.0,2,14,0,12,3.0,20.0,1.0,19.0,0.0,0.0,5.0,74.0,1,1,6,15,0.52,0.89,0.5,0.19,9,16,15,6,0.7,0.6,60.0,10.0,8.0,8.0,11,1,0.0,0.0,0.0,0.0,0.95,2.33,0.0,0.0,0.45,0.82,0.1,2.22,44.0,58.0,0.0,1.0,0.0,0.0,2.33,0.95,-0.04,-0.05,11,14,0,2,2,0.14285714285714285,0.2,0.16666666666666666,0.125,0.5,0,0.2,-1,0.2,0.2
10.0,Mallorca,13,9,16,35,44,-9,48,Villarreal,5.0,14.09.2024,13:00,home,1,2,L,opponent,0.39,1.45,0.54,0.46,10,21,5,4,0.0,0.0,7,6,0.0,0.0,3.0,3.0,3,10,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,11,14,0.0,0.0,0.0,0.0,15,26,11,10,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19,1,2,2,0.13333333333333333,0.2,0.14285714285714285,0.125,0.5,0,0.1,-1,0.2,0.17
10.0,Mallorca,13,9,16,35,44,-9,48,Girona,16.0,14.12.2024,15:15,home,2,1,W,team,1.14,0.68,0.31,0.69,8,13,2,1,3.0,1.0,2,4,0.81,0.92,5.0,2.0,5,5,1,7,6.0,8.0,2.0,5.0,0.0,0.0,16.0,28.0,1,1,14,10,0.64,0.86,0.29,0.09,12,16,10,14,0.3,0.57,29.0,12.0,8.0,2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,8,1,1,1,0.1875,0.3,0.25,0.125,0.0,1,0.3,1,0.3,0.3
10.0,Mallorca,13,9,16,35,44,-9,48,Espanyol,14.0,15.03.2025,15:15,home,2,1,W,team,2.49,0.22,0.62,0.38,20,2,7,0,3.0,0.0,6,2,0.86,0.75,0.0,2.0,6,2,7,0,15.0,1.0,5.0,1.0,0.0,0.0,31.0,9.0,3,0,12,10,0.71,0.53,0.35,0.0,21,13,10,12,0.82,0.77,19.0,28.0,4.0,6.0,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6,1,1,1,0.23529411764705882,0.4,0.3333333333333333,0.125,0.0,2,0.5,1,0.4,0.43
10.0,Mallorca,13,9,16,35,44,-9,48,Las Palmas,19.0,16.02.2025,17:30,home,3,1,W,team,2.1,0.95,0.48,0.52,14,9,5,4,4.0,1.0,3,5,0.81,0.82,1.0,4.0,5,2,4,3,10.0,6.0,4.0,3.0,1.0,1.0,29.0,26.0,4,3,13,7,0.71,0.74,0.2,0.29,23,20,7,13,0.88,0.58,26.0,38.0,3.0,3.0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9,1,1,1,0.2777777777777778,0.5,0.4,0.125,0.5,3,0.6,2,0.5,0.53
10.0,Mallorca,13,9,16,35,44,-9,48,Real Sociedad,11.0,17.09.2024,18:00,home,1,0,W,team,1.27,0.58,0.4,0.6,10,13,4,4,0.0,0.0,5,5,0.0,0.0,1.0,1.0,6,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,11,9,0.0,0.0,0.0,0.0,11,18,5,10,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,15,1,1,1,0.3157894736842105,0.6,0.45454545454545453,0.125,1.0,4,0.6,1,0.6,0.6
10.0,Mallorca,13,9,16,35,44,-9,48,Getafe,13.0,18.05.2025,18:00,home,1,2,L,opponent,0.37,1.61,0.73,0.27,7,10,1,4,1.0,2.0,3,4,0.84,0.64,2.0,2.0,4,4,2,2,5.0,8.0,2.0,2.0,0.0,1.0,14.0,18.0,1,0,9,14,0.63,0.5,0.24,0.29,29,23,14,9,0.27,0.8,35.0,46.0,5.0,14.0,2,0,0.0,0.0,1.0,0.0,0.87,2.31,0.0,0.0,0.4,0.37,0.58,1.27,49.0,50.0,0.0,0.0,0.0,0.0,2.31,0.87,0.31,-0.13,11,7,1,2,2,0.3,0.6,0.4166666666666667,0.125,0.5,0,0.30000000000000004,-1,0.6,0.51
10.0,Mallorca,13,9,16,35,44,-9,48,Real Madrid,2.0,18.08.2024,20:30,home,1,1,D,draw,0.84,0.89,0.33,0.67,12,13,5,4,0.0,0.0,8,7,0.0,0.0,1.0,0.0,5,6,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,13,0.0,0.0,0.0,0.0,17,19,11,6,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,1,0,0,0.2857142857142857,0.5,0.38461538461538464,0.125,0.0,0,0.1,0,0.5,0.38
10.0,Mallorca,13,9,16,35,44,-9,48,Leganes,18.0,19.04.2025,17:30,home,0,0,D,draw,0.96,0.88,0.55,0.45,11,15,1,1,1.0,1.0,4,4,0.8,0.76,2.0,1.0,8,9,2,5,8.0,10.0,3.0,5.0,0.0,0.0,18.0,20.0,1,0,15,17,0.63,0.66,0.33,0.21,25,14,17,15,0.38,0.83,38.0,23.0,5.0,7.0,1,1,0.0,0.0,0.0,0.0,0.03,0.22,0.0,1.0,0.48,0.3,0.96,0.86,53.0,46.0,0.0,0.0,0.0,0.0,0.22,0.03,0.22,0.03,11,10,1,0,0,0.2727272727272727,0.5,0.35714285714285715,0.125,0.5,0,0.0,0,0.5,0.35
10.0,Mallorca,13,9,16,35,44,-9,48,Villarreal,5.0,20.01.2025,20:00,away,0,4,L,opponent,0.52,2.27,0.56,0.44,9,14,2,7,0.0,3.0,5,6,0.88,0.86,3.0,1.0,5,4,2,3,5.0,12.0,4.0,2.0,0.0,0.0,11.0,32.0,1,1,9,12,0.74,0.77,0.22,0.22,22,10,12,9,0.62,0.68,22.0,17.0,9.0,9.0,3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19,0,2,2,0.2608695652173913,0.4,0.35714285714285715,0.1111111111111111,0.0,0,0.0,-4,0.4,0.28
10.0,Mallorca,13,9,16,35,44,-9,48,Rayo Vallecano,8.0,20.10.2024,13:00,home,1,0,W,team,2.37,0.59,0.5,0.5,19,10,5,2,0.0,0.0,9,2,0.76,0.75,1.0,1.0,10,7,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,9,0.0,0.0,0.0,0.0,21,17,9,13,0.0,0.0,0.0,0.0,11.0,7.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,1,1,1,0.2916666666666667,0.5,0.4,0.1111111111111111,0.5,1,0.3,1,0.5,0.43999999999999995
10.0,Mallorca,13,9,16,35,44,-9,48,Getafe,13.0,21.12.2024,13:00,away,1,0,W,team,1.9,0.78,0.45,0.55,9,18,2,5,4.0,1.0,0,3,0.67,0.68,3.0,4.0,5,10,2,3,5.0,8.0,4.0,10.0,0.0,0.0,10.0,13.0,8,4,19,13,0.45,0.5,0.2,0.26,22,24,13,19,0.57,0.71,37.0,17.0,8.0,8.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,0,1,1,0.32,0.6,0.4,0.2,0.0,2,0.5,1,0.6,0.57
10.0,Mallorca,13,9,16,35,44,-9,48,Barcelona,1.0,22.04.2025,20:30,away,0,1,L,opponent,0.25,3.41,0.22,0.78,4,40,0,13,1.0,4.0,2,13,0.62,0.9,1.0,0.0,3,14,1,13,4.0,26.0,0.0,14.0,0.0,1.0,11.0,63.0,3,1,10,7,0.33,0.81,0.36,0.31,17,15,7,10,0.5,0.69,45.0,20.0,9.0,10.0,12,0,0.0,0.0,0.0,0.0,0.0,2.77,1.0,3.0,0.35,0.62,0.36,1.79,58.0,45.0,1.0,0.0,0.0,0.0,2.77,0.0,1.77,0.0,11,3,0,2,2,0.3076923076923077,0.5,0.4,0.18181818181818182,0.0,0,0.30000000000000004,-1,0.5,0.44000000000000006
10.0,Mallorca,13,9,16,35,44,-9,48,Betis,6.0,23.09.2024,20:00,away,2,1,W,team,1.15,1.59,0.39,0.61,7,16,6,6,0.0,0.0,3,6,0.0,0.0,3.0,3.0,1,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,15,19,0.0,0.0,0.0,0.0,24,33,14,12,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,0,1,1,0.3333333333333333,0.5,0.4,0.25,0.5,1,0.4,1,0.5,0.47
10.0,Mallorca,13,9,16,35,44,-9,48,Las Palmas,19.0,23.11.2024,17:30,away,3,2,W,team,1.7,1.2,0.38,0.62,10,14,3,3,2.0,1.0,3,4,0.76,0.85,2.0,4.0,6,6,1,5,8.0,7.0,1.0,7.0,0.0,1.0,18.0,25.0,0,1,10,18,0.71,0.75,0.28,0.22,19,17,18,10,0.82,0.64,23.0,20.0,9.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9,0,1,1,0.35714285714285715,0.5,0.4,0.3076923076923077,1.0,2,0.5,1,0.5,0.5
10.0,Mallorca,13,9,16,35,44,-9,48,Sevilla,17.0,24.02.2025,20:00,away,1,1,D,draw,2.37,1.4,0.47,0.53,13,19,2,4,2.0,1.0,4,4,0.78,0.81,4.0,1.0,9,12,2,3,12.0,12.0,1.0,7.0,1.0,0.0,26.0,29.0,0,0,11,12,0.57,0.68,0.29,0.22,22,18,12,11,0.64,0.59,23.0,25.0,11.0,13.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,16,0,0,0,0.3448275862068966,0.4,0.4,0.2857142857142857,0.5,0,0.30000000000000004,0,0.4,0.37000000000000005
10.0,Mallorca,13,9,16,35,44,-9,48,Rayo Vallecano,8.0,24.05.2025,20:00,away,0,0,D,draw,0.66,2.11,0.43,0.57,9,27,2,8,1.0,3.0,2,11,0.77,0.81,2.0,2.0,5,10,2,9,5.0,17.0,4.0,10.0,0.0,0.0,14.0,47.0,3,3,9,14,0.59,0.69,0.36,0.26,20,23,14,9,0.56,0.64,37.0,16.0,8.0,11.0,8,2,0.0,0.0,0.0,0.0,0.55,1.57,0.0,1.0,0.36,0.41,1.15,1.8,45.0,54.0,1.0,0.0,0.0,0.0,1.57,0.55,1.57,0.55,11,13,0,0,0,0.3333333333333333,0.4,0.4,0.26666666666666666,1.0,0,0.1,0,0.4,0.31000000000000005
10.0,Mallorca,13,9,16,35,44,-9,48,Osasuna,9.0,24.08.2024,16:00,away,0,1,L,opponent,0.35,1.52,0.54,0.46,11,15,2,5,0.0,0.0,4,5,0.0,0.0,1.0,2.0,4,7,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,12,9,0.0,0.0,0.0,0.0,23,31,8,10,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12,0,2,2,0.3225806451612903,0.4,0.4,0.25,0.0,0,0.0,-1,0.4,0.28
10.0,Mallorca,13,9,16,35,44,-9,48,Betis,6.0,25.01.2025,13:00,home,0,1,L,opponent,0.93,0.46,0.47,0.53,16,8,3,3,0.0,1.0,4,4,0.81,0.83,2.0,2.0,7,2,6,3,9.0,4.0,7.0,4.0,0.0,0.0,26.0,15.0,1,1,18,12,0.73,0.59,0.42,0.15,18,17,12,18,0.71,0.78,25.0,28.0,9.0,13.0,2,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,2,2,0.3125,0.4,0.375,0.25,1.0,0,0.0,-1,0.4,0.28
10.0,Mallorca,13,9,16,35,44,-9,48,Sevilla,17.0,27.08.2024,18:00,home,0,0,D,draw,1.38,1.0,0.45,0.55,12,16,4,7,0.0,0.0,5,9,0.0,0.0,0.0,1.0,6,6,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,11,21,0.0,0.0,0.0,0.0,24,20,15,10,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,16,1,0,0,0.30303030303030304,0.4,0.35294117647058826,0.25,0.0,0,0.0,0,0.4,0.28
10.0,Mallorca,13,9,16,35,44,-9,48,Valladolid,20.0,27.09.2024,20:00,away,2,1,W,team,1.82,0.68,0.5,0.5,17,13,6,1,0.0,0.0,4,7,0.0,0.0,2.0,3.0,8,10,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,20,14,0.0,0.0,0.0,0.0,15,22,11,16,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,18,0,1,1,0.3235294117647059,0.4,0.35294117647058826,0.29411764705882354,1.0,1,0.3,1,0.4,0.37000000000000005
10.0,Mallorca,13,9,16,35,44,-9,48,Ath Bilbao,4.0,28.10.2024,20:00,home,0,0,D,draw,0.64,0.59,0.33,0.67,4,20,1,1,0.0,0.0,1,14,0.7,0.85,5.0,1.0,2,11,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,12,9,0.0,0.0,0.0,0.0,10,19,9,12,0.0,0.0,0.0,0.0,12.0,5.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,0,0,0.3142857142857143,0.3,0.3333333333333333,0.29411764705882354,0.0,0,0.2,0,0.3,0.27
10.0,Mallorca,13,9,16,35,44,-9,48,Valencia,12.0,29.11.2024,20:00,home,2,1,W,team,0.69,1.28,0.48,0.52,9,7,4,1,1.0,2.0,3,6,0.78,0.79,1.0,1.0,3,6,2,0,7.0,5.0,2.0,2.0,0.0,0.0,16.0,8.0,3,0,14,9,0.64,0.61,0.33,0.29,19,22,9,14,0.58,0.83,21.0,11.0,15.0,4.0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,17,1,1,1,0.3333333333333333,0.4,0.3684210526315789,0.29411764705882354,0.5,1,0.4,1,0.4,0.4
10.0,Mallorca,13,9,16,35,44,-9,48,Valencia,12.0,30.03.2025,17:30,away,0,1,L,opponent,0.58,0.68,0.56,0.44,8,8,2,2,2.0,1.0,5,4,0.82,0.82,5.0,5.0,5,4,1,2,3.0,3.0,5.0,5.0,0.0,1.0,20.0,9.0,1,2,16,15,0.63,0.7,0.17,0.29,26,18,15,16,0.65,0.59,23.0,54.0,10.0,6.0,1,2,0.0,0.0,0.0,0.0,0.12,1.19,0.0,0.0,0.46,0.33,0.47,0.79,52.0,66.0,0.0,0.0,0.0,0.0,1.19,0.12,0.19,0.12,11,17,0,2,2,0.32432432432432434,0.3,0.3684210526315789,0.2777777777777778,1.0,0,0.2,-1,0.3,0.27
10.0,Mallorca,13,9,16,35,44,-9,48,Leganes,18.0,31.08.2024,20:30,away,1,0,W,team,1.16,0.37,0.46,0.54,12,4,3,2,0.0,0.0,3,1,0.0,0.0,3.0,1.0,6,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,14,18,0.0,0.0,0.0,0.0,25,14,17,11,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,0,1,1,0.34210526315789475,0.3,0.3684210526315789,0.3157894736842105,0.0,1,0.4,1,0.3,0.33
9.0,Osasuna,12,16,10,48,52,-4,52,Celta Vigo,7.0,01.09.2024,16:00,home,3,2,W,team,2.19,1.68,0.5,0.5,10,12,4,3,0.0,0.0,6,3,0.0,0.0,2.0,0.0,6,6,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,15,2,0.0,0.0,0.0,0.0,15,26,19,10,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
9.0,Osasuna,12,16,10,48,52,-4,52,Real Sociedad,11.0,02.02.2025,17:30,home,2,1,W,team,0.65,1.75,0.37,0.63,11,13,4,3,2.0,4.0,3,5,0.78,0.85,3.0,3.0,3,7,4,3,6.0,11.0,5.0,2.0,0.0,0.0,16.0,40.0,1,1,8,10,0.6,0.71,0.25,0.38,16,22,10,8,0.62,0.83,26.0,19.0,5.0,5.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,15,1,1,1,1.0,1.0,1.0,0.5,0.5,2,0.30000000000000004,1,1.0,0.79
9.0,Osasuna,12,16,10,48,52,-4,52,Valencia,12.0,02.03.2025,20:00,home,3,3,D,draw,1.52,1.68,0.51,0.49,11,12,5,5,1.0,2.0,3,3,0.84,0.85,2.0,1.0,6,7,0,0,7.0,6.0,4.0,6.0,0.0,0.0,20.0,15.0,4,4,7,10,0.79,0.76,0.16,0.33,17,13,10,7,0.47,0.94,14.0,20.0,7.0,9.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,17,1,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0,0.30000000000000004,0,0.6666666666666666,0.5566666666666666
9.0,Osasuna,12,16,10,48,52,-4,52,Valladolid,20.0,02.11.2024,13:00,home,1,0,W,team,2.41,0.23,0.5,0.5,20,7,4,4,0.0,0.0,7,2,0.75,0.77,1.0,5.0,11,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,21,0.0,0.0,0.0,0.0,22,26,21,12,0.0,0.0,0.0,0.0,8.0,7.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,18,1,1,1,0.75,0.75,0.75,0.5,0.5,1,0.4,1,0.75,0.645
9.0,Osasuna,12,16,10,48,52,-4,52,Sevilla,17.0,02.12.2024,20:00,away,1,1,D,draw,0.95,1.36,0.35,0.65,7,12,3,5,2.0,3.0,1,5,0.67,0.83,1.0,1.0,2,5,2,2,6.0,6.0,1.0,6.0,0.0,0.0,10.0,24.0,1,5,11,15,0.52,0.68,0.21,0.29,31,33,15,11,0.5,0.73,31.0,23.0,13.0,6.0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,0,0,0,0.6,0.6,0.75,0.0,0.5,0,0.2,0,0.6,0.48
9.0,Osasuna,12,16,10,48,52,-4,52,Villarreal,5.0,03.05.2025,15:15,away,2,4,L,opponent,1.26,2.27,0.56,0.44,11,15,4,5,2.0,3.0,8,2,0.85,0.85,1.0,4.0,3,6,4,4,7.0,12.0,4.0,3.0,0.0,1.0,28.0,28.0,2,3,10,18,0.75,0.7,0.24,0.57,20,8,18,10,0.58,0.71,10.0,43.0,6.0,5.0,1,2,0.0,0.0,0.0,1.0,1.23,2.29,0.0,3.0,0.62,0.45,1.03,1.98,54.0,54.0,0.0,0.0,0.0,1.0,2.29,1.23,-1.71,-0.77,12,19,0,2,2,0.5,0.5,0.75,0.0,0.5,0,0.1,-2,0.5,0.38
9.0,Osasuna,12,16,10,48,52,-4,52,Getafe,13.0,05.10.2024,15:15,away,1,1,D,draw,0.62,1.06,0.6,0.4,6,11,2,3,0.0,0.0,2,4,0.0,0.0,4.0,2.0,4,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,23,11,0.0,0.0,0.0,0.0,32,31,10,17,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,7,0,0,0,0.42857142857142855,0.42857142857142855,0.75,0.0,0.5,0,0.0,0,0.42857142857142855,0.3
9.0,Osasuna,12,16,10,48,52,-4,52,Leganes,18.0,07.04.2025,20:00,away,1,1,D,draw,2.25,2.03,0.44,0.56,13,13,6,7,2.0,3.0,8,4,0.76,0.82,3.0,3.0,4,2,3,4,13.0,7.0,1.0,6.0,0.0,0.0,24.0,15.0,1,3,18,14,0.54,0.66,0.29,0.18,17,17,14,18,0.75,0.8,27.0,23.0,8.0,7.0,6,5,0.0,0.0,1.0,0.0,1.94,3.04,0.0,0.0,0.47,0.33,1.87,0.71,53.0,28.0,1.0,1.0,0.0,0.0,3.04,1.94,2.04,0.94,12,10,0,0,0,0.375,0.375,0.75,0.0,0.5,0,0.0,0,0.375,0.2625
