Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent
10.0,Moreirense,10,10,14,42,50,-8,40,Nacional,14.0,14.12.2024,18:00,away,0,1,L,opponent,0.23,0.6,0.57,0.43,4.0,12.0,1.0,5.0,2.0,10.0,0.75,0.73,3.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,14.0,16.0,26.0,19.0,16.0,14.0,6.0,10.0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,14.0,18.0,0.53,0.59,0.2,0.14,0.42,0.75,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Casa Pia,9.0,15.02.2025,15:30,home,3,2,W,team,2.05,1.05,0.43,0.57,10.0,15.0,5.0,4.0,4.0,5.0,0.74,0.76,3.0,1.0,1.0,7.0,4.0,4.0,2.0,0.0,16.0,17.0,16.0,31.0,17.0,16.0,15.0,14.0,2.0,2.0,3.0,2.0,5.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,27.0,0.59,0.6,0.08,0.29,0.53,0.69,43.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Boavista,18.0,16.03.2025,20:30,home,1,0,W,team,1.79,0.67,0.57,0.43,21.0,9.0,3.0,4.0,6.0,3.0,0.83,0.79,4.0,6.0,12.0,1.0,6.0,4.0,1.0,0.0,16.0,14.0,18.0,20.0,14.0,16.0,4.0,5.0,4.0,2.0,2.0,1.0,12.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,31.0,14.0,0.69,0.43,0.28,0.21,0.55,0.47,41.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,AFS,16.0,17.05.2025,18:00,away,3,0,W,team,1.19,0.32,0.57,0.43,19.0,8.0,11.0,3.0,4.0,2.0,0.85,0.78,3.0,7.0,4.0,3.0,4.0,2.0,2.0,2.0,24.0,10.0,18.0,19.0,10.0,24.0,5.0,5.0,3.0,8.0,1.0,0.0,12.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,24.0,6.0,0.73,0.61,0.33,0.3,0.45,0.55,32.0,14.0,0.0,1.0,2.2,0.23,0.0,0.0,0.5,0.48,0.82,0.43,59.0,50.0,1.0,0.0,0.0,0.0,0.23,2.2,0.23,-0.8
10.0,Moreirense,10,10,14,42,50,-8,40,Sporting CP,1.0,18.04.2025,20:30,away,1,3,L,opponent,0.32,2.67,0.36,0.64,6.0,20.0,2.0,10.0,2.0,4.0,0.82,0.9,3.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,8.0,17.0,8.0,17.0,17.0,8.0,8.0,7.0,7.0,1.0,2.0,4.0,2.0,13.0,4.0,7.0,1.0,0.0,1.0,0.0,6.0,46.0,0.72,0.76,0.3,0.33,0.57,0.46,23.0,8.0,0.0,0.0,0.69,1.98,0.0,0.0,0.38,0.66,0.39,1.07,30.0,50.0,1.0,0.0,0.0,0.0,1.98,0.69,-1.02,-0.31
10.0,Moreirense,10,10,14,42,50,-8,40,Arouca,12.0,18.08.2024,15:30,home,3,1,W,team,2.01,1.02,0.41,0.59,14.0,15.0,6.0,3.0,7.0,5.0,0.0,0.0,1.0,2.0,4.0,9.0,4.0,3.0,3.0,0.0,11.0,20.0,14.0,24.0,14.0,12.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,SC Farense,17.0,19.01.2025,15:30,home,0,0,D,draw,0.59,0.31,0.65,0.35,14.0,5.0,4.0,0.0,6.0,3.0,0.83,0.65,2.0,4.0,8.0,2.0,2.0,3.0,2.0,2.0,14.0,16.0,30.0,16.0,16.0,14.0,8.0,14.0,0.0,4.0,1.0,0.0,6.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,23.0,14.0,0.75,0.45,0.15,0.25,0.78,0.71,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Famalicao,7.0,21.09.2024,20:30,home,0,0,D,draw,0.61,0.2,0.42,0.58,8.0,6.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,21.0,29.0,21.0,22.0,24.0,15.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,FC Porto,3.0,21.12.2024,20:30,home,0,3,L,opponent,0.31,0.91,0.46,0.54,7.0,12.0,1.0,7.0,2.0,4.0,0.83,0.83,3.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,12.0,17.0,20.0,15.0,17.0,12.0,9.0,9.0,4.0,1.0,0.0,3.0,2.0,7.0,5.0,5.0,0.0,0.0,0.0,1.0,12.0,19.0,0.64,0.73,0.22,0.25,0.5,0.91,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Famalicao,7.0,23.02.2025,20:30,away,0,2,L,opponent,0.5,0.85,0.51,0.49,8.0,17.0,6.0,4.0,1.0,3.0,0.82,0.8,3.0,3.0,2.0,9.0,0.0,4.0,1.0,0.0,19.0,17.0,29.0,21.0,17.0,19.0,11.0,6.0,2.0,6.0,2.0,3.0,5.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,10.0,26.0,0.6,0.67,0.08,0.3,0.33,0.63,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Arouca,12.0,24.01.2025,20:15,away,0,1,L,opponent,0.56,0.59,0.5,0.5,7.0,16.0,1.0,5.0,2.0,10.0,0.82,0.83,0.0,3.0,4.0,4.0,2.0,7.0,4.0,3.0,18.0,11.0,22.0,35.0,11.0,18.0,11.0,9.0,4.0,1.0,0.0,1.0,2.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,7.0,19.0,0.69,0.71,0.07,0.19,0.72,0.5,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Braga,4.0,25.08.2024,20:30,away,1,3,L,opponent,1.59,1.68,0.37,0.63,12.0,18.0,5.0,7.0,1.0,6.0,0.0,0.0,2.0,0.0,4.0,7.0,3.0,4.0,2.0,5.0,20.0,10.0,12.0,26.0,7.0,13.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Boavista,18.0,26.10.2024,18:00,away,2,0,W,team,2.0,0.23,0.5,0.5,17.0,10.0,8.0,3.0,3.0,4.0,0.79,0.77,3.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,17.0,14.0,20.0,27.0,14.0,17.0,9.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Nacional,14.0,27.04.2025,15:30,home,1,1,D,draw,0.49,0.52,0.58,0.42,8.0,18.0,3.0,4.0,2.0,5.0,0.84,0.78,1.0,0.0,3.0,9.0,2.0,5.0,0.0,3.0,13.0,10.0,22.0,22.0,10.0,13.0,7.0,9.0,3.0,2.0,1.0,1.0,3.0,11.0,5.0,7.0,0.0,1.0,0.0,1.0,14.0,23.0,0.66,0.61,0.23,0.37,0.58,0.76,21.0,25.0,0.0,0.0,0.56,0.83,1.0,0.0,0.39,0.5,0.7,0.61,45.0,50.0,0.0,1.0,0.0,0.0,0.83,0.56,-0.17,-0.44
10.0,Moreirense,10,10,14,42,50,-8,40,Estrela,15.0,28.09.2024,15:30,away,1,2,L,opponent,1.41,0.64,0.57,0.43,13.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,3.0,3.0,7.0,1.0,4.0,1.0,2.0,3.0,33.0,26.0,30.0,18.0,18.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Estoril,8.0,28.12.2024,18:00,away,2,2,D,draw,0.63,1.12,0.48,0.52,8.0,15.0,5.0,7.0,2.0,6.0,0.74,0.81,2.0,2.0,1.0,2.0,2.0,6.0,0.0,2.0,17.0,14.0,24.0,26.0,14.0,17.0,6.0,11.0,5.0,3.0,2.0,4.0,5.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,12.0,25.0,0.51,0.58,0.07,0.2,0.6,0.63,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Vitoria Guimaraes,6.0,30.03.2025,20:30,home,2,2,D,draw,0.52,1.01,0.4,0.6,11.0,11.0,3.0,3.0,2.0,3.0,0.79,0.83,2.0,2.0,5.0,3.0,3.0,5.0,1.0,0.0,15.0,11.0,20.0,22.0,11.0,15.0,9.0,8.0,1.0,1.0,0.0,2.0,4.0,7.0,7.0,4.0,0.0,0.0,0.0,1.0,20.0,14.0,0.75,0.73,0.24,0.1,0.8,0.74,20.0,24.0,0.0,0.0,0.89,1.71,0.0,1.0,0.39,0.49,0.72,0.72,46.0,50.0,1.0,0.0,0.0,0.0,1.71,0.89,-0.29,-1.11
10.0,Moreirense,10,10,14,42,50,-8,40,Benfica,2.0,30.08.2024,20:15,home,1,1,D,draw,0.55,1.75,0.34,0.66,6.0,13.0,5.0,4.0,0.0,8.0,0.0,0.0,4.0,5.0,0.0,6.0,1.0,3.0,0.0,3.0,13.0,19.0,21.0,56.0,18.0,9.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Moreirense,10,10,14,42,50,-8,40,Rio Ave,11.0,30.11.2024,15:30,away,2,3,L,opponent,1.38,1.92,0.54,0.46,11.0,12.0,2.0,4.0,4.0,2.0,0.82,0.8,3.0,3.0,7.0,6.0,2.0,2.0,2.0,1.0,15.0,17.0,20.0,22.0,17.0,15.0,12.0,5.0,1.0,0.0,2.0,3.0,9.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,17.0,18.0,0.62,0.62,0.22,0.55,0.77,0.67,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Arouca,12.0,01.09.2024,18:00,home,1,0,W,team,2.39,0.78,0.57,0.43,11.0,13.0,3.0,3.0,8.0,8.0,0.0,0.0,2.0,3.0,8.0,8.0,0.0,2.0,2.0,3.0,25.0,18.0,18.0,16.0,16.0,19.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Braga,4.0,02.03.2025,20:30,home,2,1,W,team,2.1,0.98,0.37,0.63,13.0,14.0,7.0,7.0,2.0,5.0,0.77,0.85,2.0,5.0,5.0,5.0,1.0,2.0,2.0,0.0,13.0,9.0,20.0,21.0,9.0,13.0,12.0,8.0,6.0,5.0,3.0,1.0,7.0,11.0,6.0,3.0,0.0,0.0,1.0,0.0,17.0,31.0,0.49,0.7,0.38,0.07,0.7,0.72,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Casa Pia,9.0,02.11.2024,15:30,home,2,2,D,draw,1.05,1.33,0.47,0.53,13.0,10.0,5.0,2.0,3.0,2.0,0.76,0.78,3.0,3.0,3.0,5.0,5.0,3.0,4.0,1.0,19.0,14.0,23.0,21.0,14.0,19.0,10.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,FC Porto,3.0,03.02.2025,20:45,home,2,2,D,draw,1.38,1.52,0.31,0.69,9.0,23.0,3.0,8.0,3.0,5.0,0.66,0.84,1.0,3.0,4.0,6.0,2.0,9.0,5.0,3.0,8.0,18.0,18.0,22.0,18.0,8.0,13.0,5.0,6.0,1.0,4.0,4.0,5.0,15.0,4.0,8.0,0.0,0.0,0.0,0.0,16.0,32.0,0.53,0.75,0.38,0.23,0.69,0.63,38.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Famalicao,7.0,04.10.2024,20:15,home,1,1,D,draw,1.87,0.79,0.48,0.52,15.0,8.0,6.0,3.0,11.0,7.0,0.0,0.0,4.0,3.0,4.0,1.0,5.0,4.0,6.0,4.0,19.0,25.0,24.0,25.0,17.0,13.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Estrela,15.0,05.05.2025,19:30,home,2,0,W,team,2.15,0.22,0.47,0.53,19.0,8.0,6.0,3.0,5.0,3.0,0.76,0.75,4.0,6.0,8.0,2.0,5.0,3.0,5.0,4.0,16.0,17.0,16.0,22.0,17.0,16.0,12.0,6.0,3.0,4.0,4.0,0.0,10.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,29.0,21.0,0.68,0.6,0.38,0.35,0.94,0.69,34.0,28.0,0.0,0.0,2.09,0.22,0.0,0.0,0.49,0.46,0.68,0.73,48.0,69.0,0.0,0.0,0.0,0.0,0.22,2.09,0.22,-0.87
11.0,Rio Ave,9,11,14,39,55,-16,38,Gil Vicente,13.0,06.01.2025,20:15,away,1,1,D,draw,0.56,1.93,0.44,0.56,14.0,13.0,4.0,4.0,4.0,4.0,0.8,0.86,3.0,2.0,4.0,8.0,6.0,1.0,1.0,2.0,8.0,13.0,20.0,18.0,13.0,8.0,10.0,8.0,3.0,3.0,0.0,3.0,8.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,14.0,16.0,0.67,0.7,0.13,0.31,0.77,0.69,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Boavista,18.0,07.04.2025,20:15,home,0,2,L,opponent,0.92,1.06,0.67,0.33,17.0,6.0,2.0,4.0,9.0,2.0,0.89,0.71,3.0,2.0,10.0,1.0,5.0,1.0,1.0,3.0,12.0,15.0,14.0,17.0,15.0,12.0,6.0,14.0,2.0,2.0,1.0,2.0,8.0,4.0,9.0,2.0,1.0,1.0,0.0,0.0,28.0,16.0,0.77,0.58,0.17,0.4,0.59,0.44,18.0,29.0,0.0,0.0,0.37,1.39,0.0,0.0,0.73,0.45,1.77,0.47,53.0,47.0,0.0,0.0,0.0,0.0,1.39,0.37,0.39,0.37
11.0,Rio Ave,9,11,14,39,55,-16,38,Santa Clara,5.0,07.12.2024,18:00,away,0,1,L,opponent,0.41,0.81,0.57,0.43,4.0,10.0,2.0,4.0,2.0,6.0,0.82,0.74,4.0,2.0,2.0,3.0,0.0,3.0,2.0,5.0,18.0,17.0,21.0,21.0,17.0,18.0,5.0,6.0,3.0,2.0,1.0,2.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,17.0,0.61,0.64,0.25,0.13,0.47,0.56,34.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Sporting CP,1.0,09.08.2024,20:15,away,1,3,L,opponent,0.43,2.15,0.42,0.58,4.0,25.0,1.0,6.0,1.0,6.0,0.0,0.0,2.0,2.0,3.0,12.0,0.0,7.0,0.0,0.0,9.0,14.0,13.0,18.0,15.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Boavista,18.0,09.11.2024,20:30,away,2,0,W,team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Arouca,12.0,10.02.2025,20:15,away,1,1,D,draw,0.6,1.49,0.52,0.48,12.0,16.0,4.0,4.0,3.0,6.0,0.8,0.8,1.0,0.0,6.0,8.0,2.0,4.0,3.0,3.0,20.0,10.0,30.0,12.0,10.0,20.0,8.0,11.0,3.0,3.0,1.0,4.0,10.0,10.0,2.0,6.0,0.0,1.0,0.0,0.0,25.0,28.0,0.59,0.7,0.21,0.32,0.55,0.7,39.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Famalicao,7.0,10.03.2025,20:15,away,0,1,L,opponent,0.91,1.54,0.47,0.53,13.0,16.0,4.0,7.0,1.0,5.0,0.79,0.82,2.0,1.0,7.0,6.0,2.0,3.0,3.0,0.0,22.0,13.0,18.0,12.0,13.0,22.0,10.0,15.0,6.0,4.0,2.0,3.0,7.0,11.0,6.0,5.0,0.0,2.0,0.0,0.0,9.0,32.0,0.57,0.77,0.0,0.1,0.61,0.81,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Nacional,14.0,10.05.2025,15:30,away,3,3,D,draw,1.17,1.75,0.45,0.55,13.0,12.0,7.0,5.0,5.0,4.0,0.77,0.79,4.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,11.0,12.0,20.0,27.0,12.0,11.0,15.0,6.0,2.0,4.0,4.0,3.0,11.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,29.0,19.0,0.62,0.59,0.25,0.24,0.75,0.74,27.0,16.0,0.0,0.0,2.18,2.42,0.0,0.0,0.37,0.44,0.48,0.98,34.0,53.0,1.0,0.0,0.0,0.0,2.42,2.18,0.42,-0.94
11.0,Rio Ave,9,11,14,39,55,-16,38,Moreirense,10.0,13.04.2025,20:30,away,2,0,W,team,1.44,0.36,0.52,0.48,10.0,8.0,4.0,1.0,2.0,2.0,0.77,0.75,5.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,13.0,26.0,21.0,34.0,26.0,13.0,12.0,5.0,1.0,2.0,1.0,0.0,8.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,15.0,13.0,0.52,0.56,0.18,0.11,0.5,0.4,19.0,30.0,0.0,1.0,1.33,0.05,0.0,0.0,0.35,0.39,0.24,0.49,57.0,54.0,0.0,0.0,0.0,1.0,0.05,1.33,0.0,-0.67
11.0,Rio Ave,9,11,14,39,55,-16,38,AFS,16.0,14.09.2024,18:00,away,0,1,L,opponent,0.82,0.41,0.61,0.39,17.0,11.0,3.0,3.0,11.0,4.0,0.0,0.0,2.0,4.0,6.0,5.0,8.0,3.0,3.0,3.0,20.0,17.0,18.0,25.0,12.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,AFS,16.0,16.02.2025,15:30,home,1,1,D,draw,1.77,0.68,0.6,0.4,16.0,11.0,3.0,3.0,2.0,4.0,0.82,0.72,6.0,1.0,5.0,7.0,8.0,1.0,1.0,1.0,19.0,14.0,29.0,28.0,14.0,19.0,7.0,7.0,2.0,2.0,1.0,1.0,13.0,7.0,3.0,4.0,0.0,0.0,1.0,0.0,36.0,25.0,0.75,0.53,0.28,0.13,0.61,0.62,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Benfica,2.0,16.03.2025,18:00,home,2,3,L,opponent,1.29,4.81,0.4,0.6,7.0,20.0,2.0,8.0,3.0,11.0,0.8,0.84,3.0,1.0,3.0,5.0,2.0,7.0,0.0,2.0,12.0,16.0,16.0,17.0,16.0,12.0,7.0,7.0,5.0,0.0,1.0,7.0,4.0,14.0,3.0,6.0,0.0,1.0,0.0,0.0,8.0,33.0,0.56,0.68,0.22,0.42,0.14,0.79,38.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,Rio Ave,9,11,14,39,55,-16,38,Gil Vicente,13.0,16.05.2025,19:00,home,1,1,D,draw,0.99,0.76,0.54,0.46,6.0,11.0,3.0,3.0,6.0,7.0,0.84,0.8,1.0,0.0,1.0,4.0,2.0,4.0,2.0,2.0,8.0,11.0,21.0,19.0,11.0,8.0,9.0,6.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,18.0,14.0,0.64,0.58,0.47,0.19,0.64,0.71,22.0,22.0,0.0,0.0,1.77,1.01,0.0,0.0,0.51,0.58,0.52,0.53,41.0,50.0,0.0,0.0,0.0,0.0,1.01,1.77,0.01,0.77
