Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent
1.0,PSV,25,4,5,103,39,64,79,Nijmegen,8.0,01.02.2025,20:00,away,3,3,D,draw,2.48,2.27,0.64,0.36,15,10,6,7,5.0,3.0,5,4,0.85,0.76,1.0,1.0,3,1,6,2,12.0,7.0,3.0,3.0,0.0,0.0,36.0,19.0,1,1,10.0,5.0,0.7,0.54,0.15,0.33,21,20,5,10,0.65,0.64,20.0,34.0,6.0,9.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,G.A. Eagles,7.0,01.03.2025,17:45,away,2,3,L,opponent,1.25,1.95,0.67,0.33,16,7,5,4,2.0,3.0,5,2,0.83,0.66,2.0,1.0,8,2,3,1,10.0,6.0,6.0,1.0,0.0,0.0,58.0,17.0,0,3,9.0,7.0,0.76,0.52,0.25,0.29,29,15,7,9,0.83,0.79,16.0,47.0,10.0,10.0,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,G.A. Eagles,7.0,01.09.2024,15:45,home,3,0,W,team,1.99,0.98,0.7,0.3,19,9,8,2,0.0,0.0,5,3,0.91,0.73,0.0,3.0,9,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,14,14,8,7,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Utrecht,4.0,01.12.2024,11:15,away,5,2,W,team,1.7,1.54,0.65,0.35,13,10,8,3,5.0,2.0,6,4,0.86,0.74,4.0,2.0,3,3,2,4,10.0,7.0,3.0,3.0,0.0,0.0,33.0,17.0,2,0,9.0,11.0,0.76,0.52,0.24,0.19,19,11,11,9,0.65,0.7,17.0,27.0,4.0,13.0,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Ajax,2.0,02.11.2024,17:45,away,2,3,L,opponent,1.08,2.02,0.53,0.47,12,21,4,8,0.0,0.0,1,6,0.87,0.86,3.0,2.0,5,5,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9.0,14.0,0.0,0.0,0.0,0.0,13,15,14,9,0.0,0.0,0.0,0.0,6.0,12.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Sittard,11.0,03.05.2025,20:00,home,4,1,W,team,2.99,0.29,0.66,0.34,16,3,6,1,7.0,1.0,5,3,0.88,0.76,0.0,2.0,8,1,2,1,12.0,2.0,4.0,1.0,1.0,0.0,28.0,4.0,1,4,7.0,6.0,0.8,0.56,0.25,0.1,28,11,6,7,0.6,0.75,22.0,29.0,4.0,15.0,0,2,0.0,0.0,3.33,0.56,0.0,0.0,0.75,0.23,1.81,0.19,40.0,32.0,0.0,0.0,0.0,1.0,0.56,3.33,-0.44,-0.67,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Groningen,13.0,05.04.2025,19:00,away,3,1,W,team,1.49,0.7,0.62,0.38,15,14,4,3,2.0,2.0,5,4,0.83,0.74,2.0,1.0,7,6,4,5,10.0,8.0,5.0,6.0,0.0,1.0,29.0,20.0,4,1,6.0,11.0,0.74,0.62,0.25,0.23,16,12,11,6,0.76,0.57,20.0,22.0,6.0,17.0,2,1,2.0,0.0,1.97,0.84,1.0,0.0,0.61,0.36,1.1,0.37,57.0,60.0,1.0,0.0,0.0,0.0,0.84,1.97,-0.16,-1.03,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Sparta Rotterdam,12.0,05.10.2024,19:00,home,2,1,W,team,1.6,1.95,0.54,0.46,16,14,6,4,0.0,0.0,3,8,0.89,0.84,0.0,2.0,4,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,17,16,3,5,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Twente,6.0,06.12.2024,19:00,home,6,1,W,team,2.23,1.03,0.62,0.38,20,8,12,3,4.0,1.0,9,2,0.86,0.76,0.0,1.0,5,3,3,2,15.0,4.0,5.0,4.0,1.0,0.0,37.0,15.0,0,2,9.0,7.0,0.78,0.6,0.39,0.17,15,14,7,9,0.8,0.67,9.0,20.0,9.0,13.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Willem II,16.0,08.02.2025,17:45,home,1,1,D,draw,0.94,0.68,0.65,0.35,15,8,5,3,4.0,3.0,6,2,0.86,0.75,0.0,2.0,9,4,1,1,12.0,5.0,3.0,3.0,0.0,0.0,44.0,10.0,0,0,7.0,8.0,0.72,0.63,0.31,0.13,19,16,8,7,0.5,0.42,12.0,32.0,11.0,10.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Heerenveen,9.0,08.03.2025,19:00,home,2,1,W,team,2.93,0.71,0.69,0.31,25,8,10,4,6.0,0.0,8,4,0.87,0.74,2.0,1.0,11,3,4,1,19.0,6.0,6.0,2.0,0.0,0.0,42.0,13.0,0,0,10.0,10.0,0.78,0.64,0.43,0.33,23,15,10,10,0.7,0.48,12.0,25.0,4.0,13.0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,NAC Breda,15.0,09.11.2024,19:00,away,3,0,W,team,1.83,0.58,0.7,0.3,20,11,10,3,0.0,0.0,9,5,0.86,0.68,2.0,2.0,3,6,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13.0,9.0,0.0,0.0,0.0,0.0,22,17,9,13,0.0,0.0,0.0,0.0,11.0,13.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Waalwijk,17.0,10.08.2024,20:00,home,5,1,W,team,2.31,1.2,0.77,0.23,21,9,12,4,0.0,0.0,7,3,0.91,0.66,0.0,0.0,7,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,22,9,4,8,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,AZ Alkmaar,5.0,11.01.2025,20:00,home,2,2,D,draw,2.17,1.39,0.79,0.21,18,8,4,5,4.0,3.0,11,1,0.88,0.66,0.0,2.0,10,2,4,1,10.0,7.0,7.0,1.0,0.0,0.0,38.0,15.0,2,1,8.0,7.0,0.76,0.57,0.11,0.33,32,15,7,8,0.58,0.5,23.0,55.0,7.0,15.0,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Feyenoord,3.0,11.05.2025,13:30,away,3,2,W,team,2.92,1.17,0.66,0.34,24,11,9,4,6.0,3.0,12,1,0.85,0.7,3.0,2.0,12,5,3,2,18.0,6.0,6.0,5.0,0.0,0.0,56.0,13.0,2,0,7.0,14.0,0.78,0.51,0.25,0.2,20,13,14,7,0.74,0.29,18.0,35.0,5.0,5.0,2,6,0.0,0.0,2.89,1.38,0.0,0.0,0.59,0.4,3.0,0.5,53.0,31.0,1.0,0.0,0.0,1.0,1.38,2.89,-0.62,-0.11,0.0,1.0
1.0,PSV,25,4,5,103,39,64,79,Almere City,18.0,12.04.2025,19:00,home,5,0,W,team,4.96,0.76,0.72,0.28,34,8,17,2,9.0,1.0,11,3,0.89,0.72,0.0,0.0,6,4,11,2,23.0,5.0,11.0,3.0,1.0,0.0,76.0,13.0,2,0,6.0,6.0,0.86,0.59,0.29,0.57,22,15,6,6,0.55,0.76,19.0,43.0,4.0,13.0,2,12,0.0,0.0,6.14,0.52,2.0,0.0,0.67,0.34,4.35,0.47,49.0,35.0,0.0,0.0,0.0,0.0,0.52,6.14,0.52,1.14,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Heracles,14.0,14.05.2025,19:00,home,4,1,W,team,3.0,0.65,0.68,0.32,30,3,11,2,7.0,2.0,10,1,0.89,0.76,0.0,0.0,10,1,9,0,16.0,3.0,14.0,0.0,0.0,0.0,49.0,6.0,1,0,8.0,7.0,0.79,0.48,0.18,0.2,15,11,7,8,0.44,0.64,6.0,29.0,6.0,9.0,1,7,0.0,0.0,2.7,1.04,0.0,0.0,0.72,0.48,2.37,0.18,48.0,36.0,0.0,0.0,0.0,0.0,1.04,2.7,0.04,-1.3,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Nijmegen,8.0,14.09.2024,15:30,home,2,0,W,team,1.72,0.09,0.77,0.23,26,2,11,1,0.0,0.0,15,3,0.89,0.59,0.0,1.0,8,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17,16,9,5,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,PSV,25,4,5,103,39,64,79,Heerenveen,9.0,14.12.2024,17:45,away,0,1,L,opponent,1.01,1.01,0.64,0.36,14,12,3,5,1.0,1.0,7,7,0.83,0.74,0.0,0.0,6,3,5,4,11.0,6.0,3.0,6.0,1.0,0.0,17.0,23.0,0,3,6.0,5.0,0.71,0.56,0.28,0.15,25,20,5,6,0.73,0.68,17.0,34.0,4.0,10.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Utrecht,4.0,15.02.2025,15:30,home,2,2,D,draw,3.34,1.47,0.7,0.3,34,10,18,3,7.0,2.0,9,5,0.86,0.67,2.0,2.0,10,3,6,4,27.0,5.0,7.0,5.0,1.0,0.0,53.0,13.0,1,0,9.0,11.0,0.76,0.6,0.43,0.29,19,13,11,9,0.78,0.61,26.0,40.0,4.0,17.0,1,16,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Waalwijk,17.0,15.03.2025,19:00,away,3,0,W,team,2.0,0.12,0.63,0.37,17,5,7,2,6.0,0.0,5,1,0.89,0.83,0.0,2.0,8,2,2,1,12.0,2.0,5.0,3.0,1.0,0.0,52.0,7.0,1,2,7.0,7.0,0.83,0.68,0.33,0.07,18,10,7,7,0.71,0.59,21.0,35.0,8.0,10.0,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Zwolle,10.0,18.01.2025,15:30,away,1,3,L,opponent,3.18,1.18,0.71,0.29,18,7,4,3,7.0,1.0,5,2,0.83,0.69,2.0,2.0,9,4,5,0,16.0,3.0,2.0,4.0,1.0,0.0,56.0,19.0,1,2,9.0,8.0,0.66,0.64,0.32,0.22,26,12,8,9,0.55,0.59,13.0,54.0,8.0,14.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Sparta Rotterdam,12.0,18.05.2025,13:30,away,3,1,W,team,2.92,0.68,0.69,0.31,25,5,11,2,6.0,1.0,9,0,0.86,0.69,2.0,1.0,5,2,9,1,20.0,5.0,5.0,0.0,1.0,0.0,77.0,6.0,2,2,9.0,8.0,0.82,0.41,0.23,0.3,21,12,8,9,0.82,0.44,15.0,49.0,9.0,10.0,1,8,1.0,0.0,2.93,0.85,0.0,1.0,0.54,0.35,4.23,0.47,39.0,52.0,0.0,0.0,0.0,0.0,0.85,2.93,-0.08,-0.07,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Heracles,14.0,18.08.2024,11:15,away,3,1,W,team,1.82,1.2,0.75,0.25,32,6,8,3,0.0,0.0,12,2,0.89,0.66,0.0,1.0,13,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,13,13,7,12,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,AZ Alkmaar,5.0,19.10.2024,17:45,away,2,1,W,team,1.73,0.34,0.75,0.25,17,5,5,2,0.0,0.0,3,0,0.91,0.71,0.0,0.0,4,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5.0,11.0,0.0,0.0,0.0,0.0,20,19,11,5,0.0,0.0,0.0,0.0,6.0,16.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,PSV,25,4,5,103,39,64,79,Sittard,11.0,22.09.2024,15:45,away,3,1,W,team,1.47,0.38,0.73,0.27,14,8,7,4,0.0,0.0,6,5,0.88,0.68,1.0,3.0,5,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,18,16,10,11,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Feyenoord,3.0,22.12.2024,13:30,home,3,0,W,team,1.5,1.3,0.53,0.47,17,9,7,2,3.0,2.0,7,3,0.81,0.82,1.0,3.0,5,5,5,2,7.0,6.0,10.0,3.0,0.0,2.0,26.0,19.0,1,1,11.0,14.0,0.7,0.73,0.17,0.33,21,13,14,11,0.67,0.67,10.0,18.0,5.0,13.0,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Groningen,13.0,23.11.2024,20:00,home,5,0,W,team,3.88,0.18,0.75,0.25,26,4,10,2,8.0,0.0,14,3,0.87,0.6,0.0,0.0,6,0,10,2,17.0,1.0,9.0,3.0,0.0,0.0,38.0,9.0,5,1,5.0,2.0,0.78,0.4,0.33,0.2,25,14,2,5,0.58,0.57,5.0,28.0,7.0,12.0,2,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Twente,6.0,24.04.2025,20:00,away,3,1,W,team,2.09,0.82,0.67,0.33,16,8,8,3,2.0,3.0,5,3,0.84,0.75,3.0,2.0,6,3,2,2,12.0,6.0,4.0,2.0,2.0,0.0,40.0,11.0,1,1,4.0,14.0,0.74,0.58,0.31,0.16,16,15,14,4,0.5,0.63,32.0,39.0,6.0,8.0,2,5,1.0,0.0,3.06,1.3,2.0,0.0,0.55,0.45,1.62,0.35,41.0,37.0,0.0,0.0,1.0,0.0,1.3,3.06,0.3,0.06,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Almere City,18.0,24.08.2024,19:00,away,7,1,W,team,3.08,0.2,0.75,0.25,20,3,11,1,0.0,0.0,9,1,0.87,0.65,1.0,1.0,6,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,16,18,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,NAC Breda,15.0,25.01.2025,17:45,home,3,2,W,team,2.14,0.97,0.65,0.35,23,20,10,5,3.0,1.0,10,2,0.86,0.75,1.0,1.0,8,9,5,6,20.0,11.0,3.0,9.0,1.0,0.0,40.0,21.0,0,0,12.0,6.0,0.8,0.64,0.23,0.21,21,15,6,12,0.53,0.57,22.0,38.0,11.0,8.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Zwolle,10.0,26.10.2024,17:45,home,6,0,W,team,2.47,0.1,0.74,0.26,21,4,9,2,0.0,0.0,9,4,0.91,0.69,0.0,0.0,6,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9.0,7.0,0.0,0.0,0.0,0.0,30,13,7,9,0.0,0.0,0.0,0.0,8.0,8.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,PSV,25,4,5,103,39,64,79,Willem II,16.0,28.09.2024,15:30,away,2,0,W,team,1.58,0.86,0.74,0.26,12,8,3,1,0.0,0.0,6,3,0.89,0.75,2.0,1.0,8,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,17,12,11,9,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,PSV,25,4,5,103,39,64,79,Ajax,2.0,30.03.2025,13:30,home,0,2,L,opponent,1.3,0.83,0.61,0.39,17,11,4,3,0.0,1.0,5,2,0.87,0.75,1.0,2.0,6,4,7,4,11.0,6.0,6.0,5.0,0.0,0.0,42.0,15.0,2,0,8.0,10.0,0.8,0.62,0.21,0.38,22,12,10,8,0.58,0.35,13.0,37.0,13.0,7.0,1,4,0.0,0.0,0.51,1.24,0.0,0.0,0.42,0.39,2.28,0.54,40.0,46.0,0.0,0.0,0.0,0.0,1.24,0.51,-0.76,0.51,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Nijmegen,8.0,01.12.2024,15:45,away,2,1,W,team,0.9,3.0,0.49,0.51,8,21,6,8,1.0,6.0,1,7,0.85,0.84,5.0,1.0,1,8,1,5,4.0,15.0,4.0,6.0,0.0,1.0,19.0,32.0,0,0,13.0,21.0,0.77,0.66,0.67,0.26,12,16,21,13,0.65,0.68,40.0,10.0,12.0,10.0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Feyenoord,3.0,02.02.2025,13:30,home,2,1,W,team,2.91,0.74,0.5,0.5,16,12,7,6,6.0,1.0,7,5,0.84,0.85,3.0,2.0,6,2,3,4,9.0,6.0,7.0,6.0,2.0,0.0,25.0,27.0,5,0,7.0,13.0,0.57,0.72,0.3,0.0,16,14,13,7,0.62,0.68,27.0,25.0,7.0,12.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Almere City,18.0,02.03.2025,13:30,away,1,0,W,team,0.67,0.68,0.5,0.5,5,14,2,1,2.0,0.0,0,3,0.82,0.79,0.0,1.0,2,8,1,5,4.0,5.0,1.0,9.0,0.0,1.0,15.0,17.0,2,2,16.0,13.0,0.61,0.62,0.0,0.2,18,28,13,16,0.62,0.86,50.0,9.0,13.0,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,PSV,1.0,02.11.2024,17:45,home,3,2,W,team,2.02,1.08,0.47,0.53,21,12,8,4,0.0,0.0,6,1,0.86,0.87,2.0,3.0,5,5,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14.0,9.0,0.0,0.0,0.0,0.0,15,13,9,14,0.0,0.0,0.0,0.0,12.0,6.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Utrecht,4.0,04.12.2024,19:00,home,2,2,D,draw,0.68,1.16,0.61,0.39,13,17,2,5,0.0,3.0,7,7,0.88,0.85,0.0,0.0,8,5,3,7,9.0,9.0,3.0,8.0,0.0,1.0,26.0,20.0,1,1,6.0,14.0,0.74,0.7,0.26,0.27,14,13,14,6,0.78,0.6,16.0,29.0,8.0,9.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,NAC Breda,15.0,06.04.2025,15:45,home,3,1,W,team,1.99,0.66,0.63,0.37,10,8,4,3,3.0,0.0,9,0,0.88,0.8,1.0,5.0,3,3,3,2,7.0,5.0,3.0,3.0,1.0,0.0,28.0,17.0,0,2,18.0,8.0,0.73,0.67,0.15,0.12,16,11,8,18,0.78,0.63,28.0,21.0,8.0,15.0,2,1,0.0,0.0,2.65,1.03,0.0,0.0,0.38,0.52,1.75,0.64,41.0,38.0,0.0,0.0,0.0,0.0,1.03,2.65,0.03,-0.35,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Groningen,13.0,06.10.2024,15:45,home,3,1,W,team,3.81,1.14,0.62,0.38,17,12,8,4,0.0,0.0,5,2,0.86,0.76,3.0,2.0,7,7,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17,12,8,10,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,AZ Alkmaar,5.0,08.12.2024,13:30,away,1,2,L,opponent,0.27,1.49,0.57,0.43,7,12,3,4,1.0,3.0,3,6,0.86,0.76,2.0,1.0,3,5,1,3,5.0,7.0,2.0,5.0,0.0,2.0,24.0,21.0,2,0,16.0,11.0,0.7,0.59,0.09,0.25,16,16,11,16,0.5,0.7,12.0,21.0,12.0,11.0,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,Ajax,24,6,4,67,32,35,78,Sittard,11.0,09.02.2025,13:30,away,2,0,W,team,2.35,0.67,0.51,0.49,9,8,6,2,5.0,3.0,4,5,0.8,0.78,3.0,2.0,1,5,2,1,6.0,6.0,3.0,2.0,0.0,2.0,22.0,16.0,3,1,19.0,24.0,0.72,0.65,0.1,0.29,24,13,24,19,0.73,0.42,39.0,26.0,4.0,6.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
