Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent
8.0,10,8,12,45,40,5,38,12.0,0.85749999957125,5,2,2.85,0.63,0.52,0.48,21,8,9,4,0.0,0.0,4,5,0.79,0.82,0.0,0.0,0.0,0.0,7,3,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,11.0,12.0,0.0,0.0,0.0,0.0,16,19,12,11,0.0,0.0,0.0,0.0,4.0,8.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,10,8,12,45,40,5,38,7.0,0.8649999995675,0,0,1.85,0.66,0.62,0.38,17,10,5,1,1.0,0.0,3,1,0.83,0.76,3.0,2.0,0.0,0.0,9,2,3.0,7.0,11.0,10.0,6.0,0.0,0.0,0.0,24.0,19.0,2,0,9.0,8.0,0.65,0.59,0.27,0.33,24,11,8,9,0.56,0.5,8.0,26.0,3.0,6.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,10,8,12,45,40,5,38,1.0,0.749999999625,1,2,0.0,0.0,0.47,0.53,14,10,6,4,0.0,0.0,6,6,0.0,0.0,3.0,2.0,0.0,0.0,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,20,8,6,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,10,8,12,45,40,5,38,7.0,0.85749999957125,2,2,1.31,1.27,0.68,0.32,13,10,4,3,2.0,2.0,5,8,0.86,0.73,1.0,0.0,0.0,0.0,8,6,1.0,1.0,8.0,7.0,5.0,4.0,0.0,0.0,19.0,21.0,1,1,9.0,8.0,0.71,0.56,0.31,0.26,17,21,8,9,0.44,0.44,24.0,14.0,12.0,14.0,1,2,1.74,0.53,0.0,0.0,0.0,1.0,0.56,0.36,1.66,1.51,56.0,34.0,0.53,1.74,-1.47,-0.26
8.0,10,8,12,45,40,5,38,15.0,0.97249999951375,1,3,0.76,1.64,0.69,0.31,8,12,3,5,2.0,3.0,3,5,0.83,0.71,2.0,2.0,0.0,0.0,4,2,1.0,5.0,6.0,7.0,2.0,5.0,1.0,0.0,24.0,17.0,3,0,14.0,11.0,0.71,0.6,0.22,0.11,23,22,11,14,0.59,0.77,12.0,26.0,7.0,18.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,10,8,12,45,40,5,38,11.0,0.97249999951375,0,1,1.98,0.85,0.71,0.29,29,5,8,1,5.0,1.0,6,1,0.88,0.74,4.0,4.0,0.0,1.0,14,2,7.0,2.0,21.0,3.0,8.0,2.0,0.0,0.0,66.0,6.0,2,1,8.0,12.0,0.83,0.45,0.23,0.18,19,12,12,8,0.74,0.61,9.0,49.0,8.0,7.0,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,10,8,12,45,40,5,38,10.0,0.749999999625,5,2,0.0,0.0,0.41,0.59,11,25,7,6,0.0,0.0,0,7,0.0,0.0,1.0,3.0,0.0,0.0,4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,21,9,11,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,12.0,0.97249999951375,2,0,2.03,1.3,0.47,0.53,15,17,8,1,0.0,0.0,4,5,0.75,0.72,1.0,2.0,0.0,0.0,2,11,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,12.0,5.0,0.0,0.0,0.0,0.0,24,26,5,12,0.0,0.0,0.0,0.0,13.0,9.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,6.0,0.9074999995462499,2,2,2.37,2.2,0.5,0.5,20,16,7,6,2.0,3.0,7,4,0.79,0.74,4.0,3.0,0.0,0.0,7,5,6.0,5.0,17.0,10.0,3.0,6.0,0.0,1.0,31.0,30.0,1,2,9.0,6.0,0.71,0.71,0.28,0.4,21,24,6,9,0.76,0.5,23.0,30.0,8.0,4.0,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,15.0,0.9074999995462499,2,1,1.99,1.07,0.56,0.44,14,9,8,3,3.0,2.0,6,5,0.73,0.74,6.0,4.0,1.0,1.0,3,3,3.0,3.0,10.0,5.0,4.0,4.0,0.0,0.0,25.0,9.0,2,3,11.0,10.0,0.54,0.56,0.27,0.2,16,31,10,11,0.88,0.56,29.0,28.0,4.0,16.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,11.0,0.9074999995462499,0,0,0.62,0.83,0.52,0.48,18,8,3,2,0.0,2.0,9,2,0.78,0.74,1.0,2.0,0.0,0.0,8,4,7.0,2.0,11.0,8.0,7.0,0.0,1.0,0.0,23.0,17.0,2,3,17.0,10.0,0.68,0.6,0.41,0.3,18,31,10,17,0.7,0.67,24.0,20.0,14.0,8.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,12.0,0.97249999951375,4,2,2.99,3.05,0.54,0.46,16,12,6,4,4.0,4.0,8,5,0.78,0.74,1.0,0.0,0.0,0.0,5,6,5.0,2.0,14.0,7.0,2.0,5.0,0.0,1.0,34.0,19.0,2,5,5.0,11.0,0.66,0.61,0.16,0.09,21,16,11,5,0.44,0.47,31.0,39.0,8.0,19.0,2,2,2.78,1.4,0.0,0.0,0.0,0.0,0.49,0.51,1.29,1.09,44.0,49.0,1.4,2.78,-0.6,-1.22
9.0,10,7,13,50,49,1,37,8.0,0.749999999625,4,2,0.0,0.0,0.44,0.56,14,12,9,4,0.0,0.0,4,8,0.0,0.0,3.0,4.0,0.0,0.0,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,22,15,13,14,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,16.0,0.97249999951375,2,2,1.92,0.6,0.68,0.32,25,7,9,3,0.0,0.0,13,4,0.81,0.59,1.0,3.0,0.0,0.0,9,3,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,11.0,10.0,0.0,0.0,0.0,0.0,37,17,10,11,0.0,0.0,0.0,0.0,17.0,22.0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,11.0,0.85749999957125,2,2,1.5,1.88,0.52,0.48,14,17,5,5,2.0,3.0,6,10,0.83,0.81,1.0,1.0,0.0,0.0,5,8,4.0,4.0,7.0,14.0,7.0,3.0,0.0,0.0,22.0,24.0,0,0,8.0,10.0,0.68,0.71,0.24,0.3,17,26,10,8,0.6,0.64,27.0,37.0,3.0,9.0,3,3,1.82,2.67,1.0,0.0,1.0,1.0,0.62,0.5,1.36,1.3,48.0,47.0,2.67,1.82,1.67,-0.18
9.0,10,7,13,50,49,1,37,12.0,0.9074999995462499,0,1,0.94,0.87,0.56,0.44,15,5,3,1,0.0,2.0,5,3,0.79,0.72,2.0,1.0,0.0,0.0,5,2,7.0,2.0,8.0,3.0,7.0,2.0,0.0,0.0,43.0,19.0,2,1,11.0,7.0,0.74,0.55,0.16,0.28,22,17,7,11,0.5,0.59,17.0,34.0,10.0,12.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,7.0,0.8649999995675,4,2,2.09,1.58,0.6,0.4,21,12,8,2,5.0,3.0,5,4,0.82,0.75,2.0,1.0,0.0,0.0,6,8,7.0,2.0,16.0,10.0,5.0,2.0,2.0,0.0,23.0,27.0,1,3,16.0,5.0,0.67,0.74,0.3,0.06,16,19,5,16,0.65,0.42,29.0,36.0,9.0,7.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,4.0,0.749999999625,2,0,2.17,1.18,0.37,0.63,15,17,4,2,1.0,0.0,7,9,0.73,0.85,1.0,0.0,0.0,0.0,6,7,5.0,8.0,10.0,13.0,5.0,4.0,0.0,0.0,20.0,37.0,1,2,11.0,10.0,0.52,0.76,0.27,0.23,22,19,10,11,0.77,0.67,44.0,24.0,8.0,9.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,10.0,0.97249999951375,3,4,1.71,2.64,0.45,0.55,13,17,6,8,2.0,4.0,7,4,0.81,0.81,6.0,2.0,1.0,0.0,3,6,4.0,3.0,11.0,11.0,2.0,6.0,0.0,1.0,24.0,31.0,4,1,7.0,15.0,0.63,0.67,0.21,0.56,14,25,15,7,0.54,0.61,21.0,18.0,13.0,4.0,4,3,2.78,3.4,0.0,1.0,0.0,0.0,0.48,0.48,0.76,1.45,35.0,59.0,3.4,2.78,-0.6,-0.22
9.0,10,7,13,50,49,1,37,10.0,0.97249999951375,0,1,0.82,2.23,0.52,0.48,10,22,5,7,0.0,0.0,3,6,0.79,0.79,0.0,2.0,0.0,0.0,3,10,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,14.0,4.0,0.0,0.0,0.0,0.0,26,18,4,14,0.0,0.0,0.0,0.0,13.0,15.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,3.0,0.85749999957125,4,3,0.0,0.0,0.45,0.55,24,14,9,7,0.0,0.0,5,6,0.0,0.0,5.0,3.0,0.0,0.0,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,32,23,11,15,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,14.0,0.749999999625,1,2,1.43,0.38,0.56,0.44,25,9,6,3,1.0,0.0,10,1,0.87,0.8,2.0,3.0,1.0,0.0,10,4,9.0,2.0,15.0,4.0,10.0,5.0,1.0,0.0,49.0,9.0,3,2,4.0,4.0,0.82,0.71,0.24,0.31,22,14,4,4,0.65,0.71,13.0,43.0,10.0,14.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,10.0,0.97249999951375,2,2,2.3,1.1,0.46,0.54,23,6,6,4,2.0,3.0,6,1,0.8,0.82,1.0,0.0,0.0,0.0,9,1,8.0,1.0,13.0,4.0,10.0,2.0,2.0,0.0,29.0,14.0,1,3,10.0,7.0,0.62,0.58,0.42,0.27,19,17,7,10,0.75,0.5,17.0,35.0,15.0,9.0,2,4,2.15,1.56,0.0,1.0,0.0,0.0,0.47,0.41,1.05,0.88,42.0,27.0,1.56,2.15,-0.44,0.15
9.0,10,7,13,50,49,1,37,4.0,0.97249999951375,2,2,0.0,0.0,0.34,0.66,17,25,8,8,0.0,0.0,4,3,0.0,0.0,5.0,4.0,0.0,0.0,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,13,16,11,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,3.0,0.749999999625,1,3,0.52,3.6,0.47,0.53,10,29,4,13,0.0,10.0,6,15,0.71,0.77,3.0,2.0,0.0,0.0,2,8,4.0,8.0,7.0,23.0,3.0,6.0,0.0,0.0,15.0,47.0,2,2,10.0,5.0,0.61,0.67,0.15,0.31,20,27,5,10,0.55,0.68,30.0,18.0,11.0,15.0,10,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,13.0,0.9074999995462499,1,1,0.94,2.84,0.44,0.56,8,24,5,7,1.0,3.0,1,8,0.6,0.7,2.0,1.0,0.0,0.0,2,10,1.0,7.0,6.0,16.0,2.0,8.0,0.0,1.0,9.0,45.0,0,3,13.0,13.0,0.53,0.59,0.17,0.38,20,32,13,13,0.7,0.79,47.0,16.0,8.0,9.0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,16.0,0.8669999995665,2,1,2.06,1.14,0.4,0.6,11,16,4,2,2.0,2.0,4,6,0.81,0.86,3.0,2.0,0.0,0.0,3,5,4.0,9.0,8.0,7.0,3.0,9.0,0.0,0.0,20.0,28.0,2,2,5.0,17.0,0.64,0.74,0.43,0.16,21,16,17,5,0.69,0.73,33.0,13.0,4.0,10.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,11.0,0.97249999951375,2,0,2.03,0.63,0.37,0.63,16,10,5,0,1.0,0.0,11,9,0.82,0.91,1.0,3.0,0.0,0.0,6,5,5.0,5.0,13.0,8.0,3.0,2.0,0.0,0.0,27.0,18.0,0,3,11.0,15.0,0.69,0.74,0.24,0.19,14,12,15,11,0.65,0.79,22.0,23.0,3.0,8.0,0,3,2.02,0.0,0.0,0.0,0.0,0.0,0.62,0.58,0.63,0.48,40.0,36.0,0.0,2.02,0.0,0.02
9.0,10,7,13,50,49,1,37,6.0,0.9074999995462499,1,4,0.0,0.0,0.49,0.51,15,15,8,8,0.0,0.0,5,7,0.0,0.0,1.0,2.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,23,25,14,14,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,5.0,0.9074999995462499,2,3,2.36,1.23,0.37,0.63,19,11,10,7,3.0,1.0,3,7,0.79,0.88,5.0,3.0,0.0,0.0,5,3,4.0,1.0,10.0,7.0,9.0,4.0,0.0,0.0,27.0,27.0,0,3,5.0,8.0,0.69,0.75,0.23,0.32,15,31,8,5,0.5,0.54,26.0,21.0,16.0,8.0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,7.0,0.97249999951375,1,1,1.1,0.75,0.5,0.5,12,13,3,4,2.0,0.0,5,7,0.77,0.78,2.0,1.0,0.0,0.0,7,6,2.0,3.0,10.0,7.0,2.0,6.0,1.0,0.0,15.0,21.0,1,3,17.0,10.0,0.51,0.75,0.35,0.18,27,20,10,17,0.63,0.61,27.0,20.0,8.0,10.0,3,2,0.98,1.12,0.0,0.0,0.0,0.0,0.42,0.33,0.61,0.5,59.0,56.0,1.12,0.98,0.12,-0.05
9.0,10,7,13,50,49,1,37,2.0,0.749999999625,1,2,1.95,1.76,0.38,0.62,13,15,6,8,0.0,0.0,3,2,0.79,0.86,5.0,1.0,1.0,0.0,5,5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,11.0,15.0,0.0,0.0,0.0,0.0,21,27,15,11,0.0,0.0,0.0,0.0,3.0,2.0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,8.0,0.97249999951375,1,1,1.6,1.06,0.49,0.51,19,10,6,3,1.0,0.0,10,17,0.78,0.78,2.0,1.0,0.0,0.0,8,5,5.0,2.0,13.0,8.0,6.0,2.0,0.0,0.0,36.0,20.0,0,1,8.0,5.0,0.69,0.67,0.31,0.18,27,19,5,8,0.71,1.0,24.0,35.0,11.0,8.0,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,5.0,0.85749999957125,1,2,0.0,0.0,0.43,0.57,18,11,6,6,0.0,0.0,10,8,0.0,0.0,4.0,1.0,0.0,0.0,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,15,18,10,14,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,10.0,0.85749999957125,1,3,0.18,2.05,0.4,0.6,6,11,2,4,1.0,2.0,2,9,0.81,0.84,1.0,1.0,0.0,0.0,1,4,3.0,3.0,3.0,7.0,3.0,4.0,0.0,0.0,11.0,38.0,1,3,8.0,7.0,0.67,0.75,0.13,0.14,22,21,7,8,0.62,0.67,47.0,24.0,5.0,6.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,8.0,0.9649999995174999,3,2,1.96,1.88,0.58,0.42,17,15,7,6,4.0,3.0,5,7,0.86,0.8,2.0,5.0,0.0,1.0,6,6,4.0,3.0,11.0,8.0,6.0,7.0,0.0,1.0,29.0,19.0,1,0,7.0,9.0,0.79,0.68,0.38,0.25,14,22,9,7,0.74,0.5,18.0,28.0,4.0,9.0,4,4,3.82,2.19,1.0,0.0,0.0,1.0,0.51,0.45,1.42,0.74,45.0,45.0,2.19,3.82,1.19,0.82
9.0,10,7,13,50,49,1,37,7.0,0.9499999995249999,0,0,0.98,0.36,0.65,0.35,16,8,4,1,1.0,0.0,8,6,0.89,0.79,2.0,2.0,0.0,0.0,9,3,3.0,4.0,7.0,3.0,9.0,5.0,0.0,2.0,22.0,11.0,1,3,12.0,7.0,0.75,0.64,0.26,0.08,19,16,7,12,0.5,0.7,17.0,25.0,8.0,17.0,1,4,0.19,0.14,0.0,0.0,0.0,0.0,0.76,0.41,0.94,0.29,45.0,42.0,0.14,0.19,0.14,0.19
9.0,10,7,13,50,49,1,37,11.0,0.85749999957125,1,1,0.0,0.0,0.55,0.45,15,13,3,6,0.0,0.0,7,6,0.0,0.0,3.0,2.0,0.0,0.0,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,30,17,12,14,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,15.0,0.9074999995462499,4,0,3.36,0.38,0.51,0.49,21,8,9,2,3.0,1.0,8,6,0.74,0.78,2.0,0.0,0.0,0.0,7,3,5.0,3.0,14.0,6.0,7.0,2.0,1.0,0.0,28.0,14.0,0,2,8.0,12.0,0.61,0.73,0.35,0.16,22,35,12,8,0.65,0.41,25.0,19.0,5.0,6.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,1.0,0.749999999625,1,2,1.47,0.75,0.45,0.55,14,6,6,2,2.0,1.0,7,0,0.83,0.86,1.0,3.0,0.0,0.0,5,3,3.0,1.0,12.0,4.0,2.0,2.0,0.0,1.0,34.0,21.0,2,2,4.0,8.0,0.72,0.76,0.13,0.38,20,24,8,4,0.69,0.59,10.0,25.0,17.0,14.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,8.0,0.85749999957125,2,2,3.36,1.96,0.48,0.52,16,13,7,3,3.0,4.0,4,4,0.82,0.84,0.0,1.0,0.0,0.0,5,7,4.0,3.0,12.0,9.0,4.0,4.0,0.0,1.0,26.0,20.0,3,1,10.0,7.0,0.62,0.74,0.31,0.21,24,17,7,10,0.57,0.67,15.0,27.0,7.0,4.0,1,5,3.56,1.43,0.0,0.0,1.0,0.0,0.65,0.51,2.2,1.09,39.0,38.0,1.43,3.56,-0.57,1.56
9.0,10,7,13,50,49,1,37,14.0,0.97249999951375,0,2,0.93,4.14,0.57,0.43,20,20,6,6,0.0,0.0,6,8,0.81,0.79,3.0,2.0,0.0,0.0,8,11,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,11.0,12.0,0.0,0.0,0.0,0.0,20,23,12,11,0.0,0.0,0.0,0.0,2.0,4.0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,2.0,0.749999999625,3,4,1.2,1.93,0.39,0.61,18,14,9,9,1.0,3.0,8,1,0.8,0.89,2.0,0.0,0.0,0.0,6,2,3.0,3.0,10.0,9.0,8.0,5.0,0.0,1.0,28.0,34.0,1,1,6.0,11.0,0.76,0.76,0.24,0.14,13,19,11,6,0.58,0.69,14.0,20.0,14.0,11.0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,13.0,0.9074999995462499,3,0,0.0,0.0,0.48,0.52,10,12,6,4,0.0,0.0,6,7,0.0,0.0,0.0,1.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,27,31,9,12,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,7.0,0.85749999957125,2,1,0.0,0.0,0.38,0.62,9,16,4,3,0.0,0.0,2,11,0.0,0.0,7.0,1.0,0.0,0.0,5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,23,19,16,9,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10,7,13,50,49,1,37,12.0,0.9074999995462499,0,1,0.85,1.61,0.46,0.54,13,20,3,10,0.0,3.0,8,8,0.79,0.79,3.0,0.0,0.0,0.0,5,5,5.0,5.0,7.0,14.0,6.0,6.0,0.0,0.0,24.0,35.0,0,1,10.0,15.0,0.67,0.7,0.04,0.2,17,15,15,10,0.52,0.73,38.0,36.0,12.0,12.0,9,3,0.79,2.91,0.0,0.0,0.0,0.0,0.51,0.45,0.45,1.19,55.0,62.0,2.91,0.79,2.91,0.52
9.0,10,7,13,50,49,1,37,1.0,0.97249999951375,0,1,0.0,0.0,0.37,0.63,9,15,0,5,0.0,0.0,1,0,0.0,0.0,5.0,1.0,0.0,0.0,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,20,20,16,4,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10,7,13,36,36,0,37,12.0,0.749999999625,5,0,2.37,0.24,0.6,0.4,19,3,10,2,5.0,0.0,1,3,0.86,0.75,1.0,1.0,0.0,2.0,8,1,1.0,0.0,11.0,3.0,7.0,0.0,1.0,0.0,24.0,4.0,2,1,6.0,10.0,0.85,0.56,0.15,0.21,11,14,10,6,0.73,0.75,18.0,22.0,8.0,10.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
