Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
2.0,Arsenal,20,14,4,69,34,35,74,Brentford,10.0,01.01.2025,17:30,away,3,1,W,team,1.95,0.29,0.5,0.5,14,5,5,2,2.0,0.0,3,4,0.83,0.83,2.0,1.0,4,2,5,1,11.0,4.0,3.0,1.0,0.0,0.0,47.0,10.0,6,0,6,8,0.8,0.68,0.3,0.13,8,10,8,6,0.5,0.7,21.0,29.0,6.0,7.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,2,1.0,0.73
2.0,Arsenal,20,14,4,69,34,35,74,Fulham,11.0,01.04.2025,19:45,home,2,1,W,team,2.31,0.81,0.52,0.48,17,9,4,3,3.0,2.0,5,4,0.9,0.87,1.0,3.0,6,4,7,2,15.0,8.0,2.0,1.0,0.0,0.0,38.0,15.0,5,0,10,2,0.82,0.8,0.32,0.27,13,9,2,10,0.46,0.81,14.0,32.0,3.0,4.0,2,2,1.88,0.89,0.0,0.0,0.42,0.5,1.2,0.95,39.0,42.0,0.0,1.0,0.0,1.0,0.89,1.88,-0.11,-0.12,1.0,0.0,0.0,0.0,0,8,1,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
2.0,Arsenal,20,14,4,69,34,35,74,Manchester City,3.0,02.02.2025,16:30,home,5,1,W,team,1.04,0.81,0.46,0.54,12,7,7,4,2.0,1.0,5,2,0.86,0.89,2.0,0.0,2,3,3,0,8.0,5.0,4.0,2.0,0.0,1.0,17.0,15.0,3,1,7,6,0.77,0.89,0.08,0.21,14,14,6,7,0.46,0.62,20.0,21.0,6.0,6.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,12,1,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,4,1.0,0.8799999999999999
2.0,Arsenal,20,14,4,69,34,35,74,Newcastle,5.0,02.11.2024,12:30,away,0,1,L,opponent,1.11,0.75,0.64,0.36,10,9,1,4,0.0,0.0,6,4,0.86,0.69,4.0,4.0,6,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,18,0.0,0.0,0.0,0.0,17,17,18,16,0.0,0.0,0.0,0.0,5.0,6.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,2,2,0.75,0.75,1.0,0.5,0.5,0,0.30000000000000004,-1,0.75,0.615
2.0,Arsenal,20,14,4,69,34,35,74,Bournemouth,9.0,03.05.2025,17:30,home,1,2,L,opponent,1.43,1.06,0.51,0.49,13,9,4,2,3.0,3.0,2,3,0.85,0.83,0.0,2.0,5,5,4,2,12.0,6.0,1.0,3.0,0.0,0.0,33.0,10.0,3,0,16,7,0.74,0.65,0.13,0.4,14,13,7,16,0.75,0.45,14.0,17.0,8.0,9.0,0,3,1.57,1.15,3.0,1.0,0.38,0.42,0.97,0.73,47.0,34.0,1.0,0.0,0.0,0.0,1.15,1.57,-0.85,0.57,0.0,1.0,0.0,0.0,0,2,1,2,2,0.6,0.6,0.6666666666666666,0.5,0.5,0,0.1,-1,0.6,0.44999999999999996
2.0,Arsenal,20,14,4,69,34,35,74,Brighton,8.0,04.01.2025,17:30,away,1,1,D,draw,0.84,1.56,0.55,0.45,9,11,3,4,5.0,3.0,5,2,0.88,0.87,3.0,2.0,4,4,2,3,6.0,6.0,3.0,5.0,1.0,0.0,24.0,17.0,3,0,17,14,0.78,0.7,0.2,0.2,10,9,14,17,0.5,0.91,9.0,22.0,5.0,8.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0.5,0.4,0.6666666666666666,0.3333333333333333,0.5,0,0.0,0,0.4,0.28
2.0,Arsenal,20,14,4,69,34,35,74,Manchester Utd,15.0,04.12.2024,20:15,home,2,0,W,team,2.33,0.31,0.5,0.5,14,5,6,2,5.0,0.0,13,0,0.87,0.86,1.0,3.0,3,3,5,0,13.0,3.0,1.0,2.0,0.0,0.0,35.0,6.0,2,2,8,12,0.72,0.74,0.32,0.17,16,11,12,8,0.67,0.53,7.0,24.0,4.0,12.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,13,1,1,1,0.5714285714285714,0.4,0.75,0.3333333333333333,0.5,1,0.3,2,0.4,0.37000000000000005
2.0,Arsenal,20,14,4,69,34,35,74,Everton,13.0,05.04.2025,12:30,away,1,1,D,draw,1.83,1.05,0.71,0.29,14,5,5,2,1.0,2.0,8,3,0.87,0.7,1.0,3.0,3,2,6,1,11.0,4.0,3.0,1.0,0.0,0.0,44.0,19.0,1,0,17,13,0.73,0.54,0.22,0.14,14,17,13,17,0.41,0.65,29.0,32.0,3.0,5.0,1,4,0.98,0.96,0.0,0.0,0.42,0.35,0.79,0.42,62.0,43.0,0.0,0.0,0.0,1.0,0.96,0.98,-0.04,-0.02,0.0,0.0,0.0,0.0,0,7,0,0,0,0.5,0.2,0.75,0.25,0.5,0,0.2,0,0.2,0.2
2.0,Arsenal,20,14,4,69,34,35,74,Southampton,20.0,05.10.2024,15:00,home,3,1,W,team,2.32,0.85,0.59,0.41,29,8,6,2,0.0,0.0,13,1,0.0,0.0,0.0,3.0,13,4,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,12,0.0,0.0,0.0,0.0,21,7,10,9,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,1,1,0.5555555555555556,0.4,0.8,0.25,0.5,1,0.4,2,0.4,0.4
2.0,Arsenal,20,14,4,69,34,35,74,Fulham,11.0,08.12.2024,14:00,away,1,1,D,draw,1.93,0.14,0.67,0.33,12,2,4,2,4.0,0.0,6,0,0.89,0.72,2.0,4.0,8,0,0,0,10.0,2.0,2.0,0.0,0.0,0.0,34.0,3.0,3,0,10,9,0.77,0.58,0.25,0.0,23,9,9,10,0.71,0.59,10.0,24.0,6.0,10.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0.5,0.4,0.8,0.2,1.0,0,0.2,0,0.4,0.34
2.0,Arsenal,20,14,4,69,34,35,74,Manchester Utd,15.0,09.03.2025,16:30,away,1,1,D,draw,1.61,1.65,0.68,0.32,17,10,6,6,3.0,2.0,9,2,0.89,0.75,1.0,0.0,6,2,5,2,9.0,6.0,8.0,4.0,0.0,0.0,34.0,18.0,1,0,8,11,0.86,0.66,0.07,0.27,22,8,11,8,0.62,0.56,14.0,34.0,5.0,7.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0.45454545454545453,0.4,0.8,0.16666666666666666,1.0,0,0.1,0,0.4,0.31000000000000005
2.0,Arsenal,20,14,4,69,34,35,74,Chelsea,4.0,10.11.2024,16:30,away,1,1,D,draw,0.99,1.28,0.51,0.49,13,17,3,3,0.0,0.0,3,4,0.88,0.85,2.0,4.0,4,6,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,12,12,0.0,0.0,0.0,0.0,18,9,12,12,0.0,0.0,0.0,0.0,7.0,7.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.4166666666666667,0.2,0.8,0.14285714285714285,0.5,0,0.0,0,0.2,0.14
2.0,Arsenal,20,14,4,69,34,35,74,Liverpool,1.0,11.05.2025,16:30,away,2,2,D,draw,2.31,2.56,0.56,0.44,15,14,7,5,4.0,4.0,1,3,0.87,0.82,3.0,1.0,4,8,4,1,11.0,10.0,4.0,4.0,1.0,0.0,36.0,36.0,1,3,13,10,0.74,0.69,0.33,0.27,9,14,10,13,0.6,0.63,16.0,16.0,5.0,2.0,3,5,2.47,2.78,0.0,1.0,0.41,0.39,1.03,1.65,44.0,36.0,1.0,2.0,0.0,0.0,2.78,2.47,0.78,0.47,2.0,1.0,1.0,0.0,0,11,0,0,0,0.38461538461538464,0.2,0.8,0.125,0.5,0,0.0,0,0.2,0.14
2.0,Arsenal,20,14,4,69,34,35,74,Brentford,10.0,12.04.2025,17:30,home,1,1,D,draw,0.79,0.19,0.64,0.36,14,3,3,2,1.0,1.0,13,5,0.87,0.78,1.0,3.0,5,1,6,0,8.0,3.0,6.0,0.0,0.0,0.0,38.0,16.0,3,1,9,7,0.8,0.58,0.29,0.2,13,12,7,9,0.5,0.59,13.0,34.0,7.0,9.0,1,2,0.3,0.26,1.0,0.0,0.31,0.44,0.88,0.46,34.0,39.0,0.0,0.0,0.0,0.0,0.26,0.3,-0.74,-0.7,0.0,0.0,0.0,0.0,0,3,1,0,0,0.35714285714285715,0.0,0.6666666666666666,0.125,1.0,0,0.0,0,0.0,0.0
2.0,Arsenal,20,14,4,69,34,35,74,Everton,13.0,14.12.2024,15:00,home,0,0,D,draw,1.42,0.17,0.76,0.24,13,2,5,0,1.0,0.0,8,2,0.92,0.72,0.0,3.0,3,0,5,2,11.0,1.0,2.0,1.0,0.0,0.0,48.0,8.0,5,3,9,6,0.85,0.47,0.25,0.13,23,17,6,9,0.56,0.66,7.0,39.0,1.0,9.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,0,0,0.3333333333333333,0.0,0.5714285714285714,0.125,0.0,0,0.0,0,0.0,0.0
2.0,Arsenal,20,14,4,69,34,35,74,Tottenham,17.0,15.01.2025,20:00,home,2,1,W,team,1.42,0.83,0.53,0.47,14,10,4,2,4.0,1.0,10,4,0.84,0.84,3.0,1.0,4,4,6,4,11.0,8.0,3.0,2.0,0.0,1.0,47.0,20.0,3,1,9,16,0.76,0.73,0.25,0.24,12,19,16,9,0.57,0.58,13.0,30.0,10.0,5.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,1,1,1,0.375,0.2,0.625,0.125,0.5,1,0.3,1,0.2,0.23
2.0,Arsenal,20,14,4,69,34,35,74,Leicester,18.0,15.02.2025,12:30,away,2,0,W,team,1.49,0.22,0.61,0.39,11,6,5,2,3.0,0.0,7,3,0.85,0.73,1.0,2.0,3,2,3,2,6.0,4.0,5.0,2.0,2.0,0.0,32.0,25.0,4,1,9,10,0.75,0.53,0.22,0.44,23,22,10,9,0.73,0.59,20.0,28.0,6.0,6.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,0,1,1,0.4117647058823529,0.4,0.625,0.2222222222222222,0.5,2,0.5,2,0.4,0.43
2.0,Arsenal,20,14,4,69,34,35,74,Tottenham,17.0,15.09.2024,14:00,away,1,0,W,team,0.66,0.84,0.36,0.64,8,15,4,5,0.0,0.0,6,7,0.0,0.0,3.0,5.0,1,6,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,15,11,0.0,0.0,0.0,0.0,19,26,10,13,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,1,1,0.4444444444444444,0.6,0.625,0.3,1.0,3,0.6,1,0.6,0.6
2.0,Arsenal,20,14,4,69,34,35,74,Chelsea,4.0,16.03.2025,13:30,home,1,0,W,team,0.77,0.35,0.41,0.59,12,8,4,2,0.0,0.0,5,4,0.84,0.87,3.0,3.0,6,3,2,3,9.0,3.0,3.0,5.0,0.0,0.0,27.0,8.0,2,1,13,10,0.74,0.75,0.29,0.23,20,15,10,13,0.5,0.64,21.0,24.0,4.0,5.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,1,1,1,0.47368421052631576,0.8,0.6666666666666666,0.3,0.0,4,0.6,1,0.8,0.7400000000000001
2.0,Arsenal,20,14,4,69,34,35,74,Wolves,16.0,17.08.2024,15:00,home,2,0,W,team,1.36,0.55,0.53,0.47,18,9,6,3,0.0,0.0,8,2,0.0,0.0,2.0,2.0,7,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,14,18,0.0,0.0,0.0,0.0,19,18,17,14,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,1,1,1,0.5,1.0,0.7,0.3,0.5,5,0.6,2,1.0,0.8799999999999999
2.0,Arsenal,20,14,4,69,34,35,74,Aston Villa,6.0,18.01.2025,17:30,home,2,2,D,draw,1.55,1.06,0.65,0.35,18,8,6,4,2.0,2.0,10,1,0.88,0.73,2.0,3.0,7,3,5,1,11.0,5.0,6.0,3.0,1.0,1.0,35.0,13.0,3,2,18,10,0.78,0.51,0.29,0.2,12,10,10,18,0.58,0.44,8.0,41.0,11.0,3.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0.47619047619047616,0.8,0.6363636363636364,0.3,0.5,0,0.30000000000000004,0,0.8,0.6500000000000001
2.0,Arsenal,20,14,4,69,34,35,74,Newcastle,5.0,18.05.2025,16:30,home,1,0,W,team,0.65,1.6,0.52,0.48,12,14,4,5,1.0,3.0,10,7,0.82,0.83,3.0,3.0,3,3,5,6,7.0,10.0,5.0,4.0,0.0,0.0,33.0,33.0,0,0,9,9,0.74,0.74,0.33,0.14,18,21,9,9,0.59,0.65,28.0,26.0,6.0,7.0,5,3,1.41,1.73,0.0,1.0,0.38,0.38,0.56,0.97,49.0,51.0,3.0,0.0,0.0,1.0,1.73,1.41,1.32,0.41,0.0,0.0,0.0,0.0,0,14,1,1,1,0.5,0.8,0.6666666666666666,0.3,0.0,1,0.4,1,0.8,0.68
2.0,Arsenal,20,14,4,69,34,35,74,Bournemouth,9.0,19.10.2024,17:30,away,0,2,L,opponent,0.58,1.66,0.52,0.48,6,13,1,4,0.0,0.0,4,7,0.79,0.78,1.0,1.0,4,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12,11,0.0,0.0,0.0,0.0,12,18,11,12,0.0,0.0,0.0,0.0,6.0,3.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,2,2,0.4782608695652174,0.6,0.6666666666666666,0.2727272727272727,0.0,0,0.2,-2,0.6,0.48
2.0,Arsenal,20,14,4,69,34,35,74,Ipswich,19.0,20.04.2025,14:00,away,4,0,W,team,2.72,0.19,0.75,0.25,24,4,7,0,3.0,0.0,12,0,0.91,0.79,0.0,0.0,8,2,9,2,19.0,2.0,5.0,2.0,1.0,0.0,71.0,5.0,1,1,10,7,0.86,0.47,0.19,0.5,20,11,7,10,0.75,0.5,7.0,38.0,2.0,12.0,0,3,2.94,0.0,1.0,0.0,0.71,0.38,2.22,0.13,38.0,34.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,-1.06,0.0,0.0,0.0,1.0,0,9,0,1,1,0.5,0.6,0.6666666666666666,0.3333333333333333,0.5,1,0.4,4,0.6,0.54
2.0,Arsenal,20,14,4,69,34,35,74,Crystal Palace,12.0,21.12.2024,17:30,away,5,1,W,team,2.88,1.72,0.59,0.41,14,15,6,6,5.0,3.0,3,3,0.87,0.81,2.0,2.0,3,6,5,3,13.0,10.0,1.0,5.0,2.0,0.0,33.0,18.0,0,1,9,8,0.68,0.67,0.53,0.43,21,14,8,9,0.69,0.42,15.0,25.0,10.0,3.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,1,1,0.52,0.6,0.6666666666666666,0.38461538461538464,0.5,2,0.5,4,0.6,0.57
2.0,Arsenal,20,14,4,69,34,35,74,West Ham,14.0,22.02.2025,15:00,home,0,1,L,opponent,1.23,1.2,0.68,0.32,20,5,2,2,1.0,1.0,2,0,0.89,0.78,1.0,3.0,8,3,10,0,14.0,5.0,6.0,0.0,0.0,0.0,42.0,8.0,3,2,15,15,0.84,0.64,0.23,0.38,16,11,15,15,0.45,0.33,6.0,44.0,6.0,14.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,18,1,2,2,0.5,0.6,0.6153846153846154,0.38461538461538464,0.5,0,0.30000000000000004,-1,0.6,0.51
2.0,Arsenal,20,14,4,69,34,35,74,Manchester City,3.0,22.09.2024,16:30,away,2,2,D,draw,0.59,2.62,0.22,0.78,5,33,3,11,0.0,0.0,2,8,0.0,0.0,6.0,3.0,2,10,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,9,0.0,0.0,0.0,0.0,5,24,10,7,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12,0,0,0,0.48148148148148145,0.4,0.6153846153846154,0.35714285714285715,1.0,0,0.1,0,0.4,0.31000000000000005
2.0,Arsenal,20,14,4,69,34,35,74,Crystal Palace,12.0,23.04.2025,20:00,home,2,2,D,draw,1.22,1.75,0.68,0.32,12,15,6,4,4.0,4.0,3,6,0.93,0.82,1.0,1.0,4,6,2,5,9.0,11.0,3.0,4.0,0.0,0.0,22.0,25.0,1,1,6,4,0.77,0.71,0.31,0.37,9,16,4,6,0.71,0.56,21.0,18.0,8.0,7.0,2,4,1.77,1.75,1.0,0.0,0.44,0.52,0.76,1.44,18.0,35.0,2.0,0.0,1.0,0.0,1.75,1.77,-0.25,-0.23,1.0,0.0,0.0,0.0,0,6,1,0,0,0.4642857142857143,0.4,0.5714285714285714,0.35714285714285715,1.0,0,0.0,0,0.4,0.28
2.0,Arsenal,20,14,4,69,34,35,74,Nottingham,7.0,23.11.2024,15:00,home,3,0,W,team,1.4,0.4,0.66,0.34,19,7,7,0,1.0,0.0,8,1,0.91,0.81,3.0,2.0,7,5,5,2,14.0,5.0,5.0,2.0,0.0,0.0,47.0,13.0,4,2,11,10,0.81,0.65,0.18,0.41,15,11,10,11,0.88,0.63,14.0,24.0,4.0,11.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1,1,1,0.4827586206896552,0.4,0.6,0.35714285714285715,0.5,1,0.3,3,0.4,0.37000000000000005
2.0,Arsenal,20,14,4,69,34,35,74,Aston Villa,6.0,24.08.2024,17:30,away,2,0,W,team,1.34,1.96,0.61,0.39,9,11,4,3,0.0,0.0,1,4,0.0,0.0,3.0,1.0,4,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,9,16,0.0,0.0,0.0,0.0,14,11,15,8,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0.5,0.4,0.6,0.4,0.0,2,0.5,2,0.4,0.43
2.0,Arsenal,20,14,4,69,34,35,74,Wolves,16.0,25.01.2025,15:00,away,1,0,W,team,0.99,0.58,0.49,0.51,9,9,3,4,1.0,1.0,5,1,0.83,0.83,1.0,2.0,3,4,3,1,6.0,4.0,3.0,5.0,0.0,0.0,20.0,12.0,0,0,20,10,0.76,0.74,0.17,0.23,27,14,10,20,0.48,0.74,14.0,31.0,8.0,7.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,19,0,1,1,0.5161290322580645,0.6,0.6,0.4375,1.0,3,0.6,1,0.6,0.6
2.0,Arsenal,20,14,4,69,34,35,74,Southampton,20.0,25.05.2025,16:00,away,2,1,W,team,2.2,0.63,0.61,0.39,23,7,8,2,3.0,0.0,8,5,0.91,0.81,0.0,0.0,5,2,10,3,16.0,5.0,7.0,2.0,0.0,0.0,38.0,17.0,0,1,7,8,0.88,0.58,0.21,0.27,14,12,8,7,0.22,0.44,23.0,28.0,2.0,5.0,1,6,1.48,1.11,1.0,0.0,0.64,0.37,2.05,0.52,48.0,51.0,1.0,0.0,0.0,0.0,1.11,1.48,0.11,-0.52,0.0,1.0,0.0,0.0,0,16,0,1,1,0.53125,0.8,0.6,0.47058823529411764,1.0,4,0.6,1,0.8,0.7400000000000001
2.0,Arsenal,20,14,4,69,34,35,74,Nottingham,7.0,26.02.2025,19:30,away,0,0,D,draw,0.97,0.37,0.65,0.35,13,6,1,2,2.0,1.0,11,3,0.87,0.74,1.0,1.0,3,1,9,3,8.0,4.0,5.0,2.0,1.0,0.0,30.0,16.0,2,1,10,17,0.81,0.63,0.22,0.22,9,16,17,10,0.5,0.56,23.0,30.0,6.0,8.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0.5151515151515151,0.8,0.6,0.4444444444444444,1.0,0,0.30000000000000004,0,0.8,0.6500000000000001
2.0,Arsenal,20,14,4,69,34,35,74,Liverpool,1.0,27.10.2024,16:30,home,2,2,D,draw,1.03,0.85,0.45,0.55,9,9,3,4,0.0,0.0,1,3,0.8,0.83,2.0,2.0,4,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,14,14,0.0,0.0,0.0,0.0,15,20,14,14,0.0,0.0,0.0,0.0,10.0,6.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,0,0,0.5,0.6,0.5625,0.4444444444444444,0.0,0,0.1,0,0.6,0.44999999999999996
2.0,Arsenal,20,14,4,69,34,35,74,Ipswich,19.0,27.12.2024,20:15,home,1,0,W,team,1.94,0.16,0.68,0.32,13,3,5,0,3.0,0.0,5,1,0.9,0.81,1.0,1.0,3,0,5,3,9.0,0.0,4.0,3.0,0.0,0.0,40.0,5.0,1,2,12,7,0.83,0.79,0.28,0.13,16,10,7,12,0.55,0.56,14.0,29.0,6.0,14.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,1,1,0.5142857142857142,0.6,0.5882352941176471,0.4444444444444444,1.0,1,0.3,1,0.6,0.51
2.0,Arsenal,20,14,4,69,34,35,74,Leicester,18.0,28.09.2024,15:00,home,4,2,W,team,4.11,0.4,0.75,0.25,36,5,16,3,0.0,0.0,17,0,0.0,0.0,2.0,4.0,13,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,8,13,0.0,0.0,0.0,0.0,22,19,11,6,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,1,1,0.5277777777777778,0.6,0.6111111111111112,0.4444444444444444,1.0,2,0.5,2,0.6,0.57
