Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
1.0,Liverpool,3,0,0,8,4,4,9,Bournemouth,7.0,15.08.2025,20:00,home,4,2,W,team,2.21,1.7,0.61,0.39,19,10,10,3,3,3,6,7,0.82,0.7,1.0,2.0,3.05,0.82,7,4,2,3,15,8,4,2,0,0,36,28,0,0,2,2,10,6,0.57,0.34,0.68,0.52,0.29,0.25,1.07,0.65,27,17,7,10,0.81,0.6,63,52,41,45,4,11,0,0,1,0,1,6,0.82,3.05,-1.18,-0.95,0.0,0.0,0.0,0.0,11,2,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,2,1.0,0.73
1.0,Liverpool,3,0,0,8,4,4,9,Newcastle,17.0,25.08.2025,20:00,away,3,2,W,team,0.69,0.98,0.62,0.38,5,10,4,3,2,4,1,7,0.83,0.69,3.0,2.0,2.26,1.87,0,4,1,3,3,8,2,2,0,0,17,27,0,0,0,0,16,15,0.31,0.24,0.7,0.5,0.22,0.24,0.52,0.88,19,22,15,17,0.62,0.42,51,51,43,21,0,8,1,1,1,0,1,1,1.87,2.26,-0.13,-0.74,0.0,1.0,0.0,1.0,11,14,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
1.0,Liverpool,3,0,0,8,4,4,9,Arsenal,3.0,31.08.2025,16:30,home,1,0,W,team,0.53,0.49,0.53,0.47,9,11,3,1,0,0,3,8,0.85,0.82,2.0,2.0,0.27,0.56,2,3,4,7,4,8,5,3,0,0,16,29,0,0,1,0,10,7,0.45,0.5,0.67,0.62,0.14,0.18,0.22,0.44,19,16,7,10,0.82,0.43,38,32,29,19,7,9,0,1,0,0,1,2,0.56,0.27,0.56,-0.73,0.0,0.0,0.0,0.0,11,0,1,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,1,1.0,0.8799999999999999
17.0,Newcastle,0,2,1,2,3,-1,2,Aston Villa,19.0,16.08.2025,12:30,away,0,0,D,draw,1.44,0.2,0.6,0.4,16,3,3,3,2,1,6,3,0.83,0.73,1.0,1.0,0.64,0.2,6,0,7,0,9,3,7,0,0,0,33,14,1,0,1,2,13,11,0.49,0.29,0.76,0.55,0.23,0.27,0.88,0.24,9,18,11,13,0.8,0.45,43,40,22,20,12,10,0,0,0,0,3,3,0.2,0.64,0.2,0.64,0.0,1.0,0.0,0.0,14,1,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
17.0,Newcastle,0,2,1,2,3,-1,2,Liverpool,1.0,25.08.2025,20:00,home,2,3,L,opponent,0.98,0.69,0.38,0.62,10,5,3,4,4,2,7,1,0.69,0.83,2.0,3.0,1.87,2.26,4,0,3,1,8,3,2,2,0,0,27,17,0,0,0,0,15,16,0.24,0.31,0.5,0.7,0.24,0.22,0.88,0.52,22,19,17,15,0.42,0.62,51,51,21,43,8,0,1,1,0,1,1,1,2.26,1.87,-0.74,-0.13,1.0,0.0,1.0,0.0,14,11,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
17.0,Newcastle,0,2,1,2,3,-1,2,Leeds,12.0,30.08.2025,17:30,away,0,0,D,draw,0.46,0.69,0.57,0.43,8,10,2,1,0,1,5,5,0.85,0.79,1.0,1.0,0.13,0.09,3,6,3,3,4,4,4,6,0,0,13,19,0,0,0,1,10,15,0.47,0.28,0.74,0.66,0.1,0.24,0.32,0.34,24,15,15,10,0.4,0.78,37,47,6,18,8,13,1,0,0,0,1,2,0.09,0.13,0.09,0.13,0.0,0.0,0.0,0.0,14,10,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
6.0,Sunderland,2,0,1,5,3,2,6,West Ham,16.0,16.08.2025,15:00,home,3,0,W,team,0.68,0.56,0.37,0.63,10,12,5,4,2,0,5,7,0.77,0.85,0.0,1.0,1.76,0.37,4,2,1,6,9,7,1,5,0,0,15,28,0,0,0,0,10,8,0.33,0.44,0.65,0.73,0.29,0.19,0.32,0.54,17,20,8,10,0.36,0.58,42,46,32,16,9,4,1,0,0,0,4,2,0.37,1.76,0.37,-1.24,0.0,0.0,2.0,0.0,16,18,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,3,1.0,0.73
6.0,Sunderland,2,0,1,5,3,2,6,Burnley,14.0,23.08.2025,15:00,away,0,2,L,opponent,0.78,1.0,0.58,0.42,9,7,1,2,2,2,3,4,0.86,0.81,1.0,0.0,0.7,1.58,3,4,5,1,6,4,3,3,0,1,17,17,1,1,2,0,9,5,0.36,0.26,0.77,0.69,0.21,0.27,0.61,0.49,19,11,5,9,0.44,0.5,48,45,27,29,7,7,0,0,0,0,0,1,1.58,0.7,-0.42,0.7,0.0,0.0,0.0,0.0,16,5,0,2,2,0.5,0.5,1.0,0.0,0.5,0,0.1,-2,0.5,0.38
6.0,Sunderland,2,0,1,5,3,2,6,Brentford,15.0,30.08.2025,15:00,home,2,1,W,team,1.54,1.19,0.54,0.46,12,7,3,4,2,2,3,4,0.81,0.8,3.0,2.0,1.08,1.45,6,2,3,1,9,5,3,2,0,0,16,14,0,1,1,3,10,10,0.45,0.37,0.61,0.59,0.17,0.38,0.41,0.81,22,16,11,12,0.5,0.78,65,49,34,34,7,4,0,0,0,0,3,1,1.45,1.08,0.45,-0.92,0.0,0.0,1.0,1.0,16,3,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,1,0.4,1,0.6666666666666666,0.5866666666666667
4.0,Tottenham,2,0,1,5,1,4,6,Burnley,14.0,16.08.2025,15:00,home,3,0,W,team,2.32,0.93,0.67,0.33,16,14,6,4,2,1,6,5,0.88,0.74,0.0,0.0,2.6,1.07,9,7,1,3,12,7,4,7,0,0,26,25,1,1,0,4,7,14,0.48,0.4,0.79,0.66,0.3,0.21,1.28,0.98,17,15,14,8,0.75,0.33,47,45,26,25,1,7,1,0,0,0,4,3,1.07,2.6,1.07,-0.4,0.0,0.0,0.0,0.0,17,5,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,3,1.0,0.73
4.0,Tottenham,2,0,1,5,1,4,6,Manchester City,0.0,23.08.2025,12:30,away,2,0,W,team,1.11,1.55,0.39,0.61,12,10,5,4,3,2,2,7,0.78,0.87,4.0,1.0,2.08,0.64,5,3,2,3,10,6,2,4,0,0,26,34,0,1,1,0,7,12,0.34,0.38,0.62,0.77,0.36,0.26,0.45,1.56,21,23,12,7,0.67,0.5,47,51,25,23,7,6,1,1,0,1,4,3,0.64,2.08,0.64,0.08,0.0,0.0,0.0,0.0,17,12,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
4.0,Tottenham,2,0,1,5,1,4,6,Bournemouth,7.0,30.08.2025,15:00,home,0,1,L,opponent,0.19,1.59,0.61,0.39,5,20,1,6,0,3,0,8,0.83,0.7,2.0,4.0,0.22,1.48,3,9,1,5,3,15,2,5,0,1,18,29,1,1,2,3,13,17,0.37,0.33,0.56,0.56,0.25,0.28,0.27,0.8,25,15,17,13,0.5,0.46,56,69,33,31,4,9,1,0,0,0,5,1,1.48,0.22,0.48,0.22,0.0,0.0,0.0,0.0,17,2,1,2,2,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
16.0,West Ham,1,0,2,4,8,-4,3,Sunderland,6.0,16.08.2025,15:00,away,0,3,L,opponent,0.56,0.68,0.63,0.37,12,10,4,5,0,2,7,5,0.85,0.77,1.0,0.0,0.37,1.76,2,4,6,1,7,9,5,1,0,0,28,15,0,0,0,0,8,10,0.44,0.33,0.73,0.65,0.19,0.29,0.54,0.32,20,17,10,8,0.58,0.36,46,42,16,32,4,9,0,1,0,0,2,4,1.76,0.37,-1.24,0.37,0.0,0.0,0.0,2.0,18,16,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-3,0.0,0.0
16.0,West Ham,1,0,2,4,8,-4,3,Chelsea,2.0,22.08.2025,20:00,home,1,5,L,opponent,0.73,2.74,0.41,0.59,12,12,4,7,1,7,7,5,0.86,0.88,0.0,1.0,0.32,5.13,5,4,3,1,9,10,3,2,0,0,19,26,0,1,4,2,9,7,0.43,0.4,0.77,0.67,0.44,0.2,0.66,1.47,25,14,7,10,0.55,0.68,39,45,29,17,7,4,1,0,1,0,2,3,5.13,0.32,0.13,-0.68,0.0,0.0,0.0,1.0,18,6,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-4,0.0,0.0
16.0,West Ham,1,0,2,4,8,-4,3,Nottingham,0.0,31.08.2025,14:00,away,3,0,W,team,2.42,0.73,0.42,0.58,12,11,8,3,4,1,7,9,0.82,0.87,0.0,0.0,3.29,0.29,4,3,0,5,10,9,2,2,0,0,18,29,0,0,0,0,13,6,0.3,0.38,0.65,0.77,0.39,0.11,0.47,0.76,12,17,6,14,0.56,0.74,47,43,32,16,6,6,0,0,0,0,3,5,0.29,3.29,0.29,0.29,0.0,0.0,1.0,0.0,18,15,0,1,1,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,1,0.3,3,0.3333333333333333,0.3233333333333333
20.0,Wolves,0,0,3,2,8,-6,0,Manchester City,0.0,16.08.2025,17:30,home,0,4,L,opponent,0.56,2.46,0.42,0.58,9,15,3,4,0,3,4,5,0.83,0.91,1.0,2.0,0.74,2.27,3,7,3,4,6,8,3,7,0,0,19,28,1,1,4,0,7,13,0.5,0.43,0.66,0.84,0.2,0.3,0.32,1.46,24,17,13,7,0.68,0.61,42,55,20,22,6,7,0,2,1,0,0,3,2.27,0.74,-1.73,0.74,0.0,0.0,0.0,0.0,19,12,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-4,0.0,0.0
20.0,Wolves,0,0,3,2,8,-6,0,Bournemouth,7.0,23.08.2025,15:00,away,0,1,L,opponent,0.47,1.29,0.41,0.59,6,14,1,4,0,3,3,8,0.73,0.87,4.0,2.0,0.24,0.93,3,5,2,5,3,8,3,6,0,1,14,30,0,1,2,2,13,16,0.49,0.45,0.59,0.78,0.29,0.15,0.37,1.13,18,24,16,13,0.67,0.75,64,45,30,32,9,6,0,0,1,0,3,1,0.93,0.24,-0.07,0.24,1.0,0.0,0.0,0.0,19,2,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
20.0,Wolves,0,0,3,2,8,-6,0,Everton,5.0,30.08.2025,15:00,home,2,3,L,opponent,1.11,1.93,0.58,0.42,12,10,4,4,2,3,2,2,0.8,0.74,0.0,1.0,1.15,2.58,3,2,5,4,6,7,6,3,0,0,22,23,0,4,2,1,9,15,0.36,0.36,0.58,0.64,0.5,0.15,0.48,1.44,30,23,15,10,0.57,0.69,47,63,19,28,10,16,2,1,0,1,1,2,2.58,1.15,-0.42,-0.85,0.0,0.0,0.0,1.0,19,8,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
