Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
7.0,Groningen,3,0,2,10,9,1,9,Heerenveen,17.0,16.08.2025,20:00,home,2,1,W,team,0.8,2.16,0.54,0.46,8,16,5,5,1,3,3,8,0.74,0.69,4.0,2.0,1.17,1.6,3,7,0,4,5,13,3,3,0,1,22,25,1,0,1,2,15,8,0.41,0.44,0.53,0.58,0.25,0.21,0.83,0.79,27,28,9,15,0.73,0.58,61,69,23,31,8,4,2,2,0,1,4,3,1.6,1.17,0.6,-0.83,0.0,0.0,0.0,0.0,6,7,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,2,0.5,1,0.6666666666666666,0.6166666666666666
7.0,Groningen,3,0,2,10,9,1,9,PSV,2.0,23.08.2025,17:45,away,2,4,L,opponent,1.32,2.48,0.34,0.66,17,23,6,7,1,4,4,6,0.74,0.87,2.0,0.0,1.75,2.74,4,7,7,9,11,17,6,6,0,1,26,37,0,1,1,0,11,11,0.43,0.51,0.5,0.76,0.42,0.4,0.75,1.29,22,24,11,11,0.56,0.56,53,64,24,19,5,8,0,3,0,1,3,4,2.74,1.75,-1.26,-0.25,0.0,0.0,0.0,0.0,6,11,0,2,2,0.5,0.5,1.0,0.3333333333333333,0.5,0,0.30000000000000004,-2,0.5,0.44000000000000006
7.0,Groningen,3,0,2,10,9,1,9,Heracles,18.0,29.08.2025,19:00,home,4,0,W,team,1.79,0.46,0.5,0.5,17,8,5,0,2,0,6,3,0.78,0.72,2.0,1.0,2.58,0.0,4,7,8,1,11,4,6,4,2,0,28,11,0,0,2,0,9,12,0.36,0.41,0.69,0.49,0.17,0.29,1.17,0.55,17,24,13,12,0.69,0.63,49,68,29,33,7,5,1,1,0,0,0,1,0.0,2.58,0.0,-1.43,0.0,0.0,0.0,0.0,6,8,1,1,1,0.6,0.6,1.0,0.3333333333333333,0.5,1,0.4,4,0.6,0.54
17.0,Heerenveen,0,2,3,5,8,-3,2,FC Volendam,12.0,09.08.2025,19:00,home,1,1,D,draw,1.16,0.47,0.58,0.42,18,5,6,3,1,2,9,2,0.85,0.79,1.0,1.0,0.93,0.45,6,2,6,0,11,2,7,3,2,1,39,12,0,1,2,2,9,7,0.57,0.46,0.79,0.62,0.2,0.07,1.73,0.35,16,21,8,9,0.69,0.63,40,33,19,38,2,11,1,0,0,0,2,5,0.45,0.93,-0.55,-0.07,0.0,0.0,0.0,0.0,7,3,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
17.0,Heerenveen,0,2,3,5,8,-3,2,Feyenoord,1.0,13.09.2025,20:00,away,0,1,L,opponent,1.17,0.9,0.53,0.47,11,10,1,5,1,3,3,6,0.74,0.81,2.0,2.0,0.32,1.86,4,4,6,1,7,8,4,1,0,0,29,27,0,0,1,4,9,11,0.38,0.49,0.63,0.66,0.13,0.16,1.18,0.65,23,18,11,10,0.88,0.71,36,60,23,43,8,11,0,1,0,0,4,1,1.86,0.32,0.86,0.32,1.0,1.0,0.0,0.0,7,4,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
17.0,Heerenveen,0,2,3,5,8,-3,2,Groningen,7.0,16.08.2025,20:00,away,1,2,L,opponent,2.16,0.8,0.46,0.54,16,8,5,5,3,1,8,3,0.69,0.74,2.0,4.0,1.6,1.17,7,3,4,0,13,5,3,3,1,0,25,22,0,1,2,1,8,15,0.44,0.41,0.58,0.53,0.21,0.25,0.79,0.83,28,27,15,9,0.58,0.73,69,61,31,23,4,8,2,2,1,0,3,4,1.17,1.6,-0.83,0.6,0.0,0.0,0.0,0.0,7,6,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
17.0,Heerenveen,0,2,3,5,8,-3,2,Twente,13.0,24.08.2025,11:15,home,1,2,L,opponent,2.39,2.02,0.55,0.45,18,9,3,5,5,3,7,4,0.82,0.75,3.0,3.0,1.44,1.49,6,3,9,1,11,5,7,4,0,0,32,19,0,1,3,1,19,10,0.56,0.38,0.69,0.59,0.32,0.0,2.61,0.84,16,21,10,19,0.92,0.65,63,56,20,29,11,9,1,0,0,0,3,2,1.49,1.44,-0.51,0.44,1.0,0.0,1.0,0.0,7,15,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
17.0,Heerenveen,0,2,3,5,8,-3,2,G.A. Eagles,11.0,30.08.2025,17:45,home,2,2,D,draw,2.73,1.19,0.56,0.44,19,11,5,5,4,2,3,7,0.82,0.78,3.0,1.0,2.79,1.69,6,2,8,4,11,9,8,2,0,1,40,24,0,1,0,0,11,9,0.39,0.43,0.74,0.65,0.12,0.17,1.87,0.61,21,27,9,12,0.73,0.42,57,47,35,32,4,6,0,0,0,0,3,3,1.69,2.79,-0.31,0.79,0.0,0.0,0.0,0.0,7,5,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
18.0,Heracles,0,0,5,2,16,-14,0,Utrecht,6.0,10.08.2025,15:45,away,0,4,L,opponent,0.87,2.35,0.52,0.48,10,18,3,7,1,4,4,4,0.8,0.79,2.0,1.0,1.2,2.82,6,5,1,6,6,16,4,2,1,0,13,27,1,2,0,0,10,15,0.49,0.52,0.64,0.64,0.25,0.36,0.65,1.55,21,23,16,10,0.55,0.5,48,58,27,26,3,6,0,1,1,0,3,3,2.82,1.2,-1.18,1.2,0.0,0.0,0.0,2.0,8,16,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-4,0.0,0.0
18.0,Heracles,0,0,5,2,16,-14,0,AZ Alkmaar,4.0,14.09.2025,13:30,home,1,2,L,opponent,1.36,2.6,0.52,0.48,19,25,6,8,1,5,6,9,0.83,0.85,1.0,5.0,1.51,1.99,10,9,3,8,8,13,11,12,1,0,18,25,0,0,0,1,11,11,0.41,0.51,0.7,0.8,0.17,0.28,0.59,1.21,16,10,11,11,0.53,0.58,55,53,15,41,4,4,0,1,0,0,6,5,1.99,1.51,-0.01,0.51,0.0,0.0,1.0,0.0,8,0,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
18.0,Heracles,0,0,5,2,16,-14,0,Nijmegen,5.0,16.08.2025,19:00,home,1,4,L,opponent,1.33,3.05,0.18,0.82,13,24,6,11,2,9,3,7,0.59,0.9,2.0,2.0,1.92,5.11,6,5,1,8,7,17,6,7,0,0,16,60,1,0,1,4,11,8,0.45,0.61,0.46,0.89,0.44,0.22,1.0,3.7,9,16,9,11,0.75,0.58,45,46,40,26,6,1,0,0,0,1,7,5,5.11,1.92,1.11,0.92,1.0,0.0,0.0,1.0,8,10,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
18.0,Heracles,0,0,5,2,16,-14,0,Ajax,3.0,24.08.2025,15:45,away,0,2,L,opponent,0.16,2.66,0.34,0.66,4,27,0,10,0,3,1,10,0.76,0.9,2.0,0.0,0.0,2.79,2,6,2,11,3,23,1,4,0,0,9,55,0,0,1,4,7,15,0.38,0.51,0.51,0.85,0.17,0.32,0.22,3.52,16,19,15,10,0.62,0.58,29,47,22,20,8,10,1,0,1,0,8,0,2.79,0.0,0.79,0.0,0.0,0.0,0.0,0.0,8,1,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Heracles,0,0,5,2,16,-14,0,Groningen,7.0,29.08.2025,19:00,away,0,4,L,opponent,0.46,1.79,0.5,0.5,8,17,0,5,0,2,3,6,0.72,0.78,1.0,2.0,0.0,2.58,7,4,1,8,4,11,4,6,0,2,11,28,0,0,0,2,12,9,0.41,0.36,0.49,0.69,0.29,0.17,0.55,1.17,24,17,12,13,0.63,0.69,68,49,33,29,5,7,1,1,0,0,1,0,2.58,0.0,-1.43,0.0,0.0,0.0,0.0,0.0,8,6,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-4,0.0,0.0
15.0,NAC Breda,1,1,3,4,9,-5,4,Feyenoord,1.0,09.08.2025,17:45,away,0,2,L,opponent,0.25,2.44,0.4,0.6,7,20,0,4,0,3,4,3,0.77,0.84,1.0,1.0,0.0,1.44,3,9,4,7,1,12,6,8,0,0,5,35,0,1,0,1,9,13,0.43,0.43,0.56,0.69,0.08,0.15,0.2,1.51,21,25,13,10,0.61,0.64,52,58,42,21,8,7,1,0,0,0,2,0,1.44,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,9,4,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
15.0,NAC Breda,1,1,3,4,9,-5,4,Twente,13.0,13.09.2025,20:00,away,2,2,D,draw,0.62,2.21,0.4,0.6,10,15,4,6,1,5,3,4,0.65,0.77,1.0,2.0,1.01,2.04,3,6,3,3,6,9,4,6,0,1,15,32,0,0,3,0,15,16,0.37,0.49,0.47,0.66,0.3,0.19,0.71,2.19,29,25,17,15,0.85,0.58,57,76,46,28,10,6,0,0,0,1,4,2,2.04,1.01,0.04,-0.99,0.0,0.0,0.0,0.0,9,15,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
15.0,NAC Breda,1,1,3,4,9,-5,4,Sittard,9.0,17.08.2025,19:00,home,2,1,W,team,1.89,0.75,0.38,0.62,14,10,6,4,2,1,4,5,0.8,0.84,2.0,3.0,1.85,1.22,6,2,2,4,9,6,5,4,1,0,22,23,0,0,2,0,15,8,0.44,0.33,0.7,0.69,0.44,0.13,1.56,0.83,17,21,8,15,0.69,0.71,48,41,40,13,10,5,0,1,0,0,3,4,1.22,1.85,0.22,-0.15,0.0,0.0,0.0,1.0,9,12,1,1,1,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
15.0,NAC Breda,1,1,3,4,9,-5,4,Nijmegen,5.0,24.08.2025,13:30,away,0,3,L,opponent,0.45,4.2,0.49,0.51,7,18,2,10,0,9,1,3,0.76,0.79,4.0,2.0,0.09,2.94,4,6,1,2,4,13,3,5,0,0,18,36,0,1,3,0,15,18,0.58,0.36,0.64,0.66,0.1,0.42,0.55,4.57,19,17,18,16,0.53,0.53,51,59,25,16,6,7,1,0,0,0,7,2,2.94,0.09,-0.06,0.09,0.0,0.0,0.0,0.0,9,10,0,2,2,0.25,0.25,1.0,0.0,0.5,0,0.2,-3,0.25,0.235
15.0,NAC Breda,1,1,3,4,9,-5,4,AZ Alkmaar,4.0,31.08.2025,15:45,home,0,1,L,opponent,1.96,2.82,0.38,0.62,11,25,6,8,2,5,1,7,0.76,0.87,0.0,5.0,1.68,1.56,2,10,3,7,9,15,2,10,0,1,24,47,0,0,1,3,11,8,0.42,0.56,0.69,0.83,0.27,0.29,0.69,2.2,16,12,8,13,0.59,0.64,50,41,31,30,5,4,1,0,0,0,7,6,1.56,1.68,0.56,1.68,1.0,0.0,0.0,0.0,9,0,1,2,2,0.2,0.2,0.5,0.0,0.5,0,0.1,-1,0.2,0.17
5.0,Nijmegen,3,0,2,17,9,8,9,Excelsior,16.0,09.08.2025,15:30,home,5,0,W,team,2.49,1.03,0.62,0.38,16,9,10,6,3,2,7,2,0.8,0.71,1.0,1.0,4.49,1.23,5,1,1,2,12,8,4,1,1,0,32,17,2,0,2,0,14,12,0.4,0.49,0.66,0.55,0.08,0.31,2.0,0.93,28,22,14,14,0.68,0.63,63,54,19,21,4,11,0,0,0,0,6,5,1.23,4.49,1.23,-0.51,0.0,0.0,1.0,0.0,10,2,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,5,1.0,0.73
5.0,Nijmegen,3,0,2,17,9,8,9,PSV,2.0,13.09.2025,17:45,home,3,5,L,opponent,2.01,2.23,0.57,0.43,20,18,7,11,2,7,8,4,0.73,0.71,2.0,4.0,1.84,5.21,7,4,6,3,10,13,10,5,1,0,31,34,0,1,4,1,18,7,0.36,0.36,0.61,0.61,0.09,0.6,0.52,1.41,23,13,8,18,0.6,0.65,56,66,11,35,5,5,1,2,0,0,6,4,5.21,1.84,0.21,-1.16,0.0,0.0,0.0,2.0,10,11,1,2,2,0.5,0.5,0.5,0.5,0.5,0,0.1,-2,0.5,0.38
5.0,Nijmegen,3,0,2,17,9,8,9,Heracles,18.0,16.08.2025,19:00,away,4,1,W,team,3.05,1.33,0.82,0.18,24,13,11,6,9,2,7,3,0.9,0.59,2.0,2.0,5.11,1.92,5,6,8,1,17,7,7,6,0,0,60,16,0,1,4,1,8,11,0.61,0.45,0.89,0.46,0.22,0.44,3.7,1.0,16,9,11,9,0.58,0.75,46,45,26,40,1,6,0,0,1,0,5,7,1.92,5.11,0.92,1.11,0.0,1.0,1.0,0.0,10,8,0,1,1,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1,0.4,3,0.6666666666666666,0.5866666666666667
5.0,Nijmegen,3,0,2,17,9,8,9,NAC Breda,15.0,24.08.2025,13:30,home,3,0,W,team,4.2,0.45,0.51,0.49,18,7,10,2,9,0,3,1,0.79,0.76,2.0,4.0,2.94,0.09,6,4,2,1,13,4,5,3,0,0,36,18,1,0,0,3,18,15,0.36,0.58,0.66,0.64,0.42,0.1,4.57,0.55,17,19,16,18,0.53,0.53,59,51,16,25,7,6,0,1,0,0,2,7,0.09,2.94,0.09,-0.06,0.0,0.0,0.0,0.0,10,9,1,1,1,0.75,0.75,0.6666666666666666,1.0,0.5,2,0.5,3,0.75,0.675
5.0,Nijmegen,3,0,2,17,9,8,9,Sittard,9.0,31.08.2025,11:15,away,2,3,L,opponent,1.9,1.33,0.62,0.38,14,10,5,5,4,2,4,3,0.79,0.62,1.0,4.0,2.3,2.1,3,3,6,2,10,7,4,3,0,0,42,17,2,0,1,3,16,6,0.34,0.33,0.7,0.54,0.12,0.4,2.58,0.49,28,15,8,16,0.67,0.74,63,50,25,56,7,11,1,1,0,0,2,3,2.1,2.3,-0.9,0.3,0.0,0.0,0.0,0.0,10,12,0,2,2,0.6,0.6,0.6666666666666666,0.5,0.5,0,0.30000000000000004,-1,0.6,0.51
2.0,PSV,4,0,1,17,8,9,12,Sparta Rotterdam,8.0,09.08.2025,20:00,home,6,1,W,team,1.73,1.21,0.66,0.34,23,8,12,4,3,1,8,5,0.88,0.79,1.0,1.0,2.79,1.37,6,3,5,1,13,5,10,3,0,0,45,13,0,1,2,0,2,8,0.71,0.54,0.81,0.65,0.35,0.07,2.77,0.86,13,7,8,2,0.69,0.6,39,39,17,27,12,11,1,0,1,2,3,6,1.37,2.79,0.37,-3.21,0.0,0.0,2.0,0.0,11,13,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,5,1.0,0.73
2.0,PSV,4,0,1,17,8,9,12,Nijmegen,5.0,13.09.2025,17:45,away,5,3,W,team,2.23,2.01,0.43,0.57,18,20,11,7,7,2,4,8,0.71,0.73,4.0,2.0,5.21,1.84,4,7,3,6,13,10,5,10,0,1,34,31,1,0,1,4,7,18,0.36,0.36,0.61,0.61,0.6,0.09,1.41,0.52,13,23,18,8,0.65,0.6,66,56,35,11,5,5,2,1,0,0,4,6,1.84,5.21,-1.16,0.21,0.0,0.0,2.0,0.0,11,10,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
2.0,PSV,4,0,1,17,8,9,12,Twente,13.0,17.08.2025,13:30,away,2,0,W,team,1.72,0.91,0.5,0.5,15,19,4,4,3,0,6,8,0.82,0.75,2.0,1.0,0.88,0.71,7,6,4,9,10,13,5,6,2,0,24,30,0,0,3,1,9,12,0.55,0.36,0.71,0.64,0.23,0.14,1.72,0.59,24,22,12,10,0.8,0.76,62,51,51,14,12,8,1,1,0,0,4,2,0.71,0.88,0.71,-0.12,0.0,0.0,0.0,0.0,11,15,0,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,2,1.0,0.8799999999999999
2.0,PSV,4,0,1,17,8,9,12,Groningen,7.0,23.08.2025,17:45,home,4,2,W,team,2.48,1.32,0.66,0.34,23,17,7,6,4,1,6,4,0.87,0.74,0.0,2.0,2.74,1.75,7,4,9,7,17,11,6,6,1,0,37,26,1,0,0,1,11,11,0.51,0.43,0.76,0.5,0.4,0.42,1.29,0.75,24,22,11,11,0.56,0.56,64,53,19,24,8,5,3,0,1,0,4,3,1.75,2.74,-0.25,-1.26,0.0,0.0,0.0,0.0,11,6,1,1,1,1.0,1.0,1.0,1.0,0.5,4,0.6,2,1.0,0.8799999999999999
2.0,PSV,4,0,1,17,8,9,12,Telstar,14.0,30.08.2025,19:00,home,0,2,L,opponent,1.73,1.47,0.71,0.29,23,9,5,4,4,2,10,3,0.89,0.76,1.0,1.0,1.66,1.82,9,4,9,1,14,7,9,2,0,0,52,16,0,0,1,3,11,10,0.61,0.41,0.86,0.62,0.2,0.36,2.1,0.63,23,13,10,11,0.46,0.52,47,47,8,51,2,6,0,0,0,0,2,5,1.82,1.66,-0.18,1.66,0.0,0.0,0.0,0.0,11,14,1,2,2,0.8,0.8,0.6666666666666666,1.0,0.5,0,0.30000000000000004,-2,0.8,0.6500000000000001
9.0,Sittard,2,1,1,9,7,2,7,G.A. Eagles,11.0,08.08.2025,19:00,home,2,2,D,draw,2.34,1.17,0.67,0.33,36,6,8,2,1,2,8,5,0.88,0.74,2.0,2.0,2.2,1.04,13,2,15,2,23,6,13,0,0,0,43,17,0,0,0,1,9,9,0.44,0.27,0.86,0.48,0.31,0.33,1.76,0.68,15,14,10,9,0.53,0.63,46,34,20,43,6,6,0,0,1,0,0,6,1.04,2.2,0.04,0.2,0.0,1.0,0.0,0.0,12,5,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
9.0,Sittard,2,1,1,9,7,2,7,Telstar,14.0,14.09.2025,15:45,away,3,1,W,team,1.14,1.97,0.44,0.56,9,18,6,7,3,4,1,10,0.78,0.82,0.0,1.0,1.72,1.81,1,5,2,6,8,13,1,5,0,0,20,29,0,0,1,2,14,15,0.38,0.49,0.55,0.73,0.22,0.29,1.26,1.3,11,22,17,14,0.67,0.92,46,61,33,6,7,4,0,0,0,1,6,3,1.81,1.72,0.81,-1.28,0.0,0.0,1.0,0.0,12,14,0,1,1,0.5,0.5,0.0,1.0,0.5,1,0.2,2,0.5,0.41000000000000003
9.0,Sittard,2,1,1,9,7,2,7,NAC Breda,15.0,17.08.2025,19:00,away,1,2,L,opponent,0.75,1.89,0.62,0.38,10,14,4,6,1,2,5,4,0.84,0.8,3.0,2.0,1.22,1.85,2,6,4,2,6,9,4,5,0,1,23,22,0,0,0,2,8,15,0.33,0.44,0.69,0.7,0.13,0.44,0.83,1.56,21,17,15,8,0.71,0.69,41,48,13,40,5,10,1,0,0,0,4,3,1.85,1.22,-0.15,0.22,0.0,0.0,1.0,0.0,12,9,0,2,2,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0,0.2,-1,0.3333333333333333,0.29333333333333333
9.0,Sittard,2,1,1,9,7,2,7,Nijmegen,5.0,31.08.2025,11:15,home,3,2,W,team,1.33,1.9,0.38,0.62,10,14,5,5,2,4,3,4,0.62,0.79,4.0,1.0,2.1,2.3,3,3,2,6,7,10,3,4,0,0,17,42,0,2,3,1,6,16,0.33,0.34,0.54,0.7,0.4,0.12,0.49,2.58,15,28,16,8,0.74,0.67,50,63,56,25,11,7,1,1,0,0,3,2,2.3,2.1,0.3,-0.9,0.0,0.0,0.0,0.0,12,10,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.4,1,0.5,0.47
8.0,Sparta Rotterdam,3,0,2,7,11,-4,9,PSV,2.0,09.08.2025,20:00,away,1,6,L,opponent,1.21,1.73,0.34,0.66,8,23,4,12,1,3,5,8,0.79,0.88,1.0,1.0,1.37,2.79,3,6,1,5,5,13,3,10,0,0,13,45,1,0,0,2,8,2,0.54,0.71,0.65,0.81,0.07,0.35,0.86,2.77,7,13,2,8,0.6,0.69,39,39,27,17,11,12,0,1,2,1,6,3,2.79,1.37,-3.21,0.37,0.0,0.0,0.0,2.0,13,11,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-5,0.0,0.0
8.0,Sparta Rotterdam,3,0,2,7,11,-4,9,Excelsior,16.0,14.09.2025,11:15,away,1,0,W,team,1.65,1.56,0.47,0.53,19,17,7,4,2,3,2,7,0.77,0.79,1.0,4.0,2.16,0.49,5,4,7,9,12,12,7,5,0,1,30,33,0,1,1,1,10,8,0.42,0.44,0.61,0.66,0.36,0.17,1.13,1.23,13,18,8,11,0.57,0.6,60,44,49,23,6,8,1,0,0,0,4,6,0.49,2.16,0.49,1.16,0.0,1.0,0.0,0.0,13,2,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0.2,1,0.5,0.41000000000000003
8.0,Sparta Rotterdam,3,0,2,7,11,-4,9,Utrecht,6.0,17.08.2025,13:30,home,2,1,W,team,1.35,1.27,0.45,0.55,15,20,5,5,1,1,5,6,0.78,0.86,1.0,3.0,1.89,1.55,3,7,7,8,9,11,6,9,0,0,23,27,3,0,0,4,9,9,0.43,0.6,0.55,0.81,0.14,0.31,0.97,1.29,17,24,9,11,0.5,0.43,54,47,42,21,11,10,1,0,0,0,4,3,1.55,1.89,0.55,-0.11,0.0,0.0,0.0,1.0,13,16,1,1,1,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,2,0.5,1,0.6666666666666666,0.6166666666666666
8.0,Sparta Rotterdam,3,0,2,7,11,-4,9,G.A. Eagles,11.0,23.08.2025,15:30,away,3,0,W,team,1.71,2.6,0.32,0.68,13,19,5,6,3,4,1,12,0.76,0.88,2.0,0.0,1.8,1.35,6,10,2,3,10,14,3,5,0,0,21,35,1,0,1,3,6,7,0.43,0.51,0.66,0.78,0.14,0.21,1.21,1.9,5,14,8,6,0.69,0.8,47,28,45,11,6,7,0,0,0,0,6,2,1.35,1.8,1.35,-1.2,0.0,0.0,0.0,0.0,13,5,0,1,1,0.75,0.75,1.0,0.6666666666666666,0.5,3,0.6,3,0.75,0.705
8.0,Sparta Rotterdam,3,0,2,7,11,-4,9,Feyenoord,1.0,31.08.2025,13:30,home,0,4,L,opponent,0.55,2.52,0.38,0.62,7,24,2,11,0,3,1,9,0.73,0.87,1.0,2.0,0.41,4.02,3,7,2,6,4,16,3,8,0,1,16,72,0,1,2,2,9,5,0.55,0.68,0.55,0.77,0.11,0.17,1.13,3.45,12,15,5,9,0.47,0.55,40,52,31,26,8,5,1,0,0,0,7,2,4.02,0.41,0.02,0.41,1.0,0.0,0.0,0.0,13,4,1,2,2,0.6,0.6,0.5,0.6666666666666666,0.5,0,0.30000000000000004,-4,0.6,0.51
14.0,Telstar,1,1,3,5,9,-4,4,Ajax,3.0,10.08.2025,13:30,away,0,2,L,opponent,1.26,1.67,0.38,0.62,18,15,5,7,4,5,10,8,0.84,0.9,0.0,0.0,1.31,2.21,6,4,7,4,11,10,7,5,1,1,23,41,1,1,2,1,9,11,0.63,0.71,0.74,0.82,0.31,0.22,0.96,1.99,9,16,12,9,0.57,0.52,32,46,19,21,8,9,2,0,2,0,5,5,2.21,1.31,0.21,1.31,0.0,0.0,0.0,1.0,14,1,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
14.0,Telstar,1,1,3,5,9,-4,4,Sittard,9.0,14.09.2025,15:45,home,1,3,L,opponent,1.97,1.14,0.56,0.44,18,9,7,6,4,3,10,1,0.82,0.78,1.0,0.0,1.81,1.72,5,1,6,2,13,8,5,1,0,0,29,20,0,0,2,1,15,14,0.49,0.38,0.73,0.55,0.29,0.22,1.3,1.26,22,11,14,17,0.92,0.67,61,46,6,33,4,7,0,0,1,0,3,6,1.72,1.81,-1.28,0.81,0.0,0.0,0.0,1.0,14,12,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
14.0,Telstar,1,1,3,5,9,-4,4,Zwolle,10.0,15.08.2025,19:00,home,0,2,L,opponent,0.85,2.36,0.52,0.48,11,10,5,3,2,3,7,0,0.82,0.83,3.0,3.0,0.63,2.27,3,4,3,3,7,5,4,5,0,0,24,18,0,2,0,3,10,13,0.56,0.55,0.59,0.59,0.22,0.0,1.48,1.62,30,14,13,10,0.67,0.55,39,50,10,39,7,13,1,0,1,0,1,5,2.27,0.63,0.27,0.63,0.0,0.0,0.0,0.0,14,17,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
14.0,Telstar,1,1,3,5,9,-4,4,FC Volendam,12.0,23.08.2025,20:00,home,2,2,D,draw,1.83,0.47,0.48,0.52,18,10,9,6,5,1,4,6,0.79,0.78,3.0,0.0,2.23,2.14,6,1,3,3,14,6,4,4,1,0,37,24,1,0,3,0,11,8,0.52,0.4,0.76,0.57,0.17,0.19,0.93,0.52,17,24,10,11,0.62,0.67,47,50,39,30,7,7,0,0,0,0,4,7,2.14,2.23,0.14,0.23,0.0,0.0,0.0,0.0,14,3,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
