Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
4.0,Braga,19,9,6,55,30,25,66,Boavista,18.0,18.08.2024,20:30,away,1,0,W,team,1.07,0.56,0.68,0.32,12.0,7.0,3.0,1.0,8.0,3.0,0.0,0.0,1.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,14.0,10.0,29.0,6.0,9.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,1,1,0.4090909090909091,0.2,0.3,0.5,0.5,1,0.3,1,0.2,0.23
4.0,Braga,19,9,6,55,30,25,66,Estrela,15.0,19.01.2025,18:00,away,1,0,W,team,1.23,0.28,0.75,0.25,13.0,7.0,5.0,3.0,8.0,1.0,0.86,0.7,1.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,21.0,9.0,24.0,16.0,9.0,21.0,7.0,8.0,3.0,4.0,6.0,0.0,9.0,2.0,4.0,5.0,1.0,0.0,1.0,0.0,21.0,12.0,0.65,0.5,0.16,0.18,0.75,0.63,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,1,1,0.43478260869565216,0.4,0.3,0.5384615384615384,0.0,2,0.5,1,0.4,0.43
4.0,Braga,19,9,6,55,30,25,66,Estoril,8.0,19.04.2025,18:00,away,2,0,W,team,0.74,0.37,0.61,0.39,5.0,6.0,3.0,3.0,2.0,1.0,0.83,0.78,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,15.0,27.0,28.0,15.0,11.0,11.0,8.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,15.0,4.0,0.63,0.51,0.11,0.2,0.5,0.72,25.0,19.0,0.0,0.0,0.69,0.16,2.0,2.0,0.41,0.36,0.59,0.48,56.0,56.0,0.0,0.0,0.0,1.0,0.16,0.69,0.16,-1.31,4,6,0,1,1,0.4583333333333333,0.6,0.3,0.5714285714285714,0.0,3,0.6,2,0.6,0.6
4.0,Braga,19,9,6,55,30,25,66,Nacional,14.0,20.09.2024,20:15,away,3,0,W,team,2.5,1.16,0.54,0.46,16.0,12.0,6.0,2.0,6.0,6.0,0.0,0.0,3.0,3.0,6.0,5.0,4.0,5.0,0.0,3.0,17.0,19.0,21.0,22.0,17.0,12.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,1,1,0.48,0.8,0.3,0.6,0.5,4,0.6,3,0.8,0.7400000000000001
4.0,Braga,19,9,6,55,30,25,66,Nacional,14.0,21.02.2025,20:15,home,1,0,W,team,1.39,0.31,0.55,0.45,20.0,8.0,7.0,3.0,7.0,6.0,0.83,0.77,1.0,2.0,8.0,4.0,5.0,1.0,0.0,3.0,14.0,14.0,21.0,24.0,14.0,14.0,10.0,16.0,3.0,6.0,3.0,0.0,17.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,34.0,13.0,0.75,0.54,0.32,0.14,0.53,0.69,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,1,1,1,0.5,1.0,0.36363636363636365,0.6,1.0,5,0.6,1,1.0,0.8799999999999999
4.0,Braga,19,9,6,55,30,25,66,Santa Clara,5.0,22.12.2024,17:00,away,2,0,W,team,1.58,1.41,0.71,0.29,12.0,12.0,5.0,6.0,2.0,2.0,0.85,0.66,5.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,14.0,15.0,16.0,29.0,15.0,14.0,4.0,8.0,6.0,3.0,2.0,2.0,8.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,20.0,12.0,0.74,0.37,0.14,0.44,0.75,0.17,21.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,0,1,1,0.5185185185185185,1.0,0.36363636363636365,0.625,0.0,6,0.6,2,1.0,0.8799999999999999
4.0,Braga,19,9,6,55,30,25,66,Famalicao,7.0,25.04.2025,20:30,away,1,1,D,draw,0.85,2.03,0.56,0.44,13.0,9.0,3.0,4.0,9.0,6.0,0.82,0.76,4.0,1.0,4.0,4.0,6.0,1.0,4.0,0.0,16.0,15.0,22.0,21.0,15.0,16.0,12.0,8.0,3.0,2.0,2.0,2.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,18.0,16.0,0.66,0.61,0.15,0.11,0.6,0.73,19.0,28.0,0.0,0.0,0.37,1.18,0.0,2.0,0.46,0.42,0.47,0.78,47.0,53.0,0.0,0.0,0.0,1.0,1.18,0.37,0.2,0.37,4,9,0,0,0,0.5,0.8,0.36363636363636365,0.5882352941176471,0.0,0,0.30000000000000004,0,0.8,0.6500000000000001
4.0,Braga,19,9,6,55,30,25,66,Moreirense,10.0,25.08.2024,20:30,home,3,1,W,team,1.68,1.59,0.63,0.37,18.0,12.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,4.0,4.0,3.0,5.0,2.0,10.0,20.0,26.0,12.0,13.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,1,1,1,0.5172413793103449,0.8,0.4166666666666667,0.5882352941176471,1.0,1,0.4,2,0.8,0.68
4.0,Braga,19,9,6,55,30,25,66,Boavista,18.0,26.01.2025,20:30,home,3,0,W,team,2.64,0.44,0.68,0.32,15.0,9.0,5.0,3.0,11.0,3.0,0.89,0.76,2.0,0.0,6.0,4.0,4.0,2.0,3.0,2.0,7.0,12.0,25.0,17.0,12.0,7.0,3.0,3.0,3.0,2.0,4.0,1.0,10.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,25.0,10.0,0.82,0.54,0.2,0.4,0.64,0.7,15.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,1,1,0.5333333333333333,0.8,0.46153846153846156,0.5882352941176471,1.0,2,0.5,3,0.8,0.7100000000000001
4.0,Braga,19,9,6,55,30,25,66,SC Farense,17.0,27.10.2024,15:30,home,2,0,W,team,3.35,0.2,0.72,0.28,18.0,4.0,6.0,2.0,10.0,3.0,0.86,0.71,1.0,2.0,7.0,1.0,5.0,1.0,2.0,2.0,12.0,12.0,21.0,24.0,12.0,12.0,8.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,1,1,1,0.5483870967741935,0.8,0.5,0.5882352941176471,1.0,3,0.6,2,0.8,0.7400000000000001
4.0,Braga,19,9,6,55,30,25,66,Arouca,12.0,29.03.2025,20:30,home,2,1,W,team,0.69,0.63,0.55,0.45,14.0,8.0,5.0,1.0,7.0,1.0,0.82,0.81,2.0,2.0,4.0,4.0,5.0,3.0,0.0,3.0,9.0,12.0,25.0,18.0,12.0,9.0,11.0,13.0,0.0,3.0,1.0,1.0,8.0,5.0,6.0,3.0,0.0,1.0,1.0,0.0,22.0,17.0,0.64,0.53,0.33,0.31,0.7,0.7,23.0,20.0,0.0,0.0,1.67,0.67,0.0,0.0,0.57,0.51,0.74,0.45,52.0,42.0,0.0,0.0,0.0,1.0,0.67,1.67,-0.33,-0.33,4,1,1,1,1,0.5625,0.8,0.5333333333333333,0.5882352941176471,1.0,4,0.6,1,0.8,0.7400000000000001
4.0,Braga,19,9,6,55,30,25,66,Rio Ave,11.0,29.09.2024,20:30,home,4,0,W,team,3.02,0.89,0.55,0.45,18.0,13.0,8.0,4.0,4.0,5.0,0.0,0.0,0.0,2.0,9.0,5.0,1.0,4.0,6.0,8.0,21.0,21.0,18.0,16.0,13.0,11.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,1,1,1,0.5757575757575758,1.0,0.5625,0.5882352941176471,0.0,5,0.6,4,1.0,0.8799999999999999
4.0,Braga,19,9,6,55,30,25,66,Casa Pia,9.0,29.12.2024,18:00,home,1,2,L,opponent,1.13,1.11,0.6,0.4,16.0,8.0,6.0,4.0,10.0,2.0,0.86,0.8,2.0,3.0,6.0,3.0,4.0,1.0,4.0,2.0,14.0,9.0,25.0,13.0,9.0,14.0,6.0,8.0,2.0,5.0,1.0,2.0,7.0,6.0,9.0,2.0,0.0,0.0,1.0,0.0,25.0,20.0,0.71,0.66,0.21,0.17,0.58,0.38,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,1,2,2,0.5588235294117647,0.8,0.5294117647058824,0.5882352941176471,0.0,0,0.30000000000000004,-1,0.8,0.6500000000000001
9.0,Casa Pia,12,9,13,39,44,-5,45,Santa Clara,5.0,01.02.2025,15:30,away,1,2,L,opponent,0.25,1.87,0.46,0.54,5.0,16.0,2.0,6.0,2.0,5.0,0.73,0.79,2.0,3.0,1.0,6.0,2.0,4.0,0.0,1.0,10.0,10.0,23.0,24.0,10.0,10.0,10.0,5.0,4.0,1.0,1.0,4.0,1.0,10.0,4.0,6.0,0.0,0.0,0.0,1.0,4.0,24.0,0.47,0.62,0.0,0.31,0.82,0.33,17.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Vitoria Guimaraes,6.0,01.03.2025,20:30,away,0,1,L,opponent,0.46,1.69,0.36,0.64,10.0,18.0,2.0,6.0,2.0,7.0,0.7,0.86,6.0,4.0,5.0,8.0,3.0,4.0,0.0,6.0,9.0,18.0,13.0,22.0,18.0,9.0,12.0,7.0,5.0,2.0,1.0,3.0,7.0,9.0,3.0,9.0,0.0,0.0,0.0,1.0,15.0,27.0,0.54,0.78,0.18,0.34,0.73,0.55,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Rio Ave,11.0,02.11.2024,15:30,away,2,2,D,draw,1.33,1.05,0.53,0.47,10.0,13.0,2.0,5.0,2.0,3.0,0.78,0.76,3.0,3.0,5.0,3.0,3.0,5.0,1.0,4.0,14.0,19.0,21.0,23.0,19.0,14.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,FC Porto,3.0,02.12.2024,20:45,away,0,2,L,opponent,0.46,1.83,0.36,0.64,10.0,17.0,3.0,9.0,6.0,8.0,0.76,0.84,0.0,3.0,3.0,5.0,4.0,3.0,0.0,2.0,14.0,13.0,11.0,24.0,13.0,14.0,11.0,9.0,7.0,3.0,0.0,5.0,5.0,9.0,5.0,8.0,1.0,1.0,0.0,0.0,16.0,26.0,0.65,0.67,0.29,0.36,0.71,0.79,35.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Arouca,12.0,04.05.2025,18:00,away,0,0,D,draw,0.15,1.07,0.36,0.64,4.0,15.0,1.0,3.0,0.0,5.0,0.71,0.81,6.0,2.0,2.0,9.0,1.0,3.0,0.0,2.0,14.0,14.0,19.0,21.0,14.0,14.0,12.0,12.0,3.0,1.0,1.0,2.0,2.0,8.0,2.0,7.0,1.0,0.0,0.0,0.0,9.0,14.0,0.53,0.68,0.09,0.22,0.57,0.8,27.0,14.0,2.0,1.0,0.0,0.86,0.0,0.0,0.35,0.27,0.26,0.68,39.0,38.0,1.0,0.0,0.0,0.0,0.86,0.0,0.86,0.0,5,1,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Famalicao,7.0,05.01.2025,18:00,home,1,1,D,draw,0.69,1.28,0.54,0.46,6.0,19.0,3.0,14.0,5.0,7.0,0.8,0.76,3.0,3.0,2.0,3.0,1.0,2.0,5.0,2.0,6.0,11.0,33.0,27.0,11.0,6.0,8.0,9.0,13.0,2.0,2.0,3.0,3.0,13.0,3.0,6.0,1.0,0.0,1.0,0.0,19.0,25.0,0.6,0.65,0.18,0.5,0.61,0.78,21.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Sporting CP,1.0,05.10.2024,20:30,away,0,2,L,opponent,0.27,3.01,0.23,0.77,6.0,23.0,3.0,6.0,3.0,5.0,0.0,0.0,2.0,1.0,3.0,10.0,0.0,7.0,2.0,2.0,13.0,16.0,7.0,23.0,12.0,9.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,SC Farense,17.0,07.04.2025,18:45,away,0,0,D,draw,0.03,0.82,0.5,0.5,2.0,11.0,0.0,5.0,3.0,13.0,0.77,0.74,2.0,4.0,2.0,3.0,0.0,3.0,2.0,1.0,18.0,21.0,16.0,19.0,21.0,18.0,2.0,11.0,5.0,0.0,0.0,1.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,7.0,25.0,0.62,0.56,0.0,0.11,0.73,0.9,45.0,29.0,0.0,0.0,0.0,0.87,0.0,0.0,0.38,0.5,0.22,0.6,65.0,71.0,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.0,5,14,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,AFS,16.0,08.12.2024,18:00,home,1,1,D,draw,1.32,0.98,0.46,0.54,11.0,7.0,5.0,3.0,6.0,3.0,0.77,0.8,0.0,4.0,3.0,3.0,3.0,1.0,0.0,3.0,14.0,13.0,21.0,22.0,13.0,14.0,5.0,5.0,2.0,4.0,0.0,1.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,23.0,13.0,0.68,0.64,0.28,0.08,0.71,0.91,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
9.0,Casa Pia,12,9,13,39,44,-5,45,Estrela,15.0,09.02.2025,20:30,home,1,0,W,team,1.46,0.25,0.57,0.43,15.0,13.0,4.0,3.0,5.0,2.0,0.76,0.69,4.0,4.0,8.0,6.0,3.0,4.0,1.0,0.0,16.0,17.0,14.0,22.0,17.0,16.0,9.0,6.0,3.0,3.0,1.0,0.0,9.0,5.0,6.0,8.0,0.0,1.0,0.0,0.0,32.0,13.0,0.62,0.53,0.38,0.23,0.65,0.67,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,1,1,1,0.1,0.2,0.3333333333333333,0.0,0.5,1,0.3,1,0.2,0.23
9.0,Casa Pia,12,9,13,39,44,-5,45,Sporting CP,1.0,09.03.2025,18:00,home,1,3,L,opponent,0.45,2.32,0.52,0.48,10.0,17.0,3.0,6.0,4.0,4.0,0.8,0.84,4.0,3.0,5.0,5.0,2.0,6.0,2.0,0.0,10.0,9.0,22.0,29.0,9.0,10.0,11.0,6.0,3.0,2.0,1.0,2.0,4.0,14.0,6.0,3.0,0.0,0.0,0.0,1.0,14.0,28.0,0.63,0.79,0.25,0.38,0.79,0.67,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16,1,2,2,0.09090909090909091,0.2,0.25,0.0,0.0,0,0.2,-2,0.2,0.2
9.0,Casa Pia,12,9,13,39,44,-5,45,SC Farense,17.0,09.11.2024,15:30,home,1,1,D,draw,1.15,1.01,0.64,0.36,13.0,8.0,2.0,3.0,4.0,2.0,0.84,0.75,4.0,3.0,6.0,2.0,5.0,3.0,1.0,0.0,16.0,13.0,26.0,17.0,13.0,16.0,3.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,1,0,0,0.08333333333333333,0.2,0.2,0.0,0.0,0,0.1,0,0.2,0.17
9.0,Casa Pia,12,9,13,39,44,-5,45,Braga,4.0,10.05.2025,20:30,home,2,1,W,team,0.75,1.62,0.41,0.59,5.0,21.0,3.0,6.0,2.0,7.0,0.75,0.84,0.0,0.0,2.0,10.0,0.0,5.0,2.0,3.0,13.0,19.0,23.0,20.0,19.0,13.0,16.0,12.0,5.0,1.0,3.0,1.0,4.0,11.0,1.0,10.0,0.0,1.0,1.0,0.0,8.0,34.0,0.57,0.74,0.45,0.16,0.91,0.5,27.0,21.0,0.0,0.0,0.75,1.24,0.0,0.0,0.4,0.6,0.57,0.67,50.0,54.0,0.0,0.0,0.0,0.0,1.24,0.75,0.24,-1.25,5,4,1,1,1,0.15384615384615385,0.4,0.3333333333333333,0.0,0.5,1,0.3,1,0.4,0.37000000000000005
9.0,Casa Pia,12,9,13,39,44,-5,45,Boavista,18.0,10.08.2024,18:00,home,0,1,L,opponent,1.22,1.12,0.61,0.39,15.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,10.0,2.0,1.0,1.0,3.0,1.0,8.0,14.0,30.0,20.0,12.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,2,2,0.14285714285714285,0.4,0.2857142857142857,0.0,0.5,0,0.2,-1,0.4,0.34
9.0,Casa Pia,12,9,13,39,44,-5,45,FC Porto,3.0,12.04.2025,20:30,home,0,1,L,opponent,0.62,0.81,0.47,0.53,5.0,10.0,2.0,3.0,4.0,3.0,0.84,0.87,2.0,2.0,3.0,4.0,0.0,3.0,2.0,1.0,16.0,12.0,8.0,20.0,12.0,16.0,10.0,3.0,2.0,2.0,1.0,1.0,2.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,22.0,0.62,0.74,0.29,0.38,0.73,0.5,19.0,18.0,0.0,0.0,0.41,1.08,1.0,0.0,0.62,0.49,0.36,0.56,48.0,39.0,1.0,0.0,0.0,0.0,1.08,0.41,0.08,0.41,5,8,1,2,2,0.13333333333333333,0.2,0.25,0.0,0.0,0,0.1,-1,0.2,0.17
9.0,Casa Pia,12,9,13,39,44,-5,45,Moreirense,10.0,14.09.2024,15:30,home,3,1,W,team,1.67,0.83,0.42,0.58,16.0,12.0,4.0,2.0,4.0,5.0,0.0,0.0,5.0,2.0,6.0,6.0,6.0,4.0,0.0,2.0,13.0,26.0,18.0,20.0,23.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,1,1,0.1875,0.4,0.3333333333333333,0.0,0.5,1,0.3,2,0.4,0.37000000000000005
9.0,Casa Pia,12,9,13,39,44,-5,45,Moreirense,10.0,15.02.2025,15:30,away,2,3,L,opponent,1.05,2.05,0.57,0.43,15.0,10.0,4.0,5.0,5.0,4.0,0.76,0.74,1.0,3.0,7.0,1.0,4.0,4.0,0.0,2.0,17.0,16.0,31.0,16.0,16.0,17.0,14.0,15.0,2.0,2.0,2.0,3.0,10.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,27.0,10.0,0.6,0.59,0.29,0.08,0.69,0.53,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,0,2,2,0.17647058823529413,0.4,0.3333333333333333,0.0,1.0,0,0.2,-1,0.4,0.34
9.0,Casa Pia,12,9,13,39,44,-5,45,Estoril,8.0,15.12.2024,20:30,away,2,0,W,team,1.63,0.91,0.46,0.54,10.0,14.0,4.0,5.0,4.0,5.0,0.72,0.79,3.0,4.0,5.0,6.0,1.0,3.0,2.0,1.0,14.0,16.0,33.0,21.0,16.0,14.0,10.0,11.0,5.0,2.0,3.0,1.0,6.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,17.0,15.0,0.48,0.63,0.13,0.2,0.6,0.79,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,0,1,1,0.2222222222222222,0.4,0.3333333333333333,0.1111111111111111,0.5,1,0.4,2,0.4,0.4
9.0,Casa Pia,12,9,13,39,44,-5,45,Nacional,14.0,16.03.2025,15:30,away,1,3,L,opponent,1.04,0.86,0.55,0.45,10.0,14.0,3.0,6.0,5.0,2.0,0.79,0.74,1.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,11.0,13.0,19.0,25.0,13.0,11.0,4.0,6.0,3.0,2.0,1.0,2.0,7.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,19.0,18.0,0.58,0.4,0.15,0.13,0.63,0.75,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,0,2,2,0.21052631578947367,0.4,0.3333333333333333,0.1,0.5,0,0.2,-2,0.4,0.34
