Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
16.0,AFS,5,12,17,25,60,-35,27,Vitoria Guimaraes,6.0,01.02.2025,20:30,away,0,2,L,opponent,0.21,1.27,0.27,0.73,4.0,14.0,1.0,8.0,2.0,8.0,0.65,0.87,5.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,14.0,20.0,21.0,24.0,20.0,14.0,10.0,7.0,6.0,1.0,0.0,1.0,2.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,4.0,21.0,0.36,0.79,0.25,0.14,0.86,0.58,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Vizela,0.0,01.06.2025,19:45,away,2,2,D,draw,1.78,2.02,0.26,0.74,10.0,20.0,5.0,5.0,3.0,11.0,0.65,0.89,4.0,2.0,1.0,7.0,4.0,8.0,0.0,2.0,12.0,13.0,14.0,18.0,13.0,12.0,4.0,1.0,3.0,3.0,3.0,5.0,8.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0,17.0,32.0,0.59,0.77,0.5,0.24,0.62,0.5,44.0,12.0,0.0,0.0,1.66,2.24,3.0,1.0,0.41,0.7,1.28,1.47,44.0,51.0,0.0,0.0,0.0,1.0,2.24,1.66,1.24,-0.34,0,18,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Braga,4.0,01.12.2024,20:30,home,0,1,L,opponent,0.89,3.55,0.31,0.69,6.0,20.0,1.0,8.0,2.0,9.0,0.71,0.86,3.0,1.0,3.0,4.0,2.0,8.0,3.0,2.0,16.0,12.0,14.0,22.0,12.0,16.0,7.0,6.0,7.0,1.0,3.0,5.0,4.0,15.0,2.0,5.0,1.0,0.0,0.0,0.0,6.0,30.0,0.41,0.69,0.3,0.2,0.69,0.42,31.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,SC Farense,17.0,02.03.2025,18:00,away,1,0,W,team,1.09,1.07,0.56,0.44,6.0,17.0,3.0,4.0,1.0,6.0,0.77,0.71,2.0,2.0,2.0,9.0,1.0,4.0,0.0,0.0,24.0,12.0,38.0,33.0,12.0,24.0,10.0,13.0,4.0,2.0,2.0,3.0,5.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,12.0,22.0,0.59,0.63,0.27,0.36,0.76,0.73,44.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,1,1,0.25,0.25,0.0,0.3333333333333333,0.5,1,0.3,1,0.25,0.265
16.0,AFS,5,12,17,25,60,-35,27,Famalicao,7.0,03.11.2024,15:30,home,2,3,L,opponent,1.6,1.9,0.46,0.54,13.0,18.0,6.0,6.0,4.0,0.0,0.79,0.82,4.0,1.0,6.0,10.0,1.0,2.0,0.0,3.0,11.0,18.0,24.0,26.0,18.0,11.0,8.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,2,2,0.2,0.2,0.0,0.3333333333333333,0.5,0,0.2,-1,0.2,0.2
16.0,AFS,5,12,17,25,60,-35,27,Moreirense,10.0,04.01.2025,15:30,away,1,1,D,draw,1.02,1.34,0.46,0.54,17.0,11.0,2.0,5.0,9.0,3.0,0.76,0.84,5.0,3.0,7.0,3.0,8.0,3.0,0.0,3.0,13.0,18.0,27.0,16.0,18.0,13.0,6.0,7.0,4.0,1.0,1.0,4.0,9.0,6.0,8.0,5.0,0.0,0.0,1.0,0.0,24.0,16.0,0.65,0.7,0.21,0.2,0.64,0.45,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,0,0.16666666666666666,0.2,0.0,0.25,0.5,0,0.1,0,0.2,0.17
16.0,AFS,5,12,17,25,60,-35,27,Estoril,8.0,04.04.2025,20:15,home,0,3,L,opponent,0.55,2.42,0.45,0.55,9.0,14.0,2.0,8.0,4.0,3.0,0.76,0.8,3.0,1.0,5.0,4.0,2.0,2.0,5.0,1.0,18.0,13.0,25.0,25.0,13.0,18.0,13.0,14.0,5.0,2.0,0.0,3.0,6.0,11.0,3.0,3.0,2.0,0.0,0.0,0.0,8.0,28.0,0.5,0.65,0.2,0.55,0.64,0.8,24.0,21.0,0.0,0.0,0.54,3.98,0.0,1.0,0.26,0.48,0.36,2.1,46.0,49.0,0.0,0.0,1.0,0.0,3.98,0.54,0.98,0.54,0,6,1,2,2,0.14285714285714285,0.2,0.0,0.25,0.5,0,0.0,-3,0.2,0.14
16.0,AFS,5,12,17,25,60,-35,27,Boavista,18.0,05.05.2025,20:15,home,1,2,L,opponent,1.22,0.82,0.45,0.55,13.0,14.0,5.0,3.0,4.0,5.0,0.77,0.78,4.0,2.0,6.0,4.0,2.0,7.0,2.0,1.0,12.0,21.0,22.0,19.0,21.0,12.0,10.0,3.0,1.0,4.0,4.0,1.0,10.0,8.0,3.0,5.0,0.0,1.0,1.0,0.0,20.0,20.0,0.67,0.59,0.28,0.29,0.8,0.45,40.0,24.0,0.0,0.0,1.39,0.71,0.0,1.0,0.38,0.45,1.02,1.08,44.0,51.0,0.0,0.0,0.0,0.0,0.71,1.39,-1.29,0.39,0,3,1,2,2,0.125,0.2,0.0,0.25,0.5,0,0.0,-1,0.2,0.14
16.0,AFS,5,12,17,25,60,-35,27,Arouca,12.0,05.10.2024,18:00,away,1,1,D,draw,1.77,1.23,0.41,0.59,16.0,10.0,2.0,2.0,7.0,5.0,0.0,0.0,2.0,3.0,12.0,8.0,2.0,0.0,2.0,2.0,10.0,18.0,28.0,31.0,12.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.1111111111111111,0.0,0.0,0.2,0.5,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Santa Clara,5.0,08.02.2025,15:30,home,1,2,L,opponent,0.75,1.29,0.63,0.37,9.0,8.0,3.0,4.0,2.0,3.0,0.83,0.77,2.0,1.0,5.0,2.0,1.0,2.0,0.0,3.0,15.0,11.0,32.0,19.0,11.0,15.0,7.0,15.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,13.0,14.0,0.73,0.59,0.11,0.08,0.54,0.52,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1,2,2,0.1,0.0,0.0,0.2,0.5,0,0.0,-1,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Arouca,12.0,08.03.2025,15:30,home,0,1,L,opponent,0.83,2.35,0.43,0.57,9.0,20.0,1.0,8.0,1.0,7.0,0.75,0.81,1.0,1.0,6.0,8.0,2.0,4.0,0.0,1.0,17.0,15.0,27.0,32.0,15.0,17.0,22.0,13.0,7.0,1.0,1.0,6.0,6.0,13.0,3.0,6.0,0.0,1.0,0.0,0.0,16.0,25.0,0.62,0.63,0.14,0.18,0.58,0.63,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,2,2,0.09090909090909091,0.0,0.0,0.2,0.0,0,0.0,-1,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Casa Pia,9.0,08.12.2024,18:00,away,1,1,D,draw,0.98,1.32,0.54,0.46,7.0,11.0,3.0,5.0,3.0,6.0,0.8,0.77,4.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,13.0,14.0,22.0,21.0,14.0,13.0,5.0,5.0,4.0,2.0,1.0,0.0,3.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,13.0,23.0,0.64,0.68,0.08,0.28,0.91,0.71,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.5,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Estoril,8.0,09.11.2024,15:30,away,0,0,D,draw,1.11,0.29,0.4,0.6,11.0,9.0,2.0,2.0,6.0,10.0,0.78,0.84,0.0,2.0,6.0,3.0,3.0,4.0,6.0,2.0,13.0,14.0,23.0,26.0,14.0,13.0,6.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0.07692307692307693,0.0,0.0,0.14285714285714285,0.0,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Nacional,14.0,10.08.2024,15:30,home,1,1,D,draw,0.87,0.93,0.48,0.52,17.0,6.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,12.0,4.0,2.0,0.0,0.0,1.0,14.0,6.0,18.0,19.0,8.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,0,0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.5,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Estrela,15.0,11.05.2025,15:30,away,1,0,W,team,1.41,0.89,0.51,0.49,18.0,11.0,2.0,3.0,6.0,1.0,0.67,0.64,3.0,0.0,9.0,5.0,7.0,3.0,1.0,1.0,9.0,11.0,31.0,17.0,11.0,9.0,11.0,6.0,3.0,1.0,4.0,2.0,13.0,7.0,5.0,4.0,0.0,0.0,1.0,0.0,25.0,22.0,0.56,0.5,0.38,0.31,0.69,0.72,25.0,51.0,0.0,0.0,1.23,0.46,0.0,0.0,0.39,0.3,1.51,0.66,62.0,65.0,0.0,0.0,0.0,0.0,0.46,1.23,0.46,0.45,0,7,0,1,1,0.13333333333333333,0.2,0.0,0.25,0.5,1,0.3,1,0.2,0.23
16.0,AFS,5,12,17,25,60,-35,27,Braga,4.0,13.04.2025,18:00,away,1,4,L,opponent,0.52,2.11,0.36,0.64,4.0,18.0,2.0,8.0,3.0,7.0,0.76,0.87,2.0,2.0,1.0,6.0,1.0,4.0,2.0,1.0,13.0,8.0,21.0,22.0,8.0,13.0,8.0,6.0,4.0,1.0,1.0,5.0,3.0,14.0,1.0,4.0,0.0,0.0,0.0,2.0,10.0,30.0,0.52,0.71,0.09,0.4,0.71,0.61,35.0,20.0,0.0,0.0,0.52,1.73,0.0,0.0,0.43,0.49,0.16,1.72,53.0,48.0,0.0,0.0,1.0,0.0,1.73,0.52,-2.27,-0.48,0,4,0,2,2,0.125,0.2,0.0,0.2222222222222222,0.0,0,0.2,-3,0.2,0.2
16.0,AFS,5,12,17,25,60,-35,27,Rio Ave,11.0,14.09.2024,18:00,home,1,0,W,team,0.41,0.82,0.39,0.61,11.0,17.0,3.0,3.0,4.0,11.0,0.0,0.0,4.0,2.0,5.0,6.0,3.0,8.0,3.0,3.0,17.0,20.0,25.0,18.0,13.0,12.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,1,1,1,0.17647058823529413,0.4,0.125,0.2222222222222222,0.5,1,0.4,1,0.4,0.4
16.0,AFS,5,12,17,25,60,-35,27,FC Porto,3.0,15.03.2025,18:00,away,0,2,L,opponent,0.98,1.47,0.32,0.68,8.0,20.0,2.0,10.0,3.0,4.0,0.76,0.91,4.0,3.0,5.0,7.0,1.0,3.0,0.0,1.0,19.0,8.0,17.0,20.0,8.0,19.0,5.0,10.0,8.0,2.0,3.0,6.0,7.0,14.0,1.0,6.0,0.0,1.0,0.0,0.0,10.0,41.0,0.65,0.8,0.23,0.36,0.53,0.55,17.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,2,2,0.16666666666666666,0.4,0.125,0.2,0.5,0,0.2,-2,0.4,0.34
16.0,AFS,5,12,17,25,60,-35,27,Benfica,2.0,15.12.2024,18:00,home,1,1,D,draw,0.77,0.73,0.41,0.59,18.0,13.0,7.0,4.0,0.0,3.0,0.8,0.86,2.0,2.0,9.0,6.0,2.0,3.0,0.0,3.0,13.0,8.0,23.0,30.0,8.0,13.0,16.0,6.0,3.0,6.0,2.0,0.0,9.0,6.0,9.0,7.0,1.0,0.0,1.0,0.0,23.0,23.0,0.63,0.74,0.33,0.25,0.58,0.63,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0.15789473684210525,0.4,0.1111111111111111,0.2,0.5,0,0.1,0,0.4,0.31000000000000005
16.0,AFS,5,12,17,25,60,-35,27,Rio Ave,11.0,16.02.2025,15:30,away,1,1,D,draw,0.68,1.77,0.4,0.6,11.0,16.0,3.0,3.0,4.0,2.0,0.72,0.82,1.0,6.0,7.0,5.0,1.0,8.0,1.0,1.0,14.0,19.0,28.0,29.0,19.0,14.0,7.0,7.0,2.0,2.0,1.0,1.0,7.0,13.0,4.0,3.0,0.0,0.0,0.0,1.0,25.0,36.0,0.53,0.75,0.13,0.28,0.62,0.61,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0.15,0.2,0.1111111111111111,0.18181818181818182,1.0,0,0.0,0,0.2,0.14
16.0,AFS,5,12,17,25,60,-35,27,Gil Vicente,13.0,16.08.2024,20:15,away,2,4,L,opponent,1.06,2.28,0.39,0.61,10.0,15.0,5.0,6.0,3.0,2.0,0.0,0.0,5.0,1.0,2.0,7.0,3.0,2.0,0.0,0.0,5.0,11.0,14.0,20.0,12.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,2,2,0.14285714285714285,0.2,0.1111111111111111,0.16666666666666666,0.5,0,0.0,-2,0.2,0.14
16.0,AFS,5,12,17,25,60,-35,27,Moreirense,10.0,17.05.2025,18:00,home,0,3,L,opponent,0.32,1.19,0.43,0.57,8.0,19.0,3.0,11.0,2.0,4.0,0.78,0.85,7.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,10.0,24.0,19.0,18.0,24.0,10.0,5.0,5.0,8.0,3.0,0.0,1.0,4.0,12.0,3.0,7.0,0.0,0.0,0.0,0.0,6.0,24.0,0.61,0.73,0.3,0.33,0.55,0.45,14.0,32.0,1.0,0.0,0.23,2.2,0.0,0.0,0.48,0.5,0.43,0.82,50.0,59.0,0.0,1.0,0.0,0.0,2.2,0.23,-0.8,0.23,0,11,1,2,2,0.13636363636363635,0.0,0.1,0.16666666666666666,0.0,0,0.0,-3,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Nacional,14.0,19.01.2025,15:30,away,1,3,L,opponent,1.55,1.9,0.51,0.49,13.0,17.0,3.0,7.0,6.0,4.0,0.78,0.78,4.0,2.0,9.0,6.0,1.0,4.0,0.0,1.0,12.0,14.0,18.0,25.0,14.0,12.0,10.0,4.0,4.0,2.0,2.0,3.0,7.0,13.0,6.0,4.0,1.0,3.0,1.0,0.0,17.0,24.0,0.63,0.65,0.25,0.43,0.43,0.67,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,2,2,0.13043478260869565,0.0,0.1,0.15384615384615385,0.0,0,0.0,-2,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Casa Pia,9.0,19.04.2025,15:30,home,1,1,D,draw,1.01,1.17,0.34,0.66,10.0,6.0,3.0,4.0,3.0,4.0,0.65,0.81,7.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,11.0,14.0,23.0,33.0,14.0,11.0,11.0,13.0,3.0,2.0,1.0,4.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.49,0.55,0.27,0.22,0.69,0.18,36.0,16.0,0.0,0.0,1.29,1.62,0.0,0.0,0.5,0.55,0.26,0.94,43.0,45.0,0.0,0.0,0.0,1.0,1.62,1.29,0.62,-0.04,0,5,1,0,0,0.125,0.0,0.09090909090909091,0.15384615384615385,0.0,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Boavista,18.0,21.12.2024,18:00,away,0,0,D,draw,1.07,0.86,0.56,0.44,7.0,15.0,1.0,4.0,1.0,5.0,0.82,0.75,2.0,1.0,4.0,8.0,2.0,3.0,2.0,2.0,9.0,14.0,27.0,32.0,14.0,9.0,7.0,12.0,4.0,1.0,2.0,2.0,4.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,14.0,12.0,0.66,0.5,0.33,0.05,0.61,0.56,47.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0.12,0.0,0.09090909090909091,0.14285714285714285,0.0,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Sporting CP,1.0,22.09.2024,20:30,away,0,3,L,opponent,0.02,1.41,0.33,0.67,3.0,22.0,0.0,9.0,1.0,9.0,0.0,0.0,3.0,0.0,2.0,8.0,1.0,5.0,1.0,1.0,12.0,14.0,10.0,22.0,12.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,2,2,0.11538461538461539,0.0,0.09090909090909091,0.13333333333333333,0.5,0,0.0,-3,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Sporting CP,1.0,23.02.2025,18:00,home,2,2,D,draw,1.13,1.24,0.43,0.57,11.0,9.0,4.0,3.0,4.0,5.0,0.85,0.88,5.0,5.0,2.0,4.0,5.0,2.0,2.0,0.0,13.0,22.0,19.0,21.0,22.0,13.0,6.0,5.0,1.0,2.0,1.0,4.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,13.0,21.0,0.69,0.75,0.13,0.4,0.58,0.78,16.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,1,0,0,0.1111111111111111,0.0,0.08333333333333333,0.13333333333333333,0.0,0,0.0,0,0.0,0.0
16.0,AFS,5,12,17,25,60,-35,27,Vizela,0.0,24.05.2025,19:45,home,3,0,W,team,2.21,0.56,0.32,0.68,12.0,15.0,5.0,3.0,3.0,7.0,0.68,0.86,2.0,4.0,4.0,10.0,3.0,2.0,0.0,3.0,14.0,13.0,23.0,21.0,13.0,14.0,13.0,4.0,3.0,2.0,4.0,0.0,10.0,10.0,2.0,5.0,0.0,1.0,0.0,0.0,15.0,19.0,0.57,0.73,0.29,0.19,0.81,0.6,32.0,15.0,0.0,0.0,1.86,0.45,0.0,0.0,0.38,0.62,0.49,0.74,51.0,46.0,0.0,0.0,0.0,0.0,0.45,1.86,0.45,-1.14,0,18,1,1,1,0.14285714285714285,0.2,0.15384615384615385,0.13333333333333333,0.0,1,0.3,3,0.2,0.23
16.0,AFS,5,12,17,25,60,-35,27,Vitoria Guimaraes,6.0,25.08.2024,20:30,home,1,0,W,team,0.74,1.15,0.37,0.63,11.0,15.0,2.0,5.0,3.0,6.0,0.0,0.0,4.0,3.0,8.0,8.0,1.0,2.0,6.0,3.0,18.0,22.0,19.0,34.0,16.0,14.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,1,1,1,0.1724137931034483,0.4,0.21428571428571427,0.13333333333333333,0.0,2,0.5,1,0.4,0.43
16.0,AFS,5,12,17,25,60,-35,27,Gil Vicente,13.0,27.01.2025,20:15,home,1,0,W,team,1.33,0.43,0.31,0.69,8.0,10.0,1.0,0.0,1.0,8.0,0.74,0.87,3.0,1.0,5.0,6.0,2.0,4.0,1.0,1.0,10.0,17.0,21.0,18.0,17.0,10.0,8.0,6.0,0.0,0.0,4.0,0.0,4.0,8.0,4.0,2.0,0.0,0.0,1.0,0.0,15.0,26.0,0.56,0.71,0.5,0.15,0.67,0.58,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,1,1,0.2,0.6,0.26666666666666666,0.13333333333333333,0.0,3,0.6,1,0.6,0.6
16.0,AFS,5,12,17,25,60,-35,27,Benfica,2.0,27.04.2025,18:00,away,0,6,L,opponent,0.54,3.57,0.43,0.57,10.0,23.0,3.0,11.0,4.0,10.0,0.79,0.88,3.0,1.0,6.0,8.0,1.0,4.0,1.0,6.0,11.0,12.0,15.0,15.0,12.0,11.0,8.0,7.0,5.0,3.0,2.0,6.0,4.0,13.0,6.0,10.0,0.0,0.0,0.0,1.0,13.0,38.0,0.6,0.8,0.23,0.37,0.74,0.44,26.0,16.0,0.0,0.0,0.77,3.68,0.0,3.0,0.48,0.56,0.28,3.16,45.0,42.0,1.0,0.0,0.0,0.0,3.68,0.77,-2.32,0.77,0,2,0,2,2,0.1935483870967742,0.6,0.26666666666666666,0.125,0.0,0,0.30000000000000004,-6,0.6,0.51
16.0,AFS,5,12,17,25,60,-35,27,FC Porto,3.0,28.10.2024,20:15,home,0,5,L,opponent,0.24,2.35,0.41,0.59,5.0,12.0,1.0,7.0,2.0,3.0,0.84,0.88,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,11.0,8.0,20.0,16.0,8.0,11.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,2,2,0.1875,0.6,0.25,0.125,0.0,0,0.1,-5,0.6,0.44999999999999996
