Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
6.0,Gent,11,12,7,41,33,8,45,Antwerp,5.0,11.05.2025,12:30,home,0,3,L,opponent,1.32,0.97,0.48,0.52,16,7,6,3,3.0,2.0,4,5,0.85,0.89,2.0,2.0,1.0,0.0,6,3,4.0,1.0,9.0,2.0,7.0,5.0,1.0,0.0,14.0,11.0,2,3,11.0,11.0,0.64,0.72,0.31,0.2,14,11,11,11,0.86,0.8,12.0,16.0,4.0,12.0,0,6,0.36,1.4,0.0,0.0,0.0,2.0,0.51,0.5,0.46,1.23,27.0,21.0,2.0,0.0,0.0,0.0,1.4,0.36,-1.6,0.36,8,1,1,2,2,0.2857142857142857,0.6,0.375,0.16666666666666666,0.5,0,0.30000000000000004,-3,0.6,0.51
6.0,Gent,11,12,7,41,33,8,45,Charleroi,10.0,11.08.2024,17:30,away,0,1,L,opponent,0.0,0.0,0.59,0.41,7,17,0,5,0.0,0.0,3,4,0.0,0.0,1.0,3.0,0.0,0.0,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,26,25,6,14,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0,2,2,0.26666666666666666,0.6,0.375,0.14285714285714285,0.5,0,0.1,-1,0.6,0.44999999999999996
6.0,Gent,11,12,7,41,33,8,45,Dender,12.0,12.01.2025,15:00,away,0,0,D,draw,1.13,0.52,0.48,0.52,8,11,1,3,1.0,0.0,1,5,0.76,0.76,2.0,3.0,0.0,0.0,5,5,2.0,3.0,5.0,6.0,3.0,5.0,1.0,0.0,24.0,15.0,0,1,9.0,9.0,0.67,0.67,0.23,0.09,26,17,9,9,0.84,0.7,17.0,10.0,15.0,13.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,0,0,0,0.25,0.4,0.375,0.125,0.0,0,0.0,0,0.4,0.28
6.0,Gent,11,12,7,41,33,8,45,Antwerp,5.0,13.04.2025,12:30,away,1,0,W,team,1.33,0.75,0.33,0.67,17,14,7,4,3.0,0.0,2,4,0.76,0.88,4.0,3.0,0.0,0.0,8,5,2.0,5.0,10.0,7.0,7.0,9.0,1.0,0.0,20.0,33.0,1,6,10.0,6.0,0.6,0.71,0.5,0.25,16,24,6,10,0.48,0.89,31.0,10.0,11.0,5.0,4,6,2.56,0.3,0.0,0.0,2.0,2.0,0.46,0.57,0.75,1.25,53.0,37.0,1.0,0.0,0.0,1.0,0.3,2.56,0.3,1.56,8,1,0,1,1,0.29411764705882354,0.4,0.375,0.2222222222222222,0.3333333333333333,1,0.3,1,0.4,0.37000000000000005
6.0,Gent,11,12,7,41,33,8,45,KV Mechelen,8.0,15.09.2024,18:15,home,2,0,W,team,0.0,0.0,0.48,0.52,22,12,7,7,0.0,0.0,7,4,0.0,0.0,2.0,4.0,0.0,1.0,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,17,10,10,11,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,1,1,1,0.3333333333333333,0.4,0.4444444444444444,0.2222222222222222,0.0,2,0.5,2,0.4,0.43
6.0,Gent,11,12,7,41,33,8,45,Cercle Brugge KSV,13.0,15.12.2024,18:15,home,1,1,D,draw,1.88,1.28,0.56,0.44,15,17,5,5,3.0,1.0,9,6,0.72,0.69,1.0,0.0,0.0,0.0,3,9,7.0,3.0,11.0,11.0,4.0,6.0,0.0,0.0,32.0,28.0,0,3,7.0,13.0,0.64,0.6,0.26,0.11,24,22,13,7,0.69,0.75,23.0,27.0,10.0,12.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,1,0,0,0.3157894736842105,0.4,0.4,0.2222222222222222,0.5,0,0.30000000000000004,0,0.4,0.37000000000000005
6.0,Gent,11,12,7,41,33,8,45,Beerschot VA,16.0,16.02.2025,12:30,home,3,2,W,team,3.05,1.67,0.52,0.48,19,15,4,6,6.0,2.0,8,6,0.79,0.75,0.0,4.0,0.0,1.0,7,5,8.0,4.0,13.0,8.0,6.0,7.0,0.0,0.0,33.0,19.0,1,1,10.0,14.0,0.65,0.69,0.38,0.26,21,31,14,10,0.68,0.54,22.0,20.0,11.0,10.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,1,1,1,0.35,0.6,0.45454545454545453,0.2222222222222222,0.0,1,0.4,1,0.6,0.54
6.0,Gent,11,12,7,41,33,8,45,Kortrijk,15.0,16.03.2025,17:30,home,1,2,L,opponent,1.38,1.76,0.57,0.43,10,7,2,3,2.0,2.0,4,3,0.73,0.63,1.0,4.0,0.0,1.0,4,1,4.0,3.0,7.0,7.0,3.0,0.0,0.0,1.0,20.0,20.0,4,5,11.0,8.0,0.57,0.53,0.2,0.44,29,20,8,11,0.88,0.5,8.0,23.0,7.0,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10,1,2,2,0.3333333333333333,0.6,0.4166666666666667,0.2222222222222222,0.5,0,0.2,-1,0.6,0.48
6.0,Gent,11,12,7,41,33,8,45,Charleroi,10.0,17.01.2025,19:45,home,1,1,D,draw,0.78,0.77,0.6,0.4,8,12,3,5,1.0,2.0,6,7,0.85,0.77,1.0,1.0,0.0,0.0,2,7,3.0,0.0,4.0,7.0,4.0,5.0,0.0,0.0,33.0,18.0,2,2,5.0,11.0,0.7,0.66,0.08,0.25,17,19,11,5,0.78,0.8,27.0,41.0,10.0,12.0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,0,0,0.3181818181818182,0.4,0.38461538461538464,0.2222222222222222,0.0,0,0.1,0,0.4,0.31000000000000005
6.0,Gent,11,12,7,41,33,8,45,Genk,1.0,18.05.2025,17:30,home,1,4,L,opponent,1.12,1.09,0.45,0.55,11,14,3,5,2.0,2.0,7,2,0.88,0.91,1.0,0.0,0.0,0.0,5,6,3.0,3.0,8.0,9.0,3.0,5.0,0.0,0.0,28.0,23.0,2,3,10.0,5.0,0.84,0.79,0.22,0.14,15,11,5,10,0.62,0.77,19.0,20.0,8.0,10.0,1,2,0.7,1.36,0.0,0.0,0.0,0.0,0.64,0.81,0.72,0.78,34.0,36.0,0.0,0.0,0.0,0.0,1.36,0.7,-1.64,-0.31,8,7,1,2,2,0.30434782608695654,0.2,0.35714285714285715,0.2222222222222222,0.5,0,0.0,-3,0.2,0.14
6.0,Gent,11,12,7,41,33,8,45,Westerlo,9.0,18.08.2024,18:15,home,4,1,W,team,0.0,0.0,0.51,0.49,15,15,8,8,0.0,0.0,7,5,0.0,0.0,2.0,1.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,25,23,14,14,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16,1,1,1,0.3333333333333333,0.4,0.4,0.2222222222222222,0.0,1,0.3,3,0.4,0.37000000000000005
6.0,Gent,11,12,7,41,33,8,45,Royale Union SG,3.0,19.10.2024,19:45,away,0,0,D,draw,0.51,1.14,0.55,0.45,11,20,4,5,0.0,0.0,3,5,0.83,0.83,4.0,2.0,0.0,0.0,2,9,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,11.0,16.0,0.0,0.0,0.0,0.0,30,24,16,11,0.0,0.0,0.0,0.0,4.0,7.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,13,0,0,0,0.32,0.2,0.4,0.2,0.0,0,0.2,0,0.2,0.2
6.0,Gent,11,12,7,41,33,8,45,Club Brugge KV,2.0,20.04.2025,17:30,home,0,5,L,opponent,0.54,4.76,0.38,0.62,3,20,0,9,1.0,7.0,3,5,0.83,0.91,2.0,1.0,0.0,0.0,2,8,1.0,3.0,2.0,15.0,1.0,5.0,0.0,0.0,8.0,29.0,1,3,9.0,13.0,0.64,0.81,0.27,0.38,10,21,13,9,0.63,0.75,9.0,20.0,11.0,7.0,4,0,0.0,3.61,0.0,0.0,0.0,3.0,0.34,0.63,0.34,1.76,33.0,43.0,0.0,0.0,0.0,0.0,3.61,0.0,-1.39,0.0,8,5,1,2,2,0.3076923076923077,0.2,0.375,0.2,0.0,0,0.1,-5,0.2,0.17
6.0,Gent,11,12,7,41,33,8,45,Club Brugge KV,2.0,22.09.2024,12:30,away,4,2,W,team,0.0,0.0,0.32,0.68,7,27,4,9,0.0,0.0,2,11,0.0,0.0,5.0,3.0,0.0,0.0,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,17,25,11,5,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,0,1,1,0.3333333333333333,0.4,0.375,0.2727272727272727,0.0,1,0.3,2,0.4,0.37000000000000005
6.0,Gent,11,12,7,41,33,8,45,St. Liege,7.0,22.12.2024,15:00,away,1,0,W,team,1.63,1.1,0.6,0.4,20,9,9,0,3.0,1.0,8,4,0.8,0.66,3.0,3.0,0.0,0.0,6,5,5.0,4.0,14.0,6.0,6.0,3.0,0.0,0.0,25.0,15.0,1,4,11.0,11.0,0.62,0.54,0.19,0.47,27,21,11,11,0.55,0.52,15.0,41.0,17.0,21.0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,0,1,1,0.35714285714285715,0.6,0.375,0.3333333333333333,1.0,2,0.5,1,0.6,0.57
6.0,Gent,11,12,7,41,33,8,45,Genk,1.0,23.02.2025,15:00,away,0,0,D,draw,1.32,0.99,0.43,0.57,11,18,3,3,1.0,0.0,5,7,0.77,0.84,2.0,2.0,0.0,0.0,5,13,3.0,2.0,9.0,15.0,2.0,3.0,0.0,1.0,29.0,35.0,1,2,10.0,13.0,0.69,0.77,0.21,0.27,19,25,13,10,0.55,0.65,39.0,17.0,9.0,7.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,0,0,0,0.3448275862068966,0.4,0.375,0.3076923076923077,0.0,0,0.30000000000000004,0,0.4,0.37000000000000005
6.0,Gent,11,12,7,41,33,8,45,Anderlecht,4.0,23.04.2025,19:30,away,0,5,L,opponent,0.52,2.18,0.42,0.58,3,13,0,6,1.0,5.0,4,4,0.79,0.88,2.0,0.0,0.0,0.0,2,5,1.0,2.0,3.0,10.0,0.0,3.0,0.0,0.0,11.0,36.0,1,2,14.0,9.0,0.75,0.78,0.17,0.33,21,23,9,14,0.57,0.36,21.0,21.0,11.0,8.0,1,0,0.0,3.32,0.0,2.0,0.0,0.0,0.38,0.6,0.22,1.3,36.0,46.0,0.0,0.0,1.0,0.0,3.32,0.0,-1.68,0.0,8,0,0,2,2,0.3333333333333333,0.4,0.375,0.2857142857142857,1.0,0,0.1,-5,0.4,0.31000000000000005
6.0,Gent,11,12,7,41,33,8,45,Anderlecht,4.0,24.11.2024,17:30,away,0,6,L,opponent,0.2,2.86,0.37,0.63,6,18,4,11,0.0,4.0,5,3,0.79,0.88,4.0,0.0,2.0,0.0,1,5,1.0,2.0,2.0,9.0,4.0,9.0,1.0,0.0,14.0,29.0,3,1,7.0,17.0,0.61,0.81,0.29,0.14,21,20,17,7,0.48,0.8,12.0,10.0,6.0,6.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,2,2,0.3225806451612903,0.4,0.375,0.26666666666666666,0.5,0,0.0,-6,0.4,0.28
6.0,Gent,11,12,7,41,33,8,45,Royale Union SG,3.0,25.05.2025,17:30,away,1,3,L,opponent,0.5,1.52,0.54,0.46,4,16,1,6,2.0,3.0,4,7,0.82,0.82,0.0,2.0,0.0,0.0,3,6,0.0,4.0,4.0,13.0,0.0,3.0,0.0,1.0,7.0,19.0,0,1,16.0,10.0,0.64,0.63,0.4,0.33,23,17,10,16,0.64,0.69,28.0,19.0,8.0,13.0,3,0,0.77,2.56,0.0,1.0,0.0,0.0,0.4,0.5,0.46,1.24,40.0,42.0,1.0,0.0,1.0,0.0,2.56,0.77,-0.44,-0.23,8,13,0,2,2,0.3125,0.2,0.375,0.25,0.0,0,0.0,-2,0.2,0.14
6.0,Gent,11,12,7,41,33,8,45,Leuven,11.0,26.01.2025,18:15,away,0,0,D,draw,1.49,1.2,0.64,0.36,24,20,6,4,2.0,3.0,7,1,0.82,0.78,0.0,2.0,0.0,0.0,11,11,7.0,5.0,13.0,14.0,11.0,6.0,1.0,0.0,39.0,25.0,1,1,11.0,10.0,0.69,0.78,0.21,0.1,26,15,10,11,0.5,0.68,16.0,31.0,8.0,13.0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,11,0,0,0,0.30303030303030304,0.0,0.375,0.23529411764705882,0.5,0,0.0,0,0.0,0.0
6.0,Gent,11,12,7,41,33,8,45,Cercle Brugge KSV,13.0,26.09.2024,19:45,away,1,2,L,opponent,0.0,0.0,0.54,0.46,6,14,2,5,0.0,0.0,5,6,0.0,0.0,3.0,2.0,0.0,0.0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,34,26,16,12,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,2,2,0.29411764705882354,0.0,0.375,0.2222222222222222,0.0,0,0.0,-1,0.0,0.0
6.0,Gent,11,12,7,41,33,8,45,Royale Union SG,3.0,26.12.2024,19:45,home,1,3,L,opponent,0.51,1.98,0.54,0.46,5,14,3,7,0.0,3.0,2,4,0.76,0.75,0.0,1.0,0.0,0.0,1,4,1.0,3.0,5.0,13.0,0.0,1.0,0.0,1.0,22.0,36.0,4,5,12.0,8.0,0.64,0.56,0.1,0.2,27,20,8,12,0.68,0.84,23.0,24.0,9.0,21.0,4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,13,1,2,2,0.2857142857142857,0.0,0.35294117647058826,0.2222222222222222,0.0,0,0.0,-2,0.0,0.0
6.0,Gent,11,12,7,41,33,8,45,Anderlecht,4.0,27.04.2025,12:30,home,0,1,L,opponent,1.52,1.4,0.33,0.67,15,18,7,4,3.0,2.0,2,9,0.7,0.84,4.0,2.0,1.0,0.0,4,7,4.0,7.0,9.0,12.0,6.0,6.0,0.0,1.0,21.0,37.0,0,4,8.0,20.0,0.6,0.74,0.45,0.26,19,23,20,8,0.65,0.75,28.0,16.0,10.0,7.0,3,7,0.71,1.36,0.0,0.0,1.0,1.0,0.48,0.6,0.49,1.92,37.0,49.0,0.0,2.0,0.0,0.0,1.36,0.71,0.36,0.71,8,0,1,2,2,0.2777777777777778,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0,0.0,-1,0.0,0.0
6.0,Gent,11,12,7,41,33,8,45,Genk,1.0,27.10.2024,17:30,home,0,2,L,opponent,0.5,1.96,0.41,0.59,5,17,0,3,0.0,0.0,1,6,0.81,0.85,2.0,2.0,0.0,0.0,3,7,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,15.0,13.0,0.0,0.0,0.0,0.0,17,25,13,15,0.0,0.0,0.0,0.0,12.0,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,1,2,2,0.2702702702702703,0.0,0.3157894736842105,0.2222222222222222,0.0,0,0.0,-2,0.0,0.0
6.0,Gent,11,12,7,41,33,8,45,Kortrijk,15.0,28.07.2024,15:00,away,1,0,W,team,0.0,0.0,0.65,0.35,8,15,2,5,0.0,0.0,4,8,0.0,0.0,2.0,2.0,0.0,0.0,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,22,24,7,10,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10,0,1,1,0.2894736842105263,0.2,0.3157894736842105,0.2631578947368421,0.0,1,0.3,1,0.2,0.23
6.0,Gent,11,12,7,41,33,8,45,Leuven,11.0,29.09.2024,17:30,home,3,0,W,team,0.0,0.0,0.44,0.56,10,12,5,3,0.0,0.0,4,7,0.0,0.0,1.0,2.0,0.0,0.0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,13,32,9,10,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,11,1,1,1,0.3076923076923077,0.4,0.35,0.2631578947368421,0.0,2,0.5,3,0.4,0.43
6.0,Gent,11,12,7,41,33,8,45,Genk,1.0,30.03.2025,17:30,away,0,4,L,opponent,0.62,3.28,0.49,0.51,11,15,3,8,0.0,6.0,5,4,0.8,0.84,0.0,1.0,0.0,0.0,0,6,8.0,1.0,6.0,11.0,5.0,4.0,0.0,1.0,23.0,36.0,2,1,13.0,12.0,0.74,0.78,0.16,0.25,19,22,12,13,0.38,0.83,24.0,20.0,6.0,17.0,4,3,0.81,3.88,0.0,0.0,0.0,0.0,0.55,0.61,0.79,1.02,40.0,54.0,1.0,0.0,0.0,0.0,3.88,0.81,-0.12,0.81,8,7,0,2,2,0.3,0.4,0.35,0.25,0.0,0,0.30000000000000004,-4,0.4,0.37000000000000005
8.0,KV Mechelen,10,8,12,45,40,5,38,Beerschot VA,16.0,02.03.2025,15:00,away,0,1,L,opponent,1.6,0.66,0.54,0.46,12,14,5,5,1.0,0.0,9,4,0.82,0.83,5.0,2.0,0.0,1.0,3,6,4.0,3.0,9.0,8.0,3.0,6.0,0.0,0.0,26.0,21.0,2,1,9.0,20.0,0.72,0.67,0.28,0.36,12,23,20,9,0.68,0.75,18.0,32.0,6.0,7.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
8.0,KV Mechelen,10,8,12,45,40,5,38,Royale Union SG,3.0,02.11.2024,19:45,home,1,1,D,draw,1.77,1.64,0.67,0.33,11,8,3,2,0.0,0.0,8,6,0.87,0.76,3.0,5.0,0.0,0.0,5,4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,17.0,10.0,0.0,0.0,0.0,0.0,22,20,10,17,0.0,0.0,0.0,0.0,12.0,14.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,13,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
8.0,KV Mechelen,10,8,12,45,40,5,38,Leuven,11.0,03.05.2025,17:15,away,2,1,W,team,2.42,0.36,0.49,0.51,15,5,4,3,4.0,0.0,5,6,0.83,0.85,2.0,5.0,0.0,0.0,6,1,5.0,1.0,12.0,4.0,3.0,1.0,0.0,1.0,33.0,25.0,5,0,14.0,12.0,0.8,0.61,0.33,0.16,20,16,12,14,0.42,0.44,22.0,18.0,6.0,9.0,2,2,1.58,1.53,0.0,0.0,0.0,0.0,0.49,0.55,2.0,0.55,40.0,43.0,0.0,1.0,0.0,0.0,1.53,1.58,0.53,-0.42,9,11,0,1,1,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
8.0,KV Mechelen,10,8,12,45,40,5,38,Westerlo,9.0,03.08.2024,15:00,home,2,4,L,opponent,0.0,0.0,0.56,0.44,12,14,4,9,0.0,0.0,8,4,0.0,0.0,4.0,3.0,0.0,0.0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,15,22,14,13,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,16,1,2,2,0.25,0.25,0.0,0.5,0.5,0,0.2,-2,0.25,0.235
8.0,KV Mechelen,10,8,12,45,40,5,38,Dender,12.0,04.04.2025,19:45,home,5,2,W,team,3.39,0.64,0.52,0.48,20,9,10,4,5.0,1.0,4,1,0.87,0.85,0.0,1.0,0.0,0.0,6,3,4.0,2.0,17.0,4.0,3.0,5.0,0.0,0.0,32.0,22.0,4,0,8.0,5.0,0.81,0.73,0.5,0.2,14,11,5,8,0.46,0.56,21.0,19.0,8.0,5.0,2,5,4.14,1.39,1.0,1.0,0.0,0.0,0.59,0.44,2.08,1.51,36.0,32.0,0.0,0.0,0.0,1.0,1.39,4.14,-0.61,-0.86,9,6,1,1,1,0.4,0.4,0.3333333333333333,0.5,0.5,1,0.4,3,0.4,0.4
8.0,KV Mechelen,10,8,12,45,40,5,38,Leuven,11.0,05.10.2024,15:00,home,5,0,W,team,2.22,0.59,0.65,0.35,15,8,6,3,0.0,0.0,4,6,0.89,0.79,1.0,2.0,0.0,1.0,7,3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,13.0,9.0,0.0,0.0,0.0,0.0,9,23,9,13,0.0,0.0,0.0,0.0,8.0,10.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,11,1,1,1,0.5,0.6,0.5,0.5,1.0,2,0.5,5,0.6,0.57
8.0,KV Mechelen,10,8,12,45,40,5,38,Gent,6.0,07.02.2025,19:45,home,3,3,D,draw,2.16,1.74,0.38,0.62,16,15,8,6,6.0,4.0,9,2,0.79,0.84,0.0,1.0,0.0,0.0,8,7,0.0,2.0,9.0,10.0,7.0,5.0,0.0,0.0,27.0,25.0,4,0,6.0,10.0,0.65,0.68,0.35,0.13,19,15,10,6,0.64,0.85,22.0,12.0,12.0,10.0,3,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,1,0,0,0.42857142857142855,0.6,0.4,0.5,0.5,0,0.30000000000000004,0,0.6,0.51
8.0,KV Mechelen,10,8,12,45,40,5,38,Club Brugge KV,2.0,07.12.2024,17:15,home,1,2,L,opponent,1.41,1.04,0.54,0.46,20,10,5,2,1.0,4.0,8,5,0.87,0.83,1.0,0.0,0.0,0.0,5,5,10.0,3.0,12.0,8.0,8.0,2.0,0.0,0.0,33.0,20.0,2,1,8.0,11.0,0.77,0.65,0.21,0.14,16,15,11,8,0.64,0.88,12.0,32.0,8.0,15.0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,2,2,0.375,0.4,0.3333333333333333,0.5,0.5,0,0.1,-1,0.4,0.31000000000000005
