Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Dender,12.0,18.01.2025,15:00,away,1,0,W,team,2.09,0.37,0.58,0.42,16,7,6,1,2.0,0.0,5,3,0.73,0.59,1.0,1.0,0.0,1.0,8,5,2.0,1.0,10.0,3.0,6.0,4.0,0.0,0.0,25.0,15.0,2,0,12.0,10.0,0.55,0.53,0.29,0.26,23,34,10,12,0.63,0.55,34.0,21.0,17.0,14.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,1,1,0.22727272727272727,0.2,0.3076923076923077,0.1111111111111111,0.5,1,0.3,1,0.2,0.23
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Patro Eisden,0.0,18.05.2025,18:15,away,5,1,W,team,3.39,0.9,0.52,0.48,20,13,7,4,4.0,2.0,4,4,0.69,0.63,0.0,3.0,0.0,0.0,8,3,5.0,6.0,16.0,10.0,3.0,3.0,0.0,0.0,24.0,20.0,4,3,12.0,16.0,0.55,0.59,0.33,0.17,37,26,16,12,0.56,0.65,33.0,23.0,3.0,19.0,3,2,3.56,0.8,0.0,0.0,2.0,0.0,0.42,0.37,1.57,0.4,62.0,57.0,0.0,0.0,0.0,0.0,0.8,3.56,-0.16,-1.44,3,12,0,1,1,0.2608695652173913,0.4,0.3076923076923077,0.2,0.5,2,0.5,4,0.4,0.43
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Leuven,11.0,18.08.2024,15:00,away,1,1,D,draw,0.0,0.0,0.48,0.52,11,12,5,6,0.0,0.0,4,6,0.0,0.0,2.0,3.0,0.0,1.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,23,24,13,11,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,0,0.25,0.4,0.3076923076923077,0.18181818181818182,0.5,0,0.30000000000000004,0,0.4,0.37000000000000005
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Dender,12.0,19.10.2024,17:15,home,0,0,D,draw,0.87,0.29,0.55,0.45,13,4,6,0,0.0,0.0,5,3,0.61,0.58,1.0,4.0,0.0,1.0,7,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13.0,17.0,0.0,0.0,0.0,0.0,41,21,17,13,0.0,0.0,0.0,0.0,7.0,16.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,1,0,0,0.24,0.4,0.2857142857142857,0.18181818181818182,1.0,0,0.1,0,0.4,0.31000000000000005
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,KV Mechelen,8.0,22.09.2024,15:00,away,0,2,L,opponent,0.0,0.0,0.45,0.55,7,9,2,5,0.0,0.0,4,2,0.0,0.0,2.0,2.0,0.0,0.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,33,18,13,12,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,2,2,0.23076923076923078,0.4,0.2857142857142857,0.16666666666666666,1.0,0,0.0,-2,0.4,0.28
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Leuven,11.0,22.12.2024,18:15,home,1,0,W,team,1.18,0.49,0.47,0.53,10,10,4,2,1.0,1.0,5,3,0.65,0.72,1.0,2.0,0.0,0.0,5,3,1.0,5.0,7.0,7.0,3.0,3.0,0.0,0.0,16.0,19.0,2,2,17.0,12.0,0.5,0.58,0.25,0.2,16,23,12,17,0.64,0.6,32.0,9.0,9.0,20.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,1,1,0.25925925925925924,0.4,0.3333333333333333,0.16666666666666666,0.0,1,0.3,1,0.4,0.37000000000000005
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Kortrijk,15.0,23.02.2025,18:15,away,1,1,D,draw,0.63,1.06,0.54,0.46,4,11,3,4,1.0,2.0,3,5,0.6,0.56,2.0,4.0,0.0,0.0,1,3,0.0,4.0,4.0,11.0,0.0,0.0,1.0,0.0,19.0,29.0,1,2,22.0,15.0,0.45,0.58,0.23,0.15,34,32,15,22,0.78,0.74,31.0,43.0,11.0,11.0,3,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0,0,0,0.25,0.2,0.3333333333333333,0.15384615384615385,0.0,0,0.2,0,0.2,0.2
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Patro Eisden,0.0,23.05.2025,19:45,home,3,1,W,team,2.15,1.19,0.54,0.46,16,5,4,2,3.0,1.0,3,3,0.77,0.64,1.0,3.0,0.0,0.0,10,1,2.0,2.0,10.0,3.0,6.0,2.0,1.0,0.0,26.0,16.0,3,1,14.0,13.0,0.62,0.68,0.33,0.23,23,18,13,14,0.81,0.57,18.0,15.0,13.0,8.0,1,1,2.81,1.01,0.0,0.0,1.0,0.0,0.46,0.49,1.25,0.38,52.0,69.0,0.0,1.0,0.0,0.0,1.01,2.81,0.03,-0.19,3,12,1,1,1,0.27586206896551724,0.4,0.375,0.15384615384615385,1.0,1,0.4,2,0.4,0.4
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,St. Liege,7.0,23.11.2024,17:15,away,0,1,L,opponent,1.37,0.94,0.56,0.44,11,9,4,5,1.0,1.0,5,5,0.62,0.63,2.0,0.0,0.0,0.0,5,3,2.0,1.0,7.0,8.0,4.0,1.0,0.0,0.0,28.0,17.0,0,3,11.0,11.0,0.44,0.59,0.21,0.36,24,24,11,11,0.67,0.6,19.0,68.0,7.0,17.0,4,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0,2,2,0.26666666666666666,0.4,0.375,0.14285714285714285,0.0,0,0.2,-1,0.4,0.34
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Charleroi,10.0,25.01.2025,17:15,away,1,1,D,draw,1.2,0.79,0.51,0.49,12,7,5,3,1.0,1.0,4,2,0.76,0.71,1.0,3.0,0.0,1.0,6,3,1.0,1.0,9.0,4.0,3.0,3.0,1.0,0.0,22.0,17.0,1,5,7.0,8.0,0.56,0.59,0.14,0.4,28,24,8,7,0.77,0.67,16.0,33.0,10.0,1.0,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0,0,0.25806451612903225,0.4,0.375,0.13333333333333333,1.0,0,0.1,0,0.4,0.31000000000000005
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,St. Truiden,14.0,26.04.2025,19:45,home,3,1,W,team,2.32,0.46,0.49,0.51,11,8,6,3,4.0,1.0,3,3,0.66,0.69,3.0,8.0,0.0,1.0,1,4,4.0,1.0,8.0,6.0,3.0,2.0,0.0,0.0,28.0,13.0,2,3,14.0,12.0,0.53,0.59,0.4,0.23,28,23,12,14,0.67,0.65,17.0,34.0,9.0,11.0,2,3,2.47,0.28,0.0,0.0,0.0,0.0,0.35,0.3,0.76,0.25,52.0,64.0,0.0,0.0,1.0,1.0,0.28,2.47,-0.72,-0.53,3,15,1,1,1,0.28125,0.4,0.4117647058823529,0.13333333333333333,0.0,1,0.3,2,0.4,0.37000000000000005
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Gent,6.0,26.09.2024,19:45,home,2,1,W,team,0.0,0.0,0.46,0.54,14,6,5,2,0.0,0.0,6,5,0.0,0.0,2.0,3.0,0.0,0.0,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,26,34,12,16,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1,1,1,0.30303030303030304,0.6,0.4444444444444444,0.13333333333333333,0.0,2,0.5,1,0.6,0.57
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Royale Union SG,3.0,27.10.2024,18:15,away,3,1,W,team,1.62,1.75,0.39,0.61,7,18,4,5,0.0,0.0,9,8,0.61,0.71,3.0,2.0,0.0,0.0,1,6,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,9.0,12.0,0.0,0.0,0.0,0.0,24,28,12,9,0.0,0.0,0.0,0.0,16.0,9.0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,0,1,1,0.3235294117647059,0.6,0.4444444444444444,0.1875,0.0,3,0.6,2,0.6,0.6
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,St. Truiden,14.0,27.12.2024,19:45,away,1,1,D,draw,0.3,1.53,0.27,0.73,7,26,3,7,0.0,4.0,2,7,0.62,0.85,2.0,2.0,0.0,0.0,3,7,1.0,12.0,4.0,14.0,3.0,12.0,0.0,0.0,17.0,35.0,2,2,7.0,13.0,0.48,0.7,0.38,0.29,14,28,13,7,0.76,0.65,57.0,22.0,14.0,9.0,6,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,0,0,0,0.3142857142857143,0.6,0.4444444444444444,0.17647058823529413,0.5,0,0.30000000000000004,0,0.6,0.51
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Westerlo,9.0,28.07.2024,18:15,away,0,3,L,opponent,0.0,0.0,0.52,0.48,12,10,4,6,0.0,0.0,7,6,0.0,0.0,1.0,0.0,0.0,0.0,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,31,27,12,9,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,16,0,2,2,0.3055555555555556,0.6,0.4444444444444444,0.16666666666666666,0.0,0,0.1,-3,0.6,0.44999999999999996
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,St. Truiden,14.0,29.09.2024,18:15,home,1,1,D,draw,0.0,0.0,0.39,0.61,13,9,2,1,0.0,0.0,9,7,0.0,0.0,1.0,3.0,0.0,0.0,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,31,25,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,1,0,0,0.2972972972972973,0.4,0.42105263157894735,0.16666666666666666,0.3333333333333333,0,0.0,0,0.4,0.28
13.0,Cercle Brugge KSV,7,11,12,29,44,-15,32,Kortrijk,15.0,30.03.2025,15:00,away,2,2,D,draw,1.08,0.3,0.59,0.41,13,5,4,2,3.0,0.0,4,2,0.66,0.49,3.0,2.0,1.0,1.0,6,2,3.0,1.0,10.0,3.0,3.0,2.0,0.0,0.0,33.0,12.0,2,2,15.0,14.0,0.53,0.39,0.44,0.36,29,26,14,15,0.46,0.5,43.0,43.0,9.0,7.0,0,2,1.84,0.38,0.0,1.0,0.0,0.0,0.44,0.25,0.81,0.27,85.0,86.0,0.0,0.0,0.0,1.0,0.38,1.84,-1.62,-0.16,3,10,0,0,0,0.2894736842105263,0.2,0.42105263157894735,0.15789473684210525,0.0,0,0.0,0,0.2,0.14
10.0,Charleroi,10,7,13,36,36,0,37,Dender,12.0,01.02.2025,15:00,home,5,0,W,team,2.37,0.24,0.6,0.4,19,3,10,2,5.0,0.0,1,3,0.86,0.75,1.0,1.0,0.0,2.0,8,1,1.0,0.0,11.0,3.0,7.0,0.0,1.0,0.0,24.0,4.0,2,1,6.0,10.0,0.85,0.56,0.15,0.21,11,14,10,6,0.73,0.75,18.0,22.0,8.0,10.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,5,1.0,0.73
10.0,Charleroi,10,7,13,36,36,0,37,St. Truiden,14.0,03.08.2024,19:45,away,4,1,W,team,0.0,0.0,0.51,0.49,15,3,7,2,0.0,0.0,3,3,0.0,0.0,1.0,1.0,0.0,0.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,12,13,7,6,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,3,1.0,0.79
10.0,Charleroi,10,7,13,36,36,0,37,Cercle Brugge KSV,13.0,03.11.2024,15:00,away,0,2,L,opponent,0.62,1.88,0.55,0.45,8,18,1,7,0.0,0.0,4,9,0.68,0.64,3.0,3.0,0.0,0.0,4,5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,9.0,11.0,0.0,0.0,0.0,0.0,29,22,11,9,0.0,0.0,0.0,0.0,13.0,17.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,-2,0.6666666666666666,0.5566666666666666
10.0,Charleroi,10,7,13,36,36,0,37,St. Liege,7.0,04.05.2025,12:30,away,1,0,W,team,1.68,1.04,0.47,0.53,12,15,4,5,2.0,1.0,5,5,0.76,0.77,3.0,3.0,0.0,0.0,5,5,3.0,5.0,10.0,9.0,2.0,6.0,1.0,0.0,31.0,24.0,1,2,11.0,14.0,0.73,0.64,0.24,0.24,25,17,14,11,0.7,0.65,33.0,24.0,17.0,10.0,5,3,2.12,1.46,0.0,0.0,0.0,0.0,0.52,0.47,1.26,1.26,59.0,56.0,0.0,0.0,0.0,0.0,1.46,2.12,1.46,1.12,4,14,0,1,1,0.75,0.75,1.0,0.6666666666666666,0.5,1,0.4,1,0.75,0.645
10.0,Charleroi,10,7,13,36,36,0,37,Dender,12.0,05.10.2024,19:45,away,0,1,L,opponent,0.81,0.31,0.69,0.31,21,7,9,2,0.0,0.0,7,0,0.83,0.71,2.0,2.0,0.0,0.0,7,2,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8.0,10.0,0.0,0.0,0.0,0.0,24,14,9,5,0.0,0.0,0.0,0.0,3.0,14.0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,2,2,0.6,0.6,1.0,0.5,1.0,0,0.2,-1,0.6,0.48
10.0,Charleroi,10,7,13,36,36,0,37,St. Liege,7.0,06.04.2025,18:15,home,1,0,W,team,1.34,0.27,0.55,0.45,12,8,3,1,1.0,0.0,3,2,0.85,0.81,1.0,1.0,0.0,0.0,6,3,3.0,4.0,8.0,4.0,4.0,4.0,0.0,0.0,14.0,10.0,1,3,11.0,6.0,0.72,0.7,0.59,0.17,16,14,6,11,0.83,0.58,20.0,24.0,9.0,4.0,1,2,1.1,0.05,1.0,0.0,0.0,0.0,0.54,0.43,1.29,0.3,61.0,41.0,0.0,0.0,0.0,0.0,0.05,1.1,0.03,0.1,4,14,1,1,1,0.6666666666666666,0.6,1.0,0.5,1.0,1,0.4,1,0.6,0.54
10.0,Charleroi,10,7,13,36,36,0,37,KV Mechelen,8.0,08.03.2025,17:15,home,0,1,L,opponent,1.11,1.2,0.67,0.33,12,11,2,6,3.0,2.0,6,3,0.85,0.68,1.0,2.0,0.0,0.0,8,5,2.0,0.0,7.0,4.0,5.0,7.0,0.0,0.0,27.0,11.0,1,2,10.0,7.0,0.72,0.47,0.21,0.25,27,14,7,10,0.77,0.62,14.0,34.0,4.0,16.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,1,2,2,0.5714285714285714,0.4,0.6666666666666666,0.5,0.5,0,0.2,-1,0.4,0.34
10.0,Charleroi,10,7,13,36,36,0,37,Antwerp,5.0,08.12.2024,12:30,away,3,1,W,team,3.01,1.64,0.44,0.56,17,23,7,8,7.0,1.0,5,7,0.78,0.85,2.0,2.0,0.0,0.0,6,10,4.0,5.0,13.0,11.0,4.0,12.0,1.0,0.0,25.0,31.0,0,0,8.0,6.0,0.69,0.67,0.21,0.14,17,21,6,8,0.5,0.79,27.0,16.0,13.0,11.0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,1,1,0.625,0.6,0.6666666666666666,0.6,0.5,1,0.4,2,0.6,0.54
10.0,Charleroi,10,7,13,36,36,0,37,Beerschot VA,16.0,09.02.2025,18:15,away,1,1,D,draw,1.73,1.43,0.54,0.46,9,12,1,2,2.0,2.0,5,4,0.82,0.83,1.0,2.0,0.0,0.0,4,6,4.0,4.0,4.0,9.0,5.0,3.0,0.0,1.0,30.0,25.0,2,0,12.0,13.0,0.7,0.67,0.3,0.3,16,15,13,12,0.56,0.67,13.0,27.0,15.0,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,0,0.5555555555555556,0.4,0.6666666666666666,0.5,0.5,0,0.2,0,0.4,0.34
10.0,Charleroi,10,7,13,36,36,0,37,Westerlo,9.0,09.05.2025,19:45,home,4,3,W,team,2.64,1.71,0.55,0.45,17,13,8,6,4.0,2.0,4,7,0.81,0.81,2.0,6.0,0.0,1.0,6,3,3.0,4.0,11.0,11.0,6.0,2.0,1.0,0.0,31.0,24.0,1,4,15.0,7.0,0.67,0.63,0.56,0.21,25,14,7,15,0.61,0.54,18.0,21.0,4.0,13.0,3,4,3.4,2.78,1.0,0.0,0.0,0.0,0.48,0.48,1.45,0.76,59.0,35.0,0.0,0.0,0.0,2.0,2.78,3.4,-0.22,-0.6,4,16,1,1,1,0.6,0.6,0.75,0.5,0.5,1,0.4,1,0.6,0.54
10.0,Charleroi,10,7,13,36,36,0,37,Westerlo,9.0,09.11.2024,19:45,home,1,0,W,team,2.23,0.82,0.48,0.52,22,10,7,5,0.0,0.0,6,3,0.79,0.79,2.0,0.0,0.0,0.0,10,3,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,4.0,14.0,0.0,0.0,0.0,0.0,18,26,14,4,0.0,0.0,0.0,0.0,15.0,13.0,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16,1,1,1,0.6363636363636364,0.6,0.8,0.5,1.0,2,0.5,1,0.6,0.57
10.0,Charleroi,10,7,13,36,36,0,37,Royale Union SG,3.0,11.01.2025,19:45,home,1,2,L,opponent,0.61,0.76,0.47,0.53,8,7,4,4,1.0,3.0,1,8,0.76,0.8,4.0,3.0,0.0,0.0,2,3,2.0,0.0,4.0,6.0,4.0,1.0,0.0,0.0,9.0,27.0,0,4,13.0,12.0,0.63,0.63,0.25,0.4,28,28,12,13,0.81,0.68,21.0,26.0,16.0,9.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,1,2,2,0.5833333333333334,0.6,0.6666666666666666,0.5,0.5,0,0.30000000000000004,-1,0.6,0.51
10.0,Charleroi,10,7,13,36,36,0,37,Westerlo,9.0,11.04.2025,19:45,away,2,2,D,draw,1.1,2.3,0.54,0.46,6,23,4,6,3.0,2.0,1,6,0.82,0.8,0.0,1.0,0.0,0.0,1,9,1.0,8.0,4.0,13.0,2.0,10.0,0.0,2.0,14.0,29.0,3,1,7.0,10.0,0.58,0.62,0.27,0.42,17,19,10,7,0.5,0.75,35.0,17.0,9.0,15.0,4,2,1.56,2.15,1.0,0.0,0.0,0.0,0.41,0.47,0.88,1.05,27.0,42.0,0.0,0.0,1.0,0.0,2.15,1.56,0.15,-0.44,4,16,0,0,0,0.5384615384615384,0.4,0.6666666666666666,0.42857142857142855,1.0,0,0.1,0,0.4,0.31000000000000005
10.0,Charleroi,10,7,13,36,36,0,37,Gent,6.0,11.08.2024,17:30,home,1,0,W,team,0.0,0.0,0.41,0.59,17,7,5,0,0.0,0.0,4,3,0.0,0.0,3.0,1.0,0.0,0.0,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,25,26,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,1,1,1,0.5714285714285714,0.6,0.7142857142857143,0.42857142857142855,0.5,1,0.3,1,0.6,0.51
10.0,Charleroi,10,7,13,36,36,0,37,Leuven,11.0,14.12.2024,17:15,away,0,1,L,opponent,1.3,0.41,0.51,0.49,9,9,3,2,2.0,0.0,5,3,0.82,0.84,3.0,2.0,2.0,0.0,3,1,3.0,6.0,6.0,4.0,3.0,5.0,2.0,1.0,26.0,12.0,2,1,10.0,9.0,0.75,0.65,0.12,0.27,31,18,9,10,0.67,0.86,15.0,31.0,3.0,11.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,0,2,2,0.5333333333333333,0.4,0.7142857142857143,0.375,0.5,0,0.2,-1,0.4,0.34
10.0,Charleroi,10,7,13,36,36,0,37,Beerschot VA,16.0,15.09.2024,17:30,home,3,0,W,team,0.0,0.0,0.55,0.45,24,12,12,4,0.0,0.0,8,5,0.0,0.0,1.0,0.0,0.0,0.0,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,24,21,15,11,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,1,1,0.5625,0.4,0.75,0.375,0.0,1,0.4,3,0.4,0.4
10.0,Charleroi,10,7,13,36,36,0,37,Anderlecht,4.0,16.02.2025,17:30,home,0,1,L,opponent,0.67,0.97,0.51,0.49,13,5,4,1,0.0,1.0,3,6,0.83,0.8,1.0,3.0,0.0,0.0,6,3,3.0,1.0,6.0,4.0,7.0,1.0,1.0,0.0,23.0,32.0,1,0,11.0,14.0,0.72,0.65,0.28,0.33,20,17,14,11,0.5,0.68,29.0,29.0,9.0,9.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,2,0.5294117647058824,0.4,0.6666666666666666,0.375,0.5,0,0.2,-1,0.4,0.34
