Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Passes_team,stat_Passes_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent
4.0,14,10,6,43,27,16,52,7.0,0.8499999995749999,3,0,0.5,0.5,15,12,7,3,1,1,1.0,1.0,4,5,4,4,1,1,11.0,13.0,21,20,16,12,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,7.0,0.8499999995749999,0,0,0.69,0.31,27,3,6,0,12,2,0.0,3.0,10,2,11,1,0,1,5.0,12.0,24,17,12,5,0,6,2.73,0.11,3.0,0.0,0.86,0.66,0.0,1.0,15.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,40.0,4.0,0.76,0.56,0.27,0.13,0.6,0.67,19.0,51.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,12.0,0.89999999955,1,0,0.49,0.51,9,10,3,2,2,1,1.0,0.0,4,7,2,1,0,2,7.0,10.0,27,26,10,7,2,2,0.48,1.46,1.0,2.0,0.76,0.74,0.0,0.0,3.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,17.0,13.0,0.67,0.55,0.17,0.06,0.55,0.47,39.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,8.0,0.8499999995749999,3,1,0.59,0.41,15,6,6,2,3,8,1.0,1.0,6,3,3,1,2,4,10.0,12.0,26,20,12,7,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,3.0,0.9649999995174999,1,1,0.57,0.43,13,8,4,3,6,2,4.0,3.0,5,4,4,1,1,3,12.0,15.0,25,14,16,17,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,8.0,0.749999999625,1,2,0.72,0.28,18,7,4,6,5,2,3.0,3.0,6,1,8,0,2,6,10.0,12.0,26,22,12,10,4,3,1.86,2.01,1.0,3.0,0.87,0.68,0.0,0.0,14.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,27.0,12.0,0.7,0.57,0.25,0.0,0.81,0.42,14.0,29.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,5.0,0.89999999955,0,0,0.57,0.43,15,9,1,3,4,4,3.0,2.0,7,3,7,3,0,1,10.0,12.0,25,27,12,10,3,1,2.05,1.2,4.0,2.0,0.83,0.74,0.0,0.0,11.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,21.0,21.0,0.67,0.63,0.44,0.19,0.69,0.93,30.0,25.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,6.0,0.7999999995999999,2,2,0.53,0.47,16,16,6,5,9,4,1.0,3.0,5,7,5,4,0,3,8.0,12.0,17,23,12,8,3,4,2.34,1.68,3.0,2.0,0.79,0.79,0.0,0.0,11.0,10.0,4.0,6.0,0.0,1.0,1.0,0.0,24.0,23.0,0.65,0.7,0.23,0.21,0.6,0.44,26.0,21.0,5.0,13.0,2.44,1.7,2.0,0.0,0.41,0.39,1.55,0.5,53.0,44.0,1.0,0.0,1.7,2.44,-0.3,1.14
4.0,14,10,6,43,27,16,52,3.0,0.89999999955,2,1,0.53,0.47,13,6,3,2,10,5,7.0,4.0,7,2,3,2,1,3,9.0,21.0,29,32,21,9,1,1,1.48,0.7,2.0,1.0,0.7,0.7,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.58,0.53,0.25,0.36,0.83,0.76,33.0,35.0,15.0,9.0,0.49,1.16,0.0,0.0,0.39,0.39,1.21,0.36,54.0,70.0,0.0,0.0,1.16,0.49,0.16,-0.51
4.0,14,10,6,43,27,16,52,16.0,0.8499999995749999,2,0,0.57,0.43,14,9,3,3,9,2,3.0,3.0,5,3,6,3,3,2,5.0,15.0,28,22,14,7,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,13.0,0.72249999963875,0,1,0.69,0.31,8,9,1,1,1,3,4.0,3.0,6,6,1,2,2,2,14.0,14.0,19,31,13,17,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,14.0,0.7999999995999999,2,1,0.7,0.3,17,8,6,2,10,6,2.0,1.0,6,5,5,1,3,0,11.0,7.0,20,21,7,11,1,4,1.51,0.28,0.0,0.0,0.86,0.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,11.0,0.8499999995749999,0,0,0.59,0.41,10,11,1,4,5,6,2.0,0.0,6,4,3,3,2,2,7.0,11.0,19,17,11,7,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,14,10,6,43,27,16,52,2.0,0.9149999995425,1,0,0.38,0.62,4,21,2,8,4,5,4.0,3.0,0,9,2,4,3,2,8.0,15.0,17,34,15,8,8,1,0.43,2.58,1.0,4.0,0.69,0.82,0.0,0.0,2.0,13.0,2.0,8.0,1.0,1.0,0.0,0.0,8.0,30.0,0.58,0.65,0.08,0.37,0.53,0.61,30.0,21.0,14.0,7.0,0.34,1.61,1.0,0.0,0.25,0.55,0.34,1.35,41.0,59.0,1.0,0.0,1.61,0.34,1.61,-0.66
5.0,13,12,5,41,26,15,51,16.0,0.9999999995,4,1,0.64,0.36,15,10,6,1,5,2,1.0,1.0,5,7,4,2,1,1,10.0,11.0,19,31,11,13,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,4.0,0.9649999995174999,0,1,0.58,0.42,12,6,3,2,6,5,3.0,3.0,7,2,2,2,1,1,19.0,13.0,20,19,13,18,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,11.0,0.9499999995249999,1,0,0.61,0.39,11,12,3,5,4,2,1.0,3.0,3,4,5,3,0,2,15.0,13.0,32,19,13,15,5,2,0.51,0.97,0.0,0.0,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,8.0,0.89999999955,2,0,0.63,0.37,11,13,4,5,6,3,2.0,3.0,5,6,2,2,1,3,11.0,10.0,12,29,10,11,5,2,0.93,0.5,3.0,0.0,0.87,0.76,0.0,0.0,8.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,29.0,11.0,0.76,0.69,0.17,0.08,0.54,0.69,25.0,27.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,12.0,0.9149999995425,1,0,0.57,0.43,17,6,3,0,4,2,1.0,2.0,7,4,7,2,2,2,13.0,10.0,29,25,10,13,0,2,1.35,0.32,1.0,0.0,0.81,0.73,0.0,0.0,10.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,34.0,6.0,0.7,0.46,0.34,0.27,0.63,0.67,17.0,37.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,10.0,0.9499999995249999,1,1,0.45,0.55,6,21,3,5,0,5,4.0,2.0,1,10,2,6,4,1,8.0,9.0,26,22,9,7,4,2,0.57,1.47,0.0,0.0,0.76,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,1.0,0.9149999995425,1,3,0.52,0.48,10,8,3,4,7,2,5.0,0.0,3,2,4,2,2,2,18.0,10.0,13,15,10,18,1,2,1.54,1.09,3.0,2.0,0.84,0.83,0.0,0.0,8.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,18.0,17.0,0.66,0.71,0.31,0.19,0.53,0.6,15.0,12.0,7.0,12.0,1.48,1.55,1.0,0.0,0.51,0.45,0.72,0.64,47.0,34.0,0.0,1.0,1.55,1.48,-1.45,0.48
5.0,13,12,5,41,26,15,51,6.0,0.9499999995249999,0,1,0.61,0.39,11,14,5,5,3,8,2.0,4.0,6,6,0,3,2,0,12.0,6.0,33,17,6,12,4,5,0.66,1.91,1.0,3.0,0.86,0.77,0.0,0.0,4.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,24.0,15.0,0.76,0.61,0.24,0.12,0.52,0.47,22.0,28.0,7.0,8.0,0.99,1.71,2.0,1.0,0.51,0.3,1.01,0.86,53.0,49.0,1.0,0.0,1.71,0.99,0.71,0.99
5.0,13,12,5,41,26,15,51,14.0,0.89999999955,1,1,0.53,0.47,4,10,3,3,1,3,3.0,0.0,1,4,0,3,1,3,15.0,16.0,23,37,16,15,2,2,0.65,0.5,1.0,0.0,0.73,0.69,0.0,0.0,3.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,14.0,22.0,0.62,0.56,0.22,0.06,0.63,0.58,30.0,24.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,16.0,0.749999999625,1,0,0.47,0.53,8,20,3,3,4,4,2.0,3.0,2,13,3,4,1,1,14.0,9.0,21,24,9,14,3,2,0.84,1.92,1.0,4.0,0.72,0.78,1.0,0.0,7.0,14.0,1.0,6.0,0.0,1.0,0.0,0.0,13.0,27.0,0.54,0.68,0.18,0.35,0.69,0.76,28.0,11.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,2.0,0.9499999995249999,1,1,0.56,0.44,12,6,4,3,11,2,3.0,1.0,3,2,5,1,1,0,12.0,14.0,19,21,14,12,2,3,1.06,1.29,0.0,0.0,0.77,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,11.0,0.89999999955,2,0,0.66,0.34,21,14,7,2,5,3,2.0,1.0,9,9,5,3,1,2,8.0,8.0,12,22,8,8,2,5,2.15,1.32,4.0,2.0,0.89,0.74,0.0,0.0,13.0,8.0,8.0,6.0,1.0,0.0,0.0,0.0,27.0,22.0,0.79,0.67,0.2,0.33,0.69,0.7,39.0,17.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,4.0,0.89999999955,4,2,0.49,0.51,6,8,6,5,0,5,0.0,1.0,0,3,0,0,1,1,12.0,5.0,30,26,5,12,3,2,1.49,0.69,3.0,1.0,0.83,0.83,0.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,13.0,0.62,0.61,0.2,0.38,0.74,0.58,22.0,13.0,11.0,11.0,2.49,2.1,1.0,0.0,0.43,0.62,0.58,0.71,47.0,50.0,0.0,0.0,2.1,2.49,0.1,-0.51
5.0,13,12,5,41,26,15,51,6.0,0.9499999995249999,0,0,0.61,0.39,27,9,6,1,4,3,2.0,3.0,16,3,5,5,2,2,17.0,10.0,17,23,10,17,1,6,2.1,0.4,0.0,0.0,0.85,0.74,0.0,0.0,18.0,4.0,9.0,5.0,1.0,0.0,0.0,0.0,44.0,13.0,0.72,0.66,0.29,0.2,0.65,0.54,18.0,27.0,14.0,9.0,0.42,0.03,1.0,0.0,0.6,0.36,1.77,0.36,66.0,38.0,0.0,0.0,0.03,0.42,0.03,0.42
5.0,13,12,5,41,26,15,51,13.0,0.9999999995,2,2,0.66,0.34,14,15,3,6,3,6,3.0,2.0,7,6,4,3,1,1,13.0,10.0,31,18,9,13,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,15.0,0.9499999995249999,1,0,0.5,0.5,10,14,4,3,4,7,2.0,6.0,3,7,3,4,2,2,12.0,8.0,21,33,12,17,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,13.0,0.89999999955,2,0,0.65,0.35,17,9,7,2,6,5,0.0,1.0,7,3,3,4,7,0,13.0,14.0,31,26,14,13,2,5,1.18,0.35,2.0,0.0,0.82,0.7,0.0,0.0,8.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,22.0,12.0,0.67,0.65,0.16,0.27,0.58,0.56,12.0,22.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,2.0,0.8499999995749999,2,3,0.52,0.48,7,17,2,7,2,7,2.0,3.0,4,7,1,3,1,5,7.0,6.0,24,26,7,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,10.0,0.89999999955,0,2,0.69,0.31,25,8,5,3,13,5,1.0,2.0,9,2,11,3,0,0,8.0,7.0,29,20,7,8,1,5,1.56,1.3,1.0,2.0,0.81,0.72,0.0,0.0,15.0,5.0,10.0,3.0,0.0,0.0,0.0,1.0,49.0,18.0,0.71,0.57,0.31,0.22,0.68,0.59,18.0,64.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,2.0,0.9499999995249999,1,3,0.6,0.4,9,12,2,4,6,3,1.0,2.0,4,3,3,5,2,1,10.0,14.0,30,17,14,10,1,1,0.43,1.42,1.0,2.0,0.78,0.7,0.0,0.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,12.0,19.0,0.56,0.66,0.08,0.25,0.63,0.53,34.0,34.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,4.0,0.9499999995249999,1,3,0.6,0.4,19,17,6,7,8,8,1.0,3.0,8,6,5,4,2,1,12.0,9.0,17,21,9,12,4,5,2.93,2.29,5.0,6.0,0.84,0.77,0.0,1.0,15.0,12.0,4.0,5.0,0.0,3.0,0.0,1.0,34.0,22.0,0.7,0.66,0.37,0.19,0.73,0.8,27.0,30.0,11.0,9.0,2.93,3.03,2.0,0.0,0.47,0.55,1.25,1.56,43.0,40.0,0.0,0.0,3.03,2.93,-0.15,1.93
5.0,13,12,5,41,26,15,51,6.0,0.9649999995174999,1,1,0.53,0.47,13,9,4,3,3,1,4.0,5.0,6,5,3,1,2,0,8.0,16.0,25,18,17,9,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,3.0,0.9149999995425,1,1,0.59,0.41,7,11,1,6,3,3,2.0,2.0,4,2,2,3,0,3,13.0,8.0,16,24,8,13,5,0,0.55,2.8,1.0,4.0,0.87,0.81,0.0,0.0,6.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,18.0,24.0,0.69,0.72,0.25,0.14,0.63,0.58,28.0,14.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,12.0,0.9499999995249999,1,1,0.47,0.53,8,17,3,2,2,7,0.0,1.0,3,10,2,5,0,1,6.0,5.0,28,25,16,12,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,1.0,0.9499999995249999,0,2,0.56,0.44,8,15,1,4,1,4,1.0,4.0,3,4,4,7,1,1,20.0,16.0,32,18,16,20,2,1,0.3,1.03,0.0,0.0,0.8,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,3.0,0.9499999995249999,0,2,0.45,0.55,12,11,2,7,8,5,2.0,1.0,6,0,4,4,1,1,15.0,12.0,27,20,12,15,5,2,0.72,1.34,0.0,3.0,0.82,0.86,0.0,0.0,7.0,8.0,5.0,3.0,0.0,1.0,0.0,1.0,25.0,22.0,0.73,0.76,0.32,0.08,0.69,0.67,23.0,25.0,6.0,11.0,0.12,2.34,0.0,0.0,0.34,0.48,0.56,0.58,44.0,45.0,0.0,0.0,2.34,0.12,0.34,0.12
5.0,13,12,5,41,26,15,51,9.0,0.9999999995,4,1,0.55,0.45,6,5,4,1,5,3,2.0,2.0,1,2,1,2,1,0,10.0,15.0,17,27,14,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,6.0,0.89999999955,0,0,0.59,0.41,11,11,4,5,4,5,5.0,3.0,4,3,3,3,1,3,11.0,8.0,27,11,8,11,5,4,0.44,0.7,0.0,1.0,0.81,0.74,1.0,1.0,5.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,23.0,11.0,0.64,0.56,0.09,0.25,0.53,0.43,15.0,27.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,1.0,0.89999999955,1,2,0.55,0.45,11,12,4,7,4,4,2.0,1.0,6,3,1,2,0,1,11.0,17.0,21,32,17,11,5,3,1.07,1.09,1.0,1.0,0.76,0.73,0.0,0.0,5.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,19.0,0.69,0.62,0.14,0.2,0.65,0.57,14.0,19.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,4.0,0.89999999955,0,0,0.43,0.57,9,15,3,1,4,4,2.0,3.0,3,7,3,7,1,0,12.0,10.0,27,25,10,12,1,3,1.2,2.05,2.0,4.0,0.74,0.83,0.0,0.0,6.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,21.0,21.0,0.63,0.67,0.19,0.44,0.93,0.69,25.0,30.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,3.0,0.9499999995249999,1,2,0.48,0.52,6,17,3,5,6,4,2.0,0.0,1,9,2,3,2,1,13.0,15.0,13,19,15,13,3,2,0.21,2.11,1.0,2.0,0.87,0.87,0.0,0.0,4.0,9.0,2.0,8.0,0.0,2.0,0.0,1.0,23.0,33.0,0.81,0.74,0.16,0.44,0.56,0.58,26.0,22.0,10.0,4.0,0.49,1.72,1.0,0.0,0.56,0.48,0.58,1.37,46.0,60.0,0.0,0.0,1.72,0.49,-0.28,-0.51
5.0,13,12,5,41,26,15,51,3.0,0.9999999995,2,1,0.37,0.63,7,10,2,2,2,6,7.0,2.0,2,5,3,3,1,1,16.0,19.0,25,16,18,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,12,5,41,26,15,51,9.0,0.92249999953875,1,0,0.55,0.45,16,11,7,3,5,4,2.0,1.0,5,5,4,3,0,0,18.0,11.0,24,25,11,18,3,6,2.28,0.8,5.0,0.0,0.81,0.72,0.0,0.0,11.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,27.0,15.0,0.62,0.55,0.29,0.33,0.8,0.25,15.0,23.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
