Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent
11.0,10,14,14,39,45,-6,44,16.0,0.8740359892678478,0,0,1.13,0.39,0.61,0.39,12.0,10.0,4.0,3.0,1.0,0.0,8.0,7.0,0.84,0.8,2.0,1.0,3.0,6.0,5.0,1.0,9.0,1.0,3.0,9.0,0.0,1.0,33.0,11.0,4.0,1.0,9.0,9.0,0.67,0.61,0.1,0.17,30.0,10.0,9.0,9.0,0.73,0.3,15.0,46.0,2.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,2.0,0.9999999994858612,2,3,1.34,2.72,0.2,0.8,7.0,29.0,5.0,8.0,0.0,0.0,0.0,14.0,0.66,0.93,2.0,1.0,1.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,9.0,18.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11.0,10,14,14,39,45,-6,44,14.0,0.7197943441029334,1,1,1.08,1.14,0.62,0.38,7.0,13.0,3.0,1.0,1.0,1.0,1.0,5.0,0.83,0.74,1.0,1.0,3.0,7.0,1.0,5.0,3.0,10.0,4.0,3.0,0.0,0.0,8.0,25.0,0.0,0.0,19.0,9.0,0.63,0.62,0.08,0.32,23.0,15.0,9.0,19.0,0.33,0.41,26.0,21.0,7.0,10.0,0.0,2.0,1.64,0.63,0.0,0.0,0.53,0.52,0.23,0.55,41.0,45.0,0.0,0.0,0.63,1.64,-0.37,0.64,0.0,0.0,1.0,0.0
11.0,10,14,14,39,45,-6,44,13.0,0.7197943441029334,0,0,0.58,0.49,0.48,0.52,10.0,5.0,3.0,1.0,1.0,0.0,4.0,4.0,0.76,0.8,1.0,2.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,0.0,16.0,18.0,0.0,1.0,12.0,15.0,0.58,0.61,0.19,0.17,19.0,25.0,15.0,12.0,0.5,0.7,17.0,38.0,6.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,13.0,0.9999999994858612,1,1,0.6,0.36,0.56,0.44,10.0,6.0,3.0,2.0,0.0,0.0,4.0,2.0,0.8,0.77,2.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,0.0,0.0,23.0,10.0,2.0,1.0,10.0,11.0,0.62,0.57,0.22,0.0,19.0,15.0,11.0,10.0,0.36,0.53,16.0,26.0,7.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,16.0,0.7197943441029334,2,2,0.56,1.46,0.48,0.52,6.0,12.0,2.0,4.0,1.0,2.0,4.0,7.0,0.81,0.82,2.0,4.0,2.0,5.0,2.0,3.0,4.0,8.0,2.0,4.0,0.0,1.0,17.0,18.0,0.0,1.0,16.0,15.0,0.51,0.61,0.29,0.3,10.0,28.0,15.0,16.0,0.78,0.47,38.0,28.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,4.0,0.9999999994858612,0,2,0.41,1.82,0.45,0.55,6.0,13.0,1.0,4.0,0.0,0.0,5.0,5.0,0.82,0.87,3.0,1.0,2.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,25.0,21.0,14.0,7.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,4.0,0.8740359892678478,1,1,0.56,0.82,0.41,0.59,11.0,15.0,2.0,9.0,0.0,1.0,9.0,1.0,0.86,0.92,4.0,1.0,6.0,2.0,3.0,4.0,8.0,7.0,3.0,8.0,0.0,0.0,22.0,17.0,1.0,2.0,9.0,18.0,0.72,0.83,0.21,0.15,12.0,19.0,18.0,9.0,0.6,0.83,19.0,31.0,4.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,2.0,0.8740359892678478,0,2,1.59,2.36,0.42,0.58,17.0,12.0,3.0,7.0,2.0,4.0,9.0,3.0,0.84,0.89,1.0,3.0,6.0,5.0,8.0,0.0,16.0,9.0,1.0,3.0,0.0,0.0,37.0,26.0,1.0,2.0,6.0,14.0,0.75,0.72,0.36,0.3,12.0,13.0,14.0,6.0,0.57,0.57,14.0,32.0,5.0,9.0,5.0,3.0,0.54,2.13,0.0,3.0,0.41,0.56,1.36,0.91,31.0,40.0,0.0,0.0,2.13,0.54,0.13,0.54,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,10.0,0.8740359892678478,0,1,1.14,1.03,0.42,0.58,10.0,15.0,4.0,7.0,2.0,1.0,4.0,7.0,0.81,0.85,3.0,1.0,2.0,3.0,4.0,5.0,6.0,9.0,4.0,6.0,0.0,0.0,19.0,36.0,1.0,1.0,9.0,16.0,0.61,0.76,0.4,0.29,23.0,16.0,16.0,9.0,0.58,0.53,29.0,23.0,5.0,6.0,6.0,4.0,0.77,2.18,0.0,0.0,0.47,0.44,1.02,0.88,53.0,51.0,0.0,0.0,2.18,0.77,1.18,0.77,0.0,1.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,18.0,0.9999999994858612,1,0,0.98,0.27,0.41,0.59,14.0,10.0,4.0,4.0,2.0,1.0,3.0,12.0,0.75,0.77,3.0,2.0,8.0,3.0,2.0,3.0,9.0,6.0,5.0,4.0,0.0,0.0,15.0,26.0,2.0,1.0,7.0,15.0,0.6,0.63,0.38,0.0,17.0,31.0,15.0,7.0,0.38,0.35,33.0,18.0,17.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,9.0,0.9999999994858612,2,3,1.21,2.16,0.35,0.65,8.0,23.0,5.0,7.0,3.0,6.0,2.0,8.0,0.65,0.85,4.0,0.0,2.0,10.0,1.0,6.0,7.0,15.0,1.0,7.0,0.0,0.0,14.0,35.0,1.0,3.0,7.0,17.0,0.49,0.72,0.67,0.28,17.0,26.0,17.0,7.0,0.64,0.57,33.0,28.0,8.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,18.0,0.9999999994858612,1,0,0.65,1.04,0.51,0.49,13.0,16.0,3.0,2.0,1.0,3.0,5.0,5.0,0.76,0.76,1.0,0.0,7.0,7.0,3.0,7.0,5.0,10.0,8.0,6.0,0.0,0.0,10.0,19.0,4.0,2.0,12.0,9.0,0.64,0.62,0.4,0.35,19.0,25.0,9.0,12.0,0.64,0.36,38.0,24.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,17.0,0.7197943441029334,0,0,0.11,0.61,0.53,0.47,5.0,20.0,0.0,6.0,0.0,0.0,2.0,7.0,0.84,0.81,1.0,3.0,4.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,13.0,20.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,8.0,0.9999999994858612,2,2,1.58,2.05,0.44,0.56,6.0,20.0,3.0,6.0,0.0,0.0,2.0,9.0,0.79,0.86,4.0,3.0,1.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,13.0,12.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,17.0,0.9999999994858612,0,1,0.49,0.91,0.58,0.42,10.0,10.0,4.0,4.0,0.0,1.0,4.0,3.0,0.78,0.74,1.0,1.0,4.0,4.0,2.0,2.0,6.0,6.0,4.0,4.0,0.0,0.0,15.0,21.0,1.0,2.0,13.0,8.0,0.55,0.65,0.5,0.16,23.0,26.0,8.0,13.0,0.6,0.78,24.0,24.0,6.0,9.0,3.0,4.0,0.6,1.31,0.0,1.0,0.47,0.38,0.71,0.4,49.0,32.0,0.0,0.0,1.31,0.6,0.31,0.6,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,6.0,0.5809768634545106,1,1,0.4,1.68,0.46,0.54,6.0,20.0,3.0,6.0,1.0,2.0,2.0,9.0,0.83,0.88,3.0,3.0,2.0,7.0,1.0,7.0,4.0,13.0,2.0,7.0,1.0,0.0,11.0,32.0,3.0,0.0,16.0,11.0,0.6,0.84,0.22,0.26,22.0,15.0,11.0,16.0,0.54,0.5,26.0,21.0,6.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
11.0,10,14,14,39,45,-6,44,14.0,0.9999999994858612,3,2,2.59,0.95,0.7,0.3,16.0,8.0,3.0,2.0,0.0,0.0,6.0,5.0,0.9,0.73,1.0,3.0,6.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,14.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.0,10,14,14,39,45,-6,44,15.0,0.8740359892678478,2,3,1.33,1.33,0.58,0.42,17.0,18.0,5.0,5.0,0.0,0.0,12.0,9.0,0.88,0.85,3.0,1.0,8.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,22.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,9.0,0.7197943441029334,0,2,0.36,1.83,0.41,0.59,6.0,8.0,0.0,5.0,0.0,3.0,4.0,0.0,0.77,0.86,0.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,2.0,2.0,0.0,1.0,16.0,18.0,1.0,1.0,17.0,11.0,0.59,0.73,0.24,0.44,23.0,21.0,11.0,17.0,0.57,0.69,16.0,23.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,8.0,0.8740359892678478,2,1,0.36,2.39,0.35,0.65,9.0,26.0,3.0,8.0,0.0,2.0,4.0,11.0,0.79,0.88,1.0,1.0,4.0,11.0,2.0,7.0,7.0,14.0,2.0,12.0,0.0,1.0,15.0,33.0,2.0,2.0,5.0,14.0,0.59,0.8,0.17,0.28,14.0,13.0,14.0,5.0,0.36,0.45,31.0,25.0,10.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,12.0,0.8894601537843392,2,0,1.04,0.84,0.44,0.56,10.0,10.0,4.0,6.0,1.0,1.0,8.0,7.0,0.79,0.83,2.0,2.0,3.0,2.0,3.0,2.0,5.0,6.0,5.0,4.0,0.0,0.0,11.0,23.0,1.0,2.0,13.0,11.0,0.56,0.64,0.11,0.2,21.0,18.0,11.0,13.0,0.5,0.6,27.0,22.0,8.0,8.0,6.0,2.0,1.42,1.47,0.0,0.0,0.37,0.6,0.27,0.48,51.0,37.0,0.0,1.0,1.47,1.42,1.47,-0.58,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,15.0,0.9999999994858612,2,0,1.84,0.36,0.5,0.5,18.0,6.0,6.0,1.0,4.0,0.0,6.0,3.0,0.83,0.82,0.0,1.0,5.0,4.0,7.0,1.0,13.0,6.0,5.0,0.0,2.0,0.0,26.0,11.0,4.0,1.0,10.0,11.0,0.74,0.73,0.3,0.26,21.0,21.0,11.0,10.0,0.4,0.64,14.0,21.0,7.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,20.0,0.7197943441029334,1,1,1.04,0.91,0.54,0.46,12.0,9.0,5.0,6.0,3.0,2.0,7.0,3.0,0.84,0.81,1.0,2.0,2.0,3.0,5.0,0.0,9.0,7.0,3.0,2.0,0.0,0.0,15.0,13.0,2.0,0.0,13.0,17.0,0.7,0.59,0.22,0.4,13.0,14.0,17.0,13.0,0.75,0.57,9.0,24.0,6.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,5.0,0.9999999994858612,0,2,0.43,1.93,0.46,0.54,11.0,15.0,4.0,5.0,0.0,5.0,2.0,1.0,0.89,0.9,1.0,1.0,3.0,8.0,4.0,2.0,5.0,11.0,6.0,4.0,0.0,2.0,18.0,24.0,3.0,1.0,11.0,15.0,0.84,0.82,0.24,0.36,15.0,16.0,15.0,11.0,0.57,0.89,11.0,19.0,1.0,2.0,3.0,4.0,0.25,2.04,0.0,2.0,0.54,0.63,0.43,0.65,37.0,36.0,0.0,2.0,2.04,0.25,0.04,0.25,0.0,1.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,3.0,0.8894601537843392,2,1,2.65,3.51,0.42,0.58,13.0,25.0,7.0,9.0,0.0,0.0,4.0,6.0,0.75,1.08,3.0,4.0,4.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,8.0,19.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,10.0,0.9999999994858612,1,0,1.38,1.64,0.31,0.69,8.0,20.0,2.0,6.0,0.0,0.0,1.0,3.0,0.75,0.88,3.0,3.0,3.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,22.0,13.0,12.0,0.0,0.0,0.0,0.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,1.0,0.9999999994858612,0,2,0.52,0.84,0.42,0.58,9.0,8.0,0.0,2.0,1.0,1.0,5.0,2.0,0.82,0.88,3.0,0.0,3.0,4.0,6.0,2.0,3.0,8.0,6.0,0.0,0.0,1.0,14.0,26.0,0.0,1.0,5.0,13.0,0.7,0.76,0.17,0.26,14.0,18.0,13.0,5.0,0.63,0.43,22.0,22.0,7.0,6.0,0.0,0.0,0.0,1.65,0.0,1.0,0.42,0.36,0.84,0.95,33.0,43.0,0.0,0.0,1.65,0.0,-0.35,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,7.0,0.5809768634545106,2,3,0.71,1.97,0.58,0.42,12.0,13.0,7.0,7.0,0.0,0.0,3.0,1.0,0.84,0.77,2.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,29.0,27.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,12.0,0.5809768634545106,2,2,0.59,0.67,0.57,0.43,12.0,10.0,6.0,3.0,0.0,2.0,3.0,4.0,0.86,0.8,0.0,1.0,5.0,5.0,1.0,2.0,8.0,7.0,4.0,3.0,0.0,1.0,19.0,11.0,0.0,2.0,17.0,12.0,0.75,0.62,0.12,0.25,22.0,15.0,12.0,17.0,0.8,0.83,19.0,19.0,7.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,19.0,0.8894601537843392,1,0,0.88,0.94,0.58,0.42,12.0,13.0,6.0,4.0,0.0,0.0,3.0,3.0,0.77,0.73,4.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,19.0,0.0,0.0,0.0,0.0,20.0,16.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,7.0,0.9999999994858612,1,1,0.39,1.1,0.41,0.59,7.0,16.0,2.0,6.0,1.0,3.0,3.0,5.0,0.8,0.86,4.0,3.0,1.0,7.0,4.0,3.0,6.0,11.0,1.0,5.0,0.0,0.0,16.0,31.0,1.0,0.0,9.0,20.0,0.52,0.7,0.42,0.18,18.0,16.0,20.0,9.0,0.62,0.69,29.0,26.0,8.0,15.0,5.0,1.0,0.51,1.66,0.0,0.0,0.39,0.53,0.5,0.88,42.0,49.0,1.0,1.0,1.66,0.51,0.66,-0.49,0.0,0.0,0.0,0.0
11.0,10,14,14,39,45,-6,44,5.0,0.9999999994858612,0,1,0.22,0.5,0.43,0.57,4.0,10.0,2.0,3.0,0.0,0.0,5.0,3.0,0.77,0.84,2.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,15.0,0.0,0.0,0.0,0.0,21.0,16.0,15.0,11.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,19.0,0.7197943441029334,3,2,0.74,1.34,0.52,0.48,13.0,14.0,5.0,3.0,1.0,1.0,4.0,6.0,0.79,0.74,3.0,3.0,7.0,7.0,1.0,4.0,6.0,7.0,7.0,7.0,0.0,0.0,20.0,14.0,3.0,1.0,9.0,20.0,0.68,0.72,0.17,0.41,16.0,35.0,20.0,9.0,0.75,0.38,21.0,18.0,11.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,16.0,0.9999999994858612,1,0,2.36,0.78,0.43,0.57,20.0,9.0,6.0,4.0,2.0,1.0,7.0,7.0,0.87,0.88,1.0,1.0,9.0,3.0,5.0,2.0,12.0,6.0,8.0,3.0,0.0,0.0,20.0,11.0,3.0,1.0,7.0,15.0,0.74,0.74,0.28,0.31,15.0,12.0,15.0,7.0,0.8,0.45,22.0,18.0,5.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,10.0,0.9999999994858612,1,0,0.63,1.99,0.44,0.56,10.0,21.0,3.0,4.0,0.0,0.0,4.0,6.0,0.82,0.83,3.0,0.0,5.0,10.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,19.0,0.0,0.0,0.0,0.0,15.0,23.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,13.0,0.5809768634545106,0,2,0.13,1.49,0.46,0.54,4.0,15.0,2.0,5.0,0.0,2.0,6.0,4.0,0.84,0.88,2.0,3.0,0.0,5.0,2.0,5.0,1.0,7.0,3.0,7.0,0.0,0.0,7.0,29.0,0.0,4.0,11.0,13.0,0.69,0.79,0.0,0.29,17.0,22.0,13.0,11.0,0.56,0.59,16.0,21.0,9.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,12,8,18,41,56,-15,44,4.0,0.8740359892678478,0,2,0.48,1.47,0.38,0.62,11.0,11.0,2.0,5.0,0.0,0.0,10.0,3.0,0.76,0.85,2.0,2.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,12.0,8.0,12.0,14.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,15.0,0.7197943441029334,2,1,1.53,0.93,0.55,0.45,11.0,8.0,3.0,2.0,2.0,2.0,4.0,5.0,0.82,0.77,2.0,1.0,5.0,5.0,3.0,1.0,10.0,8.0,1.0,0.0,0.0,0.0,27.0,10.0,2.0,4.0,5.0,15.0,0.68,0.47,0.11,0.27,18.0,24.0,15.0,5.0,0.6,0.56,22.0,42.0,13.0,7.0,1.0,1.0,2.0,0.73,0.0,1.0,0.39,0.43,0.86,0.3,40.0,48.0,0.0,0.0,0.73,2.0,-0.27,0.0,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,14.0,0.9999999994858612,0,0,0.85,0.89,0.63,0.37,15.0,13.0,6.0,3.0,0.0,0.0,3.0,7.0,0.85,0.72,2.0,3.0,7.0,6.0,2.0,4.0,6.0,7.0,9.0,6.0,1.0,0.0,19.0,18.0,1.0,3.0,14.0,16.0,0.72,0.5,0.37,0.25,25.0,13.0,16.0,14.0,0.5,0.48,19.0,19.0,5.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.0,12,8,18,41,56,-15,44,13.0,0.9999999994858612,0,1,0.87,1.36,0.47,0.53,5.0,13.0,2.0,7.0,2.0,3.0,2.0,1.0,0.78,0.79,2.0,2.0,2.0,4.0,1.0,2.0,5.0,10.0,0.0,3.0,0.0,0.0,14.0,27.0,1.0,3.0,16.0,14.0,0.48,0.64,0.33,0.33,17.0,28.0,14.0,16.0,0.64,0.39,24.0,20.0,9.0,9.0,6.0,2.0,0.11,1.51,0.0,0.0,0.47,0.25,1.01,0.64,58.0,52.0,2.0,0.0,1.51,0.11,0.51,0.11,0.0,0.0,0.0,0.0
12.0,12,8,18,41,56,-15,44,17.0,0.7197943441029334,1,0,1.16,0.26,0.56,0.44,13.0,9.0,4.0,3.0,0.0,0.0,5.0,0.0,0.76,0.73,2.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,14.0,0.0,0.0,0.0,0.0,18.0,27.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
