Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent
6.0,19,8,11,60,41,19,65,14.0,0.7197943441029334,3,1,1.96,0.49,0.61,0.39,11.0,8.0,6.0,2.0,0.0,0.0,8.0,3.0,0.84,0.72,1.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,31.0,13.0,1.0,19.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,19.0,0.8894601537843392,1,2,1.03,1.87,0.66,0.34,16.0,9.0,5.0,4.0,1.0,4.0,5.0,1.0,0.87,0.76,4.0,1.0,8.0,5.0,3.0,0.0,9.0,8.0,7.0,1.0,1.0,0.0,20.0,20.0,0.0,1.0,21.0,17.0,0.75,0.64,0.33,0.33,12.0,15.0,17.0,21.0,0.67,0.53,13.0,22.0,10.0,4.0,2.0,4.0,0.85,1.31,0.0,0.0,0.57,0.45,0.86,0.75,52.0,47.0,0.0,1.0,1.31,0.85,-0.69,-0.15,0.0,1.0,0.0,0.0
6.0,19,8,11,60,41,19,65,20.0,0.9999999994858612,1,2,1.29,0.62,0.66,0.34,11.0,10.0,2.0,3.0,2.0,2.0,4.0,2.0,0.88,0.79,1.0,4.0,6.0,5.0,3.0,2.0,7.0,5.0,4.0,5.0,0.0,0.0,33.0,10.0,1.0,0.0,26.0,9.0,0.73,0.64,0.18,0.38,15.0,12.0,9.0,26.0,0.71,0.77,13.0,29.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,16.0,0.7197943441029334,0,0,0.8,0.55,0.57,0.43,9.0,7.0,3.0,3.0,1.0,1.0,2.0,2.0,0.87,0.79,0.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,0.0,0.0,12.0,15.0,2.0,1.0,19.0,10.0,0.69,0.47,0.13,0.14,7.0,23.0,10.0,19.0,0.63,0.29,24.0,23.0,10.0,8.0,3.0,3.0,0.25,0.71,1.0,0.0,0.51,0.38,0.61,0.52,46.0,29.0,0.0,0.0,0.71,0.25,0.71,0.25,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,3.0,0.7197943441029334,2,3,1.87,2.7,0.49,0.51,13.0,13.0,5.0,7.0,0.0,0.0,2.0,4.0,0.78,0.8,3.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,18.0,20.0,0.0,0.0,0.0,0.0,24.0,20.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,9.0,0.7197943441029334,0,1,0.7,0.96,0.49,0.51,10.0,16.0,4.0,6.0,2.0,5.0,3.0,1.0,0.69,0.78,2.0,2.0,2.0,6.0,4.0,4.0,6.0,6.0,4.0,10.0,0.0,1.0,24.0,19.0,2.0,2.0,16.0,10.0,0.62,0.68,0.21,0.22,28.0,16.0,10.0,16.0,0.67,0.59,9.0,25.0,6.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,10.0,0.5809768634545106,0,2,0.25,0.78,0.5,0.5,5.0,8.0,3.0,4.0,1.0,1.0,2.0,1.0,0.82,0.82,3.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0,0.0,0.0,11.0,21.0,1.0,3.0,24.0,14.0,0.67,0.6,0.09,0.67,27.0,17.0,14.0,24.0,0.65,0.62,16.0,21.0,5.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,4.0,0.8740359892678478,3,0,0.4,0.85,0.37,0.63,9.0,11.0,3.0,2.0,0.0,0.0,1.0,6.0,0.8,0.89,2.0,3.0,3.0,3.0,3.0,6.0,2.0,6.0,7.0,5.0,0.0,0.0,9.0,18.0,3.0,0.0,13.0,9.0,0.66,0.8,0.29,0.11,16.0,11.0,9.0,13.0,0.8,0.75,26.0,10.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,16.0,0.8894601537843392,1,1,0.92,1.81,0.61,0.39,14.0,13.0,7.0,5.0,0.0,0.0,9.0,4.0,0.85,0.76,2.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,18.0,16.0,0.0,0.0,0.0,0.0,17.0,18.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,19,8,11,60,41,19,65,9.0,0.9999999994858612,3,2,1.77,2.39,0.4,0.6,6.0,15.0,5.0,3.0,3.0,1.0,2.0,4.0,0.76,0.86,4.0,1.0,1.0,7.0,0.0,5.0,4.0,8.0,2.0,7.0,0.0,0.0,11.0,21.0,4.0,1.0,17.0,21.0,0.44,0.68,0.0,0.18,15.0,21.0,21.0,17.0,0.75,0.55,20.0,10.0,8.0,7.0,1.0,2.0,2.47,1.38,0.0,0.0,0.46,0.53,0.2,1.43,37.0,44.0,0.0,0.0,1.38,2.47,-0.62,-0.53,0.0,1.0,0.0,1.0
6.0,19,8,11,60,41,19,65,11.0,0.5809768634545106,1,1,1.68,0.4,0.54,0.46,20.0,6.0,6.0,3.0,2.0,1.0,9.0,2.0,0.88,0.83,3.0,3.0,7.0,2.0,7.0,1.0,13.0,4.0,7.0,2.0,0.0,1.0,32.0,11.0,0.0,3.0,11.0,16.0,0.84,0.6,0.26,0.22,15.0,22.0,16.0,11.0,0.5,0.54,21.0,26.0,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,17.0,0.7197943441029334,6,0,2.06,0.2,0.61,0.39,19.0,5.0,11.0,2.0,0.0,0.0,3.0,1.0,0.9,0.79,5.0,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,15.0,16.0,14.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,7.0,0.5809768634545106,2,1,2.48,1.44,0.46,0.54,14.0,20.0,5.0,6.0,0.0,0.0,3.0,10.0,0.86,0.89,3.0,4.0,9.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,19.0,14.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,14.0,0.7197943441029334,0,1,1.22,1.06,0.57,0.43,8.0,7.0,3.0,3.0,2.0,0.0,1.0,4.0,0.83,0.75,3.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,0.0,0.0,14.0,15.0,1.0,0.0,19.0,8.0,0.6,0.51,0.17,0.2,20.0,17.0,8.0,19.0,0.25,0.56,23.0,18.0,9.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,15.0,0.8894601537843392,2,1,0.74,0.29,0.52,0.48,8.0,8.0,4.0,2.0,0.0,0.0,4.0,4.0,0.84,0.8,2.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,13.0,24.0,1.0,2.0,15.0,15.0,0.56,0.58,0.11,0.13,12.0,25.0,15.0,15.0,0.79,0.63,53.0,10.0,4.0,7.0,1.0,2.0,1.03,0.37,0.0,0.0,0.62,0.52,0.39,0.33,44.0,34.0,0.0,1.0,0.37,1.03,-0.63,-0.97,1.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,12.0,0.8894601537843392,1,2,1.93,0.78,0.5,0.5,14.0,11.0,3.0,4.0,1.0,1.0,10.0,2.0,0.82,0.8,2.0,5.0,7.0,6.0,4.0,1.0,11.0,6.0,3.0,5.0,1.0,1.0,19.0,21.0,5.0,1.0,14.0,10.0,0.7,0.66,0.07,0.3,19.0,23.0,10.0,14.0,0.7,0.56,24.0,35.0,9.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,10.0,0.7197943441029334,2,0,0.95,1.13,0.43,0.57,8.0,10.0,4.0,4.0,1.0,2.0,4.0,3.0,0.82,0.85,1.0,2.0,2.0,5.0,2.0,1.0,7.0,9.0,1.0,1.0,0.0,0.0,19.0,23.0,3.0,0.0,11.0,15.0,0.59,0.58,0.15,0.35,17.0,20.0,15.0,11.0,1.0,0.65,25.0,18.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,12.0,0.9999999994858612,3,2,2.97,1.52,0.65,0.35,25.0,12.0,11.0,3.0,5.0,1.0,8.0,2.0,0.89,0.78,2.0,3.0,3.0,2.0,11.0,7.0,20.0,8.0,5.0,4.0,0.0,0.0,35.0,17.0,3.0,0.0,15.0,6.0,0.83,0.58,0.22,0.46,10.0,17.0,6.0,15.0,0.43,0.55,17.0,37.0,8.0,6.0,1.0,8.0,2.84,1.34,1.0,0.0,0.58,0.44,1.45,0.7,53.0,38.0,0.0,0.0,1.34,2.84,-0.66,-0.16,0.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,19.0,0.8894601537843392,0,0,1.1,0.43,0.55,0.45,14.0,8.0,8.0,4.0,0.0,0.0,7.0,3.0,0.76,0.74,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,15.0,0.0,0.0,0.0,0.0,11.0,24.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,7.0,0.9999999994858612,2,1,0.59,1.43,0.3,0.7,7.0,22.0,3.0,3.0,2.0,1.0,2.0,14.0,0.77,0.89,4.0,1.0,3.0,11.0,1.0,8.0,5.0,12.0,2.0,10.0,1.0,1.0,11.0,47.0,2.0,0.0,9.0,12.0,0.52,0.76,0.2,0.2,11.0,28.0,12.0,9.0,0.67,0.5,46.0,10.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
6.0,19,8,11,60,41,19,65,18.0,0.7197943441029334,2,1,0.79,0.37,0.54,0.46,6.0,8.0,3.0,5.0,1.0,1.0,1.0,6.0,0.78,0.73,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,6.0,0.0,0.0,12.0,12.0,3.0,1.0,18.0,16.0,0.74,0.53,0.5,0.21,17.0,21.0,16.0,18.0,0.5,0.52,42.0,11.0,7.0,4.0,4.0,1.0,1.71,0.65,1.0,0.0,0.3,0.35,0.5,0.39,53.0,53.0,1.0,0.0,0.65,1.71,-0.35,-0.29,0.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,5.0,0.9999999994858612,5,1,3.8,0.65,0.38,0.62,21.0,14.0,10.0,5.0,0.0,0.0,6.0,2.0,0.89,0.92,2.0,5.0,8.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,13.0,0.0,0.0,0.0,0.0,5.0,10.0,13.0,11.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,19,8,11,60,41,19,65,17.0,0.9999999994858612,1,0,1.67,0.77,0.48,0.52,10.0,8.0,3.0,3.0,2.0,2.0,5.0,2.0,0.77,0.8,3.0,2.0,5.0,2.0,2.0,3.0,8.0,5.0,2.0,3.0,2.0,0.0,12.0,18.0,5.0,0.0,12.0,10.0,0.52,0.57,0.29,0.26,20.0,15.0,10.0,12.0,0.43,0.5,36.0,25.0,8.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,18.0,0.8740359892678478,0,0,0.91,0.55,0.63,0.37,13.0,8.0,0.0,1.0,0.0,0.0,4.0,2.0,0.78,0.68,1.0,0.0,6.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,14.0,0.0,0.0,0.0,0.0,25.0,22.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,4.0,0.8740359892678478,2,2,1.11,1.45,0.39,0.61,11.0,15.0,4.0,5.0,1.0,2.0,2.0,7.0,0.78,0.86,1.0,3.0,3.0,7.0,4.0,3.0,4.0,13.0,7.0,2.0,0.0,0.0,16.0,33.0,1.0,0.0,14.0,9.0,0.74,0.67,0.29,0.22,17.0,19.0,9.0,14.0,0.5,0.69,33.0,11.0,12.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,3.0,0.7197943441029334,1,0,1.56,1.22,0.45,0.55,12.0,9.0,4.0,0.0,4.0,1.0,2.0,4.0,0.79,0.78,0.0,3.0,7.0,3.0,1.0,6.0,7.0,6.0,5.0,3.0,1.0,0.0,11.0,27.0,2.0,2.0,16.0,7.0,0.53,0.61,0.0,0.38,12.0,23.0,7.0,16.0,0.6,0.64,29.0,19.0,13.0,5.0,0.0,3.0,1.4,0.0,2.0,1.0,0.42,0.35,0.57,1.79,49.0,32.0,0.0,1.0,0.0,1.4,0.0,0.4,0.0,0.0,0.0,0.0
6.0,19,8,11,60,41,19,65,13.0,0.8894601537843392,1,0,0.46,0.78,0.69,0.31,12.0,14.0,4.0,4.0,0.0,0.0,4.0,4.0,0.84,0.63,2.0,4.0,2.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,19.0,18.0,10.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,16.0,0.7197943441029334,1,3,2.34,1.55,0.72,0.28,23.0,12.0,8.0,4.0,4.0,2.0,10.0,4.0,0.87,0.67,3.0,4.0,9.0,6.0,6.0,2.0,15.0,7.0,8.0,5.0,0.0,0.0,37.0,16.0,2.0,0.0,17.0,13.0,0.76,0.56,0.26,0.33,26.0,14.0,13.0,17.0,0.83,0.67,3.0,40.0,10.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,8.0,0.9999999994858612,2,1,2.85,1.45,0.39,0.61,21.0,15.0,8.0,4.0,3.0,1.0,5.0,3.0,0.84,0.88,1.0,2.0,9.0,7.0,4.0,4.0,15.0,10.0,6.0,5.0,0.0,0.0,34.0,39.0,1.0,0.0,14.0,6.0,0.75,0.75,0.33,0.35,10.0,22.0,6.0,14.0,0.67,0.44,34.0,15.0,13.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7.0,18,11,9,61,49,12,65,15.0,0.9999999994858612,2,1,1.29,1.49,0.61,0.39,11.0,15.0,6.0,5.0,4.0,2.0,7.0,7.0,0.9,0.84,0.0,0.0,2.0,6.0,3.0,4.0,9.0,10.0,2.0,5.0,0.0,0.0,27.0,24.0,2.0,1.0,14.0,9.0,0.73,0.72,0.42,0.23,11.0,19.0,9.0,14.0,0.47,0.54,36.0,26.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,18,11,9,61,49,12,65,18.0,0.5809768634545106,1,0,1.77,0.24,0.63,0.37,9.0,7.0,3.0,2.0,2.0,1.0,7.0,2.0,0.86,0.77,5.0,5.0,5.0,2.0,1.0,3.0,6.0,2.0,3.0,5.0,0.0,0.0,15.0,8.0,1.0,2.0,16.0,8.0,0.74,0.57,0.19,0.24,18.0,18.0,8.0,16.0,0.5,0.58,30.0,31.0,6.0,6.0,2.0,2.0,0.47,0.12,1.0,0.0,0.56,0.43,0.66,0.21,54.0,49.0,0.0,0.0,0.12,0.47,0.12,-0.18,0.0,0.0,1.0,1.0
7.0,18,11,9,61,49,12,65,15.0,0.9999999994858612,2,1,2.65,0.24,0.54,0.46,20.0,6.0,5.0,1.0,0.0,0.0,2.0,3.0,0.89,0.85,3.0,8.0,10.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,12.0,0.0,0.0,0.0,0.0,14.0,19.0,12.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7.0,18,11,9,61,49,12,65,5.0,0.9999999994858612,0,2,0.91,1.09,0.67,0.33,17.0,7.0,6.0,5.0,2.0,2.0,10.0,3.0,0.93,0.82,5.0,4.0,4.0,1.0,7.0,1.0,11.0,6.0,6.0,1.0,1.0,0.0,26.0,10.0,2.0,0.0,12.0,18.0,0.86,0.52,0.21,0.11,14.0,7.0,18.0,12.0,0.5,0.64,6.0,33.0,5.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,18,11,9,61,49,12,65,3.0,0.8740359892678478,1,0,0.52,0.53,0.42,0.58,8.0,10.0,3.0,2.0,1.0,2.0,4.0,11.0,0.78,0.85,2.0,1.0,3.0,3.0,2.0,5.0,5.0,8.0,3.0,2.0,0.0,0.0,13.0,42.0,1.0,1.0,6.0,6.0,0.59,0.72,0.38,0.24,26.0,24.0,6.0,6.0,0.52,0.58,33.0,15.0,12.0,8.0,2.0,2.0,0.55,0.68,1.0,0.0,0.34,0.58,0.24,1.1,50.0,38.0,0.0,0.0,0.68,0.55,0.68,-0.45,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,18.0,0.7197943441029334,2,1,2.51,0.54,0.59,0.41,16.0,7.0,6.0,2.0,0.0,0.0,5.0,3.0,0.79,0.69,2.0,4.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,12.0,0.0,0.0,0.0,0.0,17.0,24.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,1.0,0.9999999994858612,1,0,0.26,0.6,0.43,0.57,7.0,12.0,3.0,1.0,0.0,2.0,2.0,6.0,0.84,0.9,3.0,2.0,4.0,5.0,0.0,6.0,2.0,6.0,5.0,6.0,1.0,1.0,5.0,19.0,0.0,1.0,16.0,12.0,0.7,0.79,0.2,0.14,18.0,11.0,12.0,16.0,0.25,0.61,17.0,9.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,20.0,0.7197943441029334,5,1,2.87,0.9,0.61,0.39,26.0,3.0,9.0,1.0,8.0,1.0,8.0,1.0,0.92,0.86,0.0,1.0,7.0,2.0,10.0,0.0,17.0,2.0,9.0,1.0,0.0,0.0,53.0,2.0,2.0,1.0,12.0,10.0,0.83,0.7,0.27,0.13,10.0,8.0,10.0,12.0,0.78,0.36,8.0,19.0,6.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,10.0,0.9999999994858612,1,1,0.47,1.77,0.36,0.64,12.0,17.0,4.0,4.0,1.0,2.0,7.0,7.0,0.74,0.85,4.0,3.0,3.0,12.0,5.0,1.0,8.0,12.0,4.0,5.0,0.0,1.0,30.0,22.0,1.0,0.0,15.0,14.0,0.57,0.78,0.18,0.35,15.0,16.0,14.0,15.0,0.62,0.67,20.0,19.0,17.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7.0,18,11,9,61,49,12,65,12.0,0.9999999994858612,1,1,0.84,1.31,0.49,0.51,10.0,15.0,5.0,4.0,1.0,1.0,4.0,9.0,0.87,0.86,2.0,4.0,1.0,6.0,4.0,5.0,7.0,10.0,3.0,5.0,0.0,0.0,24.0,25.0,1.0,2.0,11.0,9.0,0.75,0.67,0.29,0.2,13.0,20.0,9.0,11.0,0.45,0.55,22.0,20.0,3.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,4.0,0.8740359892678478,1,1,1.72,0.79,0.57,0.43,19.0,8.0,6.0,3.0,1.0,2.0,3.0,3.0,0.86,0.83,5.0,4.0,7.0,3.0,6.0,2.0,14.0,6.0,5.0,2.0,1.0,0.0,29.0,15.0,1.0,1.0,10.0,14.0,0.8,0.72,0.24,0.3,24.0,17.0,14.0,10.0,0.67,0.58,4.0,30.0,11.0,9.0,2.0,5.0,1.67,0.72,0.0,0.0,0.56,0.43,0.6,0.37,39.0,43.0,0.0,0.0,0.72,1.67,-0.28,0.67,0.0,1.0,0.0,1.0
7.0,18,11,9,61,49,12,65,20.0,0.8740359892678478,1,0,1.46,0.95,0.49,0.51,14.0,12.0,6.0,2.0,0.0,0.0,6.0,6.0,0.87,0.89,1.0,5.0,7.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,16.0,17.0,10.0,13.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,18,11,9,61,49,12,65,5.0,0.9999999994858612,1,1,1.33,0.28,0.47,0.53,12.0,9.0,7.0,4.0,3.0,0.0,10.0,5.0,0.83,0.88,4.0,2.0,3.0,4.0,2.0,1.0,8.0,5.0,4.0,4.0,0.0,0.0,19.0,13.0,1.0,1.0,12.0,12.0,0.66,0.78,0.25,0.23,18.0,16.0,12.0,12.0,0.71,0.47,19.0,30.0,3.0,5.0,3.0,6.0,3.49,0.78,1.0,0.0,0.51,0.54,0.45,0.42,43.0,43.0,0.0,0.0,0.78,3.49,-0.22,2.49,1.0,0.0,0.0,0.0
